,제목,가수,가사
1896,시선,퀸스타운 (Queenstown),미안해 내가 사람들 속에서제일 먼저 찾은 건 네가 아냐차라리 네가 제일 먼저 눈에띄었으면 했는데 너는 아냐나는 거짓말을 했어단지 위로 받고 싶었을 뿐인데네게 했던 모든 말들진심이 아녔어나는 거짓말을 했어단지 위로 받고 싶었을 뿐인데네게 했던 모든 말들진심이 아녔어나는 거짓말을 했어단지 위로 받고 싶었을 뿐인데네게 했던 모든 말들진심이 아녔어미안해 내가 사람들 속에서제일 먼저 찾은 건 네가 아냐
1897,Love Is Step,퓨어 (Purer),One step two step천천히 너에게로 가너와 나의 사랑의 시작은step step stepStep Step Step가까워지는 발걸음우리 사이는 가까워지고Love Love Love Rainbow무지개 우리의 징검다리무지개가 향하는 곳으로구름이 움직이는 곳으로너와 내가 끌리는 곳으로함께 떠나요One step two step천천히 너에게로 가너와 나의 사랑의 시작은step step step한걸음 두걸음 네게 다가가사랑의 입맞춤 해주고우리 사랑 가득한그 곳으로 함께 떠나요One step two step천천히 너에게로 가너와 나의 사랑의 시작은step step stepOne step two step천천히 너에게로 가너와 나의 사랑의 시작은step step stepStep Step Step사랑의 시작은Love is step
1898,Jamie (Synth Edit),은일 킴,네가 없는 내가 담담해져 갈 때쯤나는 추억들을 꺼내어 본다널 만나 함께한내 인생 최고의 순간들을나는 너에게 끝없는 바다를 말했고너는 나에게 끝없는 갈증이라 했지너는 떠났지만 나는 여기에 남아우리의 추억들을 써 내려간다jamie너를 처음 만났었던 그때 난jamie너 하나로 내겐 충분했었지우리에게 더 나은 미래라 믿으며난 하루하루 앞만 보고나야만 갔었지뒤들 돌아보니 난 멀리 와있었고넌 아직 제자리에 울고 서있었지jamie그러니깐 너도 겁이 났겠지jamie그래 너도 많이 겁이 났겠지jamie그때 나는 무지개를 쫓고 있었어jamie그래 나는 작은아이 같았어너에게 나는 나쁜 놈으로그저 그렇게 남아있니몇 개의 추억을 넌 가지고 있니셀 수 없는 추억들로난 너라는 그리움에 물들고행복한 눈물이 흘러 우리 참 좋았다무던해진 미련은 그리움이 되어
1899,다시 사랑한다 말할까,진원,우연히 길을 걷다 마주친그 목소리에 난 네가 떠올라스치듯 지나가는 희미했던그 가사에 또 주저앉고 말았어사라진다 미웠던 기억도 이젠내겐 의미를 찾을 수 없어다시 사랑한다 말할까 널아직 사랑한다 말할까 난너는 기억하고 있을까 날너를 보내고 멈춰 있었던그날의 그때로 돌아가늦은 밤 술에 취해 불렀던네 이름에 또 너를 떠올려숨 쉬듯 가까이에 느껴지는네 온기에 난 눈물 흘리고 있어사랑한다 말 한 번 더 했더라면네가 내 옆에 있었을까다시 사랑한다 말할까 널아직 사랑한다 말할까 난너는 기억하고 있을까 날떠나보내고 잡지 못했던 그날의그냥 한 번 안아줬다면말없이 손 잡아줬다면우리는 달라졌을까다시 사랑한다 말할까 널아직 사랑한다 말할까 난너는 기억하고 있을까 날흩어져버린 지난 사랑을 붙잡고제자리 걸음만
1900,"아름다운 이별 (내맘을 들었다 놨다 인형뽑기, 누르면 나옵니다 노래자판기)","전지윤 (JENYER), 김원주 (2F)",눈물이 흘러 이별인 걸 알았어힘없이 돌아서던 너의 뒷모습을 바라보며나만큼 너도 슬프다는 걸 알아하지만 견뎌야 해 추억이 아름답도록그 짧았던 만남도 슬픈 우리의 사랑도이젠 눈물로 지워야 할 상처뿐인데내 마음 깊은 곳엔 언제나너를 남겨둘 거야슬픈 사랑은 너 하나로내겐 충분하니까하지만 시간은 추억 속에너를 잊으라며 모두 지워가지만한동안 난 가끔 울 것만 같아언제나 나는 너의 마음속에서느낄 수 있을 거야 추억에 가려진 채로긴 이별은 나에게 널 잊으라 하지만슬픈 사랑은 눈물 속의 널 보고 있어내 마음 깊은 곳엔 언제나너를 남겨둘 거야슬픈 사랑은 너 하나로내겐 충분하니까하지만 시간은 추억 속에너를 잊으라며 모두 지워가지만한동안 난 가끔 울 것만 같아한동안 난 가끔 울 것만 같아
1901,Sunshine,김이지,Baby youre my only sunshine눈이 부시도록 아름답죠허전했던 텅 빈 하루하루그대 빛에 스며들어 가죠When I see your eyes나는 느끼죠홀로 헤메이던 지난날들을난 괜찮아요 그대와 나눈추억이 나 살게 하니까Thinking of you나 그대를첨부터 내 맘은 그대만 향하죠변하지 않는 내사랑youre my only one그대에게 내 맘이 닿길 바래요I will stay with you나 그대처럼따스한 빛으로 곁에 머물게아름다웠던 그대와 나눈 시간들baby youre my sunshineThinking of you나 그대를처음부터 내 맘은 그대만 향하죠변하지 않는 내 사랑youre my only one그대에게 내 맘이 닿길내 마음 비춰주는 그대 빛을 따라서난 이대로 머물게요나 그대처럼Dreaming of you나 그대와함께한 그 날의 그 설레임처럼언제까지나 내 사랑youre my only oneBaby I wanna be your sunshineLoving you
1902,The Christmas Song,오연준,Chestnuts roasting on an open fireJack Frost nipping at your noseYuletide carols being sungby a choirAnd folks dressed up like EskimosEverybody knows a turkeyand some mistletoeHelp to make the season brightTiny tots with their eyesall aglowWill find it hard to sleep tonightThey know that Santa is on his wayHes loaded lots of toysand goodies on his sleighAnd every mothers childis gonna spyTo see if reindeer really knowhow to flyAnd so Im offeringthis simple phraseTo kids from one to ninety-twoAlthough its been saidmany times many waysMerry Christmas to youThey know that Santa is on his wayHes loaded lots of toysand goodies on his sleighAnd every mothers childis gonna spyTo see if reindeer really knowhow to flyAnd so Im offeringthis simple phraseTo kids from one to ninety-twoAlthough its been saidmany times many waysMerry Christmas to youHappy Christmas to you
1903,첫눈을 기다리는 마음,강민정 (모노스피커),널사랑한다는 말도 처음보고싶다는 말도 처음문득 잠에서 깬 새벽문득 생각 나는 사람도그대도 내 맘과 같나요올해의 첫눈을 기다리는 마음그댈 바라보는 내 마음 같아혼자라 느꼈던 내 하루에 스며든 사랑당신이 내 처음이에요 마지막이에요미래를 그려본 것도 처음내 입가에 번지는 웃음하루종일 함께여도헤어지기 싫은 이유도그대도 내 맘과 같나요올해의 첫눈을 기다리는 마음그댈 바라보는 내 마음 같아혼자라 느꼈던 내 하루의 스며든 사랑당신이 내 처음이에요 마지막이에요내 시간이 자꾸만 빨리 가요그대가 함께 있을 때면두려울 게 없어요그대와 함께 있으면올해의 첫눈을 기다리는 마음그댈 바라보는 내 마음 같아내사랑 언제나 곁에 머물러요하얀 세상 아래 그대와 나당신을 만나길 얼마나 기다린 지 몰라당신이 내 첫눈이에요 마지막이에요
1904,Angel,거미,비바람에 숨을 곳 없어도젖어 버린 외투에 추워도당신이란 지붕이 곁에 있어서기대어 쉴 수 있었다고긴 하루의 끝에 당신이 있어서버텨내 지고는 했죠당연한 줄 알았었죠you are my life별들이 지는 하늘의 온도차갑도록 아파당신의 온기 아직 그대론데세상의 모든 이별아름답게 만들던당신의 그 사랑 믿죠천사의 속삭임이 들려요무엇보다 소중한 기억들피해지지 않아 그 모든 순간나에게는 전부였는 걸별들이 지는 하늘의 온도차갑도록 아파당신의 온기 아직 그대론데세상의 모든 이별아름답게 만들던당신의 그 사랑당신의 미소를 믿죠소리쳐 봐도또 불러 봐도닿을 수 없네요하지만 이것만 들어 줘요세상의 모든 사랑당신이었다는 걸선물이었음을나에게 가장 큰 그리움
1905,그대,#안녕,그대 나를 닮았던 사람나에겐 별이었던 사람니 곁에 난 작기만 해서아름답게 보내주려 한 사람하지만 시간은 쌓이고그리움도 점점 커져가너 없인 나 안될 것 같아다시 돌아온 내 맘을 반겨준그대내겐 고마운 사람꿈과 같은 사람이렇게 멋진 날을 함께할그대내겐 하나인 사람마지막일 사람이렇게 멋진 날을 펼쳐갈 그대니가 말해주는 언어는다시 날 아이로 만들지누구보다 날 이해하고비로소 나를 나로 만든 사람그대내겐 고마운 사람꿈과 같은 사람이렇게 멋진 날을 함께할그대내겐 하나인 사람마지막일 사람이렇게 멋진 날을 펼쳐갈 그대다시 허락해 준네 맘을 꼭 난숨이 끊어질 날에도널 놓지 않을거야그대내게는 전부인 사람내 우주인 사람이렇게 일 분 일 초 찬란할그대평생 꼭 함께 할 사람내 꿈이 될 사람이렇게 첨이자 마지막일 그대
1906,세월의 흔적 다 버리고,"015B, 오왠 (O.WHEN)",참 오래됐지 우리 서로 헤어진 지나도 네가 없는 삶에많이 익숙해졌어네가 그리워 한때는친구에게 전화를 해끝도 없이 울기도 했지이젠 모든 게 지난 일이야힘겹게 버텨왔던 모든 일들이난 괜찮은 척 웃을게넌 하나도 신경 쓰지마대신 너에게 부탁 할게우리 아름답던 기억들하나도 잊지 말고이 세상 동안만 간직하고 있어줘모든 시간 끝나면세월의 흔적 다 버리고그때 그 모습으로다음 세상에서 우리 다시 만나자그래 어쩌면 이게 잘된 건지 몰라서로 아름다운 모습만 기억할 테니나이가 들어 주름살이 하나 둘씩늘어갈 내 모습을넌 볼 수 없겠지 삶이 너무 힘들어지치고 세상에 찌들어가는그런 모습감추고 싶은 모든 걸서로 보이지 않아도 돼제발 너에게 부탁 할게우리 사랑하던 기억들하나도 잊지 말고이 세상 동안만 간직하고 있어줘모든 시간 끝나면세월의 흔적 다 버리고그때 그 모습으로다음 세상에서 우리 다시 만나자대신 너에게 부탁 할게우리 아름답던 기억들하나도 잊지 말고이 세상 동안만 간직하고 있어줘모든 시간 끝나면세월의 흔적 다 버리고그때 그 모습으로다음 세상에서 우리 다시 만나자이 세상 동안만 간직하고 있어줘다음 세상에서 우리 다시 만나자
1907,끌림,양파,오늘 시간되면 차 한잔 어때 니가어제 했던 말이 자꾸 생각이 나서혹시 너도 나랑 같은 생각한 건지그냥 궁금해 혹시나 하는 기분에설레임 참 오랜만의 이 느낌다 잊었던 좋은 느낌첨 봤을 때 가슴 뛰던 니 얼굴이나 선한데보고 싶어 어제 너의 한마디나도 같은 생각이야그냥 문득 전화했어지금 뭐해 얼굴이나 볼래우리 자주 가던 거기 아직 있는데거기서 만나 여전한 니 목소리전화기 너머로 너의 모습이 보여변한 게 없네 그런 너라서 더 좋아기다림 늘 그려왔던 이 그림참 자연스러운 끌림어색해 웃어 넘기는 그 버릇도따뜻함도보고 싶어 하고 싶던 한마디너도 같은 생각이야그냥 아무 말 없이도편한 니가 내 눈 앞에 있어날 부르는 니가널 부르는 내가같아같은 노랠 들으며 걷는 우리아쉬운 집 앞엔 추억들 투성이이별이 혼자였던 시간이같이 있는 순간을더 소중하게 만드나 봐그래 나는 난 너 밖에두렵지만 아직은 모르지만너도 같은 맘이겠지그냥 문득 전화해서지금 뭐해 얼굴이나 볼래
1908,눈부시게 반짝이던,Allegrow,세상엔 놀라운 일이 참 많아그토록 많고 많은 사람들 중에어떻게 내가 널 만나게 됐는지지금 생각해도 신기해처음으로 너를 만났던 그 거리널 위해 불러 주던 나의 노래도조금은 쌀쌀하던 그 봄날의 밤도가끔 그 추억에 난 웃곤 해눈부시게 반짝이던 날들 안녕함께했던 많은 것들 잘 있어눈물 나게 아름답던 모든 것들너와 함께여서 행복했어이제 와 생각해 보면 난 정말얼마나 많은 행운 받았던 건지너무 큰 사랑을 받고 따뜻했는지지금 생각해도 난 고마워눈부시게 반짝이던 날들 안녕함께했던 많은 것들 잘 있어눈물 나게 아름답던 모든 것들너와 함께여서 행복했어늦은 밤 널 향해 달리던 길도너와 함께 걷던 동네 골목도날 어둠에서 구원해줬던그대가 있어서내가 다시 꿈을 꿀 수 있었어눈부시게 반짝이던 날들 안녕함께했던 많은 것들 잘 있어눈물 나게 아름답던 모든 것들항상 널 잊진 못할 거야눈부시게 반짝이던 날들 안녕함께했던 많은 것들 잘 있어눈물 나게 아름답던 모든 것들너와 함께여서 행복했어너였어서 내가 사는걸
1909,GINIBINIMAS,기니비니,나 오늘 너에게 고백하려 해네 하나부터 열까지 다 맘에 든다고온통 설레는 이 느낌 가득한오늘이야Oh happy christmas day흰 눈이 내려요 온 세상에 따뜻하게이렇게 우릴 축복하잖아너도 나 같은지 내 맘처럼 설레는지그렇다면 내 손을 잡아봐그리고 함께 노래해밖에 모든 사람들 행복해 보여나도 네 손 꼭 잡고 함께 웃고 싶어다른 선물 필요 없어 오직 나에겐네가 세상 가장 큰 선물인걸 oh흰 눈이 내려요 온 세상에 따뜻하게이렇게 우릴 축복하잖아너도 나 같은지 내 맘처럼 설레는지그렇다면 내 손을 잡아봐그리고 함께 노래해흰 눈이 내려요 온 세상에 따뜻하게따뜻하게이렇게 우릴 축복하잖아우릴 축복해 oh너도 나 같은지 내 맘처럼 설레는지그렇다면 내 손을 잡아봐그리고 함께 노래해
