,제목,가수,가사
70,윤슬 (Prod. 옥탑방예술가),신한별,"['머릿결 흩날리는 바람은', '꽃향기를 머금고', '어디로 향하는지 말도 없이', '내 두 손을 잡는다', '부드럽게 스치는 빗물을', '두 눈동자에 담아', '하늘에서 내리며 본 세상', '나에게도 보여주련', '눈부신 햇살이', '온세상에 따스하게', '스며들지 않은 곳 없고', '한밤의 달도', '품지 않은 것이 없어라', '이른 새벽 숲속', '상쾌한 공기와', '아이처럼 뛰노는 푸른 강물의 모습', '얼마나 아름다운지', '그 모습 그 온기가', '온세상에 따스하게', '스며들지 않은 곳 없고', '한밤의 달도', '품지 않은 것이 없어라', '저 부서지는 파도와', '흔들림 없는 태산도', '같은 숨결 아래 있으니', '내리는 빗소리가', '잔잔하게', '울려퍼지지 않은 곳 없고', '향긋한 바람도', '불지 않은 곳이 없어라']"
71,"이제, 꽃이 필 시간이야",박에스더,"['예쁘게 피어난 작은 민들레 어땠을까', '나처럼 찬 바람에 흔들리고 그랬을까', '추웠던 겨울 끝에 찾아온 봄날', '작은 틈으로 피운 꽃송이', '그 어떤 화려한 꽃보다', '더 반짝이고 있어', '아주 특별하진 않아도 돼', '이제 꽃이 필 시간이야', '흔들려도 걱정마 괜찮아', '이제 꽃이 필 시간이야', '바람 결을 따라 자유롭게', '날아 갈 수 있을까', '끝없는 방황 인 듯 날 다 가도', '다시 꽃 피울 수 있을까', '바람을 타고 날아 하늘을 날아', '저기 높은 하늘 끝까지', '멀리 저별 까지 나 닿을 수 있도록', '아주 특별하진 않아도 돼', '이제 꽃이 필 시간이야', '하늘 높이 날아 볼거야', '이제 꽃이 필 시간이야', '이름 모를 작은 꽃에', '발 걸음 멈춰 바라봐 준다면', '나는 그걸로 도 행복할거 같아', '아주 특별하진 않아도 돼', '이제 꽃이 필 시간이야', '서툴러도 괜찮아', '이제 꽃이 필 시간이야', '뚜우루 뚜우루 뚜우루루루루', '이제 꽃이 필 시간이야', '누구보다 찬란할 나는', '이제 꽃이 될 순간이야']"
72,"안녕,",다영,"['안녕 안녕이라는 말을 전해', '(들리지 않을 목소리)', '그래 잊혀져', '안녕 그렇게 잊혀지는 거겠지', '널 다시볼 순 없지만', '그래 그래', '그저 생각만 하겠지', '너를 너를', '그저 바라만 보겠지', '너를 너를', '안녕 안녕이라는 말을 전해', '(들리지 않을 목소리)', '그래 잊혀져', '안녕 안녕이라는 말을 전해', '(들리지 않을 목소리)', '그래 잊혀져']"
73,상처를 주는 사람도 받는 사람도 없는 세상,김현진,"['자 저 안으로 들어갈래', '저 곳은 아픔이 없는 세상이야', '상처를 주는 사람도', '받는 사람도 없는 세상이야', '많이 힘들었잖아 때론 죽고 싶었잖아', '왜 망설이고 있니', '아픔이 없다는 게 두려운 거니', '그 이유을 알고 있니', '너 기억하니 모든 눈물 쏟아 낸 날', '지울 수 없는 흉터와', '굳게 먹은 다짐과', '네 눈빛을 떠올려봐', '넌 일어났고 앞으로 걸어갔지', '아무것도 두려워마 당당하게 걸어가', '다 알고 있는 길이야', '그래 그렇게 일어나', '넌 혼자가 아니야', '내가 항상 곁에 있을게', '너 기억해줘 너의 옆엔 내가 있어', '지울수 없는 흉터도', '굳게 먹은 다짐도', '나와 함께 이겨냈어', '무서워 하지마 두려워 하지마', '너는 할 수 있어', '포기하지마 할 수 있다고', '넌 할 수 있다고', '자 나의 손을 잡아볼래', '자 다시 한 번 더 이겨내자', '나와 함께 걸어가자']"
74,오늘의 우리에게,최문석,"['문득 하루를 보내다가', '그대가 있다는 사실에', '맘이 편해지는', '이런 기분을 알까', '새삼 참 행복해지네', '집으로 돌아오는 길에', '어디쯤이냐는 전화가', '아무 이유 없이', '설레는 건 왜일까', '그댈 참 사랑하나 봐', '우리가 꿈꾸는 내일이', '오늘보다 힘들다 해도', '아무 걱정 말고', '나를 믿어요', '서로를 몰랐었던', '세상에 비하면', '아무것도 아냐', '그대를 지킬게', '사랑한다는 그 말보다', '나를 바라보는 눈빛에', '더 많은 말들이', '담겨있는 것 같아', '가만히 손을 잡아요', '우리가 꿈꾸는 내일이', '오늘보다 힘들다 해도', '아무 걱정 말고', '나를 믿어요', '서로를 몰랐었던', '세상에 비하면', '아무것도 아냐', '아무것도 바라지 않아', '그대 나의 곁에 있으니', '영원한 건 세상에 없다 해도', '우리가 보여줘요', '영원히 변하지', '않는 게 있다고', '남은 인생도', '그댈 바라보며', '살아갈 수 있기를', '언제나 바라는', '우리가 있기에', '난 다 괜찮아요']"
75,별 하나,달리안,"['나도 모르게', '너를 따라웃고', '이런 게', '요즘의 내 일상야 우후', '누가 날 봐도', '너를 사랑하나 봐', '너의 손잡고', '별 하나를 그려봐', '흐린 나의 하늘을', '아름다운 별빛으로', '가득 채워', '우리 둘만의 Spark light', '그거 아니 너', '내 유일한 못다 핀 사랑', '이제 웃음 짓게 될 순간', '우후', '널 만나러 가는', '이 길의 끝 너와 나', '너의 손잡고', '별 하나를 그려봐', '흐린 나의 하늘을', '아름다운 별빛으로', '가득 채워', '우리 둘만의 Spark light', '하루하루가 너로 가득해지고', '하늘에 보낸 우리 별도 가득해', '너의 손잡고', '별 하나를 그려봐', '흐린 나의 하늘을', '아름다운 별빛으로', '가득 채워', '우리 둘만의 Spark light']"
76,so fine,munencozy(무넨코지),"['또 반복돼 나의 daytime', '버티고 버텨내 매일 타인', '오늘도 그랬듯 anytime', '어제가 오늘 같아', 'Oh 난 언제나 클레멘타인', 'Oh God 난 꿈 꿔 every time', '갈 길은 멀기만 해', '아직은 버틸만해', '아쉬움만 남아 지난 시간 속에서', '아물지도 못한 남은 상처 속에서도', '한숨으로 뱉어보는 내 속의 말은', 'no way go way', 'Fine I’m so fine', 'I’m so fine I’m so fine but', 'Why why I’m not fine', 'I’m not fine I’m not fine 왜', '다시 시작돼 Brand new day', '거울에 비춰진 날 마주해', '어제와 달라진 눈빛에', '오늘 날 담아 내 본다', '잊혀져 가겠지 모두 다', '잊은 듯 그렇게 살아가', '그리 어렵 지도 않을 거래', '그럭저럭 다들 지나간 대', '지울 수 없는 아픈 시간 속에서', '한숨마저 삼켜보는', '이 순간에도 Now', '더 이상 무심하게 숨기지 말고', '말해 not fine', 'Fine I’m so fine I’m so fine', 'I’m so fine but', 'Why why I’m not fine', 'I’m not fine I’m not fine 왜', '또 어디로 갈까 헤메이다 지쳐', 'no way out no way out', '더 나아질 거라 믿을 수밖에', 'someday I’ll someday how', 'Why why I’m not fine', 'I’m not fine I’m not fine 왜', 'Fine I’m so fine', 'I’m so fine I’m so fine yeah', 'Now I’m so fine so fine so fine', 'Someday I’ll be Fine']"
77,기억속으로,강혁,"['슬픔이 내리던 차가운 가슴에', '얼어버린 마음에 따뜻했던 추억이', '흐르고 흘러도 결국엔 달라질건 없겠지', '우리의 아름다운 추억을', '모두 버릴께 지울께', '너만을 사랑했던 지난날들도', '한편의 소설속 이야기처럼', '세월이 지나가면 모든게 잊혀져가겠지', '오 눈물로 너를 잊겠지', '붙잡고 싶어도 자격이 없다는걸 잘알아', '날위한 이기적인 미련들', '모두 버릴께 지울께', '너만을 사랑했던 지난날들도', '한편의 소설속 이야기처럼', '세월이 지나가면 모든게 잊혀져가겠지', '오 눈물로 너를', '이제는 떠나줄께 너의 곁에서', '그리움에 지쳐 살아간대도', '세월이 지나가면 모든게 잊혀져가겠지', '오 눈물로 너를 잊겠지']"
78,시선의 수,그네,"['자꾸 바라보게 되네요', '서성이게 되네요', '하루 끝에 걸린 그대 생각에', '잠을 뒤척이곤 하네요', '혹시 이런 내 모습', '이미 그댄 알고 있는지', '밤에 달이 뜨는 날이나', '낮에 해가 뜨는 날에는', '시선이 자꾸 그대에게 머물러요', '나의 의지와는 관계없어요', '우리 눈이 마주치는 걸', '그저 우연에 빗대지만', '부단히 그댈 쳐다본 나의 노력이', '만들어 낸 일이에요', '기대하게 되네요', '욕심이 자라나곤 해요', '한번 마주친 시선 그 안에서', '계속 머무르고 싶어요', '혹시 이런 내 모습', '이미 들킨 건 아니겠죠', '밤에 달이 뜨는 날이나', '낮에 해가 뜨는 날에는', '시선이 자꾸 그대에게 머물러요', '나의 의지와는 관계없어요', '우리 눈이 마주치는 걸', '그저 우연에 빗대지만', '부단히 그댈 쳐다본 나의 노력이', '만들어 낸 일이에요', '시선이 자꾸 그대에게', '넓은 들판에 핀 꽃처럼', '살랑거리는 바람처럼', '예쁘게 건네주고 싶은 마음인데', '그게 마음처럼 안되네요', '그래도 용기 내볼래요', '그대 앞에서 말할게요', '그대와 함께 있으면 나도 모르게', '흥얼거리는 노래가 다 사랑 노래에요']"
79,지나 가버린,존한,"['이미 흘러간 시간을', '다시 잡으려 해도', '돌이킬 수 없는 후회 속에', '홀로 살아갈 뿐이야', '하지만 추억만은', '가지고 살아가요', '따뜻한 기억만을', '모두 간직하면서', '우리는 단 한번의', '인생을 아름답게 살아요', '우리의 소중한 이야기를', '만들어가요', '한 걸음 또 한 걸음', '고단했던 지난 날', '다시 돌이켜보면', '그리운 추억의 남아', '한 치 앞도 알 수 없는', '우리의 인생', '지금 이대로', '흘러가는 대로 살아 가', '우리는 단 한번의', '인생을 아름답게 살아요', '우리의 소중한 이야기를', '만들어가요']"
80,메모리폼 베개,코알라,"['너를 좋아하는 데 무슨 문제가 있니', '너를 보고 있으면 그냥 좋아', '나의 맘을 말하고는 싶은데', '너는 너무 치명적인 나의 이상형', '고백해 볼까 까이지 않을까', '고백해 볼까 차이지 않을까', '나에게로 와줘 나에게로 와줘', '메모리폼 베개처럼', '꼭 안아줄게 널 사랑해', '너의 미소처럼', '귀여운 루비같이 빛나게', '달콤하게 내 볼에 키스해 줘', '너를 좋아하는 데 무슨 문제가 있니', '너를 보고 있으면 그냥 좋아', '네 손잡고 돌아다닐 수 있다면', '사막 한가운데 떨어져도 좋아', '고백해 볼까 까이지 않을까', '고백해 볼까 차이지 않을까', '나에게로 와줘 나에게로 와줘', '메모리폼 베개처럼', '꼭 안아줄게 널 사랑해', '너의 미소처럼', '귀여운 루비같이 빛나게', '달콤하게 내 볼에 키스해 줘', '널 사랑한다 천사야', '미소천사 너 말야', '치명적인 나만의 천사가 돼줘', '널 사랑해', '너의 예쁜 미소 영원히 빛날 수 있게', '내가 매일매일매일', '네 마음 훔쳐 갈게', '아이스크림 한입에 다 먹는 너', '나의 마음도 한입에 다 먹었지', '너를 좋아하는 데 무슨 문제가 있니', '너를 보고 있으면 그냥 좋아']"
81,See you again,소수빈,"['난 아직 그대의 마음속에', '머물러 있기를 간절해', '우리를 갈라놓는대도', '우린 서로를 필요해', 'i want to see you again', '네 마음도 모르고', 'i want to see you again', 'if you want me again', '남김없이 널 내 삶 속에', '끌리는 게 있길 난 원해', '내 몸을 갈라놓는대도', '여전히 그대가 필요해', '어질러진 내 마음을 비워내', '마주치기를 난 늘 기도해', '내 속을 망가트린대도', '우리는 서로를 필요해', 'i want to see you again', '네 마음 모르고', 'i want to see you again', 'if you want me again', '나의 머릿속에 가득하네', '매일을 달래줄 너', 'If you have enough today', '널 더 알고 싶어', '날 어루만져줘', '나에게 남은 건', '너의 한순간 일 뿐이야', 'i want to see you again', '네 마음 모르고', 'i want to see you again', 'if you want me again']"
82,나의 매일에게,안녕하신가영,"['마음먹은 대로 무엇이든 될 수 있다면', '이 세상의 많은 오늘이 아름다웠을까', '어쩔 수 없는 슬픔이 우리 노래가 되어', '그런 게 인생이라고', '가고 싶은 대로 어디로든 갈 수 있다면', '나중에는 그 어떤 곳도 다 그저 그럴까', '떠나야 하는 마음 따라 머무는 곳에서', '그런 게 사람이라고', '흐린 날에는 약간의 용기를 내', '너 지치지 않을 만큼', '무엇이 됐든 매일의 생활을 해', '별다를 것 없는 듯이', '그렇게', '하고 싶은 대로 무엇이든 생각해 보면', '우리 처음 느꼈던 마음 다 그대로일까', '좋아하던 순간이 꼭 영원하지 않아도', '그런 게 사랑이라고', '흐린 날에는 약간의 용기를 내', '너 지치지 않을 만큼', '무엇이 됐든 매일의 생활을 해', '별다를 것 없는 듯이', '그렇게', '남다를 것 없다는 듯이', '무엇이 되어도 좋아', '별다를 것 없다는 듯이', '그저 그렇지는 않게']"
83,"각자의 자리, 각자의 시간",김은영,"['텅 빈 방안에 가만히 누워', '한참을 멍하니 바라보았지', '홀로 외로이 이 긴 밤에', '무너져내리고 있었지', '나는 외롭다 또 외롭다', '나의 시간만이 천천히 간다', '모두 행복한 듯 날 웃고 지난다', '다시 또 걸어봐도', '아무 의미 없는 웃음만', '짓는다 또 걷는다', '텅 비어버린 나의 마음은', '쉽게 채워지진 않았었지', '채우고 또 가득 차버리면', '숨도 못 쉴 만큼', '허덕이며 토해냈었지', '나의 시간도 천천히 지났다', '불안했었고 또 답답했었다', '묵묵히 지나간다', '그저 걷는 것만으로도', '되었다 이 어두운', '긴 새벽은 꼭 지난다', '걸어가 본다 그저 또 일어나 본다', '나의 시간이 천천히라도', '지날 수 있게 태엽을 감는다', '어두운 자정이 지나면', '눈부시도록 아름다운', '아침이 오기에', '우리의 시간을 천천히 걷는다', '기대만큼 아름답진 못해도', '또 사랑해 본다', '내가 지나온 모든 시간들', '그것이 너였음을', '그것이 나였음을']"
84,아직 널 사랑해 (Feat. 이유빈),새벽창문,"['기다리지 말라고 아무 소용 없다고', '차라리 내게 말해 줘', '시간이 지날수록 나 더 아파져 어떡해', '나 어떡해야 해', '아직 널 사랑해 누구보다 너를 사랑해', '가슴이 아직 너를 찾아 헤매이는 나라서', '자꾸 너를 기다리게 돼 바보 같이', '멍하니만 있잖아 나의 하루는 이런데', '어떻게 지내야 하니', '눈물 속에 담겨진 너의 모습이', '날 자꾸 힘들게 하잖아', '아직 널 사랑해 누구보다 너를 사랑해', '가슴이 아직 너를 찾아 헤매이는 나라서', '자꾸 너를 기다리게 돼', '바라만 보던 너는 이제 없지만', '내 마음속에 너는 그대로야', '아직 널 사랑해 누구보다 너를 사랑해', '가슴이 아직 너를 찾아 헤매이는 나라서', '자꾸 너를 기다리게 돼 바보 같이']"
