,가수,제목,가사
209,이해리 (다비치),지금,나의 곁에 앉아서 창밖을 보는 너 어떤 생각을 하나요 나는 그대의 손을 잡고서 함께 건넌 수많은 나날들을 헤아리죠 힘겨울 땐 언제나 어깨를 빌려준 그 예쁜 맘을 알아요 나는 고요히 둘이 함께면 말로 하지 않아도 다 알 것 같아 지금처럼만 내 곁에 있어요 언제라도 내가 옆에 있어요 시간이 가고 더 차가운 바람 불어도 우린 함께라고 믿어요 상처뿐인 못난 나 가만히 안아준 그 너른 맘이 좋아서 나는 그대의 품에 안기면 바라왔던 모든 게 다 내 것 같아 지금처럼만 내 곁에 있어요 언제라도 내가 옆에 있어요 시간이 가고 더 차가운 바람 불어도 우린 함께라고 믿어요 함께한 모든 날 서로를 기다린 많은 밤 다신 변치 않는 맘을 줄게 지금 우리 둘 이 작은 행복을 언제라도 기억할 수 있나요 시간이 흘러 시린 계절들에 지쳐도 우린 함께일 테니 어디 언제나 나 추억할 모든 순간에 우린 함께라고 믿어요 지금의 우리 둘처럼
210,투앤비 (2NB),보통의 이별에게,언젠가 내게 물었던 널 사랑하게 된 이유 아무 말 없이 니 손을 잡고 미소 짓던 이유 사랑이 그저 사랑이 아주 특별한 것들이 없어도 우린 행복했었지 우리가 함께했던 시간 함께했던 거리 니가 있어 더 특별했어 이별이 그저 보통의 이별이 우리 헤어지게 된다는 말이 그게 너라서 가만히 보내긴 싫어 널 사랑하게 됐던 이유가 너에게 전하지 못한 내 마음이 그게 너였다는 걸 아주 행복했던 날 난 그 앞에 서있어 우리가 함께했던 시간 함께했던 거리 니가 있어 더 특별했어 이별이 그저 보통의 이별이 우리 헤어지게 된다는 말이 그게 너라서 가만히 보내긴 싫어 널 사랑하게 됐던 이유가 너에게 전하지 못한 내 마음이 그게 너였다는 걸 아주 행복했던 날 나 그 앞에 서있어 그게 너를 니가 날 사랑했을 때에 추억에 미안하지 않게 눈물 흘리며 웃고 있어 이별이 그저 보통의 이별이 우리 헤어지게 된다는 말이 그게 너라서 가만히 보내긴 싫어 널 사랑하게 됐던 이유가 너에게 전하지 못한 내 마음이 그게 너였다는 걸 아주 행복했던 날 나 그 앞에 서있어 나 그 앞에 서있어
211,준호 (2PM),believe,이 어둠 속에 나라는 존재가 보일까 늘 고민 속에 끝이란 답은 찾지 못해 혹 이 모습이 지금 네게 보인다면 날 지켜봐 주렴 이끌어 주렴 oh my heart I believe you I will sing these songs for you never give up and fight for you oh I I believe you I will always pray for you you don't have to cry no more 내 두 눈 속에 반짝이던 빛이 꺼질 때 내 두 어깨가 초라해져 숨 죽어갈 때 널 생각하며 버텨왔어 이젠 내가 널 지켜줄 테니 안아줄 테니 oh my heart I believe you I will sing these songs for you never give up and fight for you oh I I believe you I will always pray for you you don't have to cry no more oh I
212,박지훈,L.O.V.E,스쳐 가듯 빠르게 흐른 시간을 추억이라 불러 그대와 만들 이 새로운 시작을 사랑이라 불러 널 아낄게 내 두 눈 가득히 나라는 예쁜 색이 칠해져 더 더 아름다운 넌 나만의 꽃 I feeling it All the day I feeling it All the time 너와 느끼던 그 모든 날들 I feeling it All the day I feeling it All the time 너의 눈 속에 내가 보여 마주 보는 시간이 그리움에 닿아서 네 숨결 따라서 너와 나눈 모든 계절이 소중해 나만의 꽃 Rose Oh 늘 내 곁에 피어 나만의 너 Love Oh 사랑을 더 키워 늘 내 옆을 지켜 가까이 Knock 할게 언제든 응답해 한 송이 꽃향기 온몸에 가득해 잠시 눈 감은 순간에도 절대 잊을 수가 없어 너와 나의 추억 숨결에 네가 섞여 up all night 어떻게 잊겠어 우리 첫 만남 그대와 손과 손이 더 맞닿은 채 느끼고 싶어 Andante 말론 표현 못 해 우리 함께 써내린 Drama I feeling it All the day I feeling it All the time 너와 느낀 모든 날에 미소가 스쳐가 I feeling it All the day I feeling it All the time 너와 나눈 모든 계절이 소중해 나만의 꽃 Rose Oh 늘 내 곁에 피어 나만의 너 Love Oh 사랑을 더 키워 늘 내 옆을 지켜 빈방에 그리움을 채워놓고 그 향에 취해 너를 떠올리는 걸 쉽게 말은 안 할게 그저 같은 떨림 느끼던 걸 서로 알기에 그리운 감정이 견디기 힘들어 눈이 마주치고 고백하듯이 웃었지 넌 기억하니 너와 나눈 모든 계절이 모든 계절이 모든 계절이 소중해 나만의 꽃 Rose Oh 늘 내 곁에 피어 나만의 너 Love Oh 사랑을 더 키워 늘 내 옆을 지켜
213,업라이트 (Upright),고마운 사람 (Vocal by 이소진),비가 내리는 날엔 연락도 없이 우산을 들고 기다리죠 화창한 주말엔 어김없이 꽃을 선물하죠 이유 없이 너에게 투정 부려도 언제나 웃으며 나를 받아주던 너의 고마운 사랑을 그땐 깨닫지 못 했었던 거야 다시 붙잡고 싶었어 널 찾고 싶었어 미안한 마음에 너의 집 앞에 다른 누구의 사람이 되어 행복한 모습이었어 쓸쓸한 바람이 내 몸을 감싸고 흐르는 눈물이 달빛에 비추네 떠난 시간을 가슴에 묻고 내일을 살아야 하겠지 다시 붙잡고 싶었어 널 찾고 싶었어 미안한 마음에 너의 집 앞에 다른 누구의 사람이 되어 행복한 모습이었어 계절이 변하고 내 맘도 변하면 널 지우고 살아가겠지 고마운 내사람 이젠 안녕 행복해주세요
214,루그,삭제,안녕이란 인사만 내게 남기고서 멀어져 가는 널 미워했었는데 차디차게 식어만 가는 커피잔에 우리가 사랑한 추억들이 떠오르는걸 잊을래 사랑했던 널 조금씩 나는 잊을래 가슴에 남은 한 조각도 지울래 슬픈 영화의 우리 사랑얘기 모두다 다 남김없이 나 잊을래  함께했던 그 많은 날을 잊지 못해 아직 내 손엔 반지의 흔적 남아 행복하란 마지막 말도 못 해준 게 마음에 걸려서 다시 한번 널 찾아봤어 잊을래 사랑했던 널 조금씩 나는 잊을래 가슴에 남은 한 조각도 지울래 슬픈 영화의 우리 사랑얘기 모두다 다 남김없이 나 지울래 자꾸만 니 손을 붙잡고 싶어져 널 내 품에 안고 다시 아껴주고 싶었는데 하지만 이제는 작은 추억까지 모두 지워 가야 해 잊을래 기억해 사랑했던걸 나에겐 너뿐이란 걸 이렇게 너를 보내지마 사랑해 나를 떠나는 너의 모습까지 모두다 나의 두 눈에 널 담을게 부탁해 다신 우연히 널 마주치지 않도록 다른 하늘 아래 살아줘 미안해 가끔 떠오른 너의 마지막 미소까지 또 남김없이 나 지울래
215,에피톤 프로젝트,미움 (Vocal 손주희),참 미웠지 이렇게 변한 내가 미워서 한참 동안을 바라보다 이젠 어쩔 수가 없는 걸 알아 참 우습지 이런 게 끝이라니 우습지 하루 종일 널 생각하다 이젠 어쩔 수가 없다고 그래 이젠 나를 미워하지 않아도 되고 더는 걱정해야 할 일도 없고 매일 슬퍼해야 할 일 없으니 이젠 그댈 이해하지 않아도 되고 더는 후회해야 소용도 없고 서로 미워할 일도 없는 거지 참 미웠지 이렇게 변한 네가 미워서 한참 동안을 바라보다 이게 끝이라고 한다면 그래 이젠 나를 미워하지 않아도 되고 더는 걱정해야 할 일도 없고 매일 슬퍼해야 할 일 없으니 이젠 그댈 이해하지 않아도 되고 더는 후회해야 소용도 없고 서로 미워할 일도 없는 거지 참 미웠지 이렇게 변한 네가 미워서 한참 동안을 바라보다 이게 끝이라고 한다면 그래
216,김성규,Daydream (Feat. Borderline : TABLO & JW),나의 머릿속은 온통 너에 대한 생각으로 가득해 나의 마음속은 온통 널 향한 그리움으로 가득해 지금 당장이라도 널 향해 달려가고 싶어 나의 두 눈 속에 너를 가득 담고 싶어 지금 당장이라도 널 향해 달려가고 싶어 너의 그 입술에 나의 입 맞추고 싶어 할 수만 있다면 내 전부를 주고 싶어 할 수만 있다면 내 모든 일상을 너로 가득 채우고 싶어 하루에도 수백 번씩 너의 일상과 안부가 궁금해 함께 듣던 음악들이 널 향한 나의 그리움을 대신해 지금 당장이라도 널 향해 달려가고 싶어 해가 지고 뜰 때까지 옆에 있고 싶어 한 계절에 피고지는 꽃잎이 아른거리는 사진 속의 그 거리를 함께 걷고 싶어 할 수만 있다면 내 전부를 주고 싶어 할 수만 있다면 내 모든 일상을 너로 가득 채우고 싶어 할 수만 있다면 널 위해 할 수 없는 게 없는데 해선 안 될 것은 쉽게 하던 난데 이건 잘 안돼 할 수만 있다면 두 발은 너를 향해 이미 이 두 팔은 널 품 안에 이미 그리움을 앞장서 눈 앞에 이미 망설임의 순간은 다시 널 위해 그리던 무한대 이미 My heart is tellin' me it's easy 내 몸이 나를 어려워해 세상에서 가장 쉬운 일이 사실 나에겐 늘 어려웠네 You're so far away 할 수만 있다면 이미 널 향해 내 전부를 주고 싶어 But you're so so far away 할 수만 있다면 이미 널 내 품 안에 내 모든 일상을 너로 가득 채우고 싶어 지금 당장이라도 널 향해 달려가고 싶어 나의 두 눈 속에 너를 가득 담고 싶어 지금 당장이라도 널 향해 달려가고 싶어 너의 그 입술에 나의 입 맞추고 싶어
217,솔라 (마마무),바보처럼 살았군요,어느 날 난 낙엽 지는 소리에 갑자기 텅 빈 내 마음을 보았죠 그냥 덧없이 흘려 버린 그런 세월을 느낀 거죠 저 떨어지는 낙엽처럼 그렇게 살아 버린 내 인생을 난 참 바보처럼 살았군요 난 참 난 참 바보처럼 살았군요 바보처럼 바보처럼 잃어버린 것이 아닐까 늦어 버린 것이 아닐까 흘러가는 세월을 찾을 수만 있다면 얼마나 좋을까 좋을까 난 참 바보처럼 살았군요 난 참 난 참 바보처럼 살았군요 바보처럼 바보처럼 바보처럼 난 참 바보처럼 살았군요 난 난 바보처럼 바보처럼 바보처럼 바보처럼 살았군요 바보처럼 바보처럼 살았군요
218,미연 ((여자)아이들),My Destiny,시간이 참 많이 흘렀죠 그대도 나도 많이 변했네요 그대에게 배운 사랑이 늘 그대만 찾게 했는데 나의 앞에 있네요 혹시 그대 내 맘과 같다면 우리 이제 그때처럼 다시 사랑할까요 My destiny 그대 없는 시간들은 숨 쉴 의미조차 없는 날들 뿐이죠 처음 날 바라보던 그 눈빛으로 내 곁에 머무르며 영원히 사랑해요 My destiny 혹시 그대 내 맘과 같다면 우리 이제 그때처럼 다시 사랑할까요 My destiny 그대 없는 시간들은 숨 쉴 의미조차 없는 날들 뿐이죠 처음 날 바라보던 그 눈빛으로 내 곁에 머무르며 영원히 사랑해요 My destiny 시간이 참 많이 흘러도 그댈 향한 내 맘 여전하네요 그대에게 배운 사랑을 그대에게 줄 수 있어서 나는 행복합니다
219,유승희,소녀 : 윤영의 테마 (Vocal 유승희),벚꽃이 피던 그날의 봄 유난히 밝은 햇살 널 만나던 길 생각이나 저 만리넘어 고즈넉히 네가 있겠지 네가 보였으면 너의 맘속 들어서면 너의 향기 너의 웃음 그 모든게 또 생각나서 나도 모르게 웃음짓게 되 너의 꽃길 그 옆동네에 그 옆동네를 지날때도 네가 생각이나 나도 모르게 눈물이 흘러 우우우 내 시간은 거꾸로 흘러가 우우우 난 네 앞에서 웃고있잖아 나 너를위해 밤새도록 그림을 그리다가 잠이 들어 꿈을 꾸고있어 나 또렷이도 추억하네 너의 그 미소를 너무 행복했어 너의 맘속 들어서면 너의 향기 너의 웃음 그 모든게 또 생각나서 나도 모르게 웃음짓게 되 너의 꽃길 그 옆동네에 그 옆동네를 지날때도 네가 생각이나 나도 모르게 눈물이 흘러 우우우 내 시간은 거꾸로 흘러가 우우우 난 네 앞에서 웃고있잖아
220,Various Artists,하나되어 (Original Ver.),뜻하지 않은 아픔을 겪었어 너무 앞만 보고 달렸던거야 이제 그누구도 탓하지 말고 나의 부족함을 다시 생각해 우리에겐 아직 희망은 있어 어려울수록 강해지는 믿음 그래 다시 시작해보는 거야 다시 태어나는 그런 맘으로 우린 해낼 수 있어 다시 일어날 수 있어 그토록 힘들었던 지난 시련도 우린 하나되어 이겼어 세상이 우릴 지켜보고 있어 우리의 시작을 의심할거야 그런 그들에게 보여줘야해 우리도 몰랐던 또다른 힘을 우린 해낼 수 있어 다시 일어날 수 있어 그토록 힘들었던 지난 시련도 우린 하나되어 이겼어 저 높이 떠오르는 태양을 봐 우릴 비춰주고 있잖아 우리 모두 손을 잡고 희망의 미랠 향해 우린 해낼 수 있어 다시 일어날 수 있어 그토록 힘들었던 지난 시련도 우린 하나되어 우린 하나되어 우린 하나되어 우린 하나되어 하나되어 이겼어
221,"소야 (SOYA), 김종국",매일매일 사랑해,그대를 사랑할 사람 바로 여기 있어요 함께 울어줄 사람 바로 나에요  미워질까 봐 헤어질까 봐 다신 못 볼까 봐 이게 낫다고 견딜만 하다고 친구로 족하다고 오직 한마디 오직 한마디만 참으면 된다고 가장 하고 싶은 말 수천 번 삼켰던 말 그대를 사랑할 사람 바로 여기 있어요 함께 울어줄 사람 바로 나에요 사랑해요 그댈 사랑해요 내 맘 정말 모르겠나요 그대의 다정한 눈빛에 잠을 설치고 안 되는 전화에 또 하루를 망치죠 이대로는 단 하루도 난 안돼요 이젠 말하려고 해요 여보세요만 들어도 알죠 무슨 일 있는지 그대 모르는 그대 습관들도 좋아하는 날씨도 오직 하나만 오직 하나만은 도무지 모르죠 이런 내 맘을 그대 어떻게 생각할지 그대를 사랑할 사람 바로 여기 있어요 함께 울어줄 사람 바로 나에요 사랑해요 그댈 사랑해요 내 맘 정말 모르겠나요 그대의 다정한 눈빛에 잠을 설치고 안되는 전화에 또 하루를 망치죠 이대로는 단 하루도 난 안돼요 이젠 말해야만 해요 입술이 자꾸 얼어요 마음은 뜨거운데 바보 같은 나지만 그대만 사랑할 사람 바로 나잖아요  그대만 사랑할 사람 바로 나잖아요 내겐 얼마나 소중한 그대인데 두 번 다시 다른 사람에게 상처받고 울지 말아요 그대의 손가락 하나까지 행복하게 언제 울었었는지 기억도 안 나게 지킬게요 이젠 내가 약속해요 우리 사랑해요 영원히 그대를 사랑해요 영원히
222,정키,"남겨진 건 (Feat. 킹박, 김민정)",잠을 깨우는 알람소리에 서둘러 준비하고 밖을 나서다 문득 잊은 생각에 다시 집으로 오면 텅 빈 방안에 익숙한 허전함이 우리 헤어졌나봐 불안한 맘에 문을 나서니 계절은 어느새 Baby u 좋았던 시작이 모르게 닳았나봐 I miss u 돌이켜 그날의 우리는 좋았는 걸 남겨진 말들이 상처로 남아서 바래진 너의 기억으로 머문채 지워지지 않는 걸 돌아와 말하지 못했던 너와의 지난 후회들이 머문채 지워지지 않는 걸 그날의 우리가 사랑하긴 했을까 아름답다 했는데 그런 줄 알았는데 baby u 헤어지자는 너의 그 한 마디가 전부인데 긴 시간의 우리가 너무 쉽게 돌아서 oh no Baby u 익숙해 진단 게 힘들고 지쳤나봐 I miss u 다시 돌아가도 변하지 않겠지만 남겨진 말들이 상처로 남아서 바래진 너의 기억으로 머문채 지워지지 않는 걸 돌아와 말하지 못했던 너와의 지난 기억이 더이상 지워지지 않는 걸 막연한 어두운 밤 우연히 니 빈자리를 보며 아무렇지 않은데 눈물이 나는 걸까 그래 알고 있어 돌아와줘 오늘 밤이 지나가면 괜찮을 것만 같은데 남겨진 말들이 상처로 남아서 바래진 너의 기억으로 머문채 지워지지 않는 걸 오랜시간에 남은 건 돌릴 수 없는 말들
223,강민희,널 보낸 적 없어 (Feat. 한동근),널 보낸 적 없어 (Feat. 한동근)  가만히 길을 걷다 이쯤이었나 살아난 기억에 발걸음을 세워 네가 가장 예뻤던 바람이 불던 그날 또다시 그 계절이 왔나 봐 네가 떠난 그날 난 단 한 번도 널 보낸 적 없어 여전히 난 이 자리에 서있어 서로가 머물렀던 자리 누군가 머물게 된다면 행복했던 우리가 있었다 말해주리 가만히 길을 걷다 이쯤이었나 살아난 추억에 발걸음을 돌려 말없이 날 감싸준 그 시간 속으로 아직도 널 놓지 못하나 봐 우리 그날 난 단 한 번도 널 보낸 적 없어 여전히 난 이 자리에 서있어 서로가 머물렀던 자리 누군가 머물게 된다면 행복했던 우리가 있었다 말해주리 난 여기 서있어 기억에 머물러 같은 꿈 서로 다른 곳에서 너를 단 한 번도 잊어본 적 없어 돌아섰던 마지막까지 한 번도 한 순간도 널 잊은 적 없어 여전히 널 기다리고 있어 바람이 불어오는 자리 그 길 위에 우리 있을까 봐 그럴까 봐 추억의 앞에 마중 나와 지난날 널 그려보고 있어 그 기억을 따라 걷고 있어 아픔이 머물렀던 자리 네가 다시 돌아와 준다면 아름답던 우리의 기억이 피어나리
224,AJ,white flower (Vocal by 뜨때로),너를 만났던 이 길의 끝에서 아름다웠었던 그 날을 기억해 하얀 꽃잎이 피어오르면 둘이 걷자던 약속을 했었지 마치 오래된 추억인 것 같아 너의 모습들이 흐릿해 보여 짧았던 우리 만남이 쉽게 잊혀질까봐 가슴이 아려와 너를 기다리던 그 날을 가끔씩 떠올리며 많은 날을 눈물로 지새웠던 힘겨웠던 사랑에 지쳤었던가 봐 이별을 얘기하던 마지막으로 널 만났었던 그 밤 나도 이별을 기다리고 있었던 건가 봐 너를 만났던 이 길의 끝에서 아름다웠었던 그 날을 기억해 하얀 꽃잎이 피어오르면 둘이 걷자던 약속을 했었지 마치 오래된 추억인 것 같아 너의 모습들이 흐릿해 보여 짧았던 우리 만남이 쉽게 잊혀질까봐 가슴이 아려와 한 번쯤 나에게 돌아올 것 같은 생각을 해 네 연락을 기다리는 날 보면 그때가 조금은 그리웠던 건가 봐 다음날 눈을 뜨면 어젯밤 바보 같던 나를 돌아봐 그냥 이대로 이별 속에 사는 게 좋은데 너를 만났던 이 길의 끝에서 아름다웠었던 그 날을 기억해 하얀 꽃잎이 피어오르면 둘이 걷자던 약속을 했었지 마치 오래된 추억인 것 같아 너의 모습들이 흐릿해 보여 짧았던 우리 만남이 쉽게 잊혀질까봐 가슴이 아려와
225,서은광 (비투비),너를 떠나 (웹툰 도굴왕),고요했던 깊은 밤에 혼자 남아서 쉴 새도 없이 닳아버린 맘 붙잡고 있어 선명한 우리도 반대로 걷게 되지만 아직까지 뒤돌아 가던 그게 생각나 I think I need a sunrise 이제는 차가운 너를 떠나 무너진 가슴 붙잡아 I need you I want you 비우고 버리려 애써봐도 꺼지지 않을 나의 맘 난 지친 것 같아 달라진 모습을 힘없이 바라만 보고 무슨 말을 해야만 할까 어떻게 할까 I think I need a sunrise 이제는 차가운 너를 떠나 무너진 가슴 붙잡아 I need you I want you 비우고 버리려 애써봐도 꺼지지 않을 나의 맘 난 지친 것 같아 익숙한 네 목소리 남모르게 다가와 다시 내 눈물을 흐르게만 하는데 그만 놓아줄까 이젠 다시는 볼 수 없어도 하고 싶은 말뿐인데 이제는 전할 수가 없어서 함께 했었던 우리가 그립고 그리워 이제는 너를 보내려 해도 꺼지지 않는 나의 맘 어쩔 수 없나 봐
226,마마무 (Mamamoo),우린 결국 다시 만날 운명이었지 Part.2 (Destiny Part.2),널 밀어냈지 더 미련 없이 만남 후엔 헤어짐이야 그렇게 너를 보내야겠지 Set you free 이젠 자유롭길 차갑게 식은 공기엔 너의 빈자리만 남아 덩그러니 애초에 너무도 넓은 바다에 서로를 알게 되었잖아 ay 거친 파도에 잠깐 쉬었다 간 거로 만족할게 이 노랜 from my story 언젠가 이 자리에 내가 있기를 네가 있기를 지금은 너의 갈 길을 가 우린 결국 헤어졌지 서로 다른 길을 걸었지 시간이 우리를 감싸고 서로를 다시 찾았지 먼 길을 돌아서 왔지만 우린 결국 다시 만날 운명이었지 운명이었지 운명이었지 운명이었지 운명이었지 운명이었지 넌 미련했지 널 미워했지 의심은 날 지치게 만들고 약한 마음의 눈을 멀게 했지 Destiny makes me cry Destiny makes me smile 고장 난 나침반은 돌고 돌아 길을 잃을 듯이 혼란해 짙어지는 추억 다시 흐려지는 기억 비가 내린 들판 위에 꽃 한 송이 피우기를 우린 결국 헤어졌지 서로 다른 길을 걸었지 시간이 우리를 감싸고 서로를 다시 찾았지 먼 길을 돌아서 왔지만 우린 결국 다시 만날 운명이었지 운명이었지 운명이었지 운명이었지 운명이었지 운명이었지 운명이었지 운명이었지 운명이었지 운명이었지 운명이었지 운명이었지
227,"투하트 (우현, 키)",Tell Me Why,Tell Me Why Tell Me Why Tell Me Why 부탁해 Tell Me Why 난 강해지고 싶어 뜻도 모른 채 널 놓치긴 싫어 하늘의 별처럼 넌 나를 비추지만 네가 떠나면 난 어둠에 갇혀 Wanna Go Touch Wanna Get Tips 조금 더 내게 기회를 줘 제발 안 된다고 하지마 애원해 난 피지 못한 Tiny Dream 멈춰선 Tiny Dream 왜 안 돼 내가 계속 가겠다는데 내 길이야 Make A Dream 막지 마 Make A Dream 누가 감히 끝을 정할 수 있어 대답해 Tell Me Why 날 이해시켜 제발 네가 원해도 못 하는 게 있어 뒤틀린 사랑을 난 바로 잡고 싶어 그냥 떠나면 난 미칠지 몰라 Wanna Go Touch Wanna Get Tips 한 번 더 나를 믿어줘 이리 잔인하게 가지마 부탁해 난 피지 못한 Tiny Dream 멈춰선 Tiny Dream 왜 안 돼 내가 계속 가겠다는데 내 길이야 Make A Dream 막지 마 Make A Dream 누가 감히 끝을 정할 수 있어 Love Is Blind 더는 넘지마 그 Line 그 Lies 차갑디 차가운 네 눈빛을 봐 이미 닿지 않던 사이 Good-Bye I Cry But 금방 돌아와 줄거라 믿어 나 빌어 곧 행복해질 거라 믿어 왜 그래 솔직히 말해 진짜 네가 필요해 강한 척 말하고 달래도 약한 난 시들고 멍들고 찢기고 Seems Like I Should Leave You 그래 갈 거라면 꼭 다시 돌아와 안 된다고 Time To Cry 멈춰줘 Time To Cry 나를 봐 눈물로 널 잡고 있잖아 내 길이야 Make A Dream 막지 마 Make A Dream 누가 감히 끝을 정할 수 있어 Oh 나란 남잔 사랑 앞에 겁날게 없어 모든 걸 잃어도 너만 얻으면 돼 Oh 그 무엇도 간절함을 이길 순 없어 You're The Only One Not Else Everyone The One And Only One The One And Only One One Love
228,김나영,괜찮다고,나 볼 수 없어도 느낄 수가 있더라 가린 너의 표정 뒤에 이별을 멍하니 멀리서 너를 헤아리는 일 이젠 그런 슬픔도 안 되나봐 나 바보 같은 생각을 했었나봐 언젠가 내게 올 거라 믿었는데 난 괜찮다고 정말 괜찮다고 아프지 않다고 애써 웃어보지만 안 돼 어쩌면 말야 생각보다 많이 너를 사랑하나봐 내 맘 나의 슬픔보다 더 사랑했던 널 위해서 웃어야 했어 잠시면 잊을 거라는 너의 말이 아닌 줄 알며 모른 척 널 보냈는데 난 괜찮다고 정말 괜찮다고 아프지 않다고 애써 웃어보지만 안돼 어쩌면 말야 생각보다 많이 너를 사랑하나봐 내 맘 돌아서는 널 위해 혼자 울어야만 했어 사실 너에게 거짓말했어 너도 알잖아 괜찮지 않아 내 맘 다 알잖아 모른 척 하지마 그냥 돌아서면 안 되잖아 꼭 올 거라고 아프지 말라고 사랑했었다고 어떤 말이라도 괜찮아 사실 말야 나보다 더 많이 니가 아플 거란 걸 알아 아픔 없는 사랑은 사랑이 아니라 했던 널 사랑했어
229,iKON,줄게 (JUST FOR YOU),너에게 내가 줄 수 있는 게 없어 아직은 내가 할 수 있는 게 없어 거창한 약속 멋있는 말도 생각이 안 나고 부디 머지않은 미래에 그냥 잘해줄게 널 지켜줄게 흘린 눈물만큼 웃게 해줄게 내가 별이 될게 널 비춰줄게 기다려준 만큼 곁에 있어줄게 지친 하루를 버티고 집으로 돌아오는 길 문득 그대 생각나면 전화를 걸어 말을 해 우리 좋은 날 가져다줄게 세상에 내 편은 너밖에 없어 그 세상을 안겨줄 자신이 없어 두 손을 잡고 지키지 못할 다짐 일지라도 우리 머지않은 미래에 내가 잘해줄게 널 지켜줄게 흘린 눈물만큼 웃게 해줄게 내가 별이 될게 널 비춰줄게 기다려준 만큼 곁에 있어줄게 이 위태로운 현실 속 지키고픈 한 사람 네가 있어 내가 살아요 이 끝이 없는 어둠 속 빛이 되어 준 한 사람 실없이 웃는 날이 오겠죠 그냥 잘해줄게 널 지켜줄게 흘린 눈물만큼 웃게 해줄게 햇살 좋은 어느 오후 모든 것을 내려놓고 나른한 그날을 그리며 지친 하루를 버티고 집으로 돌아오는 길 문득 그대 생각나면 전화를 걸어 말을 해 우리 좋은 날 가져다줄게
230,이선희,불꽃처럼,바람 불던날 창밖을 보면  바람 사이로 님 오시네  잊는다면서 저 멀리간님  내가 보고파 오시는가 오 진정 이별후에야 사랑은 다시 피어나나  불러도 불러도 대답이 없던 당신에 목소리 들려오네  이제 이제 다시는 헤어지지마 외로움도 슬픔도 이제는 안녕 거센바람 불어도 꺼지지않는 영원히 타오르는 불꽃되리라  오 진정 이별후에야 사랑은 다시 피어나나  불러도 불러도 대답이없던 당신에 목소리 들려오네  이제 이제 다시는 헤어지지마 외로움도 슬픔도 이제는 안녕 거센바람 불어도 꺼지지않는 영원히 타오르는 불꽃되리라
231,유리상자,산골 소년의 사랑 이야기,풀잎새 따다가 엮었어요 예쁜 꽃송이도 넣었구요 그대 노을빛에 머리 곱게 물들면 예쁜 꽃모자 씌워주고파  냇가에 고무신 벗어놓고 흐르는 냇물에 발 담그고 언제쯤 그 애가 징검다리를 건널까하며 가슴은 두근거렸죠 흐르는 냇물 위에 노을이 분홍빛 물들이고 어느새 구름사이로 저녁달이 빛나고 있네 노을빛 냇물위엔 예쁜 꽃모자 떠가는데 어느 작은 산골소년의 슬픈 사랑 얘기  냇가에 고무신 벗어 놓고 흐르는 냇물에 발 담그고 언제쯤 그 애가 징검다리를 건널까하며 가슴은 두근거렸죠 흐르는 냇물위에 노을이 분홍빛 물들이고 어느새 구름사이로 저녁달이 빛나고 있네 노을빛 냇물위엔 예쁜 꽃모자 떠가는데 어느 작은 산골소년의 슬픈 사랑 얘기 노을빛 냇물위엔 예쁜 꽃 모자 떠가는데 어느 작은 산골소년의 슬픈 사랑 얘기
232,서인영,가르쳐줘요,조금씩 변하는 그대의 말투에서 자꾸만 멀어지는 우리의 사이를 느껴 잘자라 전화오기를 기다렸지만 그대는 지금어디서 또 무얼 하는지 요즘에 그대는 말수도 적어졌지 재밌는 얘길해도 좀처럼 웃질 않고 힘든일이 있는건지 어색한 표정에 난 자꾸 불안해져요 이별이 올까봐 가르쳐줘요 이제 나에게 가르쳐줘요 어떡해야만 다시 첨으로 되돌아갈지 나는 여전히 그댈 사랑해요 그대 날 떠나지 말았으면해 가르쳐줘요 이제 나에게 가르쳐줘요 어떡해야만 너의 사랑이 되돌아올지 내가 뭘 잘못하고 있는거라면 떠나가지말고 가르쳐줘요 식어가는 그대맘을 그냥 모른척 해야만 하는 이유를 묻고 싶어도 말 못하고 망설이는 나를 모르나요 이제 난 그대의 사랑이 아닌가요 감추고 싶은 그런 과거가 되었나요 나를 쳐다보지 않고 먼곳을 보내요 눈물을 닦아주기를 기다리는데도 가르쳐줘요 이제 나에게 가르쳐줘요 어떡해야만 다시 첨으로 되돌아갈지 나는 여전히 그댈 사랑해요 그대 날 떠나지 말았으면 해 그대 내게 가르쳐줘요 이제 나에게 가르쳐줘요 어떡해야만 어떻해야만 되돌아갈지 내가 잘못한게 있다면 미안해 떠나지 말고 가르쳐줘요
