,artist_name,song_name,lyric
0,디어밍,그때가 난 그리워,"언제부턴지 나도 모르게
이렇게 돼 버렸어
나 너와 있을때 괜히 눈치보게 돼
불안한 나야
가끔씩은 의심하게 돼
우리 사랑 여기까지니
이대로 널 보내고 싶지않아
아직은 아직은 나 너를 사랑해
돌아가고 싶어
우리 좋았었던 그때가 난 그리워
사랑을 했을때 우리 좋았었던 날
아직 소중해
너를 만나 행복했었어
지금까지 너로 가득해
이대로 널 보내고 싶지않아
아직은 아직은 나 너를 사랑해
돌아가고 싶어
우리 좋았었던 그때가 난 그리워
이렇게 너를 나 보낸다면
정말 후회할거야
이대로 널 보내고 싶지않아
아직은 아직은 나 너를 사랑해
돌아가고 싶어
우리 좋았었던 그때가 난 그리워"
1,KANA (카나),Breathe,"분주한 하루 끝에
이대로 잠겨버린 난
빼곡히 적힌 공허함에
지치지 않을 뭔갈 찾고 있어
어제완 다를 것만 같아
언젠가 우릴 향해
달려올 것만 같았던
아득했던 끝이 보이는듯해
Please don't try to find
too many things
서두르지 않아도 알게 될 거야
Please don't try to take
too many things
지친 우리 삶에 잠시 숨을 쉬어줘
찰나의 소란 속에서도
다시 날 일어서게 하는 존재들이 있어
푸른 노랠 보내 널 지켜낼 거야
Please don't try to find
too many things
서두르지 않아도 알게 될 거야
Please don't try to take
too many things
지친 우리 삶에 잠시 숨을 쉬어줘
더 깊게 숨을 쉬어봐
모든 걸 멈추고 너의 삶을 향해
더 무너지지 않게 빛으로 나아가
너의 삶을 가져"
2,전율 프로젝트,Buttercup,"언제부턴가 사랑으로 녹아
스며들어오는 너야
마음 너를 향한 마음 가득히
넘쳐흘러 필요해 너가
설레 매일 상상해 하루종일
우린 마치 영화처럼
어떠한 말로 시작할까
i love you i want you i need you
우리는 마치 드라마처럼 만나 계절은
또다시 영화처럼 흘러
작은 꽃과 케이크하나
더 이상은 내 맘 숨길 수 없게 된다는 걸
내 눈속에서 빛나는 Buttercup
Beby Could U be ma buttercup
청량한 하늘을 담아 ah ah
우릴 비춰준 Sunlight
모든 게 완벽한 순간 Adore U
너도 나와 같다면 말야 터트릴 것 같아 oh
You’re my little buttercup
Baby could U be ma buttercup
왠지 두근대 Oh na na na na
내게로 와줘 더는 망설이지 말고
너 없인 난 Oh no
baby 레몬색 꽃과 별들을 담아낸
마음을 고백해
터질듯 한 감정에
오늘 너에게 사랑을 말할게
햇살이 눈부시던 날
영화 속 주인공들처럼
우리 이야기가 시작되는 지금 이 순간
유치하다 말한대도 오늘은 전할거야
네가 나의 첫 사랑이라는 걸
Beby Could U be ma buttercup
청량한 하늘을 담아 ah ah
우릴 비춰준 Sunlight
모든 게 완벽한 순간 Adore U
너도 나와 같다면 말야 터트릴 것 같아 oh
You’re my little buttercup
oh You’re my little buttercup"
3,Hi,Leap into You (Feat. 두연(Dooyeon)),"화려한 듯 안 한듯하게
긴장한 듯 안 한 듯 보이게 이렇게
사랑할 듯 안 할듯한 게 이상해
이뤄질 사랑 일 것만 같아
어쩌면 당연한 일 일지도 몰라
나에게도 그런 사랑이 생겼단 건
leap into your luv dreams
너에게 속삭여 줄게
난 너를 생각해 너를 생각해
매일 every day
비 내리 는 날 오늘 밤에 오후에
기다리는 날 데리러 온다면
비 내리는 날 오늘 밤에 오후에
그대 곁에서 머물고 싶어
please come true
please come loving you
어쩌면 당연한 일 일지도 몰라
너에게도 그런 사랑이 생겼단 건
leap into your luv dreams
너에게 기회를 줄게
넌 나를 생각해 나를 생각해
매일 every day
소설 같은 가짜 얘기가
어느새 튀어나와 내 사랑이 될 줄
비 내리 는 날 오늘 밤에 오후에
기다리는 날 데리러 온다면
비 내리는 날 오늘 밤에 오후에
그대 곁에서 머물고 싶어
please come true
please come loving you"
4,양바다,바다의 일기 (feat.비맞은 구피),"하루하루 익숙한 시간을 살며
점점 비운 인생을 살며 음
거울속에 내 모습 어색 하지만
이젠 자신을 꺼내어 본다
나는 어떤 사람 나는 누굴까
다시 태어날 수 있을까
조각난 기억들이 모여 보석이 되어
세상에 날 환히 비출테니
사랑도 인생도 잊혀진 기억도
이 세상은 어제 같이 흘러 가지만
바람에 날리는 푸르른 들꽃처럼
빛나는 별처럼 다시 난 떠오를테니
어제와 똑같아도 나는 괜찮아
그래도 내일 있을테니 음
삶이란건 여전히 서툴기만해
이젠 자신을 치유해 본다
여긴 어디일까 어디로 갈까
다시 날아 갈 수 있을까
조각난 흔적들이 모여 가슴이 되어
세상에 사랑받는 나 될테니
사랑도 인생도 잊혀진 기억도
이 세상은 어제 같이 흘러 가지만
바람에 날리는 푸르른 들꽃처럼
빛나는 별처럼 다시 난 떠오를테니
사랑도 인생도 잊혀진 기억도
이 세상은 어제 같이 흘러 가지만
바람에 날리는 푸르른 들꽃처럼
빛나는 별처럼 다시 난 떠오를테니"
5,정선연,빈 처(處),"날 스쳐간 저 바람이
너에게서 왔을지 몰라
다른 세상속을 살아도
더욱 널 느낄뿐
어떻게든 살 순 있어
너를 볼 수 없는 지금도
숨쉬는 것 조차
힘겨운 아픔일테지만
세상끝까지 날 대신해 가져갈
추억 만으로도 난 행복해
걷잡을 수 없는
눈물이 날 울려도

기억 잃은 사랑처럼
너를 묻고 사는 오늘도
내가 날 속여갈수록
더욱 초라할 뿐 세상끝까지
널 대신해 가져갈
추억 만으로도 난 행복해
걷잡을 수 없는
눈물이 날 울려도
먼 훗날 그대 앞에 서게 된다면
서로를 알아 볼 수 없다 해도
변하지 않을 단 한마디
널 사랑해

음 널 사랑해"
6,배철수,빗물,"돌아선 그대 등에

흐르는 빗물은 빗물은

이 가슴 저리도록

흐르는 눈물 눈물

초라한 그대모습 꿈속이라도

따스한 풀가에서 쉬어가소서

그대 몰래 소리없이

흐르는 빗물은 빗물은

끝없이 솟아나는 차가운 눈물





말없이 그대 등에

흐르는 빗물은 빗물은

이 가슴 애타도록

흐르는 눈물 눈물

초라한 그대모습 떠날지라도

따스한 사랑으로 감싸오리다

그대 몰래 소리없이

흐르는 빗물은 빗물은

끝없이 솟아나는 차가운 눈물"
7,M (이민우),Girl Friend,"침대에 누웠지만
그래서 더 네 생각만 나 I miss u

시계를 보니 새벽 2시를 넘기려고 해
도저히 잠이 오질 않아

두 번쯤 울리다만 전화
혹시나 네 전화 일까봐
가슴 내려앉고
많이도 약한 가슴을 갖고 사나봐
나란 남자는

I believe in u It's all I think about u
(Do you wanna go)
죽을 만큼 나 아프지만
아픈 만큼 네가 밉지만
You know

어떻게 너를 어떻게 잊고 사니
(Never let you go)
너 없인 단 하루도 나는
살아갈 자신 없어
(Baby listen to me)

내겐 이별이 너무 어렵기만 해
Oh oh babe
(I'll never leave you)
(I'll never forget you)
(ahh)

탁자에 놓여있는
웃고 있는 너의 사진에 I see u
몇 번을 찢어 봐도 다시 맞춰 붙여보는
이런 바보 같은 날 두고

라디오 틀어놓은 채로
들리는 익숙한 노래로
눈물이 흐르고
함께한 울고 웃던 날들이 이렇게
눈에 남아서

I believe in u It's all I think about u
(Do you wanna go)
죽을 만큼 나 아프지만
아픈 만큼 네가 밉지만
You know

어떻게 너를 어떻게 잊고 사니
(Never let you go)
너 없인 단 하루도 나는
살아갈 자신 없어
(Baby listen to me)
내겐 이별이
너무 어렵기만 해
얼마나 네가 나만큼 아파봤어
얼마나 네가 울어봤어
이런 나를 생각해봤어
You know

어떻게 나를 어떻게 잊고 사니
(Never let you go)
너도 나없인 안된다고
그렇게 말해놓고
(Baby come back to me)

네겐 사랑이 그렇게 쉬웠나봐 -"
8,민경훈,벙어리,"하늘이 꺼진것 같아
심장이 멈춘것 같아
믿을수가 없어 헤어지자니
내 사랑이 뭐가 부족해
그에게로 간거야
거친 한숨만이 내 맘을 달래
갈테면 가라고
큰소리 치고 싶지만
용기없는 내 입술은
벙어리 같아
죽어도 내 여자 된다고
끝까지 내 손만 쥔다고
가슴에 새겨진
그 약속은 그대로인데
그에게 떠나선 안돼
너만이 내 전부야
아무리 아파도 견뎌낼게
사랑하니까
까맣게 타는 심장은
여전히 눈치도 없이
아직 너만 보며 뛰고있는데
사실은 너무 겁이나
너 없이 살아가기가
분에 넘쳐 살아 길들여져서
처음 보는 낯선 그 눈빛
시리도록 차가워
터진 가슴만이 이별을 전해
왜 내가 가야해
다 그쳐 묻고 싶지만
울먹이는 내 입술은
벙어리 같아
죽어도 내 여자 된다고
끝까지 내 손만 쥔다고
가슴에 새겨진
그 약속은 그대로인데
그에게 떠나선 안돼
너만이 내 전부야
아무리 아파도 견뎌낼게
사랑하니까
나는 안된다고
끝까지 그에게 간다고
잔인한 그말에 서러워
나 눈물 나지만
사랑이 고되도 좋아
너하나 지켜내면
서둘러 가지마 오직 너만
내 여자니까"
9,김동완,약속 (Duet With 윤하),"아무말도 못하고 시간만 또 흐르고
예쁜 두 눈에 눈물이 흐르고
정말 괜찮겠냐며 너를 다시 안았어
울어버리면 난 어떻게 하라고
너를 볼 낯이 없어 그저 받기만 해서
나는 또 이토록 후회 뿐이어서
곁에 니가 있을 때 잘해줄 걸 그랬어
제발 울지 말아줘 아파하지 말아줘
미안하단 말 말고 힘들다는 말 말고
그저 난 고맙단 그 말이 하고 싶은데
시간이 많이 흘러서
우리가 다시 만나면
그땐 헤어지는 일
우리가 이별하는 일 없을꺼야

아냐 나는 괜찮아 니가 걱정일 뿐야
아프지 말고 밥 잘 챙겨먹고
내가 곁에 없어도
너는 꼭 잘 지내야 돼
그것만 약속해줘 나를 위해 웃어줘
사랑한단 말 대신 고맙다는 말 대신
꼭 돌아온다는 그 말이 듣고 싶은데
시간이 많이 흘러서
우리가 다시 만나면
그땐 헤어지는 일
우리가 이별하는 일 없을꺼야
너무 많이 보고 싶을 땐
그땐 내가 어떻게 해야하는지
니 목소리 얼굴이 향기가
이렇게 내게 남아서
나를 이렇게 울리는데
너무 보고 싶어도 너무 그리워져도
너무 힘들단 말 그 말은 우리 하지마
날 많이 사랑해준 너
날 행복하게 해준 너
내겐 운명 같았어
내겐 기적이었어 우린"
