,가수,제목,가사
145,성시경,한번의 사랑,첨부터 널 사랑할 걸 이렇게 될 것을 알았더라면 우리의 지난 행복 너무 짧았는데 아니 그래도 내겐 충분했었어 사라지는 걸 잡으려 애쓰진 마 나의 사랑은 어제의 네가 아닌 걸 오늘의 너를 지금의 너를 난 사랑하고 있어 내일의 너도 그 어떤 너도 나는 사랑할 테니 잠시 널 버렸던 그 시간이 아직도 나는 너무 아파 날 위해 조금 더 머물러줘 이렇게 너를 보낼 수는 없어 마지막까지 함께 갈 수 있다면 나의 무엇도 네게 줄 수만 있다면 눈부신 햇살 눈부신 하늘 너와 나누고 싶어 세상 모든 것 아름다운 것 모두 다 너에게만 하지만 널 위해 아무것도 할 수가 없어 너무 아파 이젠 그만 놓아 달라는 널 위해 한 번의 사랑 수많은 눈물 그게 내 몫이라면 한 번의 사랑 그게 너라면 후회는 없을 테니 변해가는 너를 지켜보는 슬픔을 내게 허락해줘 날 위해 조금 더 머물러줘 이렇게 너를 보낼 수는 없어
146,에일리(Ailee),얼음꽃,조용히 또 하루가 저물어 그렇게 살고 있나봐 아무것도 할 수가 없어 추억만이 남아 시간이 흘러 다시 사랑할 수 있다면 좋을텐데 눈물아 내 기억이 너를 잊지 못해 가슴아 내 추억이 너를 놓지 못해 하루 또 하루만 볼 수 있다면 내 사랑아 이제 다시 돌릴 순 없지만 기억만이 남아 시간이 흘러 다시 다가갈 수 있다면 좋을텐데 눈물아 내 기억이 너를 잊지 못해 가슴아 내 추억이 너를 놓지 못해 하루 또 하루만 볼 수 있다면 내 사랑아 사랑인 걸 알잖아 지난 날들도 난 눈물이 흘러 눈물아 내 기억이 너를 잊지 못해 가슴아 내 추억이 너를 놓지 못해 하루 또 하루만 볼 수 있다면 내 사랑아
147,소유 (SOYOU),한번만,손안에 불어와 잡힐듯 사라져간 야속한 바람처럼 멀어진 그대 가슴을 붙잡고 숨죽여서 흐느끼는 밤 어둠속에서 나의 하루가 서글픔으로 지나간다 힘들게 지우고 지워도 또 다시 그려지는 아픈 기억들이 슬픈 우리 사랑을 더 슬프게해 아무리 감추고 감춰도 자꾸 눈가에 차오르는 나의 눈물처럼 흘러 넘치는 그리움 나는 어떻게 해 행여나 꿈에라도 볼 수 있을까 애타게 기다리면 만나지려나 쓸쓸한 저 달에 나의 소원을 빌어본다 그댈 한번만 다시 한번만 울음 섞인 나의 혼잣말 힘들게 지우고 지워도 또다시 그려지는 아픈 기억들이 슬픈 우리 사랑을 더 슬프게해 아무리 감추고 감춰도 자꾸 눈가에 차오르는 나의 눈물처럼 흘러 넘치는 그리움 나는 어떻게 해 슬픈 꿈에서만 내 곁에 오는 그대란걸 알지만 알고 있지만 나는 조금도 놓지 못해 힘들게 지우고 지워도 또다시 그려지는 아픈 기억들이 슬픈 우리 사랑을 더 슬프게해 아무리 감추고 감춰도 자꾸 눈가에 차오르는 나의 눈물처럼 흘러 넘치는 그리움 나는 어떻게 해
148,이기찬,언젠가 누군가,언젠가 어딘가 누군가 그대만 바라본 사람 그게 나란걸 여기 나란걸 잊어도 난 괜찮아 언젠가 어딘가 누군가 그대 또 사랑을 하면 그때는 제발 제발 그대 행복해야해 내가 나빠서 나쁜 나라서 손끝 지문처럼 남은 너의 사랑을 다 지워버리고 널 보낼게 긴 밤이 지나가고 아침이 오면 나 없는 하루를 시작해 살다가 언젠가 어딘가 그대 내 생각이 나면 고개를 들어 하늘을 잠시만 바라봐줘 내가 나빠서 나쁜 나라서 손끝 지문처럼 남은 너의 사랑을 다 지워버리고 널 보낼게 긴 밤이 지나가고 아침이 오면 나 없는 하루를 시작해 괜찮아 난 괜찮아 날 잊어도 난 괜찮아 하루도 일분도 일초도 난 너를 못잊어
149,디에이드 (The Ade),첫눈이 내리면 ('너무 보고싶어' 두번째 이야기),너와의 따뜻했던 기억 수없이 많은 계절이 흐르고 어느새 거짓말처럼 눈이 내려와 너에게로 데려가 첫눈이 내리면 니가 날 다시 찾아와 또 언제나 그랬듯이 시간이 지나면 잊을 수 있을까 스쳐지나가는 계절처럼 너를 너와의 어렴풋한 추억 조용히 하나둘 지워가려해 그렇게 지워갈수록 너의 빈자리가 내 맘을 아프게 해 첫눈이 내리면 니가 날 다시 찾아와 또 언제나 그랬듯이 시간이 지나면 잊을 수 있을까 스쳐지나가는 계절처럼 너를 멀어져가는 것 같아 가끔 그리워지면 정말 그리워지면 그땐 뒤돌아서 천천히 걸어가볼래 널 다시 볼수 있을까 행복한 상상을 하며 눈을 꼭 감아도 다시 돌아오는 계절 따라 널 보내 다시 돌아오는 계절 마다 안녕
150,"40, 문명진",잠 못 드는 밤에,니가 내게서 멀어질 때쯤 그때 언젠가 아마도 별이 빛나고 좀 슬프고 그랬지 I Can't Breathe No More With You 널 사랑 사랑 했는데 Faith 그런 건 한때지 We Were In Love We Were In Love 우리 아름답던 예전들이 떠올라서 We Were In Love We Were In Love 이런 생각에 잠 못 드는 헤어지자고 말하는 니 맘 힘들었겠지 알면서 말도 못하고 서성이고 그랬지 I Can't Live Without You 더 잘해줬다면 Baby Baby Baby 그렇게 했다면 We Were In Love We Were In Love 아름답던 예전들이 떠올라서 We Were In Love We Were In Love 이런 생각에 잠 못 드는 그리운 밤에 널 잊지 못하는 그 미련에 한없이 눈물만 흘러 이 아픔마저도 난 놓을 수 없는데 떠나지마 내게 돌아와 Baby Still With You I'm With You 아직 내 맘 속에 니가 있어 We Were In Love Love Love Love 아직 내 맘속에 니가 있어 제발 We Were In Love 이런 생각에 잠 못 드는 이런 생각에 잠 못 드는 밤에
151,정승환,"다시, 봄",내게 기대 잠든 너의 얼굴에 따뜻한 햇살이 비출 때 살짝 찡그린 너의 눈썹에 어느새 봄이 내려왔어 기분 좋은 바람 불 때 풀잎 가득한 그곳을 걷자 그늘 밑 나란히 똑같은 노래 나눠 들으며 같이 있자 라랄라 꿈처럼 널 알게 되고 봄처럼 네 손을 잡고 너처럼 닮아가는 내가 믿기지가 않아 소중히 아껴왔던 말 천천히 다 꺼내줄게 겨울을 견딘 나무처럼 너를 기다린 거야 다시 봄 하늘 아래 꽃 춤출 때 연인 가득한 그곳에 가자 자전거 뒤편에 나를 꽉 잡는 네 웃음소리 들려온다 라랄라 꿈처럼 널 알게 되고 봄처럼 네 손을 잡고 너처럼 닮아가는 내가 믿기지가 않아 소중히 아껴왔던 말 천천히 다 꺼내줄게 겨울을 견딘 나무처럼 너를 기다린 거야 안녕 안녕 내일 또 같이 있자 자꾸 뒤돌아본다 계속 손을 흔드는 너 꿈에도 널 보고 싶어 지금도 널 안고 싶어 나처럼 웃고 있는 네가 믿기지가 않아 매일 밤 기도해 네가 나보다 행복하기를 사랑해 너라서 따뜻해 오늘도 고마웠어 넌 나의 봄
152,임창정,우리의 첫 장,우리가 서로 알게 되던 날 스쳐 지날까 발길 닿는 카페에서 많은 사람과 우리 둘만 있었지 그곳은 언제나 지금 같아 비가 쏟아지는 어느 날 불쑥 찾아온 용기에 마음 움직이더라 매일을 특별하게 해주겠다던 나 가끔 특별한 날도 못 챙기는 내게 내가 더 웃는 게 사는 이유고 행복하다는 사람 뭐가 더 필요한 걸까 우리는 무조건 잘돼 매일 고마워 우리가 정한 운명인지 스치듯 처음 들려본 그곳에서 나도 모르게 마주쳤던 네 모습 그때가 내겐 늘 어제 같아 비가 쏟아지던 어느 날 보고 싶다는 문자에 내가 뛰고 있더라 매일을 특별하게 해주겠다던 나 가끔 특별한 날도 못 챙기는 내게 내가 더 웃는 게 사는 이유고 행복하다는 사람 뭐가 더 필요한 걸까 우리는 무조건 잘돼 매일 고마워 언제나 온전히 널 바라보는 것 그게 이제 내 인생으로 남았어 너를 나의 꿈에 안고 우리 바라는 그곳에 닿도록 지금처럼 영원히 함께할 거야 매일을 특별하게 해주겠다던 나 가끔 특별한 날도 못 챙기는 내게 내가 더 웃는 게 사는 이유고 행복하다는 사람 뭐가 더 필요한 걸까 우리 살면서 너와 나는 무조건 잘 될 거야 매일 고마워 매일 사랑해
153,에스프레소,너랑 나랑 연애할래 (feat.가원),너를 안으면 네 품이 따뜻해 손을 잡으면 나 놓기 싫은데 둘이 놀다가 헤어지는 밤은 싫어 같이 있을래 oh baby 너랑 나랑 할래 너랑 나랑 연애할래 Oh kiss me 사랑해 지금부터 우리 너랑나랑 단 둘이 평생 행복하기 너와 웃으면 내 맘이 환해져 너와 간다면 나 전부 좋은데 둘이 안다가 떨어지는 곳은 싫어 둘만 있을래 Oh baby 너랑 나랑 할래 너랑 나랑 연애할래 Oh kiss me 사랑해 지금부터 우리 너랑나랑 단 둘이 평생 행복하기 평생 내 맘엔 너뿐야 지금 이대로 너뿐야 손가락 걸고 말해 I love you 너랑 나랑 할래 너랑 나랑 연애할래 Oh kiss me 사랑해 지금부터 우리 너랑나랑 단 둘이 평생 행복하기
154,한가빈,사랑할 수조차 없는 너인데,모든게 변했어 우리 많은게 달라져 있어 어느새 이렇게 된거니 바라만 봐도 좋았던 우리가 함께 한 날이 이젠 끝인거니 우리 함께 걷던 그 길에 멈춰서 나 너의 기억에 또 울었어 바보같이 널 사랑했던 내가 자꾸만 미워져 아직도 난 아직도 너를 보내지도 버리지도 못하고 아파하잖아 이제는 사랑할 수조차 없는 너인데 서로만 의지했는데 그곁에 내가 있었던 그때 그리워져 괜찮지가 않아 시간이 지나도 나 그 자리에서 그냥 있어 바보같이 널 사랑했던 내가 자꾸만 미워져 아직도 난 아직도 너를 보내지도 버리지도 못하고 아파하잖아 이제는 사랑할 수조차 없는 너인데 미칠듯 가슴 아파 진정되지가 않아 이제 더이상 어떡하니 바보같이 널 사랑했던 내가 자꾸만 미워져 아직도 난 아직도 너를 보내지도 버리지도 못하고 아파하잖아 이제는 사랑할 수조차 없는 너인데
155,"기희현, 전소미, 최유정 (Weki Meki), 김청하","꽃, 바람 그리고 너",바람이 좋아 그리고 너와 함께 걷는 지금 이 길이 너무 좋아 손을 뻗으면 어느새 난 니 품에 따스한 햇살 향기로운 꽃 바람 그리고 너 시간이 벌써 흘러 흘렀어 새로 산 향수 뿌리고 집을 나서는 맘은 하루 전부터 이미 나는 들떴어 근데 사실 말야 새침 떼긴 아냐 난 거짓말은 싫어해 근데 친구가 너 미쳤냬 원래 좋아하는 건 조금 숨기는 거래 정말 그런 건가 싶어도 계속 비집고 나오는 맘은 거짓말을 못해 널 만나러 가는 길 내 자신을 낯설게 만드는 일 눈살 찌푸리게 날카롭던 햇살도 한껏 꾸민 머릴 건드리는 바람도 이상하게 나쁘지 않아 기분이 좋아 널 만나러 가는 지금 이 길이 좋아 너와 주고받는 연락에 한껏 설레이고 저기 니가 보여 바람이 좋아 그리고 너와 함께 걷는 지금 이 길이 너무 좋아 손을 뻗으면 어느새 난 니 품에 따스한 햇살 향기로운 꽃 바람 그리고 너 이상한 건 나야 나 너 땜에 내가 다 변하고 있잖아 친구들이 놀려 막 티가 나잖아 주고받는 아이컨택 널 바라보던 내 맘도 이젠 알 것 같애 이상한 건 아니야 나 땜에 니가 다 변한 게 맞아 내 친구들도 알 거야 티가 나잖아 내가 널 마주 보면 저기 저 바람처럼 숨길 수가 없단 걸 니가 없는 하룬 상상도 못해 말로는 다 표현하기 부족해 나도 몰래 니 생각에 미소 짓는 내가 이상해 바람이 좋아 그리고 너와 함께 걷는 지금 이 길이 너무 좋아 손을 뻗으면 어느새 난 니 품에 따스한 햇살 향기로운 꽃 바람 그리고 너 마치 솜사탕 같은 걸 나 이대로 너의 품에 안겨 잠들고파 늘 함께 하고파 언제나 너의 품에 꼭 안아줄래 바람이 좋아 그리고 너와 함께 걷는 지금 이 길이 너무 좋아 손을 뻗으면 어느새 난 니 품에 따스한 햇살 향기로운 꽃 바람 그리고 너 저기 저 햇살처럼 눈부시게 밝은 파란 하늘보다 맑은 My love only you
156,조항조,그대 있어 행복합니다,참 고마운 사람 내 삶 속에 들어온 사람 어떤 말을 하여도 부족한 사람 그대입니다 참 소중한 사람 내 가슴에 스며든 사람 가끔 눈물이라도 나는 그대 있어 행복합니다 사는 동안 볼 수 있어서 느낄 수 있어서 사랑할 수 있어서 그대 아픔마저 내껀걸요 그대는 그 자리에 있어주면 돼요 참 소중한 사람 내 가슴에 스며든 사람 가끔 눈물이라도 나는 그대 있어 행복합니다 사는 동안 볼 수 있어서 느낄 수 있어서 사랑할 수 있어서 그대 아픔마저 내껀걸요 그대는 그 자리에 있어주면 돼요 그대 아니면 다른 누구도 내맘 가질수없죠 오직 그대가 전부입니다 그댈 기다리는 이런 시간마저 내겐 사랑이라서 우 괜찮아요 사랑해요 그대는 그 자리에 있어주면 돼요 있어주면 돼요
157,이문세,난 아직 모르잖아요,세월이 흘러가면 어디로 가는지 나는 아직 모르잖아요 그대 내 곁에 있어요 떠나가지 말아요 나는 아직 그대 사랑해요 그대가 떠나가면 어디로 가는지 나는 알 수가 없잖아요 그대 내 곁에 있어요 떠나가지 말아요 나는 아직 그대 사랑해요 혼자 걷다가 어두운 밤이 오면 그대 생각나 울며 걸어요 그대가 보내준 새하얀 꽃잎도 나의 눈물에 시들어 버려요 그대가 떠나가면 어디로 가는지 나는 알 수가 없잖아요 그대 내 곁에 있어요 떠나가지 말아요 나는 아직 그대 사랑해요  혼자 걷다가 어두운 밤이 오면 그대 생각나 울며 걸어요 그대가 보내준 새하얀 꽃잎도 나의 눈물에 시들어 버려요 그대가 떠나가면 어디로 가는지 나는 알 수가 없잖아요 그대 내 곁에 있어요 떠나가지 말아요 나는 아직 그대 사랑해요
158,심신,오직 하나뿐인 그대,그리움 두고서 가지는 마 나홀로 있으면 외로운데 그대의 얼굴을 바라다보며 정다운 얘기를 나눌래 어디서 오는지 알수는 없지만 사랑은 이렇게 달콤한 것 아쉬움 두고서 가지는 마 남겨진 시간이 너무 많아 내 인생 모두가 사라져가도 이 느낌 우리는 영원해 어디서 오는지 알수는 없지만 사랑은 언제나 황홀한 것 그대여 그 마음속에 이대로 나를 담아둘 수 없는가 그대여 이 아름다운 세상에 오직 하나뿐인 그대  그리움 두고서 가지는 마 나홀로 있으면 외로운데 그대의 얼굴을 바라다보며 정다운 얘기를 나눌래 어디서 오는지 알수는 없지만 사랑은 이렇게 달콤한 것 아쉬움 두고서 가지는 마 남겨진 시간이 너무 많아 내 인생 모두가 사라져가도 이 느낌 우리는 영원해 어디서 오는지 알수는 없지만 사랑은 언제나 황홀한 것 그대여 그 마음속에 이대로 나를 담아둘 수 없는가 그대여 이 아름다운 세상에 오직 하나뿐인 그대 그대여 그 마음속에 이대로 나를 담아둘 수 없는가 그대여 이 아름다운 세상에 오직 하나뿐인 그대
159,심규선 (Lucia),담담하게,담담하게 너의 앞에서 웃어보이려 얼마나 많이 노력하는지 그댄 모를거에요 정말 모를거에요 생각보다 더 나 많이 노력해요 그대 맘에 드는 사람이 되고 싶어서 그대가 말한 온갖 작품을 가슴 속에 새기고 듣고 보고 외워도 우리의 거린 좀처럼 좁혀지질 않네요 아무것도 모른다고 그대는 내게 너무나 자주 아무렇지 않게 얘기하지만 아 나로 하여금 노래 부르게 만드는 사람이 그대라는 걸 나는 알고 있지요 알아요 그대 맘에 드는 사람이 되고 싶어서 그대가 말한 온갖 작품을 가슴 속에 새기고 듣고 보고 외워도 우리의 거린 좀처럼 좁혀지질 않네요 얽매이는 기분이 들면 안되니까요 나는 다가서다가도 물러나요 보여주고 싶지만 드러낼 순 없기에 그대의 옷자락 끝만 붙잡고 있는 걸 아무것도 모른다고 그대는 내게 너무나 자주 아무렇지 않게 얘기하지만 아 나로 하여금 노래 부르게 만드는 사람이 그대라는 걸 나는 알고 있지요 사랑 앞에 뭐 그리 두려움이 많나요 나는 몰라요 그대 말처럼 잘 모르겠어요 아 나로 하여금 이토록 가슴이 뛰고 벅차오르게 만드는 사람 그대라는 것만 알아요
160,휘현,보고 싶은 날이야,오늘은 유난히 기분 좋아 알람 전에 일어나서 머리가 딱 이쁘게 만들어져서 아니 네 생각이 나서 오늘은 뭐라고 말을 할까 커피 한잔할래요 말해 볼까 지금 전화해볼까 부담 되진 않을까 매일 네 생각뿐이야 보고 싶은 날이야 너와 걷고 싶은 밤이야 날이 좋다는 핑곌 대보면서 손잡고 싶은 날이야 햇살이 따뜻하게 비추는 오늘 보고 싶은 날이야 그림을 그려볼 거야 너에게는 brown eyes 나는 쓴 채로 sunglass 떠나보자 let’s ri I I ide yeah uh 흐르는 구름 위에 I wanna lay down with you every da a a ay And you la a a a ugh I just happy to saw your laugh 그리고 네게 줄 거야 이 그림 I love you 이 말과 같이 너의 일상이 나는 궁금해 바라만 봐도 좋은 걸 네가 있어 내 하루는 완벽해 이보다 좋은 게 있을까 오늘은 뭐라고 말을 할까 영화 한편 볼래요 말해 볼까 코미디 액션 드라마 그 어떤 장르보다 나는 네가 보고 싶은데 보고 싶은 날이야 너와 걷고 싶은 밤이야 날이 좋다는 핑곌 대보면서 손잡고 싶은 날이야 햇살이 따뜻하게 비추는 오늘 보고 싶은 날이야 나 혹시나 후회한다 해도 너를 향한 나의 마음 모두 전해 볼 거야 오늘이 지나고 내일이 지나면 용기가 사라질 것만 같아 떨리는 마음 가득 안고 지금 말할게 whoo 보고 싶은 날이야 너를 사랑한단 말이야 날이 좋다는 핑곌 댔던 거야 널 안고 싶은 밤이야 별빛이 우리를 비춰주는 오늘 더 보고 싶은 날이야
161,Stray Kids (스트레이 키즈),24 to 25,"고요한 밤 오늘따라 멈추고 싶은 시간 아무도 모를 단둘만의 공간 ey Under the stars yeah yeah 24 to 25 bae Just STAY with me  Let it snow, let it snow 눈이 쌓일수록 불안정한 마음 어딜 가지 못하겠단 말에 더 설레는 너와 나  Now I know, now I know 가지고 싶은 선물은 이 순간 24 to 25 bae Just STAY with me  어김없이 내려치던 눈보라 올해 쌓인 지친 하루들 다 털어줄게 now 오늘은 내게 기대 따뜻한 내 품속에 take a break I want you to  STAY For Christmas 아늑한 오늘 밤 STAY For Christmas 모든 걸 다 내려놔  STAY For Christmas It’s cold outside 내게로 와 24 to 25 bae Just STAY with me  밤새 달리고 싶어 영화 마라톤 과연 보기는 할까 유난히 빛나는 머리 위의 mistletoe 너무 예쁘다  달달한 향 풍기는 분위기 오늘도 간직할래 memory 24 to 25 bae Just STAY with me  Let it snow, let it snow 눈이 쌓일수록 하얘지는 밤 어딜 가지 못하겠단 말에 또 설레는 너와 나  Now I know, now I know 가지고 싶은 선물은 이 순간 Just STAY with me  어김없이 내려치던 눈보라 올해 쌓인 지친 하루들 다 털어줄게 now 오늘은 내게 기대 따뜻한 내 품속에 take a break I want you to  STAY For Christmas 아늑한 오늘 밤 STAY For Christmas 모든 걸 다 내려놔  STAY For Christmas It’s cold outside 내게로 와 24 to 25 bae Just STAY with me  특별한 이 시간 너랑은 언제나 December 25 You’re my carol, carol  소중한 이 시간 너랑은 언제나 yeah 24 to 25 bae Just STAY with me"
162,박현,바람아 불어라,바람타고 흘러가는 저 구름은 내맘처럼 정처 없이 떠 돌다가 어느 기슭에 쉬어갈까 보고 싶은 얼굴들이 하나둘씩 떠 오르면 그 어느날 헤매였던 그 거리찾아 나서야지 바람아 불어라 길을 떠나자 어차피 머물곳은 없지 않더냐 바람아 불어라 어서 떠나자 저 구름이 흘러가는 곳으로 사랑 했던 사람들을 다시 한번 안아보자 보고 싶은 얼굴들을 다시 한번 만나보자  바람아 불어라 길을 떠나자 어차피 머물곳은 없지 않더냐 바람아 불어라 어서 떠나자 저 구름이 흘러가는 곳으로 사랑 했던 사람들을 다시 한번 안아보자 보고 싶은 얼굴들을 다시 한번 만나보자
163,스트레이 (The Stray),해줄 말이 있어,바람 결에 스친 너의 환한 미소와 눈부시게 빛나는 따스한 아침 햇빛 그리고 너와 내가 앞에 마주앉아서 꽃가루가 날리듯 이야기를 하고 있어 너의 눈빛 너의 손길 내가 느낄 수가 있어서 행복하다고 말할 수가 있어서 내 옆에서 항상 옆에서 너를 바라 볼 수가 있어서 행복하다고 소리칠 수가 있어서 바람에 내 얘기를 얹어서 내 맘을 보낼게 너에게 보낼게 들어봐 너를 미소 짓게 할 나의 노래를 나의 사랑을 너의 눈빛 너의 손길 내가 느낄 수가 있어서 행복하다고 말할 수가 있어서 내 옆에서 항상 옆에서 너를 바라볼 수가 있어서 행복하다고 소리칠 수가 있어서 바람에 내 얘기를 얹어서 내 맘을 보낼게 너에게 보낼게 들어봐 너를 미소 짓게 할 나의 노래를 나의 사랑을 혹시라도 내 마음이 닿지 않았더라면 언제라도 내 마음을 네 곁에 꼭 보낼게 바람에 내 얘기를 얹어서 내 맘을 보낼게 너에게 보낼게 들어봐 너를 미소 짓게 할 나의 노래를 나의 사랑을
164,마인드유,To. 첫사랑,잘 지냈니 우리 헤어진 지 벌써 몇 년이 지나버렸네 니가 떠나고 새로운 사람 만나도 봤지 비가 오고 낙엽 떨어지고 흰 눈이 마을을 덮을 때쯤 니가 생각나 난 웃으며 지내 너도 잘 지내지 장난치던 우리가 참 애들 같던 우리가 수많은 다툼에도 결국 안았었는데 이젠 없고 넌 다른 품에서 행복하겠지 그랬었지 내겐 전부였지 네 행복만을 위해 살았지 먼 훗날 우리 같이 퇴근하고서 집으로 가는 길 상상도 했지 너 떠나고 나의 모든 것이 부족하단 걸 알게 되었어 그 후로 정말 나 열심히 했어 다 너 덕분이야 정말 고마워 장난치던 우리가 참 애들 같던 우리가 수많은 다툼에도 결국 안았었는데 이젠 없고 넌 다른 품에서 행복하겠지 장난치던 우리가 참 애들 같던 우리가 수많은 다툼에도 결국 안았었는데 이젠 없고 넌 다른 품에서 행복하겠지 잘 지냈니 우리 헤어진 지 벌써 몇 년이 지나버렸네
165,"선예, 조권",첫 페이지,시간이 흐른다면 한 장을 더 넘긴다면 어떤 표정의 내가 있을지 늘 궁금했어 적고 싶은 게 많았어 멈추는 게 두려워서 지새우던 밤 그 시간을 지나 지금 이렇게 웃어 난 시간을 되돌린다면 첫 장으로 돌아간다면 전해주고 싶어 그 눈물조차도 다 소중했다고 잊고 싶지가 않았어 전부 다 아름다웠어 서툴고 어려도 좋았던 그때로 인해 행복해 지금 난 첫 페이지에 적힌 우리 이야기 기억 속에 잠긴 채 바래진 듯해도 여기 남았잖아 어린 날의 우리 빛을 쫓아 끝없이 달리던 모습이 첫 페이지에 새긴 우리 이야기 모서리를 접고서 기억하고 싶어 다 지나니 아픔마저도 모두 찬란하다 새로운 이야기 속에도 빛날 우리 첫 페이지 돌이킬 수 없는 태엽을 감아 어느새 떨어진 평행선 위로 비친 둘의 그림자 멀게 느껴져도 이렇게 옆에 있다고 서로를 감싸던 그때처럼 이렇게 다시 마주 보면서 기억을 만지고 미소를 지으며 하나씩 되돌아보고 있어 첫 페이지에 적힌 우리 이야기 기억 속에 잠긴 채 바래진 듯해도 여기 남았잖아 어린 날의 우리 빛을 쫓아 끝없이 달리던 모습이 첫 페이지에 새긴 우리 이야기 모서리를 접고서 기억하고 싶어 다 지나니 아픔마저도 모두 찬란하다 새로운 이야기 속에도 빛날 우리 첫 페이지 첫 페이지에 적힌 우리 이야기 서랍 속에 담아 바래지더라도 마음속에 남아 있잖아 어린 날의 우리 빛을 따라 달리던 아픔마저 찬란할 만큼 아름답던 날을 기억하고 있어 우리 첫 페이지
166,SE7EN,한번 단 한번,날 이제 그만 너의 곁으로 돌아가도록 해줘 그런 네 맘 어디도 있지 않은 차가운 말은 싫어 yeh- 첨 만난 그날 처럼 미소를 나에게 줘 다시 바라봐 줘 Uh-  아무런 말도 못하고 서 있는 나를 용서 해줘 네 곁에만 있을게 For you For you 널 울리지 않을게 약속해 너에게  한번 단 한번 아픈 내 마음을 알아줘 너를 바라는 너 하나 사랑한 내 맘을 너를 떠나선 행복할 순 없어 난 You Don't have to be along 그저 내 사랑 알기만 해줘  나조차 모를 만큼 빠르게 빠져 버린 거야 네가 아파할 줄은 나 몰랐나 봐 나 잊었나 봐 하지만 한 순간도 내 맘이 널 떠나 살진 않았어  믿어줘 날 널 사랑하는 날 제발- 네 곁에만 있을게 For you For you- 널 울리지 않을 게 약속해 너에게  한번 단 한번 아픈 내 마음을 알아줘 너를 바라는 너 하나 사랑한 내 맘을 너를 떠나선 행복할 순 없어 난 You Don't have to be along 그저 내 사랑 알기만 해줘  (난 아직 까지 한번도 네 사랑 없이 다른 누굴 사랑할 자신도) 다른 사람 사랑 할 생각한 적 없는데  한번 단 한번 아픈 내 마음을 알아줘 너를 바라는 너 하나 사랑한 내 맘을 너를 떠나선 행복할 순 없어 난 You Don't have to be along  한번 단 한번 아픈 내 마음을 알아줘 너를 바라는 너 하나 사랑한 내 맘을 너를 떠나선 행복할 순 없어 난 You Don't have to be along 그저 내 사랑 알기만 해줘 -
167,함중아,내게도 사랑이,긴 세월 흘러서가고 그시절 생각이 나면 못잊어 그리워지면 내마음 서글퍼지네 내게도 사랑이 사랑이있었다면 그것은 오로지 당신뿐이라오 내게도 사랑이 사랑이있었다면 그것은 오로지 당신뿐이라오 시간이 흘러서가면 아픔은 잊혀진다고 남들은 말을하지만 그말을 믿을수없어 내게도 사랑이 사랑이있었다면 그것은 오로지 당신뿐이라오 내게도 사랑이 사랑이있었다면 그것은 오로지 당신뿐이라오
168,오현란,"한 사람을 사랑하다 (Feat. Vibe, 포맨, SoulMan)",이별 이라고 두글자를 들으면 그냥 그땐 이렇게 말을해 괜찮아 세상에 널린게 남자야 괜찮아 널린게 여자라고 어제 보다 더 많이 한달전 보다 많이 일년전 보다 더 많이 사랑했었는데 왜 넌 한 사람을 사랑하다 또 그렇게 사랑하다 가슴에 내 가슴에 문신처럼 박힌 멍 자국만 한 사람을 사랑하다 또 그렇게 사랑하다 가슴에 내 가슴에 너라는 사람 내 가슴에 흘렀어  괜찮아 세상에 널린게 남자야 괜찮아 널린게 여자라고 어제 보다 더 많이 한달전 보다 많이 일년전 보다 더 많이 사랑했었는데 왜 넌 한 사람을 사랑하다 또 그렇게 사랑하다 가슴에 내 가슴에 문신처럼 박힌 멍 자국만 한 사람을 사랑하다 또 그렇게 사랑하다 가슴에 내 가슴에 너라는 사람 내 가슴에 흘렀어 사랑이 내 사랑이 사람이 내 사람이 내 사랑이 끝났어 내 사람이 변했어 내 사랑이 날 버렸어 한 사람을 사랑하다 또 그렇게 사랑하다 가슴에 내 가슴에 문신처럼 박힌 멍 자국만 한 사람을 사랑하다 또 그렇게 사랑하다 가슴에 내 가슴에 너라는 사람 내 가슴에 흘렀어  한 사람을 사랑하다
169,박혜경,사랑과 우정사이,머리를 쓸어 올리는 너의 모습 시간은 조금씩 우리를 갈라놓는데 어디서 부턴지 무엇 때문인지 작은 너의 손을 잡기도 난 두려워 어차피 헤어짐을 아는 나에겐 우리의 만남이 짧아도 미련은 없네 누구도 널 대신 할 순 없지만 아닌 건 아닌 걸 미련일 뿐 멈추고 싶던 순간들 행복한 기억 그 무엇과도 바꿀 수가 없던 너를 이젠 나의 눈물과 바꿔야 하나 숨겨온 너의 진심을 알게 됐으니 사랑보다 먼 우정보다는 가까운 날 보는 너의 그 마음을 이젠 떠나리 내 자신보다 이 세상 그 누구보다 널 아끼던 내가 미워지네  멈추고 싶던 순간들 행복한 기억 그 무엇과도 바꿀 수가 없던 너를 이젠 나의 눈물과 바꿔야 하나 숨겨온 너의 진심을 알게 됐으니 연인도 아닌 그렇게 친구도 아닌 어색한 사이가 싫어져 나는 떠나리 우연보다도 짧았던 우리의 인연 그 안에서 나는 널 떠나네 사랑보다 먼 우정보다는 가까운 날 보는 너의 그 마음을 이젠 떠나리 내 자신보다 이 세상 그 누구보다 널 아끼던 내가 미워지네
