,가수,노래 제목,노래 가사
150,"015B, 양파",6월부터 1월까지,여름이 오던 6월 17일 너에게 그만 헤어지자 했지 아무 말 없이 듣고만 있던 네 표정이 슬퍼 보였어 나보다 나인 좀 많았지만 가끔 철없는 행동 귀여웠고 운전하며 내 손을 잡아주던 그 긴 손가락이 참 예뻤었는데 집에 오던 길 다행히 빗줄기 눈물을 감출 수 있어 좋았어 자려 누웠다 너무 아파서 다시 불을 켜고 멍하니 그림 같던 구름 9월의 오후 문득 걷다 혼자란 걸 느꼈어 넌 자존심 세고 화도 잘 냈지만 마음 여리고 착했었어 데리러 오던 널 기다리면서 분주히 단장했단 거 모르지 렌즈가 없어 안경 낀 내 모습 모범생 같다며 넌 한참 웃었지 우리 첨 만난 1월이 오고 유난히 춥던 그 날이 생각나 몰래 네 일상 찾아보기도 해 너 보라고 글도 올리며 그렇게 겨울이 지나고 또 봄이 지나고 아직도 가끔 보고 싶어질 때가 있죠 이촌동 그 길 아직도 지날 땐 마치 어제 일처럼 선명해요 밤의 공원도 그 햄버거집도 지하상가 그 덮밥집도
151,109,달,나는 어렸을 때부터 어두운 게 싫었어 24시간 동안 해만 떴으면 하지만 그렇게는 안된다는 사실을 알게 됐고 마음으로 조금씩 기도를 했었네 달아 제발 커져라 커져 어둠을 밝혀 무섭지 않게 더 커져라 달아 제발 빛나라 빛나 어둠을 밝혀 두렵지 않게 나는 어렸을 때부터 깜깜한 게 싫었어 잠을 잘 때도 항상 방에 불을 켜고 하지만 그렇게는 안된다며 엄마에게 혼났을 때 마음으로 조금씩 기도를 했었네 달아 제발 커져라 커져 어둠을 밝혀 무섭지 않게 더 커져라 달아 제발 빛나라 빛나 어둠을 밝혀 두렵지 않게 음 지금보다 클 수 있을까 작은 기대보단 큰 두려움이 더 빛나고 싶지만 난 구름에 가려져 있어 달아 제발 커져라 커져 어둠을 밝혀 무섭지 않게 더 커져라 달아 제발 빛나라 빛나 어둠을 밝혀 두렵지 않게
152,윤미래,Flower,지나가는 길에 보인 나의 한 뼘보다 작은 꽃에 눈이 가듯 너의 작은 흔들림에 마음이 가 비 오면 떨어질까 눈 오면 얼어질까 so I'm worried about you and I'm worried about you 그런 예쁜 말 익숙하지 않아 단 한 번도 네게 해 준 적은 없지만 내 마음은 늘 그대 거였죠 내 걱정은 늘 그대뿐이죠 always your way 널 향해 있을게 이 순간이 참 행복하다면 그대가 있어서겠죠 always 잊지 마요 내가 있다는 걸 어디선가 불어오던 바람에 실려 오다 내 마음에 심어졌지 너라는 작은 씨앗 하나가 햇살이 되어 매일 널 비추고 그대를 가꿔요 내 마음에 물을 주며 내 마음은 늘 그대 거였죠 내 걱정은 늘 그대뿐이죠 always your way 널 향해 있을게 이 순간이 참 행복하다면 그대가 있어서겠죠 always 잊지 마요 내가 있다는 걸 내가 없이 그대는 시들어 버릴 것 같아 혼자 두고 싶지 않아 피고 지는 게 잠시라 해도 그 순간이라도 함께 할게 내 마음은 늘 그대 거였죠 내 걱정은 늘 그대뿐이죠 always your way 널 향해 있을게 이 순간이 참 행복하다면 그대가 있어서겠죠 always 잊지 마요 내가 있다는 걸
153,트리탑스,내 여자친구에게 (To my girlfriend),항상 묻고 싶어요 그대에게 난 어떤 사람인가요 매일 보고 싶어요 어쩌면 우리 두 사람 운명인가 봐요 하루만 안 보면 보고 싶은 잠시만 안 보면 생각나는 그런 사람이 너라서 그게 너무 고마워 그대 작은 버릇 하나까지 모두 알고 싶어요 나는 그대 하나만 바라볼래요 항상 웃고 있네요 그댈 보는 나 내 맘 하나까지도 아픈 상처라 해도 그댈 위해서라면 받아들일게요 하루만 안 보면 보고 싶은 잠시만 안 보면 생각나는 그런 사람이 너라서 그게 너무 고마워 그대 작은 버릇 하나까지 모두 알고 싶어요 나는 그대 하나만 바라볼래요 사랑하고 있잖아요 이제 두려워하지 말아요 내가 여기 있잖아요 이제 내 손 잡아요 그대 남은 아픔까지 모두 사랑할게요 나는 그대 하나만 오직 그대 하나만 아주 오랫동안 기다려온 내가 아주 오래 찾아 헤맨 완벽한 사람을 찾은 것만 같아요 세상 어느 누구보다 그댈 아껴줄게요 나는 그대 하나만 바라볼래요 나는 그대 하나만 사랑할래요
154,솔라 (마마무),겨울꽃,창밖은 온통 하얗게 물든 것들뿐인데 너만 왜 아닌 거야 노랗게 물든 봄 꽃잎처럼 내 눈엔 너무나 이쁜데 내 곁에 너 다가와서 조심스럽게 또 속삭이며 너와 함께할 시간들이 너무나 행복할 것 같은데 어디 있는 거야 내 맘 아는 거야 너 차가운 바람이 불어와 내 시린 손끝을 보며 조심스레 나를 안아줄래 어디 가는 거야 눈 꽃들을 흩날리며 따뜻한 봄날을 기다려 우리가 만났던 그날 조금씩 다가갈 거야 나 Oh my love woo yeah 까맣게 물든 밤하늘엔 수많은 별들과 너와 나 둘뿐인데 저 별빛 들은 봄 꽃잎처럼 아름답게 계속 빛나고 아직 오지 않은 그날 마치 봄이 온 듯 기다리며 우리 선물 같던 날들을 너무나 기다려 온 건데 어디 있는 거야 내 맘 아는 거야 너 차가운 바람이 불어와 내 시린 손끝을 보며 조심스레 나를 안아줄래 차가워진 이 골목길에 혼자 멍하니 서있어 마치 어제 일인 것처럼 또 난 널 기다리고 있어 어디 있는 거야 내 맘 아는 거야 너 차가운 바람이 불어와 내 시린 손끝을 보며 조심스레 나를 안아줄래 어디 가는 거야 눈꽃들을 흩날리며 따뜻한 봄날을 기다려 우리가 만났던 그날 조금씩 다가갈 꺼야 나 Oh my love woo yeah
155,김도희,그게 잘 안돼,짧은 인사만 남긴 채 또 이렇게 멀어지나요 늘 서투른 나여서 흩날린 시간을 잡을 순 없네요 어떤 맘이었는지 그대는 모를 거야 내가 아니었다면 달랐을까 한 줄의 추억 속에 널 보내야 하는데 소리 없이 또 내게 밀려와 그게 잘 안돼 아무리 나 애를 써 봐도 눈 감은 채 널 지우려 해봐도 한 걸음 앞에 네가 있는데 떠나야 해 아직 이른데 난 어떡해 그게 잘 안돼 운명이라 믿었는데 그저 스치는 바람이었나요 그댈 지킬 수 없다면 아프게 한다면 떠나야 하나요 그게 잘 안돼 아무리 나 애를 써 봐도 눈 감은 채 널 지우려 해봐도 한 걸음 앞에 네가 있는데 떠나야 해 아직 이른데 난 어떡해 그게 잘 안돼 어떤 맘이었는지 그대는 모를 거야 되돌릴 순 없단 걸 나도 알아 끝이 돼서 미안해 우리 추억 속에 아름답게 널 보내 줘야 해
156,김현식,언제나 그대 내곁에 (응답하라 1988 삽입곡),구름 저 멀리 해를 가리고 그대 홀로 있을 때 내게 말해요 그대를 위로할께요 해는 저물어 밤이 오고 홀로 이 밤 지샐 때 내게 말해요 그대의 친구 될께요 세상은 외롭고 쓸쓸해 때로는 친구도 필요해 그대 멀리 떠난다 해도 난 언제나 그대 곁으로 달려 갈래요  세상은 외롭고 쓸쓸해 때로는 친구도 필요해 그대 멀리 떠난다 해도 난 언제나 그대 곁으로 달려 갈래요  해는 저물어 밤이 오고 홀로 이 밤 지샐 때 내게 말해요 그대의 친구 될께요 언제나 그대 내 곁에 언제나 그대 내 곁에 언제나 그댄 내 곁에 언제나 그댄 내 곁에
157,DNT,가슴이 사랑하는 법,내 심장이 멈춰도 헤어지자며 떠난 그댈 내 가슴을 아프게 한 그대를 잊지 못해 내 가슴이 아파도 다른 사람을 보던 그대 내 마음을 슬프게 한 그대를 지울 수 없어 눈물이 너무 흘러 내려서 그대 뒷모습도 보지 못해 이별의 흔적들만 거리에 남아 내 가슴아 내 눈물아 혹시라도 그대 돌아 올까 떠나지 못해 내 가슴아 내 눈물아 나를 추억 못한 그녀를 이젠 사랑해줘 내 심장이 멈춰도 잊어 달라며 떠난 그댈 하얀 마음 까맣게 한 그대를 담고 서 있어 시간이 너무 지나 버려서 그대 소식조차 듣지 못해 아련한 기억들만 향기로 남아 내 가슴아 내 눈물아 혹시라도 그대 돌아 올까 떠나지 못해 내 가슴아 내 눈물아 나를 추억 못한 그녀를 이젠 사랑해줘 한참을 걸어 간 그 길에 바보처럼 잊지 못한 내 쓸쓸한 사랑 내 가슴아 내 사랑아 내 눈물아 제발 떠나지마 혹시라도 그대 돌아 올까 떠나질 못해 내 가슴아 내 사랑아 내 눈물아 날 떠나지마 나를 떠나 버린 그녀를 이젠 용서해줘
158,박보람,괜찮을까,널브러진 방을 치우고 하루 종일 잠도 자봤어 보고 싶던 영화를 켜놓고 웃음이 나면 웃기도 하더라 오늘 새 옷을 살까 고민도 하고 밤새 친구를 만나 취해도 봤어 난 니가 없어도 괜찮은 하루를 보냈어 죽을 것만 같았었는데 괜찮을까 나처럼 너도 괜찮을까 그 시간 속에 날 비웠을까 잘 지내라는 말 그 한마디도 하지 못했어 나보다 더 아파하기를 바랬어 문득 니 생각이 날 괴롭히지만 니가 보고 싶거나 힘든 건 아냐 너 혹시라도 다른 사람 만나게 되면 나보다 못한 사람 만나 괜찮을까 나처럼 너도 괜찮을까 그 시간 속에 날 비웠을까 잘 지내라는 말 그 한마디도 하지 못했어 나보다 더 아파하기를 아픈 사랑 딱 여기까지만 나쁜 꿈을 꿨다 생각할게 눈물이 나 비가 내리듯 눈물이 나 널 사랑했던 내가 싫어서 행복하라는 말 그 한마디도 하지 못했어 나보다 더 아파하기를 바래
159,미연 ((여자)아이들),Dreaming About You,시간을 맴돌아 멈춰선 자리 이끌리듯 나 그대를 찾아요 보이지 않는 저 너머에서도 우리는 서로를 알아볼까요 Waiting for you 시간이 흘러 운명처럼 맞닿는 그 순간 기다려요 Dreaming about you 오늘도 난 그대 꿈을 꾸죠 잠시라도 떨어지고 싶지 않아 Dreaming about you 오늘도 난 그댈 찾아 잠들죠 들리나요 나의 목소리 주위를 맴돌아 서성인 자리 이끌리듯 나 그대를 찾아요 환하게 비추는 저 별을 따라서 걷다 보면 우리 만나게 될까 Waiting for you 시간이 흘러 운명처럼 마주친 이 순간 기억해요 Dreaming about you 오늘도 난 그대 꿈을 꾸죠 잠시라도 깨어나고 싶지 않아 Dreaming about you 오늘도 난 그댈 찾아 잠들죠 들리나요 Dreaming about you 내일도 난 그대 꿈을 꾸죠 한시라도 떨어지고 싶지 않아 Dreaming about you 오늘도 난 그대 곁에 잠들죠 들리나요 나의 목소리
160,변진섭,로라,세상 누구도 알수 없는 곳에 야윈 얼굴로 떠나간 너 젖은 눈으로 내손 잡으며 모두 잊으라 했지 너의 따뜻한 미소가 자꾸만 눈앞에 아른거려 언제나 내가 없으면 슬퍼진다고 말하던 너 로라 로라 나의 슬픈 로라 나없이 너혼자서 그 얼마나 외롭겠니 로라 로라 나의 사랑 로라 이별없는 곳에서 너를 다시 만날꺼야 로라 너의 따뜻한 미소가 자꾸만 눈앞에 아른거려 언제나 내가 없으면 슬퍼진다고 말하던 너 로라 로라 나의 슬픈 로라 나없이 너혼자서 그 얼마나 외롭겠니 로라 로라 나의 사랑 로라 이별없는 곳에서 너를 다시 만날꺼야 로라
161,씨야,눈물의 여왕,슬픈 영활 보면 다 내 얘기 같고 슬픈 노랜 다 내 맘 같아 어떤 영화도 어떤 노래도 다 주인공은 우리 같아 월요일이 와도 화요일이 와도 다를게 없어 다 똑같아 니가 없어 난 너를 볼 수 없어 매일 슬픈 요일이야 울어도 울어도 그치질 않아 우는 병에라도 걸렸나봐 참아도 참아도 참아지질 않는 사랑 병에 걸렸나봐 니 숨결 까지도 잊혀지질 않아 기억하는 병에 걸렸나봐 숨쉴 때마다 미치게 그리운 너란 병에 걸렸나봐 고장이 나버린 수도꼭지처럼 눈물로 만든 사람처럼 겉은 웃어도 속은 너 하나로 온통 눈물 범벅이야 울어도 울어도 그치질 않아 우는 병에라도 걸렸나봐 참아도 참아도 참아지질 않는 사랑 병에 걸렸나봐 니 숨결 까지도 잊혀지질 않아 기억하는 병에 걸렸나봐 숨쉴 때마다 미치게 그리운 너란 병에 걸렸나봐 시간이 약이란 그 말은 거짓말 멀어질수록 더 아프잖아 나를 낫게 할 내 눈물 멎게 할 사람 오직 너 뿐인데 그래서 더 눈물이 나
162,케이윌,내게 와줘서,그댄 줄 알았죠 처음 봤던 그 순간 숨이 멎을 듯 심장이 멈춰 버렸죠 나 하나조차 버겁던 내가 그대를 그리워 늘 하루 하루 바라봤었죠 고마워요 그대 내게 와 줘서 그대 하나면 충분한데 내겐 아무것도 바랄 것이 없죠 늘 그대 곁에서 웃어 줄게 이런 내 맘 알아줘 거기 바로 바로 내가 있을게 아닌 줄 알았죠 처음 봤던 그 순간 어떻게 그대 내게로 다가왔을까 수많은 날을 힘들게 버텨왔는데 그대가 다가올 줄은 나 몰랐던 거죠 고마워요 그대 내게 와 줘서 그대 하나면 충분한데 내겐 아무것도 바랄 것이 없죠 늘 그대 곁에서 웃어 줄게 이런 내 맘 알아줘 거기 바로 바로 내가 있을게 돌아보면 항상 거기 있을 거야 내가 언제든 돌아올 수 있도록 많은 사람들 그 중에 서로를 찾은 우리처럼 행복할 수 있게 함께 할 수 있게 약속해요 눈물 흘리지 않게 그대 아프지 않게 할게 매일 이 모든 게 내겐 기적이죠 늘 그대 곁에서 지켜 줄게 이런 내 맘 알아줘 이젠 내 손 내 손을 잡아 줘 아무것도 바랄 것이 없죠 늘 그대 곁에서 웃어 줄게 이런 내 맘 알아줘 거기 바로 바로 내가 있을게
163,김제훈,내가 말하고 싶은건,잘 지내 어떤 말부터 네게 꺼내야 할지 망설였지만 결국 이 노랠 쓰고 있어 사실 난 너의 빈자리가 너무 당연해진 것 같아 하지만 익숙한 괴로움 그동안 나 많이 변했어 다시 나를 봤다면 달라졌을 거야 니가 원한 상상 못할 나 그동안 나 많이 고민 했어 있잖아 니가 없는 하루를 살아가며 네게 전할 말이 있는데 내가 말하고 싶은 건 내가 말하고 싶은 건 아직 너야 바로 너야 오직 너야 I need you girl 내가 말하고 싶은 건 내가 말하고 싶은 건 아직 너야 니가 필요해 자꾸만 작아지는 하루 다시 나를 본다면 달라질 수 있어 니가 원한 상상 못할 나 그동안 나 많이 고민 했어 있잖아 니가 없는 하루를 이해하며 많이 보고 싶었던 내 마음 다 전해주고 싶어 내가 말하고 싶은 건 내가 말하고 싶은 건 아직 너야 바로 너야 오직 너야 I need you girl 내가 말하고 싶은 건 내가 말하고 싶은 건 아직 너야 니가 필요해 너를 향해 외치고 있는 이 바램이 끝나지 않길 너의 기억 한 켠에 있는 내 모습이 조금씩 커져가길 엉켜버린 시간들 속에 아직 내가 살아있다면 너를 위해 힘껏 달려 갈 수 있어 사랑해 내가 말하고 싶은 건 내가 말하고 싶은 건 아직 너야 바로 너야 오직 너야 I need you girl 내가 말하고 싶은 건 내가 말하고 싶은 건 아직 너야 니가 필요해
