,artist_name,song_name,lyric
0,가비 퀸즈,Endless,"어제도 그 사람 만났죠
오늘도 그 사람 만나죠
내일도 모레도 그 사람
만날 수 있나요
내일은 그 사람 없겠죠
오늘이 마지막 일 테니
웃고있어도 난 눈물이 흐르네요
사랑은 조금씩 내게로 다가 왔었죠
사랑은 그렇게 내게서 멀어지겠죠
영화처럼 현실이 됐던
사랑으로 가득 채웠던
그때의 기억들이 너무나 그리울테죠
조금씩 아주 천천히 와요
그대를 난 잊어 갈 테니
먼 훗날 다시 만나면
웃으며 인사해요

내일은 그 사람 없겠죠
오늘이 마지막 일 테니
웃고 있어도 난 눈물이 흐르네요
사랑은 조금씩 내게로 다가 왔었죠
사랑은 그렇게 내게서 멀어지겠죠
영화처럼 현실이 됐던
사랑으로 가득 채웠던
그때의 기억들이 너무나 그리울테죠
조금씩 아주 천천히 와요
그대를 난 잊어 갈 테니
먼 훗날 다시 만나면
웃으며 인사해요
새하얀 거리를 그대 없이
혼자 걷다 보면
하나 둘 같이 걷던 길이
난 떠오르겠죠
시간이 더 지나서
이 거리를 돌이켜보면
그대와 내가 항상 함께 했었다는 걸

영화처럼 현실이 됐던
사랑으로 가득 채웠던
그때의 기억들이 너무나 그리울테죠
조금씩 아주 천천히 와요
그대를 난 잊어갈 테니
먼 훗날 다시 만나면
웃으며 인사해요"
1,별,행복하자,"우연히 너의 소식을 들었어
새로운 사랑을 시작했다고
많이 좋아한다고 행복해 보인다고
정말 다행이구나 생각했어
뒤돌아 집에 걸어오는길에
나 자꾸만 아까 그 말이 떠올라
내 맘이 좀 이상해
분명 괜찮았었는데
조금은 슬픈 것 같아 내 마음이
나는 여기에서 너는 그 자리에서
행복하자 우리 더 행복해지자
너무나 사랑한
너무나도 사랑한 우리
지난 추억들만 기억하자

가끔은 나도 널 그리워했어
어떤날은 눈물 날 때도 있었어
헤어지던 그날에
네 마지막 뒷모습이
한동안 생각이나서 힘들었어
나는 여기에서 너는 그 자리에서
행복하자 우리 더 행복해지자
너무나 사랑한
너무나도 사랑한 우리
지난 추억들만 기억하자
평생을 함께하자던
행복하게 살자던
서로가 못지킨 약속
슬프지만 나는 괜찮아
네가 행복하니까
너무나 그리워 너무나도 그리워
사랑했어 정말 그땐 행복했어
사는게 힘들어
지쳐 울고 싶어질때면
한번쯤 우리 떠올리자
이젠 더 행복하자"
2,이선희,사랑아... (String Ver.),"사랑이란 다가가면 달아나버렸다가
떠난줄 알면
또 어느새 이만큼 와있구나
사랑이란 한다해도 채워지지 않는것
욕심에서 언제쯤 편해질 수 있을까
봄날에 눈부신 기억
행복을 이룬 바램
숨 멎을듯 아파했던 가슴시린 상처들
사랑아 가지마라 곁에 있자
이별아 더는 내게 오지 마라
사랑도 이별도 되돌아 보면
내 인생에 벗이였네

사랑이란 한다해도 채워지지 않는것
욕심에서 언제쯤 편해질 수 있을까
봄날에 눈부신 기억
행복을 이룬 바램
숨 멎을듯 아파했던 가슴시린 상처들
사랑아 가지마라 곁에 있자
이별아 더는 내게 오지 마라
사랑도 이별도 되돌아 보면
내 인생에 벗이였네
사랑아 가지마라 곁에 있자
이별아 더는 내게 있지 마라
사랑도 이별도 되돌아 보면
내 인생에 벗이였네"
3,김건모,아름다운 이별 (2009 Re-Mastering Ver.),"눈물이 흘러
이별인걸 알았어
힘없이 돌아서던
너의 뒷 모습을 바라보며
나만큼 너도 슬프다는 걸 알아
하지만 견뎌야 해
추억이 아름답도록
그 짧았던 만남도
슬픈 우리의 사랑도
이젠 눈물로 지워야 할 상처뿐인데
내 맘 깊은 곳엔 언제나
너를 남겨 둘거야
슬픈 사랑은 너 하나로
내겐 충분하니까
하지만 시간은 추억 속에
너를 잊으라며 모두 지워가지만
한동안 난 가끔 울 것만 같아

두 눈을 감고
지난날을 돌아봐
그 속엔 너와 나의
숨겨둔 사랑이 있어
언제나 나는
너의 마음 속 에서
느낄 수 있을거야
추억에 가려진 채로
긴 이별은 나에게
널 잊으라 하지만
슬픈 사랑은 눈물속의 널 보고 있어
내 맘 깊은 곳엔 언제나
너를 남겨 둘거야
슬픈 사랑은 너 하나로
내겐 충분하니까
하지만 시간은 추억 속에
너를 잊으라며 모두 지워 가지만
한동안 난 가끔 울 것만 같아"
4,나오미,사랑인데,"사랑인데 정말 사랑인데
아직 사랑인데
이걸 어떻게 지워
너뿐인데 내 맘 너뿐인데
온통 너뿐인데
이대로 어떻게 보내니
널 불러 봐도 널 붙잡아 봐도
내가 못나서 바보 같아서
넌 떠나가는데
아니라고 가면 안된다고
눈물로 소리쳐도
이대로 너는 점점 멀어져가
나 아픈데 이렇게 아픈데
이런 내 아픔에
하루가 긴 일년 같아
널 불러 봐도 널 붙잡아 봐도
내가 못나서 바보 같아서
넌 떠나가는데
아니라고 가면 안된다고
눈물로 소리쳐도
이대로 너는 점점 멀어져가
내 사랑인데 넌 내 사랑인데
그렇게 가면 안돼
나보다 더 사랑한 너였는데"
5,린,추억 만들기,"새끼손가락 걸며 영원 하자던
그대는 지금 어디에
그대를 사랑하며 잊어야하는
내 맘은 너무 아파요
내 마음 보여줘 본 그때 그 사람
사랑하던 나의 그 사람
뜨거운 내 마음은 나도 모르게
천천히 식어갑니다
그대 떠나는 뒷모습에 내 눈물
떨구어 주리 가는 걸음에
내 눈물 떨구어 주리
내 마음 보여줘 본 그 때 그 사람
사랑하던 나의 그 사람
뜨거운 내 마음은 나도 모르게
천천히 식어갑니다

세월이 흘러가서 백발이 되어버리고
얼굴엔 주름지어 내 사랑 식어버려도
내 마음 보여줘 본 그 때 그 사람
사랑하던 나의 그사람
뜨거운 내마음은 나도 모르게
천천히 식어갑니다
그대를 사랑하며 잊어야 하는
내 맘은 너무 아파요"
6,뮤직 쿠키,여자라서 (아이유),"가득고인 내눈물 넘쳐흐리기 전에



아무말 하지말고 뒤돌아 가세요



그대 있을자리가 내곁은 아닌걸요



여자라서 여자라서 붙잡고 싶지만



사랑이 지나간 패여버린 가슴에



제쯤 새살이 상처위에 돋아 날까요



한방울 두방울 눈물로 그댈 지워갈께요



어느날엔가 내눈물이 마를때까지







거짓말을 잘하죠 여자란게 그래요



붙잡고 싶어도 떠나라 하네요



그대있던 자리가 눈물로 다 젖어도



여자라서 여자라서 참아낼뿐이죠



사랑이 지나간 패여 버린 가슴에



언제쯤 새살이 상처위에 돋아 날까요



한방울 두방울 눈물로 그댈 지워갈께요



아주 먼훗날 그눈물이 마를때까지







돌아보지말아요



그대 얼굴을 보면



참지못하고 오







떠나지 말라고 애원할지 몰라요



달래온 눈물이 터져버릴지도 몰라요



사랑은 알아도 이별은 정말 모르고 싶은



여자이기에 그게 나라는 여자예요







떠나지 말라고 애원할지 몰라요



달래온 눈물이 터져버릴지도 몰라요



사랑은 알아도 이별은 정말 모르고 싶은



여자이기에 그게 나라는 여자예요"
7,비스트,주먹을 꽉 쥐고,"주먹을 꽉 쥐고

가라고 가라고 말해서
싫다고 나는 대답했어
널 다시 못 볼 것 같아서
두 팔로 너를 안고 싶은데 차마
난 그러지 못했어 먼저 울 것 같아서
헤어져 살 수도 있구나
우리도 이별이 있구나
헛웃음만 계속 나와서
보내준다고 빨리 가라고
꼭 행복하라고
주먹을 꽉 쥐고 난 울었어
우린 만나선 안 돼
이젠 만나선 안 돼
차가운 니 말에 입술을 깨물고
돌아보지 않을래 절대 안 돌아볼래
다짐을 하고 또 다시 해보지만
그게 안 돼
그 후로 당신에게
찾아가는 꿈을 반복하죠
뒷모습만 보일 뿐
날 보며 웃어주진 않네요
반갑게 인살 건네요
아무런 대답이 없어도
꿈에서 깨어난 뒤에
후회하지 않도록
빈 자리 메우기가 쉽지만은 않다
기억은 자꾸 그대가 있는
그곳만 비춘다
맘에도 없는 소리를
그대에게 보내요
주먹을 꽉 쥐고 good luck to you
집으로 돌아오는 길이
이렇게 힘들 줄 몰랐어
가슴이 너무 먹먹해서
잘 살아야지 이겨내야지
날 추스려 봐도
니 생각만 나서 참 힘들다
우린 만나선 안 돼
이젠 만나선 안 돼
차가운 니 말에 입술을 깨물고
돌아보지 않을래 절대 안 돌아볼래
다짐을 하고 또 다시 해보지만
그게 안 돼
너란 여자 잊을 거라 말해도
너란 여자 다신 보지 말자 다짐해봐도
이렇게 또 너를 잊지 못해
서로 사랑했는데
정말 사랑했는데
우리가 이렇게 왜 헤어지는데
헤어지지 말자
나 없인 못산다고 죽을 지 모른다고
큰소리치던 넌 대체 어디 있니
어디 갔니"
8,신승훈,나비효과 (Vocal 정엽),"내일 일을 지금 알 수 있다면
후회없는 내가 될 수 있을까
내가 지금 알고 있는 모든 것
널 보낸 그때도 알았었더라면
리모콘을 들고 TV를 보다
드라마가 슬퍼 끄고 말았어
아무것도 없는 화면을 보다
사랑도 이렇게 꺼진걸 알았어
난 살아있고 싶어서
너와 함께 있고 싶어서
너무 많은 날을 버리고 왔다
난 이제 내가 없다고
니가 다 가졌다고
화를 내고 싶지만 니가 없다
바보같은 사랑을 했지
하지만 사랑은 바보같은 것
전부를 주고도 항상 미안해하고
매일 아쉬워하며
마지막엔 결국 혼자 남는 일
내가 지금 알고 있는 것
너를 보낸 후에 알게 됐던 것
널 보내기 전에 모두 알았더라면
미리 알았더라면
우리 지금 혹시 차한잔을 같이했을까

난 사랑하고 싶어서
정말 함께있고 싶어서
너무 많은 나를 버리고 왔다
난 이제 내가 없다고
니가 다 가졌다고
화를 내고 싶지만 니가 없다
바보같은 사랑을 했지
하지만 사랑은 바보같은 것
전부를 주고도 항상 미안해하고
매일 아쉬워하며
마지막엔 결국 혼자 남는 일
내가 지금 알고 있는 것
너를 보낸 후에 알게 됐던 것
널 보내기 전에 모두 알았더라면
미리 알았더라면
우리 지금 혹시 차한잔을 같이했을까"
9,f(x),Beautiful Goodbye,"Everythings Coming Back To Me
Even Though I Tried So Hard To Forget
나 보다 한 마디 큰 손
나 보다 두 뼘 큰 키
나 보다 네 살 먼저 세상에 태어났죠
무심히 지나쳤던 그대의 모습들이
자꾸만 더 가까이 이제야 더 가까이
내 어떤 말이 그대를
속상하게 하게 될지
어떤 모습이 그댈 힘들게 할런지
그대를 알기 전
그 누구라도 알았다면
혹시나 그대가 처음 아니었다면
좀 더 먼저 나를 던져
그대에 번져 사랑했다면
But a Beautiful Goodbye
햇살이 더 아름답던
내 기억 속 어느 날엔
방과 후 교문 앞에
날 기다려 주었죠
친구들이 입을 모아
우릴 자꾸만 놀려도
그댄 미소 띈 웃음으로
나의 손을 꼭 잡아줬죠
때 묻은 운동화 끝이
조금 부끄러워져서
그대 시선 서툴게 돌리려 했었죠
그대를 알기 전
그 누구라도 알았다면
혹시나 그대가 처음 아니었다면
좀 더 먼저 나를 던져
그대에 번져 사랑했다면
But a Beautiful Goodbye
뾰족한 걸 삼킨 듯이
넘어가지 않는 기억에
목이 메어 왈칵 나도 모르게
또르르 눈물이 나 My love
시간이 지나도 자꾸 선명해져 가요
처음의 기억은 모두 이런건가요
그만큼 더 그대라서 그리워서
더 가슴 아파도
But a Beautiful Goodbye
너무 보고싶어 나도 몰래
찾아간 날 그저 난 멀리서
바라보는 것 밖에
숨 죽인 내 눈물 너머
그대 모습이 멀어져가요
But a Beautiful Goodbye
But a Beautiful Goodbye
But a Beautiful Goodbye
그만큼 더 그대라서 그리워서
더 가슴 아파도
But a Beautiful Goodbye"
10,수와 진,사람이 꽃보다 아름다워,"강물 같은 노래를 품고 사는 사람은
알게 되지 음 알게 되지
내내 어두웠던 산들이 저녁이 되면
왜 강으로 스미어 꿈을 꾸다
밤이 깊을수록 말없이
서로를 쓰다듬으며 부둥켜 안은 채
느긋하게 정들어 가는지를
지독한 외로움에 쩔쩔매본 사람은
알게 되지 음 알게 되지
그 슬픔에 굴하지 않고
비켜서지 않으며
어느 결에 반짝이는 꽃눈을 닫고
우렁우렁 잎들을 키우는
사랑이야말로
짙푸른 숲이 되고 산이 되어
메아리로 남는다는 것을
누가 뭐래도 사람이 꽃보다 아름다워
이 모든 외로움 이겨낸 바로 그 사람
누가 뭐래도 그대는 꽃보다 아름다워
노래의 온기를 품고 사는 바로
그대 바로 당신
바로 우리 우린 참사랑
지독한 외로움에 쩔쩔매본 사람은
알게 되지 음 알게 되지
그 슬픔에 굴하지 않고
비켜서지 않으며
어느 결에 반짝이는 꽃눈을 닫고
우렁우렁 잎들을 키우는
사랑이야말로
짙푸른 숲이 되고 산이 되어
메아리로 남는다는 것을
누가 뭐래도 사람이 꽃보다 아름다워
이 모든 외로움 이겨낸 바로 그 사람
누가 뭐래도 그대는 꽃보다 아름다워
노래의 온기를 품고 사는 바로
그대 바로 당신
바로 우리 우린 참사랑
누가 뭐래도 사람이 꽃보다 아름다워
노래의 온기를 품고 사는 바로
그대 바로 당신
바로 우리 우린 참사랑"
11,지아,딱 한번만 더,"사랑하다 이별한 적 있어서
오래 오래 아프단 걸 알아서
너의 품에 안겨 있을 때에도
헤어질까 걱정 돼
아무 일도 없는데 행복하기만 한데
여태 기억하는 이별에 겁이 나
가까이 가면 멀어질까 봐
가까워 지면 밀어낼까 봐
서둘러 먼저 눈물나지만
가슴이 아려오지만
이 사랑을 믿고 싶어
딱 한 번만 더
사랑한다 말 하면 내 마음을 보이면
너의 그 미소가 사라질까 불안 해
가까이 가면 멀어질까 봐
가까워 지면 밀어낼까 봐
서둘러 먼저 눈물나지만
가슴이 아려오지만
이 사랑을 믿고 싶어
딱 한 번만 더
아마 그럴 거야 우리 두 사람
끊어지지 않을 인연일 거야
가까이 가면 멀어질까 봐
가까워 지면 밀어낼까 봐
서둘러 먼저 눈물나지만
가슴이 아려오지만
이 사랑을 믿고 싶어
이번엔 정말 마지막이야
이번엔 내가 더 잘 할 거야
너 마저 나를 떠나버리면
또 나만 남게 된다면
사랑 따윈 안 할 거야
딱 한 번만 더 딱 한 번만 더
딱 한 번만 더"
12,양파,기억할게요,"울어선 안되겠죠
보여선 안되겠죠
나의 마음이 아파 무너져와도
그런아픈 눈으로
나를 보지 말아요
아무것도 난 할수없죠
이젠 보내야하는 그대란 걸 알지만
가지못하는 내 맘 어찌해요
잊지말아요 그대 사랑해요
사랑해서 그리워서 아프고 찢겨요
이젠끝인거죠
더이상은 나 안되는거죠
슬픈 눈물도 이제는 보내요
따사로운 눈으로
나를 보지 말아요
나의 마음은 가야하죠
사랑했던 기억들 그걸로 충분해요
살아가겠죠 그대 가슴속에
잊지말아요 그대 사랑해요
사랑해서 그리워서 아프고 찢겨요
이젠끝인거죠
더이상은 나 안되는거죠
슬픈 눈물도 이제는 보내요
이 맘이 나쁜거죠
보내야만 하는데
찢긴 심장이 먼저말해요
기억할께요 잊지못하겠죠
그대 기억 그 속에서 살아갈 수있게
그대 사랑해요
그대에게 말 해도 될까요
내게 사랑은 그대 뿐이라고
슬픈 눈물도 이제는 보내요"
13,김연우,그립다,"그립다 내 손 그러쥐던 니 손이
나를 보던 너의 얼굴이
자꾸 생각이 나
그립다 날 부르던 니 목소리가
날 감싸던 너의 숨결이
오늘 더 그립다
세상보다 마음이 추워
어깰 웅크려 봐도
사랑 없는 가슴 여며지지가 않아
너 없인 하루도 살아지지 않아
눈물 나게 그립다
너를 너무나 잊고 싶다
마음이 헤프지 못해
나는 다른 사랑도 못해
니가 그리우면
더 그리울수록 너무 외롭다
가진 게 참 하나 없어도
둘이라서 벅찼던
그저 니 곁이면
그걸로 늘 족했던
너도 날 가끔은 그리워해줄까
죽을 만큼 좋았다
미칠 만큼 행복 했었다
다시 만날 수 없지만
다시 사랑할 수 없지만
따뜻했던 그 날로
갈 수 없지만 너무 고마워
널 그리워하며 살 수 있어서"
