,artist_name,song_name,lyric
0,이문세,시를 위한 시,"바람이 불어 꽃이 떨어져도
그대 날 위해 울지 말아요
내가 눈 감고 강물이 되면
그대의 꽃잎도 띄울께
나의 별들도 가을로 사라져
그대 날 위해 울지 말아요
내가 눈 감고 바람이 되면
그대의 별들도 띄울께
이 생명 이제 저물어요
언제까지 그대를 생각해요
노을진 구름과 언덕으로
나를 데려가줘요
나의 별들도 가을로 사라져
그대 날 위해 울지 말아요
내가 눈 감고 바람이 되면
그대의 별들도 띄울께
이 생명 이제 저물어요
언제까지 그대를 생각해요
노을진 구름과 언덕으로
나를 데려가줘요
나의 별들도 가을로 사라져
그대 날 위해 울지 말아요
내가 눈 감고 바람이 되면
그대의 별들도 띄울께"
1,먼데이 키즈 (Monday Kiz),별빛,"하얀 종이위에 써내려가는
선물 같았던 우리 이야기
따스한 미소로 날 안아 주던
그때 그 사람
매일 자주 걸었던 작은 돌담길
추억이 서렸던 골목에 서서
오늘도 그대 생각에 멍하니
그저 바라만 봅니다
사랑합니다 난 그대를
오늘도 그립니다
밤하늘 그댈 그린 날 만큼
추억만 더 쌓여가도
고마워 나의 사랑
그대여 세월이 지나가도
별빛보다 빛나는 한 사람
오늘도 사랑해요

매일 그대 사진을 바라볼때면
아주 오랜 얘기에 눈물이 나도
어느새 좋았던 기억만 가득
나도 모르게 웃음만
사랑합니다
난 그대를 오늘도 그립니다
밤하늘 그댈 그린 날 만큼
추억만 더 쌓여가도
고마워 나의 사랑 그대여
세월이 지나가도
별빛보다 빛나는 한 사람
오늘도 사랑해요
사랑합니다 난 그대를
오늘도 그립니다
가끔은 당신의 기억속에
추억이 가득한가요
고마워 나의 사랑 그대여
십년이 지난데도
누구보다 사랑할 한 사람
그대를 사랑해요"
2,바비 킴,가슴 앓이,"눈이 아프게 바라보다
이제는 마음이 더 아파온다
너를 보고 있어도
니가 너무 그리워
눈물이 나 워워
내 한 몸 가누지도 못하게
너의 이름 가슴에 파고든다
사랑해 네게 닿을 까봐
겁이 나는 한 마디
가슴 깊이 네게 하고픈 말
널 사랑한다는 말
단 한 번만 네게 할 수 있다면
사랑해 차마 소리 내어
하지 못한 한 마디
네게 들리도록 말하고픈 그 말
너를 사랑한다
괜찮아 내 눈물이 흘러도
모른 척 외면하려 해봐도
지우려고 애써도 안 되는데
사랑해 네게 닿을 까봐
겁이 나는 한마디
가슴 깊이 네게 하고픈 말
널 사랑한다는 말
단 한 번만 네게 할 수 있다면
사랑해 차마 소리 내어
하지 못한 한마디
네게 들리도록 말하고픈 그 말
너를 사랑한다
괜찮아 내 눈물이 흘러도
가고 싶은데
너에게 달려가는데
가슴은 이미 널 안았는데
기억해 니가 혼자라고
생각하는 순간도
서러워 잠 못 드는 밤에도
너보다 더 아파할
누군가가 있다는 걸 잊지마
사랑해 네게 하는
모든 말 사이에 있는데
한번도 소리 낼 수 없던 말
지나가는 바람 속에
사랑해 혼자 되뇌어본다"
3,뱅크,후회,"늦은밤 전화하고 싶어도
이젠 그러면 안되는거죠
매일 그대 목소리를 들어야
잠들던 나쁜 버릇만 남아서
그대가 내게 선물했었던
얇은 반지를 어루만지다
이걸돌려주는걸
잊었단 핑계로
한번더 그댈 만나려해요
우리 너무 오래 만났나봐요
싫증났다는 착각도하고
이제 그대하고는
두번 다시 가슴 설레임
없을줄 알았었는데
말로만 듣던 헤어짐이
막상 우리앞에 찾아온 순간
자연스럽게 알게됐죠
내게 맞는 조각은
그대 뿐이 라는걸
몇일 동안을 잠못들고
좋아하던 술맛도 나지 않아요
이러다가 정말 죽을것만 같아요
그대 없는 난 빈 껍데기에요
싸늘한 목소리로 말했죠
정말 그러면 우리 끝내자
눈물 글썽이는 그대
시선 피하며
잠깐은 잘했다는 생각도 했죠
우선 친구들에게
한소리 들었죠
너는 그래서 안되는거다
내가 평생
살아도 죽었다 깨어나도
그대 같은 여자 못본다했죠
그런건 아무래도 괜찮아요
정말 그대가 싫어졌다면
그대와 헤어진지 얼마 지나지않아
그말이 정말 맞다는걸 깨달았죠
한번만 다시 돌아와요
두번 다시 그런일 없을꺼에요
그동안 그대 힘들게했던
많은 일들은 모두
나의 잘못이에요
눈물 흘리던 그대 모습
자꾸자꾸 나의 눈에 밟혀요
이러면 나는
아무것도 못해요
이제 그대 가장 소중한걸요
한번만 다시 내게 기회를 줘요
이제 그대 놓치지 않을테니"
4,"엄태웅, 이보영",10월의 어느 멋진 날에,"눈을 뜨기 힘든
가을보다 높은
저하늘이 기분 좋아
휴일 아침이면
나를 깨운 전화
오늘은 어디서 무얼할까
창밖에 앉은 바람 한점에도
사랑은 가득한걸
널만난 세상 더는 소원없어
바램은 죄가 될테니까
가끔 두려워져
지난 밤 꿈처럼
사라질까 기도해
매일너를 보고
너의 손을잡고
내곁에있는 너를 확인해
창밖에 앉은 바람 한점에도
사랑은 가득한걸
널만난 세상 더는 소원없어
바램은 죄가 될테니까"
5,조성모,사랑해,"감히 그대를 사랑합니다
자꾸 가슴이 원합니다
비록 단 한번도 말은 못했지만
아프다 그대가 난 아픕니다
마음은 저 멀리 있음을
너무 잘 알기에 그댈 잡을
수가 없어
그 사람
눈물이 나려 그래
생각만해도 나는 그래
항상 그 뒤에서 바라볼
수 밖에 없어
나는 그 사람 잊을 수가 없어서
잊기에는 너무 늦어서
멈출 수가 없어
오늘도 기다리네요
그 사람
내 이름 그댄 기억이 날까요
내 생각 한번은 할까요
나는 하루 종일 그대만
바라보는데
그 사람
눈물이 나려 그래
생각만해도 나는 그래
항상 그 뒤에서 바라볼
수 밖에 없어
나는 그 사람 잊을 수가 없어서
잊기에는 너무 늦어서
멈출 수가 없어
오늘도 기다리네요
그대 소리쳐 불러봐도
들리지 않는걸까
내 사랑 그대 하나인데
사랑해 이렇게 널 사랑해
하나만
오직 그대 하나만
죽을 만큼 사랑하니까
나를 돌아봐줘
오늘도 기다리는 날
제발"
6,제이레빗(J Rabbit),The Father's Song,"I have heard so many songs
Listened to a thousand tongues
But there is one
That sounds above them all
The Father's Song
The Father's love
You sung it over me and
for eternity
It's written on my heart
Heaven's perfect melody
The Creator's symphony
You are singing over me
The Father's Song
Heaven's perfect mystery
King of love has sent for me
And now You're singing over me
The Father's Song
Heaven's perfect melody
The Creator's symphony
You are singing over me
The Father's Song
Heaven's perfect mystery
King of love has sent for me
And now You're singing over me
The Father's Song
And now You're singing over me
The Father's Song"
7,신용재 (2F),평범한 사랑,"내 사랑은 평범합니다 그저
한 사람만 봅니다
한번 맘을 주면 한번 사랑하면
다신 거둘수 없습니다
이런 나란 사람 참 바보같지만
이런 내가 그댈 사랑합니다
눈 뜨는 순간부터 다시 그대
잠들때까지
곁에 있는 한 사람 모든걸
주는 한사람
눈 뜨는 순간부터 그대를
만날 순간까지
언제나 보고픈사람
평범한 내 가슴이 향하는건
오직 그대
내 사랑은 미련합니다 그저 한
사람뿐입니다
항상 설레어서 항상 떨려와서
매번 숨기려 애씁니다
이런 나란 사람 참 바보같지만
이런 내가 그댈 사랑합니다
눈 뜨는 순간부터 다시 그대
잠들때까지
곁에 있는 한 사람 모든걸 주는
한사람
눈 뜨는 순간부터 그대를 만날
순간까지
언제나 보고픈사람
평범한 내 가슴이 향하는건
오직 그대
내 가슴에 새겨진 한사람
그댈 내가 지킬겁니다 오직
한사람
내 평범한 사랑을 그대에게만
드립니다
아직 부족하지만 이 맘은
진심입니다
눈 뜨는 순간부터 다시 그대
잠들때까지
난 항상 그대입니다
평생 내 가슴이 향하는건
오직 그대"
8,포맨 (4MEN),사랑해 사랑해 사랑해,"난 아직 한번도
사랑한다 못했어
지금까지 니 사랑을
난 거짓으로 받았어
니 사랑을 니 마음을
아직도 내 맘을
용서할수가 없어
니가 떠난 지금에야
내 사랑인걸 알았어
내 사랑을 내 마음을
사랑해 사랑해 사랑해
사랑한단말야
내 잘못인것도 내 미련인것도
사랑할 자격 없는것도 알지만
미안해 미안해
미안하단 말밖엔
할말이 없는 나지만
후회하고 그리워했어
그 사랑을 그 마음을
사랑해 사랑해 사랑해
숨이 멈출때까지
내 잘못이라도 내 미련이라도
사랑할자격 없다해도
사랑해 사랑해 사랑해
사랑해 사랑해 사랑해
돌아올수없겠니
내 잘못이라도 내 미련이라도
나 용서할수 없다해도 사랑해"
9,장혜진,술이야 (원곡가수 바이브),"슬픔이 차올라서
한 잔을 채우다가
떠난 그대가 미워서
나 한참을 흉보다가
어느새 그대 말투 내가 하죠
난 늘 술이야 맨날 술이야
널 잃고 이렇게 내가 힘들 줄이야
이제 남남이야 정말 남이야
널 잃고 이렇게 우린 영영
이젠 우리 둘은 남이야
슬픔이 차올라서
한 잔을 채우다가
떠난 그대가 미워서
나 한참을 흉보다가
또다시 어느새 그대 말투 내가 하죠
난 늘 술이야 맨날 술이야
널 잃고 이렇게 내가 힘들 줄이야
이제 남남이야 정말 남이야
널 잃고 이렇게 우린 영영
이젠 우리 둘은
술마시면 취하고
나 한 얘기를 또하고
이젠 너 남인줄도 모르고
너 하나 기다렸어
난 늘 술이야 맨날 술이야
널 잃고 이렇게 내가 힘들 줄이야
이제 남남이야 정말 남이야
널 잃고 이렇게 우리
영영 이젠 우리 둘은
정말 영영 이제 우리 둘은 남이야
저물어 가는 오늘도 난 술이야"
