,제목,가수,가사
38,밤편지,아이유,"['이 밤 그날의 반딧불을', '당신의 창 가까이 보낼게요', '음 사랑한다는 말이에요', '나 우리의 첫 입맞춤을 떠올려', '그럼 언제든 눈을 감고', '음 가장 먼 곳으로 가요', '난 파도가 머물던', '모래 위에 적힌 글씨처럼', '그대가 멀리 사라져 버릴 것 같아', '늘 그리워 그리워', '여기 내 마음속에', '모든 말을 다 꺼내어 줄 순 없지만', '사랑한다는 말이에요', '어떻게 나에게', '그대란 행운이 온 걸까', '지금 우리 함께 있다면 아', '얼마나 좋을까요', '난 파도가 머물던', '모래 위에 적힌 글씨처럼', '그대가 멀리 사라져 버릴 것 같아', '또 그리워 더 그리워', '나의 일기장 안에', '모든 말을 다 꺼내어 줄 순 없지만', '사랑한다는 말', '이 밤 그날의 반딧불을 당신의', '창 가까이 띄울게요', '음 좋은 꿈 이길 바라요']"
39,추억은 만남보다 이별에 남아,정동하,"['아득한 시간 속에 아직', '우리 사랑이 남아있을까', '멀어지던 그날의 너를 따라 걸어도', '텅 빈 거리엔 미움만', '너의 흔적을 마주칠 때마다', '익숙함 속에 떠나보내던', '소중했던 모든 날들은', '후회로 남아', '이렇게 또 내게 다가오나 봐', '멍하니 혼자 남아', '나도 모르게 널 그리워하다', '떠오르는 네 생각에 하루를 살아', '선명했던 우리의', '추억은 만남보다 이별에 남아', '여전히 너를 사랑하게 하나 봐', '그날처럼', '저녁 빛에 밤이 물들면', '길게 늘어진 그림자처럼', '흩어질 듯 더 커져가는 너의 모습은', '아직도 내 안에 가득한가 봐', '멍하니 혼자 남아', '나도 모르게 널 그리워하다', '떠오르는 네 생각에 하루를 살아', '선명했던 우리의', '추억은 만남보다 이별에 남아', '여전히 너를', '사랑하고 있나 봐 바보처럼', '흩날리는 기억의 모든 순간마다 너를', '매일 이렇게 불러본다', '꼭 한 번쯤 너에게 해주고 싶었던 말', '너무 사랑했다고', '다시는 너를 떠나지 않겠다고', '여전히 너를 사랑하고 있다고', '그날 보다']"
40,선물,멜로망스,"['빛이 들어오면 자연스레 뜨던 눈', '그렇게 너의 눈빛을 보곤', '사랑에 눈을 떴어', '항상 알고 있던 것들도 어딘가', '새롭게 바뀐 것 같아', '남의 얘기 같던 설레는 일들이', '내게 일어나고 있어', '나에게만 준비된 선물 같아', '자그마한 모든 게 커져만 가', '항상 평범했던 일상도', '특별해지는 이 순간', '별생각 없이 지나치던 것들이', '이제는 마냥 내겐 예뻐 보이고', '내 맘을 설레게 해', '항상 어두웠던 것들도 어딘가', '빛나고 있는 것 같아', '남의 얘기 같던 설레는 일들이', '내게 일어나고 있어', '나에게만 준비된 선물 같아', '자그마한 모든 게 커져만 가', '항상 평범했던 일상도', '특별해지는 이 순간', '너를 알게 된 뒤 보이는', '모든 것들이 너무 예뻐 보여', '그렇게 신난 아이처럼', '순수한 사람이 된 것 같아', '나에게만 준비된 선물 같아', '자그마한 모든 게 커져만 가', '항상 평범했던 일상도', '특별해지는 이 순간', '깊은 사랑에 빠진 순간']"
41,너의 번호를 누르고 (Prod. 영화처럼),#안녕,"['우연히 너를 만나서', '너의 옆자리에 앉아', '그렇게 우린 친해졌어', '짧은 시간에 그렇게', '가까워질 수 있다는게', '그게 참 신기했어', '소소한 일상부터', '어린 시절 얘기 까지도', '그리 똑같진 않아도', '말이 참 잘 통해서', '더 짧았던 거야', '너의 번호를 누르고', '설레임을 가득 채우다', '너의 번호를 지우며', '좋았던 시간을 덜어내', '그때 난 왜 몰랐을까', '이뤄질 수 없는', '짧은 시간속의', '우린 여기 까지인 가봐', '어쩌다 먼 훗날에', '그때 우리 약속 기억 날까', '아쉬움만 가득했던', '그때 난 왜 그랬을까', '너의 번호를 누르고', '설레임을 가득 채우다', '너의 번호를 지우며', '좋았던 시간을 덜어내', '그때 난 왜 몰랐을까', '이뤄질 수 없는', '짧은 시간속의', '우린 여기까지인 가봐', '아무일 없이 살다보면', '모두 잊혀질거라', '또 맘을 속이고 달래도', '자꾸만 그 때 니가 생각나', '또 너를 부르게 돼', '너의 번호를 누르고', '설레임을 가득 채우다', '너의 번호를 지우며', '좋았던 시간을 덜어내', '그때 난 왜 몰랐을까', '이뤄질 수 없는', '짧은 시간속의', '스쳐가버린', '그 때 그 시절 속의', '우린 여기까지인 가봐']"
42,취기를 빌려 (취향저격 그녀 X 산들),산들,"['언제부턴가 불쑥', '내 습관이 돼버린 너', '혹시나 이런 맘이', '어쩌면 부담일까', '널 주저했어', '언제부턴가 점점', '내 하루에 스며든 너', '아침을 깨우는 네 생각에', '어느샌가 거리엔', '어둠이 젖어 들고', '취기를 빌려', '오늘 너에게 고백할 거야', '하루하루 네가 좋다고', '괜히 어색할까', '혼자 애만 태우다', '끝끝내 망설여왔던 순간', '알잖아 나 무뚝뚝하고', '말도 없는 걸', '서툰 표현이 쑥스러워서 괜히', '쓰다 지울 문자만 바라보다', '멋쩍은 쓴웃음만', '언제부턴가 가끔', '너와 마주칠 때마다', '한참을 머뭇거린', '어설픈 손 인사만', '오늘 밤도 후회로 잦아들고', '취기를 빌려', '오늘 너에게 고백할 거야', '하루하루 보고 싶다고', '괜히 어색할까 혼자 애만 태우다', '수없이 연습해왔던 그 말', '알잖아 나 무뚝뚝하고', '말도 없는 걸', '서툰 표현이 쑥스러워서 괜히', '쓰다 지울 문자만 바라보다', '멋쩍은 쓴웃음만', '첫눈을 빌려', '오늘은 꼭 고백할 거야', '작은 너를 품에 안고서', '눈을 마주하고', '너무 사랑한다고', '함께 하고 싶다고']"
43,I LUV U (with 미란이),김종국,"['서로 눈빛만 봐도 아는 말', '한없이 들어도 모자란 말', '서로 말하지 않아도 아는 말', '입술에 매일 맺혀있는 그 말 I Luv U', '우리 처음 만났던', '그 순간 그 시간이 아직도 설레여', '있잖아 그 좋은 느낌', '딱 맞는 그 느낌 운명일것만 같은', '그렇게 우리 둘의 첫 만남은', '운명처럼 시작된거야', '널 만난 순간부터 지금까지', '나라는 세상은 온통 너뿐이야', '이제 눈빛만 봐도 아는 말', '한없이 들어도 모자란 말', '서로 말하지 않아도 아는 말', '입술에 매일 맺혀있는 그 말 I Luv U', 'I Luv U I Luv U', 'I just wanna say I Luv U', '말로는 다 표현 못해', '그래도 자신있게 난 말할 수 있는걸', '내 생에 지금 가장 행복한 건', '너를 만나서 사랑한 일', '이제는 니가 없는 세상은', '상상도 할수 없는걸 알고있니', '너의 눈빛만 봐도 아는 말', '한 없이 들어도 모자란 말', '서로 말하지 않아도 아는 말', '입술에 매일 맺혀있는 그 말 I Luv U', ""fallin' 있을 거야 너의 옆자리"", '눈빛 만 봐도 들려 너의 목소리', '이건 잠깐 하는 말이 아냐 영원히', 'yeah yeah', '말해줄 거야 외롭지 않게', '힘든 하루 속에 넌 나의 map', '너도 말해주기를 설레어 매일 baby', '있어줘 그대로 너는 매번 좋아 배로', '우리 사이는 better', '푸른 하늘 따스한 햇살보다', '밤하늘에 반짝이는 별보다', '내게는 세상 가장 빛나는 너', '오직 너에게만 할 수 있는 말 I luv U', 'I Luv u I Luv u', 'I just wanna say I Luv U', 'U the one U the one', 'U are the one I Luv U']"
44,Timeless,SG 워너비,"['어쩜 살아가다 보면', '한 번은 날 찾을지 몰라', '난 그 기대 하나로', '오늘도 힘겹게 버틴 걸', '난 참 기억력도 좋지 않은데', '왜 너에 관한 건', '그 사소한 추억들까지도 생각이 나는지', '너를 잊을 순 없지만 붙잡고 싶지만', '이별 앞에서 할 수 있는 건', '좋은 기억이라도 남도록', '편히 보내주는 일', '혼자 남아도 괜찮아 가도 괜찮아', '세상에 제일 자신있는 건', '내가 언제나 그래왔듯이', '너를 기다리는 일', ""I don't wanna say goodbye"", '어쩜 살아가다보면', '한 번은 날 찾을지 몰라', '난 그 기대 하나로', '오늘도 힘겹게 버틴 걸', '부디 하루 빨리 좋은 사람과', '행복하길 바래', '그래야만 내 마음 속에서', '널 보낼 것 같아', '너를 잊을 순 없지만 붙잡고 싶지만', '이별 앞에서 할 수 있는 건', '좋은 기억이라도 남도록', '편히 보내주는 일', '이젠 멀어져 가지만 잠시였지만', '태어나 처음 잘한 듯한 건', '내겐 아무리 생각해봐도', '너를 사랑했던 일', '서로가 하나씩 이별의 선물을', '나눠간 거잖아', '난 마음을 준 대신', '넌 내게 추억을 준 거야', '다시 또 나를 살아가게 할 거야', 'Never Ending Never Falling', 'Never Mind My Girl', '날 아프게 했지만 울게 했지만', '이것 하나만큼은 고마워', '눈 감는 그날 내가 가져갈', '추억 만들어줘서']"
45,"너, 너 (N번째 연애 X 휘인 (Whee In))",휘인 (Whee In),"['하루 종일 집에 누워서', '전화기만 보고 있잖아', '내 머릿속은', '네 생각들로만 짜여져 있어', '날 찾지 않아도', '좋아하지 않아도', '이제는 느낄 수 있어', '바라보지 않아도', '다른 사람에게 마음을 줘도', '이제는 견딜 수 있어', '어두운 방 안에서', '혼자 있는 나 그리고 하', '네가 불러주지 않아도', '난 괜찮아 난 괜찮아', '날 찾지 않아도', '좋아하지 않아도', '이제는 느낄 수 있어', '바라보지 않아도', '다른 사람에게 마음을 줘도', '이제는 견딜 수 있어', '어두운 방 안에서', '혼자 있는 나 그리고 하', '네가 불러주지 않아도', '난 괜찮아 난 괜찮아', '언젠가는 다시', '돌아와 주길 와 주길', '언젠가는 꼭 다시 볼 수 있기를', '볼 수 있기를', '어두운 방 안에서', '혼자 있는 나 그리고 하', '네가 불러주지 않아도', '난 괜찮아 난 괜찮아', '어두운 방 안에서', '혼자 있는 나 그리고 하', '네가 불러주지 않아도', '난 괜찮아 난 괜찮아']"
46,초대,멜로망스,"['네가 떠올라 얼어붙었던', '내게 손 내밀어 준 널', '맞이할 준비를 해', '기분 좋게 내린 햇살을 보고', '반가운 마음으로 문을 열고 나가고서', '맞이해본 따사로운 오늘은', '다가와 준 봄날을 기대하게 해', '나는 알지 못할 여기저기서', '즐거움에 부푼 꽃들은 준비하고', '그들만의 노랫소리들로', '너와 나의 눈을 또 즐겁게 하겠지', '네가 떠올라 얼어붙었던', '내게 손 내밀어주고', '나를 덮어주던', '네가 없이는 의미 없어서', '내게 봄이 돼줬던 널', '맞이할 준비를 해', '기분 좋게 감싸 안는 공기에', '나 혼자 남몰래 위로 받는 것 같아', '나를 안아줬던 너의 손을', '맞잡은 채 즐겁게 나 춤을 추고파', '네가 떠올라 얼어붙었던', '내게 손 내밀어주고', '나를 덮어주던', '네가 없이는 의미 없어서', '내게 봄이 돼줬던 널', '맞이할 준비를 해', '아름다운 축제 노래들조차', '너 없이는 결국 주인공 없는', '초라한 무대일 뿐이야', '울려 퍼지는 꽃들의 노래', '함께 손을 잡은 채로', '나와 춤을 춰줘', '결국 너 없인 아무 의미 없어질', '다가오는 노래를', '너로 완성시켜줘', '그렇게 날 반겨줘']"
47,어제처럼,폴킴,"['Trust the warmth inside', 'Can you feel my love alive', '어제처럼', '오늘도 아무 일 없는 듯이', '그리고', ""Please don't tell me why"", '이렇게 돌아서지만', '나를 떠나가는 이유를', '난 묻진 않을게요', '내게 이런 말 하기가', '쉽진 않았을 거야', '생각해 봤어', '얼마나 어려웠을지', '다만', '슬픈 내 눈물에', '돌아설 수 없어', '멈출 사랑으로', '안을까 봐', '난 너무나 두려울 뿐이죠', 'So baby', 'Trust the warmth inside', 'Can you feel my love alive', '어제처럼', '오늘도 아무 일 없는 듯이', '그리고', ""Please don't tell me why"", '이렇게 돌아서지만', '나를 떠나가는 이유를', '난 묻진 않을게요', '네겐 너무나 부족한', '나를 알고 있기에', '다짐해 왔어', '언젠가 이별이 오면', '그땐', '떠난 내 마음이', '미안하지 않게', '좋은 추억으로', '간직하게', '널 웃으며 보내준다고', 'Faith is all we need', 'It was love that set us free', '처음처럼', '이별은 아무런 얘기 없이', '하지만', 'Love forever lives', '다시는 볼 수 없어도', '나의 가슴속엔 언제나', '그대 영원하겠죠', '언젠가 내 모습 또다시', '처음처럼 그립다면', '그냥 돌아오면 돼', ""Don't you know I love you"", 'Faith is all we need', 'It was love that set us free', '처음처럼', '이별은 아무런 얘기 없이', '하지만', 'Love forever lives', '다시는 볼 수 없어도', '나의 가슴속엔 언제나', '그대 영원하겠죠']"
48,희재,성시경,"['햇살은 우릴 위해 내리고', '바람도 서롤 감싸게 했죠', '우리 웃음속에 계절은 오고', '또 갔죠', '바람에 흔들리는 머릿결', '내게 불어오는 그대 향기', '예쁜 두눈도 웃음 소리도', '모두가 내 것이었죠', '이런 사랑 이런 행복 쉽다', '했었죠 이런 웃음', '이런 축복 내게 쉽게 올리 없죠', '눈물 조차 울음조차 닦지', '못한 나', '정말로 울면 내가 그댈 보내', '준 것 같아서', '그대 떠나가는 그 순간도', '나를 걱정했었나요', '무엇도 해줄 수 없는 내 맘', '앞에서', '그대 나를 떠나 간다해도', '난 그댈 보낸적 없죠', '여전히 그댄 나를 살게 하는', '이율테니', '이런 사랑 이런 행복 쉽다 했었죠', '이런 웃음 이런 축복 내게', '쉽게 올리 없죠', '눈물 조차 울음 조차 닦지 못한 나', '정말로 울면 내가 그댈 보내', '준 것 같아서', '그대 떠나가는 그 순간도', '나를 걱정했었나요', '무엇도 해줄 수 없는 내 맘앞에서', '그대 나를 떠나 간다해도 난', '그댈 보낸적 없죠', '기다림으로 다시 시작일테니', '얼마나 사랑했는지 얼마나', '또 울었는지', '그대여 한순간 조차 잊지 말아요', '거기 떠나간 그곳에서 날', '기억하며 기다려요', '하루씩 그대에게 다가가는', '나 일테니']"
49,사랑의 인사,씨야,"['비 내리는 거릴 좋아했었죠', '', '우산 없이 나와 함께 걸었죠', '', '다시 내리는 비에 그대 생각나', '', '눈물 날 것 같은데', '', '둘이 걷다보면 나를 위해서', '', '습관처럼 왼쪽 편에 세웠죠', '', '내 여자라서 내가 지켜야 한다고', '', '버릇처럼 말했죠', '', '좋은 사람 꼭 만날 거라 했는데', '', '그 약속 지키지 못할 것 같아', '', '내겐 그대가 하나뿐이라', '', '다른 사랑 못할 것 같아요', '', '이제는 나를 찾아오지 말라고', '', '가슴에 멍드는 말을 하고서', '', '지나가는 발소리 그대이기를', '', '원하고 또 원하죠', '', '가끔 그대 어깨 기대 잠들면', '', '아무 말도 없이 안아주었죠', '', '고마웠다고 이젠 말할 수 있는데', '', '그댄 어디 있나요', '', '좋은 사람 꼭 만날 거라 했는데', '', '그 약속 지키지 못할 것 같아', '', '내겐 그대가 하나뿐이라', '', '다른 사랑 못할 것 같아요', '', '이제는 나를 찾아오지 말라고', '', '가슴에 멍드는 말을 하고서', '', '지나가는 발소리 그대이기를', '', '원하고 또 원하죠', '', '보고파 소리 쳐봐도 그리워 불러도', '', '닿을 수가 없는 그댄가 봐', '', '이젠 나를 잊었나봐', '', '그대가 못난 바보라고 할까봐', '', '내 사랑 너무나 아낀 것 같아', '', '괜한 자존심 하나 때문에', '', '사랑한단 말도 못했어요', '', '못 잊어 그립다는 말도 못하고', '', '그대가 나를 또 찾지 않을까', '', '지나가는 발소리 그대이기를', '', '원하고 또 원하죠']"
50,늦은 밤 너의 집 앞 골목길에서,노을,"['오래되었어 그때 너의 웃음', '너의 목소리 잊혀진거 같아', '시간의 위로 그 말의 의미를 이젠 알아', '아픈 니 얘기도 적당히 할 수 있어', '그런데 이게 뭐랄까 난 난 술 한잔하면서', '괜찮은 듯 얘기하며 널 털어냈는데', '집으로 돌아오면서', '한 번 더 떠오른 기억에', '걸음을 멈춰 서서 이렇게 울고 있어', '자연스럽게 발걸음을 돌려', '나 바래다주던 익숙한 길을 가', '밤이 깊어져서 아무것도 보이지 않아도', '손을 흔들면서 인사하던 널 봤어', '그런데 이게 뭐랄까 난 난 술 한잔하면서', '괜찮은 듯 얘기하며 널 털어냈는데', '집으로 돌아오면서', '한 번 더 떠오른 기억에', '걸음을 멈춰 서서 이렇게 울고 있어', '아무도 없어서 참 다행이야', '나 이렇게 편안히 너를 부를 수 있는 걸', '외로운 위로겠지만', '그래서 이젠 뭘 할까 난 난 널 생각했어도', '괜찮은 듯 얘기하며 다 지워냈는데', '집으로 돌아오면서', '한 번 더 떠오른 추억에', '걸음을 멈춰 서서 또다시 울고 있어']"
51,어른,Sondia,"['고단한 하루 끝에 떨구는 눈물', '난 어디를 향해 가는 걸까', '아플 만큼 아팠다 생각했는데', '아직도 한참 남은 건가 봐', '이 넓은 세상에 혼자인 것처럼', '아무도 내 맘을 보려 하지 않고', '아무도', '눈을 감아 보면', '내게 보이는 내 모습', '지치지 말고', '잠시 멈추라고', '갤 것 같지 않던', '짙은 나의 어둠은', '나를 버리면', '모두 갤 거라고', '웃는 사람들 틈에 이방인처럼', '혼자만 모든 걸 잃은 표정', '정신 없이 한참을 뛰었던 걸까', '이제는 너무 멀어진 꿈들', '이 오랜 슬픔이 그치기는 할까', '언젠가 한 번쯤', '따스한 햇살이 내릴까', '나는 내가 되고', '별은 영원히 빛나고', '잠들지 않는', '꿈을 꾸고 있어', '바보 같은 나는', '내가 될 수 없단 걸', '눈을 뜨고야', '그걸 알게 됐죠', '나는 내가 되고', '별은 영원히 빛나고', '잠들지 않는', '꿈을 꾸고 있어', '바보 같은 나는', '내가 될 수 없단 걸', '눈을 뜨고야', '그걸 알게 됐죠', '어떤 날 어떤 시간 어떤 곳에서', '나의 작은 세상은 웃어줄까']"
52,입술 끝에 두고 온 말,하은 (포맨),"['쉬운 말도 뻔한 말도 난 못했어', '입술 끝에 두고 온 말', '보고 싶다 보고 싶다 되뇌이면', '내 마음이 네게 닿을까', '매일 네 꿈을 꾸는 거', '다음 날 생각나는 거', '그래서 너를 찾는 거', '난 너로 맴돌아', '네가 나의 여자였으면 좋겠다', '정말 너무 행복할 텐데', '내가 너의 남자였다면', '달콤하게 항상 널 웃게 할 텐데', '어두운 밤 떨어진 별 그게 너야', '내게 스며들던 빛', '보고 싶다 보고 싶다 되뇌어도', '내 마음은 닿질 않잖아', '매일 네 꿈을 꾸는 거', '다음 날 생각나는 거', '그래서 너를 찾는 거', '난 너로 맴돌아', '네가 나의 여자였으면 좋겠다', '정말 너무 행복할 텐데', '내가 너의 남자였다면', '달콤하게 항상 널 웃게 할 텐데', '많은 사람 중 너만 보여', '그 누구보다 예쁜 너 알고 있니', '아는 사람 중 한 명으론', '만족 못 해 널 사랑해', '네가 나의 여자였으면 좋겠다', '정말 너무 행복할 텐데', '내가 너의 남자였다면', '달콤하게 항상 널 웃게 할 텐데', '오늘부터 우리 둘이서 행복하자', '잘할 게 날 믿어줄래', '너는 나의 여자가 되고', '달콤하게 항상 널 웃게 해줄게']"
53,좀 더 안아줄걸,길구봉구,"['노을 지는 밤이면 자꾸 네가 생각나', '덜컥 가슴이 내려앉는 기분이 들었어', '몰라줬었던 네 마음이', '이제야 이해가 되지만', '아무 소용 없는 거 알아', '그때 내가 널 좀 더 안아줄 걸 그랬나 봐', '그랬다면 우리 지금과는 다를 텐데', '잔소리 같던 말들이', '어느 때보다 그리워', '사랑을 두고 널 놓쳐버린 내가 싫어', '툭하면 바쁘다는 핑계로 널 피하고', '불안해지게 만들었던 그때가 생각나', '아무 말 없이 참아줬던', '소중함을 몰랐던 나는', '뒤늦은 후회만 남았어', '그때 내가 널 좀 더 안아줄 걸 그랬나 봐', '그랬다면 우리 지금과는 다를 텐데', '잔소리 같던 말들이 어느 때보다 그리워', '사랑을 두고 널 놓쳐버린', '내가 너무 싫어', '숨처럼 편하게만 생각했던 너라서', '언제라도 곁에 있을 줄 알았나 봐', '너를 보내고 나서야 깨달아서', '온몸이 아프도록 네가 보고 싶어져', '네가 날 떠나던 그날', '그때조차 난 몰랐어', '금방 다시 돌아올 줄만 알았어', '그때 내가 널 좀 더 안아줄 걸 그랬나 봐', '그랬다면 우리 지금과는 달라졌을까', '잔소리 같던 말들이 어느 때보다 그리워', '사랑을 두고 널 놓쳐버린 내가 싫어']"
54,아로하,조정석,"['어두운 불빛아래 촛불 하나', '와인 잔에 담긴 약속하나', '항상 너의 곁에서 널 지켜줄거야', '날 믿어준 너였잖아', '나 바라는 건 오직 하나', '영원한 행복을 꿈꾸지만', '화려하지 않아도 꿈같진 않아도', '너만 있어주면 돼', '걱정 마 I believe', '언제나 I believe', '이 순간을 잊지 않을게', '내 품에 I believe', '안긴 너의 미소가', '영원히 빛을 잃어 가지 않게', 'Cause your love is so sweet', 'You are my everything', '첫날 밤에 단 꿈에 젖어', '하는 말이 아냐 난 변하지 않아', '오직 너만 바라볼거야 oh', 'You’re light of my life', 'You are the one in my life', '내 모든걸 다 잃는대도', '후회하지 않아', '오직 너를 위한', '변하지 않는 사랑으로', '나 바라는 건 오직 하나', '영원한 행복을 꿈꾸지만', '화려하지 않아도 꿈같진 않아도', '너만 있어주면 돼', '약속해 I believe', '힘들 땐 I believe', '너의 그늘이 되어줄게', '내품에 I believe', '안긴 너의 미소가', '영원히 빛을 잃어 가지 않게', 'Cause your love is so sweet', 'You are my everything', '첫날 밤에 단 꿈에 젖어', '하는 말이 아냐 난 변하지 않아', '오직 너만 바라볼거야 oh', 'You’re light of my life', 'You are the one in my life', '내 모든걸 다 잃는대도', '후회하지 않아', '오직 너를 위한', '변하지 않는 사랑으로', 'You’re light of my life', 'You are the one in my life', '내 모든걸 다 잃는대도', '후회하지 않아', '오직 너를 위한', '변하지 않는 사랑으로', 'All I ever want is your love']"
55,비가 오는 날엔 (2021),헤이즈 (Heize),"['세상이 어두워지고', '조용히 비가 내리면', '여전히 그대로', '오늘도 어김없이 난', '벗어나질 못하네', '너의 생각 안에서', '이제 끝이라는 걸 알지만', '미련이란 걸 알지만', '이제 아닐 걸 알지만', '그까짓 자존심에', '널 잡지 못했던 내가', '조금 아쉬울 뿐이니까', '비가 오는 날엔 나를 찾아와', '밤을 새워 괴롭히다', '비가 그쳐가면 너도 따라서', '서서히 조금씩 그쳐가겠지', '취했나 봐', '그만 마셔야 될 것 같애', '비가 떨어지니까', '나도 떨어질 것 같애', '뭐 네가 보고 싶다거나', '그런 건 아냐', '다만 우리가 가진 시간이 좀', '날카로울 뿐', '참 좋아했었던 이런 날이면', '아직 너무 생생한', '기억을 꺼내놓고', '추억이란 덫에', '일부러 발을 들여놔', '벗어나려고 발버둥조차', '치지 않아', '이제 너를 다 지워냈지만', '모두 다 비워냈지만', '또다시 비가 내리면', '힘들게 숨겨놨던', '너의 모든 기억들이', '다시 돌아와 널 찾나 봐', '비가 오는 날엔 나를 찾아와', '밤을 새워 괴롭히다', '비가 그쳐가면 너도 따라서', '서서히 조금씩 그쳐가겠지', '너에게로', '이젠 돌아갈 길은 없지만', '지금 행복한 너를 보며', '난 그래도 웃어볼게', '널 잡을 수 있었던', '힘이 내겐 없었으니까', '어차피 끝나버린 걸 이제 와', '어쩌겠어', '뒤늦게 후회나 하는 거지', '덜 떨어진 애처럼', '비는 항상 오니까', '계속 반복되겠지', '그치고 나면 그제서야', '나도 그치겠지', '비는 항상 오니까', '계속 반복되겠지', '그치고 나면 그제서야', '나도 그치겠지']"
56,"나에게로의 초대 (이상한 나라의 앨리스, 하트다 하트여왕)",조유진 (체리필터),"['환상속에 있어 다가설 수 없는', '나에게 너를 보여줘', '조금만 다가서도 멀어지는', '나의 사랑 나의 꿈', '너에게 나를 맞춰가고 있다 말하지마', '나에게 너를 초대할 뿐이야', '신비로운 너의 모습 나에게는 사랑인걸', '조금씩 다가오는 널 느낄수록', '신비로운 너의 모습 나에게는 사랑인걸', '조금씩 멈춰지는 시간 속에 널', '어둠속에 빛처럼 My Love', '다가설 수 없는 너를 내게 보여줘', '어둠 속의 한줄기 빛처럼 느껴 My Love', '사랑하는 너를 모두 느낄 수 있어', '어둠 속의 빛처럼', '너에게 나를 맞춰가고 있다 말하지마', '나에게 너를 초대할 뿐이야', '신비로운 너의 모습 나에게는 사랑인걸', '조금씩 다가오는 널 느낄수록', '신비로운 너의 모습 나에게는 사랑인걸', '조금씩 멈춰지는 시간 속에 널', '어둠속에 빛처럼 My Love', '다가설 수 없는 너를 내게 보여줘', '어둠 속의 한줄기 빛처럼 느껴 My Love', '너를 기다리는 나의 아름다웠던', '시간속에 널 그리워 My Love', '사랑하고 싶은 너를 내게 보여줘', '어둠속의 한줄기 빛처럼 느껴 My Love', '사랑하는 너를 모두 느낄 수 있어', '슬픈 나의 사랑을']"
57,너를 만나,폴킴,"['너를 만난 그 이후로', '사소한 변화들에 행복해져', '눈이 부시게 빛 나는 아침', '너를 떠올리며 눈 뜨는 하루', '식탁 위에 마주 앉아', '너의 하루는 어땠는지 묻거나', '나의 하루도 썩 괜찮았어', '웃으며 대답해 주고 싶어', '별것 아닌 일에 맘이 통할 때면', '익숙해진 서로가 놀라웠어', '널 사랑해', '평온한 지금처럼만', '영원하고 싶다고', '너를 바라보다 생각했어', '너를 만나 참 행복했어', '나 이토록 사랑할 수 있었던 건', '아직 어리고 모자란 내 맘', '따뜻한 이해로 다 안아줘서', '무심한 말투에 서로 아플 때면', '차가워진 사이가', '견딜 수 없어 미안해', '불안한 지금이라도', '영원하고 싶다고', '너를 바라보다 생각했어', '너를 만나 참 행복했어', '나 이토록 사랑할 수 있었던 건', '아직 어리고 모자란 내 맘', '따뜻한 이해로 다 안아줘서', '뜨거웠던 여름 지나', '그리워질 빗소리에', '하나 둘 수줍어 또 얼굴 붉히면', '생각이 많아진', '너의 눈에 입 맞출 테니', '우리 함께 걸어가기로 해', '나를 만나 너도 행복하니', '못 해준 게 더 많아서 미안해', '이기적이고 불안한 내가', '너에게만은 잘하고 싶었어', '오랫동안 나 기다려온', '완벽한 사랑을 찾은 것 같아', '날 잡아줘서 힘이 돼줘서', '소중한 배려로 날 안아줘서', '너를 만나']"
58,삭제,김재환,"['헤어진 다음 날 네 목소리없이', '아침에 혼자 눈을 뜨게 된 거야', '실감이 안 나 전화기를 켜보니', '네 사진은 우리 둘 사진은', '그대로 있는데 여기 있는데', '어떡해 벌써 보고 싶은데', '이젠 지워야겠지 모두 지워야겠지', '웃는 너의 사진을', '행복한 우리 사진을', '한 장씩 너를 지울 때마다', '가슴이 아려와', '너의 사진이 점점 흐려져', '사진 속 너를 불러도 보고', '너를 만져도 보고', '너무 잔인한 일이야', '너를 지우는 일', '그대로 있는데 웃고 있는데', '사진 속 네가 웃고 있는데', '이땐 행복했나 봐', '이땐 몰랐었나 봐', '우린 좋았었는데', '우린 좋았을 텐데', '한 장씩 너를 지울 때마다', '가슴이 아려와', '너의 사진이 점점 흐려져', '사진 속 너를 불러도 보고', '너를 만져도 보고', '너무 잔인한 일이야', '너를 지우는 일', '이제 눈 감고 널 지워', '어차피 우린 아닌 거잖아', '이젠 눈 감고 널 지워', '마지막 사진 한 장뿐', '마지막 너의 얼굴이 보여', '너무 아름다워요', '이제 다시는 볼 수 없음에', '한 번 더 너를 불러도 보고', '너를 만져도 보고', '너무 잔인한 일이지만은', '널 지웠어']"
59,그날에 나는 맘이 편했을까,이예준,"['늘 똑같은 일로 싸우다 지친 우리', '끝날 때 됐나 봐', '너답지 않던 모습 더는', '지켜보기 힘들었어', '다시 주워 담기 힘든 말들', '쏟아내고 집에 돌아왔어', '그날에 나는 맘이 편했을까', '다신 안 보겠단 각오로', '니가 못한 숙제 한 거잖아', '나는 사랑이 필요해', '이만큼 아프면 충분해', '니가 핀 담배만큼 난 울었어', '니가 가장 듣기 싫어했던', '얘기들만 뱉어내고 왔어', '그날에 나는 맘이 편했을까', '다신 안 보겠단 각오로', '니가 못한 숙제 한 거잖아', '나는 사랑이 필요해', '이만큼 아프면 충분해', '니가 핀 담배만큼 난 울었어', '상처받았다고 말하지 말아줘', '나를 더욱더 사랑해줬더라면', '아니 처음부터 만나지 말았다면', '행복했을까', '정말 널 미워해서 이랬을까', '이렇게까지 해서라도', '우릴 되돌리고 싶었는데', '나를 떠나는 이유가', '너는 필요했던 거니까', '내가 그 이유를 만들어줄게', '미안한 마음들 갖지 않도록']"
