,제목,가수,가사
115,시간을 거슬러 (낮에 뜨는 달 X 케이윌),케이윌,"['구름에 빛은 흐려지고', '창가에 요란히 내리는', '빗물 소리만큼 시린 기억들이', '내 마음 붙잡고 있는데', '갈수록 짙어져 간 그리움에 잠겨', '시간을 거슬러 갈 순 없나요', '그때처럼만 그대 날 안아주면', '괜찮을 텐데 이젠', '젖어든 빗길을 따라가', '함께한 추억을 돌아봐', '흐려진 빗물에 떠오른 그대가', '내 눈물 속에서 차올라와', '갈수록 짙어져 간 그리움에 잠겨', '시간을 거슬러 갈 순 없나요', '그때처럼만 그대 날 안아주면', '괜찮을 텐데 이젠', '흩어져 가', '나와 있어주던 그 시간도', '그 모습도', '다시 그때처럼만 그대를 안아서', '시간을 거슬러 갈 순 없나요', '한 번이라도 마지막일지라도', '괜찮을 텐데']"
116,나무,카더가든,"['인사 하네요 근심없게', '나 아름다운 방식으로', '무딘 목소리와', '어설픈 자국들', '날 화려하게 장식해줘요', '그대 춤을 추는 나무 같아요', '그 안에 투박한 음악은 나예요', '네 곁에만 움츠린', '두려움들도', '애틋한 그림이 되겠죠', '그럼 돼요', '웃어 줄래요 사진처럼', '수줍은 맘이 다 녹아내리게', '무력한 걸음과', '혼잡한 TV 속', '세상없이 또 울기도 해요', '그대 춤을 추는 나무 같아요', '그 안에 투박한 음악은 나예요', '네 곁에만 움츠린', '두려움들도', '애틋한 그림이 되겠죠', '그럼 돼요', '밤새 모아둔 아스라이 쌓인', '고운 마음도 다 가져가세요', '언제든 꺼내 볼 수 있죠', '그대 춤을 추는 나무 같아요', '그 안에 투박한 음악은 나예요', '네 곁에만 움츠린', '두려움들도', '애틋한 그림이 되겠죠', '그럼 돼요']"
117,내가 그댈,노을,"['난 알고 있었죠', '나를 떠나려고', '준비해왔단 걸 그대', '원망하진 않죠', '이해할 수 있죠', '모자란 나인걸', '알아요 그대 맘에 난 없죠', '그댈 채우기엔 나란 사람', '평범한 거죠', '그래요 이런 날이 온 거죠', '끝내 나 그대 맘에 들지', '못한 건가요', '내가 그댈 놓아 볼게요', '다신 찾지 않아요', '우연히 그댈 보아도', '모른척할게요', '이제 다른 사람 만나면', '이러지는 말아요', '이대론', '그 누구도 사랑할 수 없어요', '그래요 그대 맘에 난 없죠', '또다시 그댈 만날 거라', '생각 안 해요', '내가 그댈 놓아 볼게요', '다신 찾지 않아요', '우연히 그댈 보아도', '모른척할게요', '이제 다른 사람 만나면', '이러지는 말아요', '이대론', '그 누구도 사랑할 수 없어요', '나 처음 그댈 만난 설레임', '정말 정말 후회가 돼요', 'Every time and every day', '그댈 사랑했어요', '아직도 난 그래요', '하지만 그댈 다시는 찾지 않을 테죠', '이제 다른 사람 만나면', '이러지는 말아요', '나는요 사랑할 수 없어요 이젠']"
118,처음부터 너와 나,볼빨간사춘기,"['Baby you', '나의 사랑 그대', '널 보면 너 함께 있으면', '어둠은 사라져 시간은 멈춰서', '이 공간엔 너와 나 둘만', '남겨져 Love was always painful', '널 알기 전 사실 나 두렵던', '사랑이란 감정 날 울리던 함정', '그렇게만 생각했는데', '내 안에 빛이 되어줘', '나의 맘을 알아줘', '내 세상에 밝은 별이 되어줘', '후회하지 않을게', '너의 이유 되어 줄게', '처음부터 너와 나인 것처럼', '가슴이 멎은 것처럼', '아련해지는 걸', '내 하루는 이미 너 하나인 걸', '사랑한단 이유로', '상처 주진 않을게', '처음부터 너와 나인 것처럼', 'Love you', '지금도 I was thinking about you', '잠들기 전 그저 널 생각해', '사랑이란 감정 스며들어 점점', '이렇게 네 생각나는데', '내 안에 빛이 되어줘', '나의 맘을 알아줘', '내 세상에 밝은 별이 되어줘', '후회하지 않을게', '너의 이유 되어 줄게', '처음부터 너와 나인 것처럼', 'Love you', '나만 너를 모른 채', '살아온 것만 같아', '우리 마치 오래 전', '이미 시작된 사랑인 것만 같아', '가슴이 멎은 것처럼', '아련해지는 걸', '내 하루는 이미 너 하나인 걸', '사랑한단 이유로', '상처 주진 않을게', '처음부터 너와 나인 것처럼', '나만의 빛이 되어줘', '내 세상에 밝은 별이 되어줘', '후회하지 않을게', '너의 이유 되어 줄게', '처음부터 너와 나인 것처럼', 'Love you']"
119,조금 취했어 (Prod. 2soo),임재현,"['내가 망가지면 니가 나를 볼까 봐', '나를 혹시나 걱정해줄까 봐', '몸에 안 좋은 거 하러 왔어', '시끄럽고 졸립다', '그래 이제 집에 가야지', '지금 뭐 해', '밤에는 바람이 점점 차가운데', '따뜻이 좀 입고 다녀 멋 부리지 말고', '지금 이 순간', '하고 싶은 말이 많은데', '내가 가진 언어로 표현 못 해 알잖아', '내가 좀 서툴지', '술 한잔했어 너무 보고 싶어서', '니가 싫어하는', '담배도 피고 술도 했어', '술이 깨면 내가 또 미워질까 봐', '마시다 보니 조금 취했어', '어디야 지금 뭐 해 빨리 와', '너 올 것 같아 여기서 나 기다리는데', 'Xiyehn아', '오늘따라 니가 보고 싶어서', '그래 내가 좀 못났지 미안해', '지금 뭐 해', '의식은 점점 희미해가는데', '니 얼굴은 더 또렷하게 생각이 나네', '지금 이 순간 하고 싶은 말이 많은데', '나란 놈이 그렇지 뭐 또', '못해 말도 못 하는 내가 싫어', '술 한잔했어 너무 보고 싶어서', '니가 싫어하는', '담배도 피고 술도 했어', '술이 깨면 내가 또 미워질까 봐', '마시다 보니 조금 취했어', '어디야 지금 뭐 해 빨리 와', '너 올 것 같아 여기서 나 기다리는데', 'Xiyehn아', '오늘따라 니가 보고 싶구나', '또 보고 싶어서 미안해']"
120,비가 오는 날엔,비스트,"['세상이 어두워지고', '조용히 비가 내리면', '여전히 그대로', '오늘도 어김없이 난', '벗어나질 못하네', '너의 생각 안에서', '이제 끝이라는 걸 알지만', '미련이란 걸 알지만', '이제 아닐 걸 알지만', '그까짓 자존심에', '널 잡지 못했던 내가', '조금 아쉬울 뿐이니까', '비가 오는 날엔 나를 찾아와', '밤을 새워 괴롭히다', '비가 그쳐가면 너도 따라서', '서서히 조금씩 그쳐가겠지', '취했나 봐', '그만 마셔야 될 것 같애', '비가 떨어지니까', '나도 떨어질 것 같애', '뭐 네가 보고 싶다거나', '그런 건 아냐', '다만 우리가 가진 시간이 좀', '날카로울 뿐', '네가 참 좋아했었던 이런 날이면', '아직 너무 생생한', '기억을 꺼내놓고', '추억이란 덫에', '일부러 발을 들여놔', '벗어나려고 발버둥조차', '치지 않아', '이제 너를 다 지워냈지만', '모두 다 비워냈지만', '또다시 비가 내리면', '힘들게 숨겨놨던', '너의 모든 기억들이', '다시 돌아와 널 찾나 봐', '비가 오는 날엔 나를 찾아와', '밤을 새워 괴롭히다', '비가 그쳐가면 너도 따라서', '서서히 조금씩 그쳐가겠지', '너에게로', '이젠 돌아갈 길은 없지만', '지금 행복한 너를 보며', '난 그래도 웃어볼게', '널 잡을 수 있었던', '힘이 내겐 없었으니까', '비가 오는 날엔 나를 찾아와', '밤을 새워 괴롭히다', '비가 그쳐가면 너도 따라서', '서서히 조금씩 그쳐 가겠지', '어차피 끝나버린 걸 이제 와', '어쩌겠어', '뒤늦게 후회나 하는 거지', '덜떨어진 놈처럼', '비는 항상 오니까', '계속 반복되겠지', '그치고 나면 그제서야', '나도 그치겠지', '비는 항상 오니까', '계속 반복되겠지', '그치고 나면 그제서야', '나도 그치겠지']"
121,널 사랑하지 않아,어반자카파,"['무슨 말을 할까', '어디서부터 어떻게', '고개만 떨구는 나', '그런 날 바라보는 너', '그 어색한 침묵', '널 사랑하지 않아', '너도 알고 있겠지만', '눈물 흘리는 너의 모습에도 내 마음', '아프지가 않아', '널 사랑하지 않아', '다른 이유는 없어', '미안하다는 말도', '용서해 달란 말도', '하고 싶지 않아', '그냥 그게 전부야', '이게 내 진심인 거야', '널 사랑하지 않아', '널 사랑하지 않아', '널 사랑하지 않아', '너도 알고 있겠지만', '눈물 흘리는 너의 모습에도 내 마음', '아프지가 않아', '널 사랑하지 않아', '다른 이유는 없어', '미안하다는 말도', '용서해 달란 말도', '하고 싶지 않아', '그냥 그게 전부야', '이게 내 진심인 거야', '널 사랑하지 않아', '널 사랑하지 않아', '널 사랑하지 않아', '다른 이유는 없어', '미안하다는 말도', '용서해 달란 말도', '하고 싶지 않아', '그냥 그게 전부야', '이게 내 진심인 거야', '널 사랑하지 않아', '널 사랑하지 않아']"
122,힘든 건 사랑이 아니다,임창정,"['내가 널 떠났어야 했는데 왜 떠나야 하는지도 아는데', '어떤 아무 말도 아무것도 줄 게 없는 내 곁에서 늘 조용히 손을 잡아준 그대', '제발 나를 떠나 부디 너를 찾아 이젠 놔도 되는 너의 나를', '분명 다시 돌아갈 수 있으니 더 늦기 전에 어서 나를 떠나가', '왜 일찍 널 보낼 수 없었을까 살면서 너와 내가 죽어도 너와 내가 아닌 것을', '누군가 그에겐 소중한 너인데 내 그늘에 가려 사랑받지 못해서 미안해', '그만큼 받았으니 된 거야 내 생엔 없을 것 같던 그 사랑', '어떤 아무 말도 아무것도 줄 게 없는 나일 텐데 또 그렇게 날 안아주는 그대', '제발 나를 떠나 부디 너를 찾아 이젠 놔도 되는 너의 나를', '분명 다시 돌이킬 수 있으니 더 늦기 전에 어서 나를 떠나가', '더 일찍 널 보낼 수 없었을까 혹시나 너와 내가 영원한 너와 내가 맞을까 봐', '누군가 그에겐 소중한 너인데 내가 되고 싶어 염치없이 지금까지 널 잡은 거야', '떠나고 나면 우린 다 잃는 걸까 아냐 그저 제자리인 거야', '우리 헤어지면 잠시 아파 정말 잠시일 거야 세상도 잘했다고 말할 거야', '왜 일찍 널 보낼 수 없었을까 살면서 너와 내가 죽어도 너와 내가 아닌 것을', '누군가 그에겐 소중한 너인데 내 그늘에 가려 사랑받지 못해서 미안해']"
123,Say Yes,로꼬,"['니 눈앞에 왔잖아', '내가 여기 있잖아', '너의 입술로 말을 해줘', 'say yes say yes', '나도 모르게', '너에게 가고 있나봐', '부는 바람에 내 맘 전할래', 'love is true', '간지럽게만 느껴지던 눈 빛이', '이제는 익숙 하단듯이 웃음 짓지', '그 쪽으로 걸어가기만 하면 돼', '라고 친구들은', '계속해서 날 부추기지만', '아직은 무거운 구두의 뒷 굽', '차라리 벗어버리고', '싶은 이 밤의 끝', '손을 내밀어 줬으면 해', '맨발로 너에게', '뛰어갈 수 있게 끔', '복잡하기만한 하루에', '매 시간 머리를', '굴리지만 난', '지금에서야 깨달은 건데', '결국 다 버려지고', '너만 남아', '지난 봄에는', '널 우연히 봤고', '더 이상은 우연이', '아니였으면 해', '스치기만 했던', '너의 손을 잡고', '어떤 길이라도', '같이 걸었으면 해', '니 눈앞에 왔잖아', '내가 여기 있잖아', '너의 입술로 말을 해줘', 'say yes say yes', '나도 모르게', '너에게 가고 있나봐', '부는 바람에 내 맘 전할래', 'love is true', 'i need u', 'baby 너에게 하고 픈 말', '내가 못다한 말', 'baby baby baby boy', 'love is true', '어디든 갈 수 있어', '이건 거짓말이 아니야', '이제부터는 나의 옆이', '제일 편한 자리야', '입술을 오므리고', '내는 소리와 같이', '내 이름을', '불러줬음 좋겠어', '내가 뒤로 떨어져서', '걷더라도 단지', '이 목소리를', '들어줬음 좋겠어', '니 눈앞에 왔잖아', '내가 여기 있잖아', '너의 입술로 말을 해줘', 'say yes say yes', '나도 모르게', '너에게 가고 있나봐', '부는 바람에 내 맘 전할래', 'love is true', '내가 바라는 단 한가지', '니가 내곁에 있어주는 것', '니가 날 보며 웃어주는것도', '내 얘길 들어주는것도', '난 그걸로도 충분한데 you', '너를 보며 웃잖아', '두 눈이 말하잖아', '너도 이렇게 대답해줘', 'say yes say yes', '너라서 좋아', '니가 날 울려도 좋아', '너는 나의 모든 전부니까', 'love is true', 'i need u', 'baby 너에게 하고 픈 말', '내가 못다한 말', 'baby baby baby boy', 'love is true']"
124,내게 오는 길,성시경,"['지금 곁에서 딴 생각에 잠겨', '걷고 있는 그대', '설레는 마음에 몰래', '그대 모습 바라보면서', '내 안에 담아요', '사랑이겠죠', '또 다른 말로는 설명 할 수 없죠', '함께 걷는 이 길', '다시 추억으로 끝나지않게', '꼭 오늘처럼 지켜갈게요', '사랑한다는 그 말 아껴둘 걸 그랬죠', '이젠 어떻게 내 맘 표현해야 하나', '모든 것이 변해가도', '이 맘으로 그대 사랑할게요', '망설였나요', '날 받아주기가 아직 힘든가요', '그댈 떠난 사람', '그만 잊으려고 애쓰지마요', '나 그때까지 기다릴테니', '사랑한다는 그 말 아껴둘 걸 그랬죠', '이젠 어떻게 내 맘 표현해야 하나', '모든 것이 변해가도', '이 맘으로 그대 사랑할게요', '눈물이 또 남아있다면 모두 흘려버려요', '이 좋은 하늘 아래 우리만 남도록', '사랑할 수 있나요 내가 다가간만큼', '이젠 내게 와줘요 내게 기댄 마음', '사랑이 아니라해도 괜찮아요', '그댈 볼 수 있으니', '괜찮아요 내가 사랑할테니']"
125,낙원 (Feat. 이재훈),싸이 (PSY),"['너와 나 단 둘이서 떠나가는 여행', '너를 향한 내 마음 절대 안 변해', '보고 또 봐도 또 다시 나 반해', '꿈만 같애 우리 둘이 함께', '우린 서로 아무말도 없이', '이렇다 할 행선지도 없이', '빡빡한 저 세상 등지고', '너와 내가 나침반과 지도', '하지 못했었던 말', '한땐 다시 안본다 했었나', '허나 지금 우리 둘만 이 차속에', '어느덧 훌쩍 지나버린 고개', '비와 바람도 세상과 사람도', '우릴 막지 말라 우린 지금 빨라', '우릴 갈라 놨던 속세 탈출하는 찰라', '우린 지금 아주 빨라', '난 너와 같은 차를 타고', '난 너와 같은 곳을 보고', '난 너와 같이 같은 곳으로', '그 곳은 천국 일거야', '정신없이 달려온 곳 동해안', '저 시원한 바다 소리가 곧 내맘', '너 때문에 잠 못자고 꼬박 샌 밤', '손발을 다 합쳐도 못 샌다', '말이 필요없는 거야 같이 있는거야', '이제서야 밝히지만 내 주인은 너야', '기분 좋아 둘이 장도 봐', '밥은 내가 할게 쌀만 담궈 놔', '피곤한지 너는 잠깐 자고', '그 사이 나는 몰래 요리책을 파고', '드디어 오붓하게 저녁식사를 하고', '여기가 바로 지상 낙원', '비와 바람도 세상과 사람도', '우릴 막지 말라 우린 이제 달라', '나홀로 애태웠던 예전과는 달라', '우린 이제 많이 달라', '난 너와 같이 마주 하고', '난 너와 같이 살아 숨쉬고', '난 너와 같이 같은 곳에서', '여기가 천국인거야 oh', '너로 인해 힘들었던 나의 어제가', '술안주로 변해버린 오늘이구나', '내 여자구나 이제 안 보낸다 절대', '안겨봐 내 품에 포근해 소중해', '나중에 다시 돌아가더라도', '오늘 하루 곱씹으며 행복하게 살어', '나중에 다시 돌아가더라도', '오늘 하루 곱씹으며 나를 잊지 말어', '난 너와 같이 마주 하고', '난 너와 같이 살아 숨쉬고', '난 너와 같이 같은 곳에서', '여기가 천국인거야 oh', 'This is what my life is all about', 'it is all about you']"
126,너는 내 세상이었어,볼빨간사춘기,"['오늘만 같이 있게 해 줘', '마지막이란 게 누구보다 싫은 걸 알잖아', '한 번만 나를 꼭 안아줘', '그러면 너도 다시 따뜻해 질까', '네 계절을 다 사랑하는 건 쉽지 않았지만', '우리가 그려온 시간들은 내겐 전부였어', '너는 내 세상이었어', '그 무엇과도 바꿀 수 없는', '그 세상이 무너지면', '어떻게 살아갈 수 있겠어', '아름다웠던 순간들이', '사라져가는 걸 보면서', '나는 한참을 울고 있었던 것만 같아', '참 오래도 널 만나 왔는데', '우리의 시간은 언제부터 멈춰져있는지', '사랑한단 그 흔한 말조차도', '아직도 너에겐 어려운 일일까', '네 계절을 다', '사랑하는 건 쉽지 않았지만', '우리가 그려온 시간들은 내겐 전부였어', '너는 내 세상이었어', '그 무엇과도 바꿀 수 없는', '그 세상이 무너지면', '어떻게 살아갈 수 있겠어', '아름다웠던 순간들이', '사라져가는 걸 보면서', '나는 한참을 울고 있었던 것만 같아', '아름답던 밤 하늘이', '내게 웃어 주었던 네 눈빛이', '회색빛으로 칠해져 눈앞이 자꾸 흐려져', '뒤돌아 걸어가는', '그 길에 아득했던 우리 추억이', '한순간 사라져 다 흩어져', '너는 내 세상이었어', '그 무엇과도 바꿀 수 없는', '그 세상이 무너지면', '어떻게 살아갈 수 있겠어', '아름다웠던 순간들이', '사라져가는 걸 보면서', '나는 한참을 울고 있었던 것만 같아', '널 기다리고 있을 것 같아']"
127,...사랑했잖아...,린,"['나만 원한다 했던 말도', '지켜준다던 약속들도', '아무렇지 않은 표정으로', '버리고 있잖아', '너만 바라본 많은 날들', '물거품이 돼버린 오늘', '또 아무렇지 않게 웃고있을 너잖아', '정말 좋았잖아 행복 했었잖아', '가슴아픈 그런 일들도', '견뎌냈던 우리잖아', '제발 그러지마라 아직 사랑하는 날', '너도 알고 있잖아', '매일밤 울며 전화하는 날', '낯설만큼 차가운 니 목소릴 들어도', '바보처럼 난 너를 못잊어 이렇게', '', '알면서도 시작한 만남', '그녀에게 미안한 맘만', '하루하루 지날수록 커진', '내 헛된 욕심들', '많이 부담스러웠겠지', '니 자릴 찾으려 했겠지', '난 알고 있었어', '닫혀진 너의 마음을', '정말 좋았잖아 행복 했었잖아', '가슴아픈 그런 일들도', '견뎌냈던 우리잖아', '제발 그러지마라 아직 사랑하는 날', '너도 알고 있잖아', '매일밤 울며 전화하는 날', '낯설만큼 차가운 니 목소릴 들어도', '바보처럼 난 니가 행복하길 바래', '다시 나에게 너라는 기회가 온다면', '놓치지 않을텐데 니 손 꼭 잡을텐데', '니가 원했던 만큼', '많이 원했던 만큼', '잘해주지 못한 날', '미안해 용서해 이해해줘', '끝까지 이기적인거', '이것도 이해해줄래', '바보같은 날 마지막까지', '이렇게 마지막 까지 미안해']"
128,지나오다,닐로(Nilo),"['이별을 말하고 넌 괜찮은 거니', '여전히 내 하루는 온통 네 생각에', '뜬 눈으로 밤을 지새고', '난 두려워 시간이 쌓여갈수록', '내가 잊혀질까 봐 우리 시간마저', '모두 무너질까 봐', '나도 모르게 너무 보고 싶어서', '네 집 앞을 찾아가', '너도 나만큼은 아닐지라도', '보고 싶었다고', '말해줘 지금 나 너의 집 앞에 있어', '우리의 시간을 되돌려줘', '아무 일도 없던 것처럼 날 안아줘', '끝이라는 게 난 너무나 두려워서', '다가가지도 못하고', '한참 서성이다 말도 못하고', '다시 돌아가는 나', '하루가 가고 또 하루가 지나도', '갈수록 커져만 가', '맘에 없는 거짓말이라도', '날 사랑한다고', '말해줘 지금 나 너의 집 앞에 있어', '우리의 시간을 되돌려줘', '아무 일도 없던 것처럼 날 안아줘', '끝이라는 게 난 너무나 두려워서', '다가가지도 못하고', '한참 서성이면 우리 한 번은', '단 한 번쯤은 마주치진 않을까', '당장이라도 전활 걸어', '네 목소리 듣고 싶은데', '내가 더 싫어지게 될까 봐', '작은 감정마저 그렇게 사라질까 봐', '마음이란 게 말처럼 되질 않잖아', '보다 조금만 널 사랑했더라면', '스치는 바람처럼 스쳐 지나갈 텐데', '끝이라는 게 난 너무나 두려워서', '다가가지도 못하고', '한참 서성이다 혹시 마주치게 된다면', '나처럼 아픈 시간 속에 살았기를', '오늘도 난 돌아서지만']"
129,하루만 더,빅마마,"['하루만 더 우리 이별을', '늦춘다면 어땠을까', '그럴 일 없다는 걸 나는 알면서도', '아직 널 보낼 수가 없나봐', '한번만 나 이렇게 널 불러볼게', '오늘까지만 그리워할게', '끝이 보이지않아 내 사랑은', '가슴깊이 이별을 남기고', '새까맣게 흉터가 되어도', '또 다시 너를 그리워해', '내 전부인 널', '단 하루만 더 너를 사랑할게', '단 한순간도 못 잊어', '너 없는 세상이', '너무나 아파서 무너져가', '다시 돌아와줘', '시간에 기대어 애써봐도', '이별은 왜 계속 선명해질까', '잘 지내란 인사 못할 것 같아', '오늘까지만 눈물 흘릴게 oh', '혼자 남은 내 맘을 이해해줘', '네 흔적이 그대로 남아서', '내 입술이 추억을 부르고', '여전히 너를 사랑한다', '내 전부인 널', '단 하루만 더 너를 사랑할게', '단 한순간도 못 잊어', '너 없는 세상이', '너무나 아파서 무너져가', '다시 돌아와줘', '시간에 기대어 애써봐도', '이별은 왜 계속 선명해질까', '우리의 이별 끝에', '아직도 서있어', '지금도 네게 하고 픈 말', '뜨겁게 널 사랑한다고', '단 한순간도 못 보내', '너 없는 세상이', '너무나 아파 목이 메어와', '정말 끝난거니', '참 행복했었던 그때 우린', '추억마저 사라지고 있잖아']"
130,비가 오는 밤이면,임한별,"['주르륵 비가 오는 밤이면', '내내 니 생각에 흠뻑 젖어 들어', '핸드폰에 우리 사진 보다가 꺼낸 혼잣말', '잘 지내고 있니 넌', '빗소리 우는 것처럼 들려서', '나보다 더 슬픈 노래를 틀었어', '장마처럼 언젠가는 끝이 날까', '니가 없이 하는 긴 이별도', '내 사랑 떠나버린 그날부터 눈물이 나', '그냥 눈물이 나 니가 너무 보고 싶다', '우리 참 아름다웠던', '그 순간으로 돌아간다', '아주 잠시라도 주르륵 비가 오는 밤이면', '비에 젖은 가로등 불빛 아래서', '그저 같이 있는 게 행복했었어', '내 가슴속 이 추억 하나 때문에', '매일 무너지는 나인가 봐', '내 사랑 떠나버린 그날부터 눈물이 나', '그냥 눈물이 나 니가 너무 보고 싶다', '우리 참 아름다웠던', '그 순간으로 돌아간다', '아주 잠시라도 주르륵 비가 오는 밤이면', '넌 어디에서 난 여기에서', '늘 서로를 못 잊을까', '나처럼 넌 울고만 있을까', '주르륵 내려오는 비가 지금 멈춘다면', '혹시 니가 오면 더 많이 사랑할 거야', '우리는 이별이란 건 없었던 거야', '난 너니까 너만 기다린다', '주르륵 비가 오는 밤이면', '주르륵 니가 오는 밤이면']"
131,All For You,서인국,"['all for you', '벌써 며칠째 전화도 없는 너', '얼마 후면 나의 생일이란 걸 아는지', '눈치도 없이 시간은 자꾸만 흘러가고', '난 미움보다 걱정스런 맘에', '무작정 찾아간 너의 골목 어귀에서', '생각지 못한 웃으며', '반기는 너를 봤어', '사실은 말야 나 많이 고민했어', '네게 아무것도 해줄 수 없는걸', '아주 많이 모자라도 가진 것 없어도', '이런 나라도 받아 줄래', '너를 위해서 너만을 위해서', '난 세상 모든 걸', '다 안겨 주지는 못하지만', '난 너에게만 이제 약속할게', '오직 너를 위한 내가 될게', 'Is only for you', 'just wanna be for you', '넌 그렇게 지금 모습 그대로', '내 곁에 있으면 돼', '난 다시 태어나도', '영원히 너만 바라볼게', '넌 모르지만 조금은 힘들었어', '네게 어울리는 사람이 나인지', '그건 내가 아니라도 다른 누구라도', '이젠 그런 마음 버릴래', '너를 위해서 너만을 위해서', '난 세상 모든 걸', '다 안겨 주지는 못하지만', '난 너에게만 이제 약속할게', '오직 너를 위한 내가 될게', 'Is only for you', 'just wanna be for you', '넌 그렇게 지금 모습 그대로', '내 곁에 있으면 돼', '난 다시 태어나도', '영원히 너만 바라볼게', 'love 내 작은 맘속을', 'oh love 네 향기로 채울래', '그 속에 영원히 갇혀 버린 데도', '난 행복 할 수 있도록', '너를 위해서 너를 위해서', '너만을 위해서', '난 세상 모든 걸', '다 안겨 주지는 못하지만', '난 너에게만 이제 약속할게', '오직 너를 위한 내가 될게', 'Is only for you', 'just wanna be for you', '넌 그렇게 지금 모습 그대로', '내 곁에 있으면 돼', '난 다시 태어나도', '영원히 너만 바라볼게']"
132,잊을 수 있을까,노을,"['요즘 내 일상은', '아무 의미 없이', '돌아가는 초침 소리', '들어보는 일', '나만 다른 세상에 있는 것 같아', '창문 밖은 벌써 하얀 눈이 녹아', '꽃이 필 준비를 하나 봐', '잊을 수 있을까', '우리의 지난 날들을', '이 계절이 오면', '네 생각 날 것 같은데', '하얀 겨울이 가고 봄이 올 때', '난 울었어', '이 계절에 난 남아 있나 봐', '아직', '길고 긴 시간을', '보내도 난 아직', '헤어지던 겨울 끝에', '머물고 있나 봐', '처음으로 다 되돌릴 수 있다면', '맘과 다른 말들 모두 주워 담아', '꽃이 피길 기다리겠지', '잊을 수 있을까', '우리의 지난 날들을', '이 계절이 오면', '네 생각 날 것 같은데', '하얀 겨울이 가고 봄이 올 때', '난 울었어', '이 계절에 난 남아 있나 봐', '서러워 이젠 서러워져', '아무리 밀어내도', '나아지지가 않아', '지워지지 않아', '이젠 보내줄까', '너를 잊을 수 있을까', '얼마나 더 해야', '괜찮아질 수 있을까', '벚꽃 비가 내려도', '겨울 끝에 혼자 남아', '이 계절에서 널 기다리고 있어']"
133,포장마차,황인욱,"['그대와 자주 가던 그 술집에', '혼자 널 생각하며 소주 한잔해', '그대가 좋아하던 김치찌개를', '가만히 바라보다 눈물 한잔해', '그 사람 왔었나요', '아니 소식이라도', '그녀에게 전해줘요', '늘 지금처럼 기다린다고', '포장마차 그때 그 자리에서', '네가 있던 그곳에 서서', '날 사랑한다 말했잖아', '영원할 거라고 말했잖아', '포장마차 그때 그 자리에서', '돌아오라는 말을 다시', '되뇌이고 되뇌어도', '네가 돌아오지 않을 걸 알잖아', '그 사람 왔었다면', '혹시 혼자였나요', '그녀에게 전해줘요', '나 그때처럼 기다린다고', '포장마차 그때 그 자리에서', '네가 있던 그곳에 서서', '날 사랑한다 말했잖아', '영원할 거라고 말했잖아', '포장마차 그때 그 자리에서', '돌아오라는 말을 다시', '되뇌이고 되뇌어도', '네가 돌아오지 않을 걸 알잖아', '다 잊으려고 노력해봐도', '그게 잘 안되나봐', '습관처럼 아니 예전처럼 우리', '두 번 다시 돌아갈 수 없나요', '내가 싫은 건가요', '날 사랑한다 말했잖아', '영원할 거라고 말했잖아', '포장마차 그때 그 자리에서', '네가 있던 그곳에 서서', '날 사랑한다 말했잖아', '영원할 거라고 말했잖아', '그댈 다시 부르고 또 불러도', '아무 말 없는 너를 다시', '되뇌이고 되뇌어도', '네가 돌아오지 않을 걸 알잖아']"
134,11:11,태연 (TAEYEON),"['It’s 11:11', '오늘이 한 칸이 채 안 남은 그런 시간', '우리 소원을 빌며 웃던 그 시간', '별 게 다 널 떠오르게 하지', '네 맘 끝자락처럼 차가운 바람', '창을 열면 온통 네가 불어와', '이 시간이 전부 지나고 나면', '이별이 끝나 있을까 Yeah', '널 다 잊었을까', '모든 게 자릴 찾아서 떠나가고', '넌 내 모든 걸 갖고서 떠나도', '내 맘은 시계 속의 두 바늘처럼', '같은 곳을 두고 맴돌기만 해', 'Na na na na na na na na', 'na na na na na oh', 'Na na na na na na na na', 'I believe I will be over you', '달력 안에 있는', '오래 전에 약속했던 몇 월의 며칠', '너에겐 다 잊혀져 있었다면', '내가 지워야지 뭐', '지나고 나면 별 거 아니겠지 뭐', '모든 게 자릴 찾아서 떠나가고', '넌 내 모든 걸 갖고서 떠나도', '내 맘은 시계 속의 두 바늘처럼', '같은 곳을 두고 맴돌기만 해', 'Na na na na na na na na', 'na na na na na oh', 'Na na na na na na na na', 'I believe I will be over you', '계절 틈에 잠시 피는 낯선 꽃처럼', '하루 틈에 걸려 있는 새벽 별처럼', '이 모든 건 언젠가는 다 지나가고 말겠지', '모든 게 자릴 찾아서 돌아오고', '내가 아무 일 없는 듯이 웃게 되면', '너의 이름 한 번쯤 부르는 게', '지금처럼 아프지 않을 거야', 'Na na na na na na na na', 'na na na na na oh', 'Na na na na na na na na', 'I believe I will be over you', 'Na na na na na na na na', 'na na na na na oh', 'Na na na na na na na na', 'I believe I will be over you']"
