,가수,제목,가사
52,"첸 (CHEN), 펀치 (Punch)",Everytime,OH EVERY TIME I SEE YOU 그대 눈을 볼 때면 자꾸 가슴이 또 설레여와 내 운명이죠 세상 끝이라도 지켜주고 싶은 단 한 사람 BABY OHOHOHOH OHOHOHOH BABY OHOHOHOH OH EVERY TIME I SEE YOU 그대 눈을 볼 때면 자꾸 가슴이 또 설레여와 내 운명이죠 세상 끝이라도 지켜주고 싶은 단 한 사람 그대 나를 바라볼 때 나를 보며 미소 질 때 난 심장이 멈출 것 같아요 난 그댄 어떤가요 난 정말 감당하기 힘든걸 온종일 그대 생각해 조금 멀리 우리 돌아왔지만 지금이라도 난 괜찮아 OH EVERY TIME I SEE YOU 그대 눈을 볼 때면 자꾸 가슴이 또 설레여와 내 운명이죠 세상 끝이라도 지켜주고 싶은 단 한 사람 날 떠나지 말아요 가끔은 알 수 없는 미래라 해도 날 믿고 기다려줄래요 워 나만의 그대여 내겐 전부라는 말 고백한 적이 있었나요 내 운명이죠 세상 끝이라도 지켜주고 싶은 너 BABY OHOHOHOH 사랑할래요 OHOHOHOH 니 눈빛과 니 미소와 그 향기까지도 BABY OHOHOHOH 기억해줘요 OHOHOHOH 언제나 우리 함께 있음을 i love u
53,"이성우, 서문탁","못다핀 꽃 한송이 (야생과 함께 세렝게티, 돌고래의 꿈)",언제 가셨는데 안 오시나 한 잎 두고 가신 님아 가지 위에 눈물 적셔 놓고 이는 바람 소리 남겨놓고 앙상한 가지 위에 그 잎새는 한 잎 달빛마저 구름에 가려 외로움만 더해가네 밤새 새소리에 지쳐버린 한 잎마저 떨어지려나 먼 곳에 계셨어도 피우리라 못다 핀 꽃 한 송이 피우리라 언제 가셨는데 안 오시나 가시다가 잊으셨나 고운 꽃잎 비로 적셔놓고 긴긴 찬바람에 어이하리 앙상한 가지 위에 흐느끼는 잎새 꽃 한 송이 피우려 홀로 안타까워 떨고 있나 함께 울어주던 새도 지쳐 어디론가 떠나간 뒤 님 떠난 그 자리에 두고두고 못다 핀 꽃 한 송이 피우리라 함께 울어주던 새도 지쳐 어디론가 떠나간 뒤 님 떠난 그 자리에 두고두고 못다 핀 꽃 한 송이 피우리라
54,태민 (TAEMIN),Be Your Enemy (Feat. WENDY of Red Velvet),눈을 감아 힘이 들면 잠깐 기대어 봐 네 지친 머릿속 혼잣말 소리가 없어도 내 마음에 들려와  어떤 말도 좋아 가끔씩은 좀 화도 내봐 모두 털어내면 편할 거야 눈물 섞인 짜증도 내게 다 풀어봐  I’ll be your enemy enemy 너의 밤을 괴롭혔던 말들이 말들이 내게 돌아온다 해도 포근히 포근히 전부 위로해줄게 괜찮아 다 괜찮아  I’ll be your enemy enemy 쉽게 상처받는 너의 마음이 마음이 아물어질 수 있다면 아무리 아무리 아픈 말도 전부 난 괜찮아 다 말해봐 I’ll be your enemy  솔직해도 좋아 괜찮다는 말을 또 하진 마 언제나 행복할 순 없는 거야 슬픔을 털어놔 줄래 내게 다 내게 다  혼자 외로운 날들 많이 괴로운 날들 너의 방 안에 가득 매일 참아온 눈물 내가 다 감싸 안아 괜찮아 괜찮아  I’ll be your enemy enemy 너의 밤을 괴롭혔던 말들이 말들이 내게 돌아온다 해도 포근히 포근히 전부 위로해줄게 괜찮아 다 괜찮아  I’ll be your enemy enemy 쉽게 상처받는 너의 마음이 마음이 아물어질 수 있다면 아무리 아무리 아픈 말도 전부 난 괜찮아 다 말해봐 I’ll be your enemy  무관심한 시선 차가워져 가도 너만은 따스히 널 바라봐주길 괜찮아 애써 널 바꾸지 않아도 너만큼은 널 사랑해주기를  I’ll be your enemy enemy 너의 밤을 괴롭혔던 말들이 말들이 내게 돌아온다 해도 포근히 포근히 전부 위로해줄게 괜찮아 다 괜찮아  I’ll be your enemy  (I’ll be your enemy enemy) 내게 말해줄래 (I’ll be your enemy enemy) 더 아프지 않게 (I’ll be your enemy enemy) 너의 편이 될게 내가 위로가 돼줄 테니 I’ll be your enemy
55,황치열,비가와 (Rain),너와 함께 걸었던 우리가 서있던 그곳에 비가와 작은 우산 하나에 우리 그토록 설레던 그때가 비가 내리면 내 손에 닿으면 널 처음 만났던 다시 그때로 돌아온 것 같아 비가 오면 내 맘속에 네가 와 네가 없는 그 자리에 비가 와 또 흔적 없이 스쳐가듯 사라질까봐 이 비를 멈추고 싶지 않아 가끔 이 빗소리가 우연히 한번 더 만나게 할까봐 한참을 혼자 이 길을 걸으면 그때 그날처럼 다시 내게로 돌아올 것 같아 비가 오면 내 맘속에 네가 와 네가 없는 그 자리에 비가 와 또 흔적 없이 스쳐가듯 사라질까봐 이 비를 멈추고 싶지 않아 너무 그리워 널 생각하면 멍하니 이 자리에서 한없이 너를 기다려 그동안 잘 지낸 거냐고 많이 그리웠다고 말해줄 것 같은 넌 지금 어디 있는지 비가 오면 내 맘속에 네가 와 네가 없는 그 자리에 비가 와 또 흔적 없이 스쳐가듯 사라질까봐 끝없는 이 빗속에 서있어 너 돌아올까봐
56,오현란,나 때문이죠,나 또 어려워져요 이러지 않으려고 나를 달래왔는데 눈물이 또 넘쳐서 그댈 힘들게 해요 이러면 안되는데 자꾸 열이 나네요 아니 괜찮아요 아니예요 감기예요 바람이 너무 청아해서 어제 산책을 했거든요 내가 원래 좀 어설프죠 그대 걱정만 하게하고 자꾸 속만 상하게 하죠 내가 없다고 아침 거르지 마요 늦잠자면 안되요 잔소리만 하네요 내가 그렇잖아요 나 때문이죠 그대 잘못없는데 우리 마지막인데 나 땜에 그대가 또 울게되네요 아니 말해요 오늘 하루만큼은 내게 기대어줘요 나를 살피지마요 그럼 화날꺼예요 노력했지만 정말 안되나봐요 그댈 사랑하지만 이렇게 밖에는 안되나봐요 혼자 힘들어야 할 그댈 남겨두기가 자꾸 미안해져요 내가 없다고 아침 거르지마요 늦잠자면 안되요 잔소리만 하네요 내가 그렇잖아요 나 때문이죠 그대 잘못 없는데 우리 마지막인데 나 땜에 그대가 또 울게 되네요
57,정준일,PLASTIC (Feat. 비와이_BewhY),밖에를 좀 나가보려고 했는데 오 이런 뭐가 너무 많아서 그날따라 차도 좀 많은 것 같고 자외선이 안 좋다고들 하는데 공기도 막 탁한것만 같고 오 이런 뭐가 너무 많아서 I'm not gonna do anything 누가 날 제발 좀 멈춰줘 누가 날 제발 좀 멈춰줘 누가 날 제발 좀 멈춰줘 누가 날 제발 save me please save me please save me please I'm not a plastic I'm not a plastic I don't want to live anymore 대체 누가 날 구원할까 내가 죽고 난 다음에는 나의 눈앞에 나타나는 것이 있을지 아니면 까마득할지 날 위해 눈가가 적셔지는 누군가는 존재할지 외쳐도 돌아오는 건 침묵 보일 기미조차 없는 메아리 왜 아직도 내안에선 어둠만이 느껴지는 건지 빛이 있는걸 알면서도 왜 느낄 순 없는 건지 도움의 손이 필요해 도움의 손이 필요해 Please 이 건 내생에 첫 고백 대체 왜 나를 아무것도 아니게 만든 거야 내 있는 모습 그대로가 마음에 안든 거야 숨이라는 것을 들이켜 보고 싶어 무엇보다 내가 원하는 건 내 탄생과 같았던 기적 save me please 난 아무것도 아닌데 save me please 왜 나는 아무것도 아닌데 save me please I'm not a plastic I'm not a plastic I'm not a plastic I'm not a plastic I'm not a plastic I'm not a plastic I don't want to live anymore I don't wanna leave anymore I don't wanna leave anymore 당신이 느낄지 모르지만 눈물은 여전히 내리고 있어 눈물이 내리던 말던 당신은 내게 너무나도 멀기만 해 가까이서 말해줘 들리지 않아 당신의 미안해 But 난 아무것도 아냐 죄책감 갖지 말길 바라 내 탄생의 원인은 사랑이 아니라는 것도 나는 너무 잘 알아 다 느낄 수 있어 전부 느껴져 Becuz I'm not a Plastic 이제 당신이 가지길 간절히 원해 제발로 사랑의 산물에 대한 책임 익숙한 방안에 너만 없는 풍경이 어색할 때 아침에 일어나 무심코 너의 이름을 불렀을 때 홀로 잠들던 밤 이유 없이 눈물이 쏟아질 때 아무리 울어도 날 꼭 안아주던 너는 없는데 I don't want to die without you I don't want to die without you I don't want to die without you
58,진태령,나 같은 건 없는 건가요,[가사 준비중]
59,김우석,있잖아 (Acoustic Ver.),있잖아 좀 늦은 거 아는데 해야 하는 말이 꼭 생겼어 아직 거기 서있다면 잠깐만 내 얘길 들어줄래 두드리고 계속 두드렸던 너를 왜 몰랐을까 닫힌 내 마음 앞에 앉아 날 기다린 것도 말야 지금 나 하나도 괜찮지가 않아 지금 널 이대로 그냥 잃어버릴까봐 널 보던 내 눈도 널 떠올리면 웃고 있던 내 입술도 사랑이더라 알잖아 보기엔 참 쉬운데 내가 하면 얘기가 다른 거 겨우 내 맘을 알았고 내겐 아직 많이 어려운데 근데 말야 나는 하고 싶어 너랑 그 연애란 거 사실 난 엄청 신경 쓰여 너에 대한 모든 게 다 지금 나 하나도 괜찮지가 않아 지금 널 이대로 그냥 잃어버릴까봐 널 보던 내 눈도 널 떠올리면 웃고 있던 내 입술도 사랑이더라 딴 생각은 안 할 거야 이 감정에만 이젠 솔직할게 날 헷갈리게 만들던 그 이유를 좀 알 것 같아 궁금해 넌 어때 어서 대답해봐 어떻게 생각해 지금 고백하는 거야 널 사랑한다고 가슴 벅차게 사랑하고 있다고 나 요즘에 너 땜에 괜찮지가 않아 지금 널 이대로 그냥 잃어버릴까봐 널 보던 내 눈도 널 떠올리며 웃고 있던 내 입술도 사랑이더라
60,멜로망스,유리,모든 게 멈춰버린 곳 희미한 기억 붙잡고 부서진 조각들 모아 하나둘 맞춰 갈 때쯤 Why 너를 만났어 사라진 그 날의 모습 변한 건 없었어 난 그 길 위에 서서 만들었어 그 순간을 온전한 유리로 말야 행복했던 추억 담아 투명하게 비치는 틀 안에 까맣게 타버린 아픔 조금씩 모아 털어 낼 때에 Why 너를 만났어 사라진 그 날의 모습 변한 건 없었어 난 그 길 위에 서서 만들었어 그 순간을 온전한 유리로 말야 자그만 상처에도 금이 가지 않는 세상에 하나뿐인 I wanna make you real fine I wanna make you real light I wanna make you real bright I wanna make you real light I wanna make you real mine I wanna make you real shine Always you 난 너를 보내고 마지막 사랑의 끝을 이 속에 가두고 넌 이제 사라지고 다시는 깨지지 않을 유리만 놓여져 있네
61,백지영,잊지말아요,우리 서로 사랑했는데 우리 이제 헤어지네요 같은 하늘 다른 곳에 있어도 부디 나를 잊지 말아요 차가운 바람이 손끝에 스치면 들려오는 그대 웃음소리 내 얼굴 비치던 그대 두눈이 그리워 외로워 울고 또 울어요 입술이 굳어버려서 말하지 못했던 그 말 우리 서로 사랑했는데 우리 이제 헤어지네요 같은 하늘 다른 곳에 있어도 부디 나를 잊지 말아요 눈물이 입을 가려서 말하지 못했던 그 말 우리 서로 사랑했는데 우리 이제 헤어지네요 같은 하늘 다른 곳에 있어도 부디 나를 잊지 말아요 혹시 알고 있나요 뒤돌아서 가슴 쥐고 그댈 보내주던 그 사람 그 사람이 바로 나에요 그 사람을 사랑해줘요 같은 하늘 다른 곳에 있어도 언젠가는 돌아와줘요 우리 서로 사랑했는데 우리 이제 헤어지네요 같은 하늘 다른 곳에 있어도 부디 나를 잊지 말아요 부디 나를 잊지 말아요
62,주영훈,노을의 연가,끝없이 나를 버려야 했고 끝없이 감싸 안아야 했지 항상 멀리 있는 그대를 사랑해야 했던 나는 수 없이 나는 울어야 했고 더 많이 애원 해야만 했지 다시 어떻게든 그대를 곁에 둘 수만 있다면 그만 잊어주길 바라는 그대 둘 곳없는 시선에 난 고갠 끄덕였지만 쉽게 보내긴 싫어 하지만 나 그댈 위해 떠나 보낼 수 밖에 오직 내게 바라는 전불테니까 처음부터 내게 허락된 적 없었던 사랑 그댈 향한 모습인걸  무너져 가는 나를 보면서 오늘도 원망할 뿐이였지 그렇게 사랑한 그대를 끝내 잡지 못했던 나 다시 돌릴 수가 없다면 어떤 말이라도 해주렴 다 지난 사랑 이래도 내겐 소중 했으니 살아볼께 헛된 기다림에 지쳐 울어도 나를 버린 그대로 기억된다면 처음부터 내게 허락된적 없었던 사랑 그댈 향한 모습인걸 하지만 나 그댈위해 떠나보낼수 밖에 오직 내게 바라는 전불테니까 처음부터 내게 허락된적 없었던 사랑 그댈 향한 모습인걸
63,멜로디데이 (MelodyDay),그때처럼,매일 기다리다 끝내 울어보다 말 없이 혼자 아프죠 내게 그런 행복들 쉽게 올리 없다고 미련하게 되 묻죠 다시 아프긴 싫어서 차마 내 맘 보여주기가 겁나서 아무리 괜찮은 척 웃어도 내 가슴이 자꾸만 나를 울리죠 그대 나를 보고 있나요 내 맘이 보이나요 참고 또 참아봐도 미칠듯 아파서 버리고 또 지워도 제자린걸요 돌아와 다시 날 안아줘 그때처럼 이젠 괜찮다고 정말 괜찮다고 한 없이 혼자 삼키죠 내겐 이런 시련들 아무렇지 않다고 수 없이 말했었죠 다신 못 볼 거 같아서 더는 곁에 머무를 수가 없어서 아무리 떼어내려 해봐도 깊게 베인 그리움 번져만 가죠 그대 나를 보고 있나요 내 맘이 보이나요 참고 또 참아봐도 미칠듯 아파서 버리고 또 지워도 제자린걸요 이 사랑 기억할 수 없게 멀리 떠나가요 부디 이것만은 잊지말아요 그대만이 날 살게하는 이유였다고 곁에 있어 준 사람 살게 해 준 그 사람 숨 죽여 바라봐도 그리운 그사람 가슴속에 그 사랑 채울 수 없어 돌아와 다시 날 안아줘 그때처럼
64,The One (더원),겨울사랑,나는 그댈 알고 있습니다 말하지 않아도 느낍니다 그런 나와 닮은곳이 많은 아픈 사람이죠 사랑따윈 배워보지 못해 잘 알지 못할걸 나는 알죠 하지만 그대란 사람 내 운명인걸 느끼죠 하얀 눈꽃처럼 여린 나의 사람 그 사람이 나를 아프게 하네요 오 바람이 불어와 멀리 그댈 데려갈것만 같아 오늘도 그 옆을 지키고 있네요 빌어봅니다 하늘에라도 나의 기도가 닿을수있게 바래봅니다 이젠 멈출수도 없는 독한 사랑에 내 삶이 조각나도 그저 단 한사람 오직 단 한사람 거부하지 못할 운명 같은 사랑 그 사람이 나를 슬프게 하네요 찬 겨울이 밀려와 내 온 몸이 다 얼어버린대도 언제나 그 옆에 내가 있을게요 그댈 사랑해요 그댈 안을게요 언제나 그옆을 지켜줄게요
65,1%(원퍼센트),집 앞에서 보자 (Feat. 칸토),집에서 뭐 해 내 전화 한 통에 넌 그냥 있었어 근데 무슨 일인데 잠깐 나올래 밤공기가 좋아 잠옷 차림이어도 괜찮으니까 슬리퍼 신고 나와 후드 뒤집어쓰고 나와 집 앞에서 보자 이 길 걸어 본 적 있니 몸보다 큰 옷도 귀여워 아무 말이나 랄라 이런 친구 있으면 좋겠어 그게 너라면 좋겠어 너 그거 봤니 어제 드라마에서 주인공이 귀엽다면서 머릴 막 쓰다듬던데 어쩜 그래 난 궁금해 그런 게 있긴 해 아 몰라 그냥 네가 그랬으면 슬리퍼 신고 나와 후드 뒤집어쓰고 나와 집 앞에서 보자 이 길 걸어 본 적 있니 몸보다 큰 옷도 귀여워 아무 말이나 랄라 이런 친구 있으면 좋겠어 그게 너라면 좋겠어 대충 입고 나와 시간이 아까워 이런 가사도 있잖아 맞아 너는 시간 robber 불이 꺼진 하늘에도 밝은 조도와 너 선선한 공기 사람들 소리 벤치에 앉아 너랑 하는 대화 시간이 잠깐 내 마음 알아주길 바라봐 이대로 멈춰 제발 아마도 난 더 이상 너랑 친구는 못 할 것 같아 왜냐면 난 사실 요즘 네가 참 좋아 주말마다 날 좀 데리고 가 어디라도 좋아 너와 함께라면 밤공기처럼 상쾌한 또 너처럼 편안한 남자친구 있으면 좋겠어 그게 너라면 좋겠어 그게 너라면 좋겠어
66,"유승우, 윤하 (YOUNHA)",티가나,우리 이렇게 같이 걸을 땐 공기가 달콤해 별 일 없는데 웃음이 나와 햇살도 완벽해 woo 자꾸 생각나 복숭아 빛 닮은 너의 입술도 밀크 티 같아 지금 바로 그 미소 부드럽게 끌리잖아 티가 나 자꾸만 can't stop this feeling 숨길 수가 없어 내 맘 내 말투에 목소리 표정에 니가 좋은 티가 나 있잖아 이제 난 can't stop this feeling 너를 바라볼 때마다 내 두 눈에 빨개진 두 볼에 아무리 애써도 티가 나 티가 나 가끔 이렇게 손이 스칠 땐 뭐랄까 짜릿해 woo 알아챈 걸까 널 부르고 있는 나의 lip tone도 한 여름 밤 꿈처럼 깨버릴 까봐 두근두근 거리잖아 티가 나 자꾸만 can’t stop this feeling 숨길 수가 없어 내 맘 내 두 눈에 목소리 표정에 니가 좋은 티가 나 있잖아 지금 나 can’t stop this feeling 눈이 마주칠 때마다 내 입가에 달아오른 귀에 아무리 애써도 티가 나 다 알면서도 모르는 척 아닌 척 애쓰지는 말아줘 니 맘도 같다면 망설이지 말아줘 티가 나 자꾸만 can’t stop this feeling 숨길 수가 없어 내 맘 내 두 눈에 목소리 표정에 니가 좋은 티가 나 있잖아 지금 나 can’t stop this feeling Oh feeling 눈이 마주칠 때마다 내 입가에 달아오른 귀에 아무리 애써도 티가 나 티가 나
67,동방신기 (TVXQ!),My Little Princess (있잖아요...),"Baby baby baby (있어줘) How can I forget all the special memories of you. Still remember, My little princess. Baby baby baby (있어줘)  사랑이겠죠 이런 내 마음은 숨기려해도 금새 입가엔 미소만 하루도 안돼 또 보고싶어져 어쩌죠 내맘은 깊은 병에 걸린걸 게으른 내 모습 이제 없을꺼에요 좋은 것만 보여주고 싶은걸요  저기 높은 하늘로 날아가 사랑한다고 세상에 말할래 깊은 밤하늘에 꺼지지 않는 girl 너만을 지키는 빛나는 별이 될께요. You're my love  헤어지잔말 행복하란 그 말(괜찮단 그 말) 영원히 우리 절대 하지 않기로 해. 지금처럼만 내 곁에 있어줘 부족한 나인 걸 이해해주길 바래  어른스런 내 모습을 기대해줘요 네게 가장 어울리는 남자가 되고 싶은 걸  언제까지나 그대 맘 속에 내가 들어갈 수 있도록 허락해줘 만일 그대도 나와같다면 아픔은 없죠 이젠 그댈 나 지킬께 for you.  (내가 널 얼마나 사랑하는 줄 아니.. 내 곁에 있어줘)  My little princess 이제껏 숨겨온 나만의 사랑 늘 보여줄꺼야 영원토록 변치 않는맘으로 girl 내 자신보다 더 더 사랑해줄 거라고 You're my love 약속할께.."
68,"연규성, 홍대광",말리꽃,얼마나 더 견뎌야 하는지 짙은 어둠을 헤매고 있어 내가 바란 꿈이라는 것은 없는 걸까 더 이상은 견딜 수 없는 것 지친 두 눈을 뜨는 것 마저 긴 한숨을 내쉬는 것 조차 난 힘들어 이렇게 난 쓰러진 채로 끝나는 건 아닐까 항상 두려웠지만 지금 내가 가야 할 세상 속에 네가 있기에 지쳐 쓰러지며 되돌아가는 내 삶이 초라해 보인대도 죽어진 네 모습과 함께 한다면 이제 갈 수 있어 소중하게 남긴 너의 꿈들을 껴안아 네게 가져 가려해 어두운 세상 속에 숨 쉴 날들이 이제 잊혀지도록 지쳐 쓰러지며 되돌아가는 내 삶이 초라해 보인대도 죽어진 네 모습과 함께 한다면 이제 갈 수 있어 소중하게 남긴 너의 꿈들을 껴안아 네게 가져 가려해 어두운 세상 속에 숨 쉴 날들이 이제 잊혀지도록 오 이제 잊혀지도록
69,새봄 (saevom),오지 않을 너에게 (With 경모 of 슬로디 Slou.d),안녕 여린 나의 그대야 나는 너무 길고 긴 나쁜 꿈을 꾸고 있는 걸까 안녕 어린 나의 사랑아 언제부터 너는 이 아픈 이별을 준비해왔을까 나 아침이 오면 눈물을 그칠게 오늘만 딱 하루만 더 울고 너를 놓아볼게 대신 약속해줘 가끔 아주 가끔 그 모습 그대로 내 꿈에 나타나줄래 또 내일이 되면 밥도 먹어볼게 끼니 대충 때우면 너 많이 걱정했으니깐 대신 약속해줘 훗날 먼 훗날에 그 모습 그대로 내 품에 꼭 안겨줄래 잊지 않을게 우리 함께했던 시간 매 순간마다 별들이 반짝이던 은하수 속 우릴 깊어질수록 불안해하던 나를 안아준 너에게 나는 고맙다고 소중했었다고 잊지 않을게 너를 유영하던 시간 매 순간마다 달빛이 감싸 안던 푸른 밤 속 우릴 사랑할수록 사랑할 줄 몰랐던 난 오지 않을 너에게 나는 이제서야 미안했었다고 오지 못할 너에게 나는 이제서야 사랑했었다고
70,이우,고백,내 오래된 친구인 널 좋아하게 됐나봐 아무렇지 않은듯 널 대해도 마음은 늘 떨렸어 미소 짓는 너를 보면 우리 사이가 어색할까 두려워 아무런 말 하지 못한 채 돌아서면 눈물만 흘렸어 말해야 하는데 네 앞에 서면 아무 말 못하는 내가 미워져 용기를 내야 해 후회하지 않게 조금씩 너에게 다가가 날 고백해야 해 처음 너를 만났던 난 기억할 순 없지만 그저 그런 친구로 생각했고 지금과는 달랐어 미소 짓는 너를 보면 우리 사이가 어색할까 두려워 하루종일 망설이다 헤어지면 눈물만 흘렸어 말하고 싶은데 사랑한다고 아무 말 못하는 내가 너무 미워 용기를 내야 해 후회하지 않게 조금씩 너에게 다가가 날 고백할거야 사랑한다고 아무 말 못하는 내가 너무 미워 용기를 내야해 후회하지 않게 조금씩 너에게 다가가 날 고백할거야
71,앤씨아,Coming soon (2022),우물쭈물 하게 돼 네 앞에만 서면 아무것도 못해 왜 맘은 말을 하는데 굳게 닫힌 입술이 떨어지질 않아 거울을 보고 화장을 고치고 답답했던 까만 안경을 벗고 더 과감하게 짧은 치마를 입고 너에게로 baby yoo hoo yoo hoo yoo woo woo 아마 정신 못 차릴 거야 Coming soon Coming soon 기대해 더 예뻐진 내 모습을 baby yoo hoo yoo hoo yoo woo woo 가만 두지 않을 거야 Coming soon Coming soon 긴장해 예전의 내가 아냐 Coming soon 다른 여자만 봐 왜 눈을 떼지 못해 왜 눈치를 못채 넌 내가 옆에 있는데 벌써 몇 시간째 다른 여자 얘기만 해 딱 맞는 예쁜 구두를 고르고 달콤한 향의 향수를 뿌리고 더 과감하게 헤어스타일을 바꾸고 너에게로 baby yoo hoo yoo hoo yoo woo woo 아마 정신 못 차릴 거야 Coming soon Coming soon 기대해 더 예뻐진 내 모습을 baby yoo hoo yoo hoo yoo woo woo 가만 두지 않을 거야 Coming soon Coming soon 긴장해 예전의 내가 아냐 Coming soon 너의 손을 잡고 발 맞춰 걷고 싶어 그게 꿈이라도 좋아 너와 나 함께라면 난 깨지 않을 거야 baby yoo hoo yoo hoo yoo woo woo 아마 정신 못 차릴 거야 Coming soon Coming soon 기대해 더 예뻐진 내 모습을 baby yoo hoo yoo hoo yoo woo woo 가만 두지 않을 거야 Coming soon Coming soon 긴장해 예전의 내가 아냐 Coming soon
72,임세준,그대 내 품에 (모기향 필 무렵),별 헤는 밤이면 들려오는 그대의 음성 하얗게 부서지는 꽃가루 되어 그대 곁에서 머물고 싶어라 만일 그대 내 곁을 떠난다면 끝까지 따르리 저 끝까지 따르리 내 사랑 그대 내 품에 안겨 눈을 감아요 그대 내 품에 안겨 사랑의 꿈 나눠요 만일 그대 내 곁을 떠난다면 끝까지 따르리 저 끝까지 따르리 내 사랑 그대 내 품에 안겨 눈을 감아요 그대 내 품에 안겨 사랑의 꿈 나눠요 어둠이 찾아 들어 마음 가득 기댈 곳이 필요할 때 그대 내 품에 안겨 눈을 감아요 그대 내 품에 안겨 사랑의 꿈 사랑의 꿈 나눠요
73,소규모 아카시아 밴드,사랑 (시소버전) (OST Remastered Ver.),티키 붐 티키 뱅 티키 붐 티키 뱅 터지는 티키 붐 티키 뱅 티키 붐 티키 뱅 터지는 사랑 티키 붐 티키 뱅 티키 붐 티키 뱅 터지는 티키 붐 티키 뱅 티키 붐 티키 뱅 터지는 사랑 사랑 사랑 사랑 티키 붐 티키 뱅 티키 붐 티키 뱅 터지는 티키 붐 티키 뱅 티키 붐 티키 뱅 터지는 사랑해요 사랑해요 사랑해요 사랑해요
74,ASTRO (아스트로),어느새 우린,오랜만이야 네게 할 말이 있어 서툴고 어색하지만 들어 주겠니 눈에 띄게 보기보다 커져 버린 걸 너도 혹시 변했을까 봐 그게 정말 두려웠었어 조그맣던 너의 손을 놓쳐버려서 얼마나 후회했는지 넌 모를 거야 혼자 있던 시간 속에 확실해진 건 다시 이어질 거라 나는 믿고 있는데 너무나 어렸던 우린 어느새 훌쩍 커버렸고 너무나 좋았던 우린 서로 다른 곳을 보고 그리웠던 햇살이 다시 한 해를 넘어 비춰 다시 한번 조금 따스해질까 사실은 후회 많이 했어 난 애써 티 안 내려 내 방구석에서 또 계속 추억 담긴 노래 가사 썼어 널 벗어나고 싶단 생각하긴 했어 하지만 난 꿈에서도 가지 마라 다시 만나 끝까지 절대 니 곁을 떠나지 않아 꼭 다짐한 나 이젠 널 만나 어찌하나 예전 같지 않아 단지 하나 나와 걷지 않아 닿지 않아 다시 한번 기적이 일어나기를 서로 도와가며 꿈을 이뤄 나가기를 기분 좋은 햇살 맞으며 일어나기를 넘어져도 너를 보며 일어나기를 너무나 멀어진 우린 꿈처럼 이렇게 만났고 그리운 니 얼굴 보니 눈물이 쏟아질 것 같아 그리웠던 햇살이 다시 한 해를 넘어 비춰 다시 한번 조금 따스해질까 무뎌진 줄 알았던 감정이 되살아나고 그때 너무 쉽게 너를 놓아 버린 것 같아 시간이 멈춰버린 듯 너는 그대로인데 나만 혼자 너무 달라진 걸까 어느새 우린 남남이 됐지 슬퍼하기엔 시간이 너무 지났지 하지만 그때 추억 잊지 마 너무 미워하지는 마 한땐 서로 사랑하는 사이였으니까 그리웠던 햇살이 다시 한 해를 넘어 비춰 다시 한번 조금 따스해질까
75,더보이즈 (THE BOYZ),시간이 안 지나가 (Walkin' In Time),시간이 안 지나가 너 없는 나를 no 니가 아직 내게 남아 날 아프게만 해 가만히 앉아서 너와 만든 이 추억을 꺼내 나 혼자 이 자리를 맴돌고 있어 이제 나는 잘 웃지도 않아 그 때의 행복함 너와의 설레임 그 아무것도 내겐 없기에 너마저 내 옆에 없기에 Walkin' in time I'm walkin' in time Baby 니가 떠나고 난 홀로 남아 너의 흔적들을 찾고 있어 난 또 네가 없는 나는 너무 허전해 네가 없이 아무것도 할 수가 없어 모든 게 변해가 있어 예전과 same thing 그 손을 놓던 그때부터 난 standing right here 시계바늘은 나를 붙잡지 되려 뒤로 밀려가는 느낌 새 옷을 꺼내 또 입어보아도 여전히 너의 향기가 남아있어 다른 곳에 다른 시간 속에 갇혀 있어 같은 곳에 같은 너를 난 아직 찾고 있어 시간이 안 지나가 너 없는 나를 no 니가 아직 내게 남아 날 아프게만 해 oh baby 가만히 앉아서 너와 만든 이 추억을 꺼내 나 혼자 이 자리를 여기 혼자 남아 있어 맴돌고 있어 너는 가끔 내 생각은 하니 Walkin' in time I'm walkin' in time again 근데 아무것도 달라지지 않네 시간으로 다 나아진다 해도 추억으로만 남아진다 해도 시간이 날 치료 해줬으면 해 시간이 안 지나가 시간이 안 지나가 니가 아직 내게 남아 니가 아직 내게 남아 baby baby 시간이 안 지나가 시간이 안 지나가 니가 아직 내게 남아 여기 이 자리에 서 있어 시간으로 다 나아진다 해도 추억으로 다 남아진다 해도
