,artist_name,song_name,lyric
0,신민정,Make Up,"아무런 의미 없는 다툼
차갑게 날 대하지 마
모든 게 내 잘못이었어
이런 네 모습 낯설어 난
괜한 내 자존심 때문에
Baby babe hate to see you cry
Just talk to me
Talk to me
Talk to me
Can we make up in the morning
지금 얘기해
right now
또 울면서 잠들 거 뻔해
내가 널 잘 알잖아
Can we make up in the morning
Baby babe hate to see you cry
Baby babe talk to me
Talk to me
Talk to me
소홀하다는 말 아무렇지 않게 말아
너 이렇게 전화 끊지마
우리 솔직해지자며 Baby
내게 벌주지 마
아무것도 손에 안 잡혀
No 그만해 이제
난 꿈에서도 한숨을 푹 쉬어
다 느껴지는 걸 어찌 모른 척
시간이 지날수록 더
불안해져만 가는 걸
Can we make up in the morning
지금 얘기해 right now
또 울면서 잠들 거 뻔해
내가 널 잘 알잖아
Can we make up in the morning
Baby babe hate to see you cry
Baby babe talk to me
Talk to me
Talk to me
내가 더 잘할게
Yeah I get it
제발 무슨 말이라도 해봐
나 하루 종일 아무것도 못하겠고
너도 한숨도 못 잘 거잖아 and
그냥 말해줘 다 나한테
Yeah yeah
Oh baby babe please
hate to see you cry
Baby babe talk to me
Talk to me
Talk to me"
1,진혁,차라리 그댈 몰랐던 그때로,"말하지 않아도 그댈 느끼죠
나만큼 힘들어했단 걸
이렇게 낯선 그댄 처음인 것 같아서
나 이별을 예감했죠
차라리 그댈 몰랐던 그때로
우리가 남이었었던 그때로
돌아갈 수 있다면 그대를 만나기 전으로
사랑하지 않았던 그때로 돌아가고 싶어
차가운 바람이 나를 감싸죠
언제부터 서 있었는지
늘 내게 따뜻했던 그대가 익숙해서
나 영원할 줄 알았죠
차라리 그댈 몰랐던 그때로
우리가 남이었었던 그때로
돌아갈 수 있다면 그대를 만나기 전으로
사랑하지 않았던 그때로 돌아가고 싶어
널 놓을 수가 없어 그래서 힘들어
어떻게 이러니
차라리 그댈 몰랐던 그때로
우리가 남이었었던 그때로
돌아갈 수 있다면 그대를 만나기 전으로
사랑하지 않았던 그때로 돌아가고 싶어"
2,칙칙한 남자들,너 (Feat. 핑맨),"너와 함께 길을 걷고
너와 함께 마주 볼래
밤이 아침이 될 때까지
매일 너와 얘기하고
매일 너를 사랑할래
처음 만난 그날 그때처럼
기억나 내 맘을 너에게 가져다준 날
너는 가만히 나를 그저 바라보았지
언제나 너와 나 같은 하늘을 바라볼래
예쁜 하늘만 보여줄걸 약속할게
사랑해 그 한마디 나에겐
서투른 한 마디였지만
사랑해 그 한마디
너에게 이젠 매일 하고 싶어
내 안에 너만 채워넣는게
비워내는것보다
내 감정안에 나를 가뒀네
그런 나를 계속 왜 넌
내가 다칠까 닫아버린 맘을
내가 아플까 열어버린 너를
사랑하지 않고 어찌 버티겠니
내기라면 내가 져버렸네
꺼내기 쉽지 않던 말
나 혼자 되뇌이던 말
네게 꼭 듣고 싶던 말
정말 널 사랑한단 말
숨거나 더는 참지 않아
내 안은 너로 가득 하단 말이야
난 나도 너도 같은 맘이란걸
이제야 말이야
사랑해 그 한마디
나에겐 서투른 한 마디였지만
사랑해 그 한마디
너에겐 이젠 매일 하고싶어
너와 함께 할래 나의 오늘을
너와 생각 할래 나의 내일을
너와 함께 나와 함께 우리 함께
너와 함께 길을 걷고
너와 함께 마주 볼래
밤이 아침이 될 때 까지"
3,디어클라우드,안녕 그대 안녕(Acoustic Ver.),"지켜준다고 말했잖아요
걱정 말라 다독였잖아요
괜찮을 거라고 무슨 일 있어도 내가
내가 곁에 있겠다고
그 모든 말을 잊은 건가요
끝없는 거짓 속에 날 두고 간 그대여
가요 가세요 나를 떠나요
두 번 다시 내게 오지 마요
그대의 젖은 눈을 보면 나는 또다시
그댈 믿을지도 몰라
안녕 나를 원하지 말아요
이제 더는 견딜 수 없어요
나의 허약한 다짐이 흔들리지 않게
내 눈물로 안녕 그대 안녕
사랑은 내 두 눈을 가리고
거짓은 황홀한 독이 되어
그대의 배반을 알 수 없었던
나는 이렇게
그댈 수없이 원망하네요
가요 가세요 나를 떠나요
두 번 다시 내게 오지 마요
그대의 젖은 눈을 보면 나는 또다시
그댈 믿을지도 몰라
안녕 나를 원하지 말아요
이제 더는 견딜 수 없어요
나의 허약한 다짐이 흔들리지 않게
내 눈물로 안녕 그대 안녕
돌아보지 말아요
아무것도 되돌릴 순 없어요
이런 게 그대의 사랑인가요
어리석고 비틀린 내 그대여
가요
가세요 나를 떠나요
두 번 다시 내게 오지 마요
그대의 젖은 눈을 보면 나는 또다시
그댈 믿을 지도 몰라
안녕
나를 원하지 말아요
이제 더는 견딜 수 없어요
나의 허약한 다짐이 흔들리지 않게
내 눈물로 안녕 그대 안녕
내 눈물로 안녕 그대 안녕"
4,조현아 (어반자카파),Here I am,"얼어붙은 시간 속에 떨며
걷다 지친 밤에 난 멈춰서
그리움을 바람에 실어서
그대를 찾아 난 헤매어
where are you
나의 그댄 지금 어디에
here i am here i am
항상 같은 자리에 서서
still i am still i am
그댈 기다리고 있는 나
대답 없는 시간 속에
온 세상이 멈춰진대도
here i am here i am
비바람이 울음을 그치고
떠오른 태양에 난 멈춰서
따뜻해진 바람이 불어서
그대를 향해 난 외쳤어
where are you
나의 그댄 지금 어디에
here i am here i am
항상 같은 자리에 서서
still i am still i am
그댈 기다리고 있는 나
대답 없는 시간 속에
온 세상이 멈춰진대도
here i am here i am
Who here i am
Who
here i am here i am
항상 같은 자리에 서서
still i am still i am
그댈 기다리고 있는 나
대답 없는 시간 속에
온 세상이 멈춰진대도
here i am here i am"
5,미연 ((여자)아이들),마음이 닿는 법 (With 네온파프리카) (Special Track),"사실은 말이야
비밀 하나가 생겼어
어쩌다 보니 오랫동안
마음속에 담아뒀지
달빛 밤을 보면
떠오르는 사람
맛있는 걸 먹을 때면
제일 먼저 생각나는 사람
fall in love
I fall in love 더 많이 보여줘
tell me how
just tell me how 마음이 닿는 법
서로가 서로를 알아갈수록
가까워지는 느낌
기억 속에 언젠가
별빛처럼 빛날 수 있길
바라고 있어
사실은 말이야
비밀 하나를 들켰어
어쩌다 보니 내 마음이
슬쩍 네게 전해졌지
달빛 밤이 오면
보고 싶은 사람
힘들 때에 떠올리면
왠지 위로가 되는 사람
fall in love
I fall in love 더 많이 보여줘
tell me how
just tell me how 마음이 닿는 법
서로가 서로를 알아갈수록
가까워지는 느낌
기억 속에 언젠가
별빛처럼 빛날 수 있길
어느 밤이 지나고
나의 비밀 하나가
기적처럼 이뤄지는 꿈을
오늘도 난 바래
너도 같은 마음이기를
fall in love
I fall in love uh uh uh uh uh
tell me how
just tell me how
서로가 서로를 담아둘수록
소중해지는 느낌
마음속에 언젠가
하나 되어 닿을 수 있길
바라고 있어"
6,레터 플로우,퇴근 후,"터덜터덜 힘없는 걸음
쏟아지는 가로등 불빛들이
어딘지 모르게 허전한 마음
나만 이런 것 같아
덜컹이는 버스를 타고
스쳐 가는 창밖을 바라보면
어딘지 모르게 자꾸 공허한 하루
깊어져 가는 한숨만
매일 똑같은
이런 하루라도
정말 다 괜찮은 걸까
내일은 조금
다르길 바라보지만
오늘과 똑같을 것 같아
오랜만에 친구를 만나
이런저런 얘기를 하고 나서
집으로 돌아와 스르륵 무너지듯
침대에 누워 또 한숨만
매일 똑같은
이런 하루라도
정말 다 괜찮은 걸까
내일은 조금
다르길 바라보지만
오늘과 똑같을 것 같아
저 하늘에 걸린
반짝이는 별도
기댈 곳 없는 듯 외로이 빛나고
내 방안을 채운
달빛에 기대어
한참을 울다가 잠들어
어딘지 모를
길 위에 버려져
혼자 걸어가야만 해
멈출 수 없는
힘겨운 걸음이지만
언젠가 웃는 날이 올까"
7,골든차일드,"모든 날 (Harmony ver) (Sung by Y, 지범, 주찬)","사실 조금 불안해 아니 조금 더 많이
괜한 내일 걱정에 맘이 힘들어져요
아침에 샤워를 할 때면 가끔
모두 잘 될 것 같은 그런 좋은 느낌
Live my life Woo
Oh 내일 아침 태양보다
오늘 밤 저 달이 더 빛나
내가 지금 여기 있잖아
그것만 생각해봐
그래 내일은 내일은 아직
아직 오지 않았잖아
이 순간이 중요해
앞으로 가다 보면
모든 날들은 날들은 결국
결국 내겐 오늘이 될 테니
오늘이 될 테니
우린 정말 잘하고 있어
걱정 따윈 안 해도 돼
가끔 힘들 땐 내게 기대
아픔을 덜어줄게
때론 눈물 흐를 땐 모두 감싸줄게
함께 커가자 그래 우리답게
비 온 뒤 무지개처럼
벚꽃이 피는 날처럼
언젠간 올 네 Climax
Don’t be a lonely night Ay
이 순간의 시간들 다
모든 날이 돼
Live my life
Oh 내일 아침 태양보다
오늘 밤 저 달이 더 빛나
내가 지금 여기 있잖아
그것만 생각해봐
그래 내일은 내일은 아직
아직 오지 않았잖아
이 순간이 중요해
앞으로 가다 보면
모든 날들은 날들은 결국
결국 내겐 오늘이 될 테니
매일 행복하길 매일 더 아껴주길
모든 날들이 오늘만 같기를
기도해 LaLaLaLaLa LaLaLaLaLa
지금처럼만 살아가면 돼
아름다운 날들을 뜨겁게 Yeah
여기 서 있는 건 너잖아
그것만 생각해봐 생각해봐
숨을 쉬는 이 모든 순간이
소중한 선물이니까
이 순간이 중요해
천천히 걷다 보면
그래 오늘이 오늘이 지나
결국 내겐 모든 날 될 테니
모든 날 될 테니
Live my life
모든 날 될 테니"
8,황가람,가슴을 때려온다,"숨죽인 가슴에 담아둔 한 사람
멀어진다 멀어진다 조금씩 떠난다
왜 운명은 서로를 비껴가
아주 잠시만 머물다가 떠나가는 지
멍하니 걷다가 갑자기 울컥하다가
진한 슬픔이 가슴을 때려온다
바람소리 들리면 추억이 밀려와
작았던 행복이지만 그 때가 떠오른다
사는 게 지칠 때 더 생각이 난다
가끔 이렇게 힘들 때
추억에 기대어 버틴다
왜 이렇게 힘겨워하는 지
마음 하나를 못 잡고서 헤매이는 지
멍하니 걷다가 갑자기 울컥하다가
진한 슬픔이 가슴을 때려온다
바람소리 들리면 추억이 밀려와
작았던 행복이지만 그 때가 떠오른다
사는 게 지칠 때 더 생각이 난다
가끔 이렇게 힘들 때
추억에 기대어 버틴다
보고 싶은 얼굴도 좋았던 그 때도
이제는 가슴속에만 여전히 존재한다
사는 게 지칠 때 더 생각이 난다
가끔 서럽고 서러워
추억에 기대어 버틴다"
9,고유진 (플라워),보고 싶다,"아무리 기다려도 난 못가
바보처럼 울고 있는 너의 곁에
상처만 주는 나를 왜 모르고
기다리니 떠나가란 말야

보고 싶다 보고 싶다
이런 내가 미워질 만큼
울고 싶다 네게 무릎 꿇고
모두 없던 일이 될 수 있다면

미칠 듯 사랑했던 기억이
추억들이 너를 찾고 있지만
더 이상 사랑이란 변명에
너를 가둘 순 없어

이러면 안되지만
죽을만큼 보고 싶다


보고 싶다 보고 싶다
이런 내가 미워질 만큼
믿고 싶다 옳은 길이라고
너를 위해 떠나야만 한다고

미칠 듯 사랑했던 기억이
추억들이 너를 찾고 있지만
더 이상 사랑이란 변명에
너를 가둘 순 없어 없어 없어

(미칠 듯 사랑했던 기억이) 사랑했던 기억이
(추억들이 너를 찾고 있지만) 찾고 있지만
(더 이상 사랑이란 변명에)
(너를 가둘 순) 없어

이러면 안되지만
죽을만큼 보고 싶다


죽을만큼 잊고 싶다"
