,가수,제목,가사
90,지아,전할 수 없는 말,"이 밤 그대 그리운 밤
달빛들을 따라서
그대 얼굴 그려봐요
편지에 내 마음을 가득 담아
글로 옮겨 놓아요
내일은 꼭 보내려고
눈물이 편지 위에
한 방울씩 흐르고
내 맘은 번져 가네요
자꾸만 마음이 약해지네요
사랑해 그대를 너무 사랑해
보고 싶은 맘 모아
그대가 있는 곳까지 보내고파
사랑해 얼마나 많은 시간을
그댈 그리워하며 살았는데
매일을 늘 그랬듯이
이 밤 그댈 만나는 밤
항상 꿈에선 그대
날 보며 웃어주니까
창문에 입김 내어
그대 이름 써 봐요
내 이름도 옆에 쓰죠
이러면 곁에 있는 거 같아서
사랑해 그대를 너무 사랑해
보고 싶은 맘 모아
그대가 있는 곳까지 보내고파
사랑해 얼마나 많은 시간을
그댈 그리워하며 살았는데
매일을 늘 그랬듯이
몸서리 치게 그대 그리운 날에
미치도록 그대가 보고픈 날에
사랑했다는 그 말을
전하고 싶은데
그대는 지금 어딨나요
내 사람 그대는 영원한 사람
세상을 다 준대도
바꿀 수 없는 내 사람 그대니까
언젠가 세월이 많이 흘러서
우리 다시 만나면 그때라면
우리 헤어지지 마요
다시 사랑해요 우리"
91,여자친구 (GFRIEND),그루잠 (FALLING ASLEEP AGAIN),"그루잠 (FALLING ASLEEP AGAIN)

가로등 조차 스르르 잠이 드는 밤
어디도 기댈 곳이 없죠
그림자 조차 희미한 하루 끝에서
그대를 만나게 된 거죠
힘들고 지쳤던 나의 투정
이런 기분 전부 받아준
그대의 모습에 난
긴장했던 모든 게 풀려요
눈을 잠시 감았다 떠도
여전히 옆에 있어요
다정히 내어준 어깨가 좋아서
You’re my everything
나를 믿게 하죠 Baby
작은 내 등을 다독여 주는
그대 손길에 다시
맘을 내려 놓고서 잠이 들죠
혹시나 곤히 잠이 든 내가 깰까 봐
숨을 꾹 참는 그댈 봤죠
살며시 스치는 그대 손길
이런 느낌 슬쩍 모른 척
눈을 떴다 감죠
더 그대 곁에 있고 싶은 걸요
눈을 잠시 감았다 떠도
여전히 옆에 있어요
다정히 내어준 어깨가 좋아서
You’re my everything
나를 믿게 하죠 Baby
작은 내 등을 다독여 주는
그대 손길에 다시 맘을
내려 놓고서 잠이 들죠
왠지 모르게 불안한 맘이
자꾸 생겨요 한 여름 밤의 꿈으로
사라지지 않기를 기도해요
기도해요 오늘처럼만
내가 깊게 잠이 들어도
영원히 옆에 있어요
포근한 이 품이 너무나 좋아서
You’re my everything
세상을 다 가진 거죠
어쩜 따스한 숨결로
뒤에서 한결같이 나를 달래주던
그대를 사랑해요"
92,윤지영,꿈,"이젠 익숙해진 거야
아무 말 없이 전활 붙들고
언제 끊을 거야
우린 미안해지기 싫어
쓸모 없는 말만 하다
새벽까지
우린 누구 하나 먼저
사과하는 일 없지
우린 누구 하나 먼저
서롤 이해하려 하지 않지
오 아
난 꿈을 꾸는 거야
빛이 들어오지 않는 밤이야
오 아
난 꿈을 꾸는 거야
빛이 들어오지 않는 밤이야
이제 새로울 게 없는 우리
마음 담아 서롤 보지 못해
우린 미안해지기 싫어
잡은 손은 놓치지 않네
우린 누구 하나 먼저
사과하는 일 없지
우린 누구 하나 먼저
서롤 이해하려 하지 않지
오 아
난 꿈을 꾸는 거야
빛이 들어오지 않는 밤이야
오 아
난 꿈을 꾸는 거야
빛이 들어오지 않는 밤이야
너와 난 같은 거야
다 변한 거야
다 변할 거야
너와 난 같은 거야
다 변한 거야
다 변할 거야
너와 난 같은 거야
다 변한 거야
다 변할 거야
너와 난 같은 거야
다 변한 거야
다 변할 거야"
93,장덕철,따스해져,"상처입었던 나의 이 가슴을
아직은 열어 볼 용기가 없어
매일 너의 뒤에서 서성이기만 하는
이런나 바보같아
참 오랜만에 비춘 햇빛에
참 오랜만에 웃을 수 있었어
이런 고마운 마음 말을 하고 싶어서
용기를 내보려해
따스해져 너만 생각하면
행복해져 널 바라볼때면
이 순간의 감정이 너에게 닿는다면
너의 그 손 내밀어줘
매일 너의 얼굴을 자꾸 떠올리게해
이제는 말을 할게
따스해져 너만 생각하면
행복해져 널 바라볼때면
이 순간의 감정이 너에게 닿는다면
너의 그 손 내밀어줘
그대로 가득한 내 세상
닫혔던 내 마음 열어주고 있어
사랑한다는 말로는 표현 못하는
차오르는 이 마음 뭐라할까
따스해져 너만 생각하면
행복해져 널 바라볼때면
이 순간의 감정이 너에게 닿는다면
너의 그 손 내밀어줘"
94,크래커 (CRACKER),문,"춥고 어두운 바다가
너라도 난 괜찮아
너라서 더 괜찮아
흐린 하늘과 바람도
너라면 다 괜찮아
그래 너잖아
비가 내리는 날에도 넌
그대로 있으면 돼
달려가서 내가
맘을 가려줄게 항상
너의 모든 날과 모든 것
사이사이 스며들어서
밤을 지켜주고 싶어 나
너로 통하는 문 속으로 훅
빠져 버리겠어 지금 난
그리고 그 속에서 너에게
멀리 도망가자 해야지
벽이 없는 하늘로 갈까
아님 바다 밑에 숨거나
어디든지 좋아 난
니가 내 곁에 있다면
별 하나를 따서 몰래 네게 줄 테니
너의 일기장에 놔줄래
그거 하나면 다 돼
나의 맘을 머금은 채
깜빡 잠들 때도 난
너의 꿈을 지켜주고파
너로 통하는 문 속으로 훅
빠져 버리겠어 지금 난
그리고 그 속에서 너에게
멀리 도망가자 해야지
벽이 없는 하늘로 갈까
아님 바다 밑에 숨거나
어디든지 좋아 난
니가 내 곁에 있다면
너로 통하는 문 속으로 훅
빠져 버리겠어 지금 난
그리고 그 속에서 너에게
멀리 도망가자 해야지
벽이 없는 하늘로 갈까
아님 바다 밑에 숨거나
어디든지 좋아 난
니가 내 곁에 온다면"
95,홍자,되돌려줄거야,"내 모든 게 끝이라 해도
잔인하다 말해도
내게 준만큼
너희들에게 되돌려 줄 거야
아픈 가슴 속에
녹아 흘러내린
눈물의 감춰진 모습들
괜찮아질 거야
다시 익숙하게
행복을 찾아줘 날 위해서
그래 난 이제 바보가 아냐
네 모든 거짓말들
떠날 거야 난
이제 널 지우려 해
내 모든 게 끝이라 해도
잔인하다 말해도
내게 준만큼
너희들에게 되돌려 줄 거야
거짓 웃음으로
애써 숨겨왔던
내 안에 깊어진 상처들
괜찮아질 거야
다시 익숙하게
행복을 찾아줘 날 위해서
그래 난 이제 바보가 아냐
네 모든 거짓말들
떠날 거야 난
이제 널 지우려 해
내 모든 게 끝이라 해도
잔인하다 말해도
내게 준만큼
너희들에게 되돌려 줄 거야
내게 준만큼
너희들에게 되돌려 줄 거야
되돌려 줄 거야"
96,김재환,Promise you,"I promise you
내 생애 남겨진
모든 밤을 걸겠어
I promise you
그 어떤 순간도
너를 지키겠다고
I've known everything
널 처음 본 그 때 난 모든 걸 예감했어
아주 오랫동안
되감은 꿈처럼
No other way
내게 주어진 전부
The only way
그저 너를 지키는 것
No other way
내가 할 수 있는 건
그것뿐
I promise you
한치 의심없이
모두 선명해졌어
I promise you
수 많은 시절을
모두 잃는다해도
너를 몰랐던
그 세상으로 난 돌아갈 수 없단 걸
알아버린 지금
이 끝은 아득해
No other way
내게 주어진 전부
The only way
그저 너를 지키는 것
No other way
내가 할 수 있는 건
The only way
그저 너를 사랑하는
그것뿐
오직 그것뿐
No other way
내게 주어진 전부
The only way
끝내 너를 지키는 것
No other way
너를 사랑하는 것
그것뿐"
97,이문세,서로가,"길을 걸으며 생각에 잠겼네
그대는 어디에서
무슨 생각하며 살고 있는지
우리는 서로

서로 그리며 살아왔겠지
지금도 서로를 그리며
조그만 소리로
서로 잊었겠지 말하겠지

하지만 이야긴 끝나지 않았어
아름다웁지만 서러운 일들이
끝없는 인연 속에
미치듯 너를 만나
아름다운 별을 찾아
함께 가자고 했어
모든걸 잊었는데
모든게 변했는데
아름다운 별을 찾아
다시 만나자 했어

길을 걸으며 또 생각을 했지
나는 왜 쫓기듯이
너를 생각하며 살아왔는지
음음 왠지
많은 시간을 지나 왔는데
지금도 서로를 그리며
조그만 소리로
모두 잊었겠지 말하겠지

하지만 이야긴 끝나지 않았어
아름다웁지만 서러운 일들이
끝없는 인연 속에
미치듯 너를 만나
아름다운 별을 찾아
함께 가자고 했어
모든걸 잊었는데
모든게 변했는데
아름다운 별을 찾아
다시 만나자 했어
끝없는 인연 속에
미치듯 너를 만나
아름다운 별을 찾아
함께 가자고 했어
모든걸 잊었는데
모든게 변했는데
아름다운 별을 찾아
다시 만나자 했어"
98,젝스키스,사랑하는 너에게,"너를
사랑해 왔어
모든 걸 걸고
지키려 했었지
나 지금
살아야 할 이유
이제서야
알게 됐어
내게
말하지 않아도
알고 있었어
눈물이 많은 널
혼자서 울기도 했겠지
내가 있을 때도
넌 그랬으니까
함께 있어 주길
바래왔던 시간
이제
난 준비하고 있어
우리에게 주어진 사랑은
이제
너와 함께 시작되는 거야
네 곁에서
있어 줄 사람은
바로
기억해줘
나란 걸 알잖아
Here sit down
Why do you seem lonely
lovely As canbe
gimme your hand
Now look at
Cause Im your man
come as your saviour
And maybe later
Well compress And
name each other
Like me the father
Yous a mother
every nights to
preserved for yous and me
And loving you
for so long baby
Cant you see
amazing Grace
written on our face
I meant yous bomb
with a sweet taste
이젠 눈물 보이지마
하얀 니 얼굴
밉게 보일거야
날 보며 이제는 웃어봐
난 너의 미소에
행복함을 느껴
함께 있어 주길
바래왔던 시간
이제
난 준비하고 있어
우리에게 주어진 사랑은
이제
너와 함께 시작되는 거야
네 곁에서 있어 줄 사람은
바로
기억해줘
나란 걸 알잖아
우리에게 주어진 사랑은
이제
너와 함께 시작되는 거야
네 곁에서
있어 줄 사람은
바로
기억해줘 나란 걸 알잖아"
99,동방신기 (TVXQ!),넌 나의 노래 (You're My Melody),"눈을 감으면 들려오는 소리들
그대의 마음을
그대의 작은 생각들을
내 맘의 많은 잡음 때문에
듣지 못했었나봐 미안해 미안해
눈물의 시간이 이젠 history
걱정하지마 Because
You're my melody 너를 연주할께
On&On 넌 나의 노래
내 삶의 사운드트랙
인생의 무댈 밝혀주는 너를 사랑해
또 불러줄래 넌 나의 노래
I'm sorry란 말을 하기 싫었던
자존심 많았던
너무도 맘이 가난했던
내 영혼이 말라가고 있을 때
모든게 무너질때 내게 와줄래
슬픔의 시간도 노래처럼
꼭 끝이 있는걸 Because
It's your love your love
내게 사랑을 들려주던
그댄 나의 리듬 내 삶의 선물
늘 항상 곁에서
아름다운 꿈이 되어줘
또 불러줄래 넌 나의 노래
수 없이도 많은 sad love songs
우릴 노래하는 것 같아도
이 순간 내 곁을 지켜주는
그댄 무엇보다 소중한걸요
눈을 감으면 들려오는 소리들
그대의 마음을 이젠 불러요
You're my melody 너를 연주할께
On&On 넌 나의 노래
내 삶의 사운드트랙
인생의 무댈 밝혀주는 너를 사랑해
또 불러줄래 넌 나의 노래
It's your love your love
내게 사랑을 들려주던
그댄 나의 리듬 내 삶의 선물
늘 항상 곁에서
아름다운 꿈이 되어줘
또 불러줄래 넌 나의 노래
It's your love your love
내게 사랑을 들려주던
그댄 나의 리듬 내 삶의 선물
늘 항상 곁에서
아름다운 꿈이 되어줘
또 불러줄래 넌 나의 노래"
100,XIA (준수),널 사랑한 시간에,"많이 아파하고 더 많이 미워해도
다시 그댈 꿈꾸죠
하루 지나도 어제만 남아서 나는
그댈 보고 싶어 눈을 감아요
다시 눈을 감아도 잠을 청해도
하염없이 눈물만 흘러
널 사랑한 시간에
머물 수는 없는지
너의 향기가 지워지지가 않아
널 사랑한 기억 속
그 안에 살 수 있다면
난 두렵지 않아 이제 다신
모르는 척 해봐도 지나쳐 봐도
결국 니가 너무 보고싶어
나도 몰래 눈물만 흘러
멈출 수 없어
널 사랑한 시간에
머물 수는 없는지
너의 온기가 나의 품 속에 남아
널 사랑한 기억 속
그 안에 살 수 있다면
난 두렵지 않아 이젠
우리 서로 사랑한다면
함께 할 수 있다면 난 행복할텐데
또 다른 나라서 너밖에 몰라서
너 없인 이제 하루도 살 수 없어
사랑이 모자란
시간만 자꾸 흘러서
오늘 말할게 사랑해 널"
101,윤시윤,내게 오는 길,"지금 곁에서 딴 생각에 잠겨 걷고
있는 그대 설레는 마음에 몰래 그대
모습 바라보면서 내 안에 담아요
사랑이겠죠 또 다른 말로는 설명할수
없죠 함께 걷는 이 길 다시 추억으로
끝나지 않게 꼭 오늘처럼 지켜갈께요
사랑한다는 그 말 아껴둘걸 그랬죠
이제 어떻게 내 맘 표현해야 하나
모든것이 변해가도 이 맘으로
그댈 사랑할께요 망설였나요 날
받아주기가 아직 힘든가요 그댈 떠난
사랑 그만 잊으려고 애쓰진 마요
나 그때까지 기다릴테니
사랑한다는 그 말 아껴둘걸 그랬죠
이제 어떻게 내 맘 표현해야 하나
모든것이 변해가도 이 맘으로
그댈 사랑할께요 눈물이 또 남아있다면
모두 흘려버려요 이 좋은 하늘아래
우리만 남도록

사랑할수 있나요 내가 다가간 만큼
이젠 내게 와줘요 내게 기댄 마음
사랑이 아니라해도 괜찮아요
그댈 볼수 있으니 괜찮아요
내가 사랑할테니"
102,씨야,가슴이 뭉클,"어쩐지 사랑은 어려워
난 아직 서툴러
사실은 지금껏 슬픔과 더 친해
사랑은 먼듯해
우린 서로 너무 달라서
바보라는 것만 닮아서
때론 어긋나고 때론 부딪혀야 하지만
사랑인가 봐 사랑인가 봐요
그댈 보면 가슴이 뭉클해
녹슨 가슴도 굳어 있던 심장도
깨워준 그대
사랑해줘요 나를 안아줘요
숨겨왔던 내 상처까지도
아픈 눈물도 슬픈 외로움도
다신 오지 않게

마음을 주기가 두려워
아프게 될까봐
그렇게 한동안 버려둔 맘인데
닫아둔 맘인데
언제 스며들어 왔나요
언제 가득 채워 놨나요
그대 향기들로 그대 기억들로
나의 맘
사랑인가 봐 사랑인가 봐요
그댈 보면 가슴이 뭉클해
녹슨 가슴도 굳어 있던 심장도
깨워준 그대
사랑해줘요 나를 안아줘요
숨겨왔던 내 상처까지도
아픈 눈물도 슬픈 외로움도
다신 오지 않게
오랜 내 눈물 끝에
가려져 있던 사람
기나긴 날 동안
내가 기다렸던 한사람
그대인가 봐 그대인가 봐요
곁에 서면 아파도 웃게 돼
깊은 흉터도 버릇 같던 눈물도
낫게 해준 그대
보여 줄게요 전부 다 줄게요
아껴 왔던 내 모든 사랑을
혼자라는 말 이별이라는 말
우리에겐 없게 사랑만 남아 있게"
103,여자친구 (GFRIEND),Bye,"안녕 아직은 배우지 못한 말 하나
이제 조금씩 알 것 같아요
혼자 기다리다
숨죽여 울먹이는 내 모습
아직 어리기만 감당하지 못하겠어요
믿어지지 않아서 내게 유일했던
너의 그 위로들이
저기 저 구름 뒤로 사라져
그만 이 별들아 나를 도와줘요
you're my sky
영원히 이게 끝이 아니길
나에게는 우리 추억이
잊지 못할 선물 같아
널 만나고 싶어 볼 수 없다 해도
어디선가 나를 감싸줄 너의 기억
힘든 내색 하나도 없이
웃어주던 그 모습
적어도 내게는 말해주지 왜 그랬어요
꿈이라고 말해줘
내게 소중했던 너의 그 약속들이
저기 저 구름 뒤로 사라져
그만 이 별들아 나를 도와줘요
you're my sky
영원히 이게 끝이 아니길
나에게는 우리 추억이
잊지 못할 선물 같아
널 만나고 싶어 되돌리고 싶어
이뤄지지 않을 거란 걸 알고 있어
날 돌아보지 말아요
참아왔었던 눈물이 쏟아져 버릴 때
나는 괜찮으니까요
이별이 불어오는 곳으로
더욱 더 높이 저 멀리
알아줘요
I don't wanna cry
내 사랑은 어디 가지 않아요
영원히 너의 그 마음을
언제까지 기억할게 보고 싶을 거야
내 곁에 없어도
어디선가 나를 감싸줘 이젠 안녕"
104,정연수,나도 나를 사랑하지 않나 봐,"오늘 내 하루에는
어떤 의미가 있을까
시간이 가는 대로 그저 흐르는 대로
조금씩 멀어지는 꿈은 돌아오지 않아
다른 사람들처럼
언젠간 웃을 수 있을까
잠에서 깨도 여전히
날 반기는 어둠 때문일까
사라지고 싶다가도 두려움이 몰려와
세상은 아직 그렇게
나를 사랑하지를 않나 봐
나도 나를 아직 사랑하지 않나 봐
지나가는 시간 속에 묻어보려 해도
또다시 현실들이 내게 다가와
저기 반짝이는 별을 쫓던
그때 우리는
이제 어디로 가야 할까
마음을 주는 게 내게는
너무 어려워서
뒷걸음질 치게 되고
계속 도망가게 돼
너는 말했지 지금이 지나가면
다 괜찮을 거야
따스했던 위로들이 그저 스쳐 지나가
서로의 꿈을 이야기하던
그때의 우리는
외로운 마음들을 기댈 곳조차 없어
지나가는 시간 속에 묻어보려 해도
또다시 현실들이 내게 다가와
저기 반짝이는 별을 쫓던
그때 우리는
이제 어디로 가야 할까
어쩌면 나도 나를 사랑하지 않나 봐"
105,데이브레이크 (DAYBREAK),원하고 원망하죠,"아직 누굴 사랑할 수 없는
그대 지친 가슴을 난 너무나 잘 알죠
변함없이 그대 곁을 지켜왔지만
그댄 지나버린 사랑
그 안에만 사는 걸
원하고 원망하죠 그대만을
내게 다가온 시간을
힘겹게 만드는 사람
지난 날들을 그대의
아픈 얘기를 모르고 싶은걸
소리내어 환히 웃을 때도
그대 가슴은 울고 있는 걸 느끼죠
그런 그댈 끌어안아 주고 싶지만
이런 내 맘 들키지 않기로 한걸요
원하고 원망하죠 그대만을
내게 다가올 시간을
힘겹게 만드는 사람
그대 지난 날들을 그대의
아픈 얘기를 모르고 싶은걸
지금 그대는 빈 자릴 채워줄
누구라도 필요한거겠죠
잠시 그대 쉴 곳이 되어주기엔
나는 너무나 욕심이 많은걸
원하고 원망하죠 그대만을
내게 다가올 내일을
후회로 만드는 사람
이런 내 맘을 혼자서 얘기할께요
이런 내 맘을
이런 내 맘을
그댈 너무 사랑해요"
106,산들,만져져 (I Feel You),"두 손을 작게 펼쳐봐
잡힐 듯 만져져 여기
내 마음에 다녀간
너의 흔적들
미처 다 전하지 못한
망설임의 언어와
반짝이던 눈빛
시간들
저 노을 빛에 물들어가는
추운 듯한 바람결에도
어디도
이렇게 나는 널 느껴
고요히 홀로 있던
방 한구석에
퍼져 온기처럼
바쁘게 스쳐가는
낯섦 속에도 번져
이렇게 가까이 널 느껴
우우우
보이지 않니
우우우
귀 기울여봐
I feel you
저 새벽달이 어둠을 걷는
반짝이는 햇살 속에도
어디도
이렇게 나는 널 느껴
고요히 홀로 있던
방 한구석에
퍼져 온기처럼
바쁘게 스쳐가는
낯섦 속에도 번져
이렇게 가까이 널 느껴
우우우
들리지 않니
우우우
눈을 감아봐
I feel you
그리움의 이유도
설렘의 시작 끝도
찾을 수가 있는 걸
널 그리는 여기
손에 쥘 듯 가까이
쓸쓸히 내버려진
마음 한구석에 고여
따스하게
비로소 뱉어내는
한숨 그 끝에 가만
떠올려 이렇게 널 느껴
우우우
Can’t you feel my heart
우우우
Can’t you feel my heart
I feel you"
107,나겸 (NAAKYEUM),가을 시선,"이제는 모두 돌아가
제자리에 앉는다
불타는 열정에
가리워졌던 고운 얼굴들이
미소를 보내는 시간
떠나간 착한 연인들
서로 안부를 묻고
다락방 전설이
끝나기 전에 그리운 손을 잡고
고맙다 인사를 하네
해는 유리 거울로
달은 그림자 너머
별은 벌거벗는 이 가슴에
깊어지라고 더 깊어지라고
평화롭게 반짝이면서 안으로 뜨네
사랑 아름다운 길
용서를 만드네
드높은 하늘
모든 것 이해하며 감싸 안아주는
투명한 가을날 오후
모든 것 이해하며 감싸 안아주는
투명한 가을날 오후"
108,이서환,오르막길,"이제부터 웃음기 사라질거야
가파른 저 길을 좀 봐
그래 오르기 전에
미소를 기억해두자
오랫동안 못 볼지 몰라
완만했던 우리가 지나온 길엔
달콤한 사랑의 향기
이제 끈적이는 땀
거칠게 내쉬는 숨이
우리 유일한 대화일지 몰라
한걸음 이제 한걸음일 뿐
아득한 저 끝은 보지마
평온했던 길처럼 계속 나를 바라봐줘
그러면 견디겠어
사랑해 이 길 함께 가는 그대
굳이 고된 나를 택한 그대여
가끔 바람이 불 때만
저 먼 풍경을 바라봐
올라온 만큼 아름다운 우리 길
기억해 혹시 우리 손 놓쳐도
절대 당황하고 헤매지 마요
더 이상 오를 곳 없는 그 곳은
넓지 않아서 우린 결국엔 만나
오른다면
기억해 혹시 우리 손 놓쳐도
절대 당황하고 헤매지 마요
더 이상 오를 곳 없는 그 곳은
넓지 않아서 우린 결국엔 만나
크게 소리 쳐 사랑해요 저 끝까지"
109,"지창욱, Sondia, 장예지, 이예슬",Magic In You,"믿기 어려운 얘기
꿈에서나 본 듯한 그런 얼굴
한 번쯤은 기다리는
놀랍고 이상한 얘기
두렵고도
매혹적인 춤을 추고 싶어
엉킨 길을 닿는 대로 가고 싶어
시작도 끝도 없는 그 길을
여기는 꿈이 아니야
너의 맘속이야
등잔 밑에 밤이야
어지럽혀 믿었던 모든 것들
Let’s Make A Mess And
Let The Dreams Go On
넌 결코 꿈이 아니야
너의 맘속이야
두 볼을 꼬집어 봐
어디로든 걸음을 디뎌봐 봐
Let’s Make A Mess And
Let You Carry On
Let’s Carry On
어제란 건
아무 데도 존재한 적 없어
보이는 그 모든 것의 뒤에 있는
놀라운 이 세상의 맨 얼굴
여기는 꿈이 아니야
너의 맘속이야
등잔 밑에 밤이야
어지럽혀 믿었던 모든 것들
Let’s Make A Mess And
Let You Carry On
Let’s Carry On
Goes And
Comes Around And
난 결코 꿈속이 아니야
달리 볼 뿐이야
여기는 꿈이 아니야
너의 맘속이야
등잔 밑에 밤이야
어지럽혀 믿었던 모든 것들
Let’s Make A Mess And
Let The Dreams Go On
넌 결코 꿈이 아니야
너의 맘속이야
두 볼을 꼬집어 봐
어디로든 걸음을 디뎌봐 봐
Let’s Make A Mess And
Let You Carry On
Let’s Carry On"
110,김동률,잔향,"소리 없는 그대의 노래
귀를 막아도 은은해질 때
남모르게 삭혀온 눈물 다 게워내고
허기진 맘 채우려 불러보는 그대 이름
향기 없는 그대의 숨결
숨을 막아도 만연해질 때
하루하루 쌓아온 미련 다 털어내고
휑한 가슴 달래려 헤아리는 그대 얼굴
그 언젠가 해묵은 상처 다 아물어도
검게 그을린 내 맘에 그대의 눈물로
새싹이 푸르게 돋아나
그대의 숨결로 나무를 이루면
그때라도 내 사랑 받아주오
날 안아주오
단 하루라도 살아가게 해주오
사랑한단 얼어붙은 말
이내 메아리로 또 잦아들어 가네"
111,비,카시오페아 (Feat. 임정희),"저 어딘가에 수많은 불빛 중에
니가 살고있는 집도 있을텐데
그사람 곁에서 편안한 미소를지으며
힘든 일 없이 오늘도 지냈겠지
저 어딘가에 수많은 불빛 중에
잠못 이루는 니가 있을텐데
나를 보내주고 행여나 아직도
내생각에 아파하면서 힘들진않은지
I don't wanna let u go
I don't wanna let u go
세월이 지나도 변하지 않는맘
아직도 넌 내 여자 내 사랑이란걸
버리지 못하는 나를 니가 본다면
얼마나 우스울까
I don't wanna let u go
I don't wanna let u go
아직 깊은 곳에 변하지 않는맘
다른 사람의 여자가 되버린 내가
이런 마음을 갖고 있는 걸 안다면
얼마나 우스울까 MY LOVE

저 하늘 위에 반짝이는 별 중에
니가 찾아준 별자리가 보여
넌 가끔 나를 아름다운 추억으로
떠올려보겠지 어릴적 동화처럼
저 하늘 위에 반짝이는 별 중에
내가 찾아준 별 자리가 보여
행여 니가 보고 내 생각에
눈물 흘릴까봐
내 손으로 가려주고 싶어
I don't wanna let u go
I don't wanna let u go
세월이 지나도 변하지 않는맘
아직도 넌 내 여자 내남자
내 사랑이란걸 버리지 못하는 나를
니가 본다면 얼마나 우스울까
I don't wanna let u go
I don't wanna let u go
아직 깊은 곳에 변하지 않는맘
다른 사람의 여자 여자가 되버린
내가 이런 마음을 갖고 있는걸
안다면 얼마나 우스울까 MY LOVE"
112,엠투엠 (M To M),코끝이 짠하잖아요,"제발 울지마요 바보처럼 왜 그래요
그동안 힘들게 해서 너무 미안해요
이제 웃어봐요 내가 웃게 해줄께요
그댈 품에 안고서 나 외치는말
코끝이 짠하잖아요
나도 눈물이 흘러요
세상에 제일 소중한 사람
나에겐 그대니까요
그대 내 곁에 와줘서
고맙단 말 한 적있었나요
매일 그리고 매일 고마워요
목마른 내 삶에 한 모금 물을 준사람
행복이란걸 주고도 늘 부족하단 사람
내말을 들어봐 주세요
이것만 기억해줘요
그대 때문에 내가 살 수 있죠
코끝이 짠하잖아요
나도 눈물이 흘러요
세상에 제일 소중한 사람
나에겐 그대니까요
그대 내 곁에 와줘서
고맙단 말 한 적있었나요
그대 없이는 안되는걸 나 아니까
일생을 그대만 바라 볼께요
지금 잡은 두 손 평생토록
놓지 않을게
가슴이 짠하잖아요 그대를 보고있으면
한번도 해 본 적없던 그말
이렇게 고백 할께요
그대를 사랑합니다
그대 때문에 행복합니다
못난 사람이지만 믿어줘요
내말 듣고 있나요
사랑해요"
113,바비 킴,Reason (드라마 '타짜'),"무엇을 위해 살아가야만
내가 눈을 감는 그 순간에
어떤 후회도 없노라고
말할 수 있을까
너를 잃고서 얻은 세상이
내게 어떤 의미가 있는지
생각의 끝에 서 있는거
언제나 너뿐야
하루하루 아침이면 눈 뜨는 이유
힘들어도 쓰러질 수 없는 그 이유
세상 가장 높은 곳을 꿈꾸는 이유
한사람 오직 너만이 나를 살아가게 해
강해질꺼야 누구보다도
세상 무엇도 우리 사랑을
갈라놓을 수 없을만큼
나는 강해 질꺼야
하루하루 아침이면 눈 뜨는 이유
힘들어도 쓰러질 수 없는 그 이유
세상 가장 높은 곳을 꿈꾸는 이유
한사람 오직 너만이 나를 살아가게 해
다시 한 번 삶이 주어진데도
너만을 위해 살아갈꺼야
하루하루 아침이면 눈 뜨는 이유
힘들어도 쓰러질 수 없는 그 이유
세상 가장 높은 곳을 꿈꾸는 이유
한사람 오직 너만이 나를 살아가게 해
한사람 오직 나만이 너의 사랑이니깐"
114,DK,잊고 있는중 (Ing),"니가 떠난 지 반년이 지났는데
널 아직도 잊고 있는 중
너의 뒷모습이
안 보일 때쯤 알았어
우리가 헤어진 줄
니가 떠난 지
일년이 지났는데
난 아직도 잊고 있는 중
다른 사람이 생겼다는 말을
듣고도 널 기다리는 중
함께했던 너의 모습이 떠올라
또 내 눈물이 차올라
널 많이도 사랑했었나보다
보낼 수가 없잖아
아닐꺼야 다시 너 돌아올꺼야
그래서 난 잊고있는 중
나없이 행복해 보이는 그사람을
난 아직도 잊고있는중
몰랐어 우리가 헤어질 줄
니가 떠난 지 얼마나 지났을까
난 아직도 잊고 있는 중
잘해 주지 못한 기억이
이렇게 오랫동안 아플 줄은
차가웠던 겨울마저도 어느새
봄을 향해만 가는데
난 오늘도 웃지 못하나 보다
눈물이 낫질 않잖아
아닐꺼야 다시 너 돌아올꺼야
그래서 난 잊고있는 중
나없이 행복해 보이는 그사람을
난 아직도 잊고있는중
몰랐어 우리가 헤어질 줄
가슴은 알아 널 잊어야 살아
너 아닌 사랑 할 수 없다는 걸
나도 잘 알아 널 잊어야 한단 걸
하지만 그게 안돼
널 잊을수가 없어서
그래서 난 잊고있는중
날 잊고 곧 결혼한다는 그 사람을
난 아직도 잊고있는중
몰랐어 우리가 헤어 질줄
니가 떠난 지 얼마나 지났을까
널 아직도 잊고 있는 중
너의 뒷모습이
안 보일 때쯤 알았어
우리가 헤어진 줄"
