,가수,제목,가사
317,예슬,"우산, 안녕.","아무 표정없이 빗속을 걷고 있는 두 사람
아무 의미없이 접힌 우산을
그저 손에 꼭 쥐고만 있어
너와 함께있는게 이토록 익숙한데
어쩌다 우리 이렇게 된걸까
너에겐 항상 변함없는
사람이고 싶었는데
너와 있을수록 외로운건
더는 못 하겠어
미안해 우산을 두고 온
그 날 그때의 니가 그리워
흐릿한 내 삶이 가까스로
흘러만가던 그 때
널 본 순간부터 선명한 색으로
모든게 또렷해졌었어
그토록 따뜻하게 반짝였던 눈빛이
위태로운 날 봐도 온기없는 시선만
너에겐 항상 변함없는
사람이고 싶었는데
너와 있을수록 외로운거
더는 못 하겠어
미안해 우산을 두고왔어서
너에겐 항상 변함없는
사랑주고 싶었는데
너와 있을수록 작아지는 날
더 못보겠어
미안해 우린 여기까진거야
찬기 어린 침묵이
고집스런 내 맘을 놓으라고 재촉해
네가 있던 자리에 공허만 남더라도
혼자서 견뎌볼게
찬기 어린 침묵이
고집스런 내 맘을 놓으라고 재촉해
네가 있던 자리에 공허만 남더라도
혼자서 견뎌볼게
아무 표정없이 빗속을 걷고 있는 두 사람"
318,임유정,야간항해,"짐을 가볍게 챙겨
뭐든 좋으니 몇 가지
가장 소중한 걸로
아무도 없는 그곳
우리 둘만 있는 곳
가자 미지의 섬으로
떠나보자
이 밤의 별을 엮어 만든
배를 같이 띄워보자
우리는 젊은 항해사
어디든 나아갈 수 있어
우리는 낭만 항해사
무엇도 방해할 수 없어
잠들지 못하는 밤은
우리의 출항지
우리의 출항지
길을 잃어도 좋아
알 수 없는 바다는
조용하게 흐르네
달빛이 빛나는
깊고 푸른 파도에
몸을 맡겨도 좋아
떠나보자
이 밤의 꿈을 엮어 만든
배를 같이 띄워보자
우리는 젊은 항해사
어디든 나아갈 수 있어
우리는 낭만 항해사
무엇도 방해할 수 없어
잠들지 못하는 밤은
우리의 출항지
우리의 출항지
우리의 출항지
우리의 출항지
짙은 새벽이 지나면
도착하게 될 거야
사랑이 가득한 그곳으로"
319,성시경,"바람, 그대","바람이 불어서
눈을 감았더니
내게로 달려 오네 가을이
젖은 머리로 넌
어디를 다니나
코끝엔 익숙한 그대 머리향기
그대의 손 따뜻했던 그 온도와
그대의 얼굴, 얼굴
단숨에 또 나를
헝클어버린 내 가을이

내 맘은
그대 곁에 가
누웠네 살며시
더딘 내 기억은
그건 봄이 였나
그건 꿈이 었나
우리 만난 웃었던
속삭였던
눈부셨던 그 날, 그 날
언제나 내 손을 잡던
너 지금은 어디에
먼곳에

단숨에 날 헝클어 버렸네
바람이 가을이

그대가 그리워 다시
가을인 걸 알았네

울지는 않지만
간신히 담담한
나를 이렇게 또 헝클어

계절은 흐르네

다시 또 오겠지만
흐르네"
320,엠씨더맥스 (M.C the MAX),Closing Time,"들어갈 수 없어요
아무도 없나 봐요
이미 꺼져버린 불빛은
다시 켤 수는 없는 건가요
문을 두드려봐도
아무도 없나 봐요
이미 굳게 잠궈져버린
그대 마음의 문 앞에
쓸쓸히 기다려봐도
time closing time
더 이상 머물 수는 없나요
정해진 시간이 있는 것처럼
차갑게 닫혀져버린
그댈 부르고 불러봐도
time closing time
시간을 되돌릴 수는 없나요
내일이면 다시 올 것만 같아
항상 같은 자리에
멍하니 그댈 기다려요
꽃을 선물하고파
거리를 헤매봐도
이미 늦어버린 시간에
모두 다 닫혀버린걸
마치 그대 마음 같아
time closing time
시간을 되돌릴 수는 없나요
내일이면 다시 올 것만 같아
항상 같은 자리에
멍하니 그댈 기다려요
닫혀버린 그대 마음은
영영 돌이킬 순 없나요
왜 그대 맘 더 이상 머물 수는
없나요
정해진 시간이 있는 것처럼
차갑게 닫혀져버린
그댈 부르고 불러봐도
time closing time
시간을 되돌릴 수는 없나요
내일이면 다시 올 것만 같아
항상 같은 자리에
멍하니 그댈 기다려요
시간을 되돌릴 수는 없나요"
321,J.Fla,화살 (Arrow),"이대로 나 괜찮은 거니
내 맘 몰라 왜 자꾸 눈물이
흐르고 흐르고 흐르는지
그렇게 슬프지 않았는데
이대로 넌 괜찮은 거니
나도 몰라 왜 자꾸 눈물이
흐르고 흐르고 흐르는지
그렇게 아프지 않았는데
비가 쏟아져 내리는 오늘은 왠지
우산이 쓰기 싫어
이젠 너와의 약속도 없는데
괜히 시계만 쳐다봐
이게 뭐라고 뭐라도 해보려는데
손에 잡히지 않아
나도 모르게 꺼내진 기억에
다시 상처가 돋아나
내가 젤 예쁘다고 나만 사랑한다고
내가 젤 착하다고 너만 바라보라고
니가 했던 말들이 달콤했던 목소리
I'm sorry
말 한마디 화살이 되어버렸어
이대로 나 괜찮은 거니
내 맘 몰라 왜 자꾸 눈물이
흐르고 흐르고 흐르는지
그렇게 슬프지 않았는데
이대로 넌 괜찮은 거니
나도 몰라 왜 자꾸 눈물이
흐르고 흐르고 흐르는지
그렇게 아프지 않았는데
항상 들었던 노래들 오늘은 왠지
아무 느낌이 없어
이젠 신경 쓸 사람도 없는데
왜 맘이 불편한지
이게 뭐라고 뭐라도 웃으려는데
글자만 웃고있어
나도 몰랐던 내 모습 멍하니
네 기억이 찾아와
내가 젤 예쁘다고 나만 사랑한다고
내가 젤 착하다고 너만 바라보라고
니가 했던 말들이 달콤했던 목소리
I'm sorry
말 한마디 화살이 되어버렸어
이대로 나 괜찮은 거니
내 맘 몰라 왜 자꾸 눈물이
흐르고 흐르고 흐르는지
그렇게 슬프지 않았는데
이대로 넌 괜찮은 거니
나도 몰라 왜 자꾸 눈물이
흐르고 흐르고 흐르는지
그렇게 아프지 않았는데
I'm sorry
말 한마디 화살이 되어버렸어"
322,Kei (러블리즈),I Go,"아무도 날 바라봐 주지 않을 때
이 시간 길게만 느껴져
어디에도 내 마음 둘 곳 없을 때
그대가 내게 내밀었던
그 두 손을 따뜻하게
놓지 않을 수 있게
끝이 보이지 않는 길이더라도
멈추지 말고
Over and over again
지금 날 비추는
이 조그마한 빛들이 모이면
너에게 가까이 다가갈래
그땐 나를 꼭 안아줘
다가올 그날에
우리가 마주할 그 순간에
같은 곳을 바라보며
우리 웃을 수 있게 l Go
조금은 지쳤다고 생각이 들 때
이대로 멈추고 싶어져
아주 가끔은 주저앉고 싶을 때
그대가 내게 보여줬던
그 미소를 영원하게
잃지 않을 수 있게
높은 하늘을 날아가는 새처럼
멈추지 말고
Over and over again
지금 날 비추는
이 조그마한 빛들이 모이면
너에게 가까이 다가갈래
그땐 나를 꼭 안아줘
다가올 그날에
우리가 마주할 그 순간에
같은 곳을 바라보며
우리 웃을 수 있게 I Go
너를 가득 담아서
이 마음 전해줄게
달려가 너에게
지금 날 비추는
훌쩍 커버린 저 빛들을 모아
너에게 가까이 다가왔어
지금 나를 꼭 안아줘
다가온 이 날에
우리가 마주한 이 순간에
같은 곳을 바라보며
우리 웃을 수 있게 I Go"
323,엠씨더맥스 (M.C the MAX),天(천)의 안부,"잘 있었나요 별일 없나요

내게 있을때 처럼

자주 아파하지는 않나요

괜한 걱정드네요

그대가 사는 저 하늘 위에

어떻게들 사나요

함께 했었던 그때처럼만

행복하길 바래요

내 걱정에 자주 비를 내리진 마요

내가 그대 곁으로 떠날 수 있는 그 날

행복한 웃음으로 나를 반겨

주기를 바래요

우리 못다한 사랑 너무 아팠던 사랑

그 곳에서 이뤄질테니까요 그땐



내 걱정에 자주 비를 내리진 마요

그대 없단 이유로 아파하며 사는게

이것으로 내게는 그 하나로 충분한걸요

우리 못다한 사랑 너무 아팠던 사랑

그 곳에선 이뤄질테니까요 그땐

잘 있었나요 별일 없나요

내게 있을때 처럼"
324,휘성 (Realslow),놈들이 온다,"I'm drownin' myself
in the memories of love
my heart is breakin'
with the thought of our lost love
I'm drownin' myself
in the memories of love
my heart is breakin'
with the thought of our lost love
LOVE 한순간에 눈이 맞았지
LOVE 불이 번져가듯 빨랐지
LOVE 우리는 사랑을 믿었지
그래 그땐 그랬었어
LOVE 처음 그 느낌이 좋았어
LOVE 그 걱정이 시작이었어
LOVE 뭔가 예전같지 않아서
우린 그게 너무 슬펐어
지독한 놈들이와 눈물과 이별이와
힘없이 틀림없이 당하고 말거야
잠깐이야 곧 지나가고 잊혀질거야
어린시절의 기억들 처럼
LOVE 마치 보란듯이 만나서
LOVE 끝을 향한 시작을 했어
LOVE 그건 사랑이 아니었어
그래 그게 문제 였어
LOVE 처음 부터 잘못이었어
LOVE 외로움의 시작이었어
LOVE 다시 돌이킬수 없는걸
우린 이미 너무 늦었어
지독한 놈들이와 눈물과 이별이와
힘없이 틀림없이 당하고 말거야
잠깐이야 곧 지나가고 잊혀질거야
어린시절의 기억들 처럼
I'm drownin' myself
in the memories of love
my heart is breakin'
with the thought of our lost love
I'm drownin' myself
in the memories of love
my heart is breakin'
with the thought of our lost love
인사처럼 마치 악수처럼
널 안고 손잡고 또 애써 웃지만
끝이란 걸 이미 알고있어
너와 난 지독한 놈들이야
모든걸 다 가져가
그만둬 내버려둬 외치고 싶지만
잘가란 말 한마디밖에
할 수 없잖아
다신 못 만날 사람들 처럼
LOVE LOVE LOVE"
325,JIN (러블리즈),너만 없다,"기억이 머물다간 그 자리에
손 끝에 남아있는 온기에도
니가 있다 있다 너의 향기
너의 얼굴
제발 날 봐 날 봐봐 날 봐봐
나 이렇게 널 느껴 널 느껴 널 느껴
애써 잡은 말투 애써 잡은
미소 애써 잡은 넌데
우리 함께 있던 그 공간에
내가 널 닮아가던 그 순간에
빗속을 그냥 걸어도 너무 좋았던
니가 없다 니가 없다
어떻게 나 혼자서 널 지우고 살아
함께 걸어가던 그 시간에 그렇게
만들어가던 추억까지도 미련까지도
머문 자리에 난 서 있다 너무 그리워
날 봐봐 날 봐봐 날 봐봐
나 아직도 널 느껴 널 느껴 널 느껴
겨우 닮은 말투 겨우 닮은 미소
겨우 닮은 넌데
우리 함께 있던 그 공간에
내가 널 닮아가던 그 순간에
빗속을 그냥 걸어도 너무 좋았던
니가 없다 니가 없다
어떻게 나 혼자서 널 지우고 살아
너무 그리워
겨우 허락된 너의 이름
지울 수 없어 너만이 부른
나의 이름이 여기 잠자고 있어
우리 함께 있던 그 공간에
함께 걸었어야 할 시간에
나 혼자 붙잡고 있어 우리 미래도
나의 바램도 멈춘 자리에
나 서있고 너만 없다"
326,린,단 하루,"어쩜 우리가 헤어졌는지
거짓말 같은 시간들
아닐 거야 아니라는 혼잣말
방안에 채워진 추억
우리 꿈결 같았던 시간은
끝난 거야 끝났다고 울어
바람이 부는 듯이
내게로 날아와 줘
하루만 딱 하루만
그 시간으로 우리가 살아요
얼굴을 묻어봐도
눈물이 차 올라요
흐르는 시간이 두려워
정말로 끝인 걸까 봐
빛도 들지 않는 어둠
나를 향한 가혹한 시선들
끝날 거란 모두
시들 거란 혼잣말
나는 어디로 간 걸까
내가 알지도 못하는 곳에
숨겨진 채 떨궈진 채 있나
바람이 부는 듯이
내게로 날아와 줘
하루만 딱 하루만
그 시간으로 우리가 살아요
얼굴을 묻어 봐도
눈물이 차 올라요
흐르는 시간이 두려워
정말로 끝난 건가 봐
눈물 속에 흐릿해진
그 기억을 따라 걸어요
따뜻했던 그대 손을 느껴
다시 돌아와요
그대 날 도와줘요
그대만 날 살려요
자꾸만 자꾸만 날 밀어내면
어디로 가나요
그대를 사랑해요
그대만 사랑해요
하루도
버틸 수 없는데 단 하루
하루 하루도"
327,새봄 (saevom),너는 왜 날 사랑하지 않았을까 (With 은종),"너는 왜 나를 사랑하지 않았을까
쏟아지는 생각에 또다시 울음이 터져
잘 된 일이라고 날 달래봐도
좋았던 기억 끝엔 항상 네가 있어
너는 왜 내게 화를 내지 않았을까
혼자 널 미워하다 사랑했던 어제의 나
못된 생각들을 애써 들켜봐도
너의 침묵은 더 주저앉게 했어
한 번쯤은 너
아니 실수라도
전화 걸 수도 있잖아
쉬운 말들로
날 속였대도
다시 흔들릴 텐데
그렇게 전부 잊은 듯
우리가 한 번도
없었던 것처럼
너는 정말 나를
사랑하지 않았을까
너는 왜 내게 애태우지 않았을까
언제부터였을까 기억을 되짚어 보네
바슬거리던 나 말이 없던 너
무뎌지는 너와 무너지는 나를
한 번쯤은 너
아니 술에 취해
찾아올 수도 있잖아
흔한 말들로
다가온대도
다시 사랑할 텐데
그렇게 쉽게 잊은 듯
우리가 한 번도
없었던 것처럼
너는 정말 나를
사랑하지 않았을까
아마 우리는 꼭 같은 맘일 거라고
너도 아플 거라는 헛된 기대를 했나 봐
난 안 되겠는데 이젠 안 되겠는데
너의 걸음은 지금 어디쯤 멈춰 있는지
지금이라도
아니 언제라도
너에게 가고 싶어
너도 알잖아
내가 널 얼마나
사랑했는지
너에게 그리움이 채 닿기도 전에
이렇게 무너질 나약한 나를
이런 나를 잘 알잖아"
328,에피톤 프로젝트,첫사랑 (Drama Ver.),"처음 널 만나던 그 순간
숨이 벅차 오르던 기억
혹시 네가 들었을까봐
들켰을까봐 마음 졸이던 날 기억해
넌 참 목소리가 좋았어
같이 걸을 때 더 좋았어
그래 그럴 때가 있었어
가슴 시리게 사랑했었던 날 있었어
넌 나에게 매일 첫사랑
봄눈이 오듯 그렇게 나는 기다려
설레이던 그날도 취했었던 그 밤도
마음이 이상해 바람 불어올 즘이면
넌 나에게 매일 첫사랑
봄눈이 오듯 그렇게 나는 기다려
슬퍼 울던 그 날도 비틀대던 그 밤도
마음이 이상해
바람 불어올 즘이면 여전히
때로 사랑은 참 외로워
그래 삶이란 늘 어려워
알아 우리 함께 했던 날
가슴 시리게 사랑했었던 날 있었어
넌 나에게 매일 첫사랑
봄눈이 오듯 그렇게 나는 기다려
설레이던 그날도 취했었던 그 밤도
마음이 이상해 바람 불어올 즘이면
넌 나에게 매일 첫사랑
봄눈이 오듯 그렇게 나는 기다려
슬퍼 울던 그 날도 비틀대던 그 밤도
마음이 이상해
바람 불어올 즘이면 여전히"
329,임현식 (비투비),너를 안고 있으면,"너를 안고 있으면
무거운 맘이 가벼워져
푹신한 구름 위에 눕는 것만 같아
너를 안고 있으면
차가운 맘이 따뜻해져
마주 닿은 심장이 춤추는 것 같아
그냥 이대로 계속 이대로 가만히
널 안은 채로 같은
꿈을 꾸고파 영영
영영
너를 안고 있으면
모두 맞춰진 퍼즐 같아
완벽한 그 모양은 예쁜 하트 같아
너를 안고 있으면
잃어버린 내 반쪽 같아
저 하늘이 정해준 운명 같은 사랑
부딪히지 말자
그냥 안고 가자
계속 이대로 웃으며
시간아 제발 멈춰
그냥 이대로 계속 이대로 가만히
널 안은 채로 같은 꿈을 꾸고파 영영
영영"
330,양파,Happy End,"이제 그리 오래 걸리지 않을 거야
이 아픔이 그치는 날이
어제는 돌아보지 않을래
긴긴밤에 덮여 또 오늘을 살아가
길었던 밤이
모두 지나 사라지면 그땐 지워질까
기억 속에서
웃고 있는 너 있다면 난 Happy End
날이 갈수록 짙어 지는 어제의 너
닿고 싶은 오랜 꿈이라서
날 잃을 걸 다칠 걸 알면서도
숨찬 이 순간도 난 너에게 달려가
길었던 밤이
모두 지나 사라지면 그땐 지워질까
기억 속에서
항상 웃고 있는 너
그걸로 난 Happy End
함께 그렸던 우리 모든 순간은
절대 지워낼 수 없어
지금도 나는
보고 싶어져 네가
사라지지 마 제발"
331,나인(NINE9),나의 사랑을 미워하지 말아요,"눈이 부시네요 서러워질 만큼
그대는 오늘도 아름답네요
맘이 서늘해요 그대라는 햇살은
나를 비춰주지 않으니까요
사람들은 그래요 너무 쉽게 말해요
나의 사랑은 완전하지 않다고 말해요
그대를 혼자서 사랑하는 일
사나운 가시 같은 마음을 안고 있는
이런 나를 아나요
남몰래 울어본 적이 있다면
그 순간을 기억한다면 나를
나의 사랑을 미워하지 말아요
나 웃어보아도 말 걸어보아도
그대는 다른 세상에 있네요
하루에 몇 번씩 내 마음을 앓다가
나 혼자서 이별하고 있네요
그대를 혼자서 사랑하는 일
사나운 가시 같은 마음을 안고 있는
이런 나를 아나요
남몰래 울어본 적이 있다면
그 순간을 기억한다면 나를
나의 사랑을 미워하지 말아요
소리 없는 고백들 몰래 했던 이별까지
내겐 이대로 소중한걸요
나만의 사랑이 아름다워서
그대가 알아주지 않아도 괜찮아요
난 후회하지 않아요
사랑에 빠져본 적이 있다면
그 순간이 찬란했다면 나를
나의 사랑을 미워하지 말아요
그대여 날 싫어하지 말아요"
332,초아,I Wish,"설레이는 나처럼 그대 맘도 같을까
달달한 이 꿈속에 둘이서만 있을까
랄랄라 번지는 꽃노래
내 어깨를 감싸요
I Wish wish I wish wish
운명이라 한다면
I Wish wish I Love you wish
그 얼마나 좋을까
이 꿈속에 있어요
두 눈 뜨지 말아요
떨리는 심장 소리 숨길 수가 없어요
달콤한 이 꿈속에 둘이서만 있으니
랄랄라 번지는 미소가
그댈 닮아 행복해
I Wish wish I wish wish
운명이라 한다면
I Wish wish I Love you wish
그 얼마나 좋을까
I Wish wish I wish wish
꿈같은 시간 속에
I Wish wish I Love you wish
어딜 가고 있을까
이 꿈속에 있어요
사랑한다 말해요"
333,박다혜,정리중(Good bye),"넌 어때 아직 실감이 안나
우리 왜 헤어진건지 말야
언제부터 날 밀어냈는지 점점
멀어지는 널 몰랐었는지
함께했던 추억들에 먼지가 쌓여
수북해져 가는 줄 몰랐나 봐
하루 하루 힘들게 너를 정리 중이야
돌아올까 그대로 남겨두는 중이야
이게 정말 끝일 까봐
네 흔적을 지우지 못해
내 예쁜사랑이
한 순간 일까봐 나는
솔직히 말해서 못 보낼 것 같아
난 말이야 이제야 실감이 나
우리 왜 헤어진건지 말야
함께했던 기억들이 선명하지만
너를 지우려고 애쓰는 중이야
하루 하루 힘들게 너를 정리 중이야
돌아올까 그대로 남겨두는 중이야
이게 정말 끝일 까봐
네 흔적을 지우지 못해
내 예쁜사랑이 한 순간 일까봐 나는
내곁에 습관처럼 네가 있었는데
구멍난 것 처럼 네가 사라져
하루 하루 힘들게 내맘 정리 중이야
매일 매일 눈물로 너를 정리 중이야
이젠 정말 끝이니까
네 흔적을 지워가 볼게
내 예쁜사랑은
한 순간 이니까 이제 안녕"
334,모닝커피 (Morning Coffee),종로에서,"처음 우리 만나서 걸었던 종로
날이 너무 좋았어
하늘은 맑았고 우린 들떴었지
뭘해도 다 좋은날
그날 우리 줄서서 먹었던 저녁
다시 오자 했었지
그약속 그대로 우린 또여기에
우리 둘을 위한 날인걸
널 좋아해 네게 말은 못해도
너의 눈을 보고 웃고 있잖아
수줍어 모른척마 너도 알고있잖아
모든게 예쁜 오늘 고백해
해가지는 종로 노을아래서
붉어지는 마음 들킬것같아
고백해 난좋아 함께 걷다가 길
끝에선 손을 살며시 잡을래 좋아해
그때 우리 만났던 종로에서봐
오래 기다린그말
믿기지 않아서 자꾸 널쳐다봐
지금 여기 함께 걷는걸
널 좋아해 네게 말은 못해도
너의 눈을 보고 웃고 있잖아
수줍어 모른척마 너도 알고있잖아
모든게 예쁜 오늘 고백해
깊은 달빛 종로 기분에 취해
이순간을 그냥 놓치긴 싫어
고백해 난좋아 우리 예쁘게
잘해보자 조금 서둘러 말할래
좋아해"
335,오존 (O3ohn),내 마음속 너의 강,"노을 지는 해질녘
그 골목을 돌아서
너와 있던 시간 속
그곳을 바라보고 있네
내 마음속 너의 강
깊이도 흘러들어
잊혀질 듯 사라질 즈음
다시 만나게 될
너와 나
미처 너에게 전하지 못한 말
그리움이 더해져
쿵쾅대는 심장소리로
네게 닿아주기를
그럴 수 있다면
손을 내밀면 거울처럼 꼭
다가오던
When I feel you in my heart
Everything goes fine
And the space between us
It seems to have disappeared
The way you make me smile
And the way you make me cry
There are the reasons
I’m Still here standing to wait you
그 많은 순간들 그 사이 어딘가
함께 하지 못한 날들
그저 말없이 안아줄 수 있다면 우리
그 많은 우리 어긋났던 시간 속
지켜주지 못했던 날들
그저 말없이 안아줄 수 있다면
우리
그 많은 순간들 그 사이 어딘가
함께 하지 못한 날들
그저 말없이 안아줄 수 있다면 우리"
336,이적,다툼,"얼마나 많은 다툼뒤에
우린 비로소 뉘우칠 수 있을까
얼마나 거친 말들 속에
우린 상처를 숨겨야 하는걸까
다친 마음에 딱지가 앉아
어루 만져도
아무 느낌도 들지 않을때
둘이 서로를 마치 영원히
깨지지 않을
돌맹이 처럼 대하려 할때
나는 조용히 속으로 묻는다
얼마나 멋진 사람인가
우린 그렇게 만났던 것 같은데
얼마나 값진 인연인가
우린 기꺼이 나눴던 것 같은데
다친 마음에 딱지가 앉아
어루 만져도
아무 느낌도 들지 않을때
둘이 서로를 마치 영원히
깨지지 않을
돌맹이 처럼 대하려 할때
나는 아직도 너를 사랑해
마음 깊은 곳
덮어 두었던 말을 전할께
너를 사랑해 너를 사랑해
못이기는척 나를 돌아본
네게 외칠께
팔을 벌리며 다가올 너에게
품에 안기며 울먹일 너에게"
337,이기찬,아니기를,"두 눈을 감는 이유
당신 때문이 아니기를
달빛이 너무 밝아 그랬기를
눈물이 나는 이유
당신 때문은 아니기를
불러도 대답 없는 그댈 향한
눈물은 아니길
부디 사랑이 아니길
부디 그대만 아니길
손톱만한 마음마저 허락치 않기를
붉게 물이 든 가슴도 뜨거운 눈물도
부디 아무것도 아니길
가슴을 치는 이유
누구 때문도 아니기를
당신의 뒤를 밟는 미련 따윈
더더욱 아니길
부디 사랑이 아니길
부디 그대만 아니길
손톱만한 마음마저 허락치 않기를
붉게 물이 든 가슴도 뜨거운 눈물도
부디 아무것도 아니길
끝내 벼랑에 놓여도
더는 갈 곳이 없어도
사랑한단 그 말만은 뱉지 않기를
이미 시작된 인연은 어쩔 수 없대도
부디 사랑만 아니기를"
338,테이,사랑은 왜,"사랑이란 가슴보다
한 뼘 짙은 설레임
그 끝이 무엇인 줄 모르고
사랑 할 땐 네게서
미움 찾지 못했던 나
아팠어도 마냥 바보 같던 사랑
영원 할 것 같았던 우리의 시작은
처음과 멀어질수록 자꾸
지난 시간 속에
각자의 길을 걷잖아
사랑은 왜 내게서
머물지를 못하고
지친 내 가슴 안에 빈자리
그 틈을 삼킨 채 그렇게 나를 떠나
대체 왜 너 하나 지켜내지 못하고
흩어진 가슴 여미는데
또 난 왜 여기 서있나
영원 할 것 같았던 우리의 시작은
처음과 멀어질수록 자꾸
지난 시간 속에
각자의 길을 걷잖아
사랑은 왜 내게서
머물지를 못하고
지친 내 가슴 안에 빈자리
그 틈을 삼킨 채 그렇게 나를 떠나
대체 왜 너 하나 지켜내지 못하고
흩어진 가슴 여미는데
또 난 왜 여기 서있나 그대
그대는 내 마음을 원했고
나 역시 그대를 원했지
그 칼날 같던 사랑
그 사랑 땜에 베인데도 나
나 이렇게 서 있을게
사랑은 왜 내 곁에
머물지도 못하고
멍든 내 가슴 안에
외로움 상처만 남긴 채
그렇게 나를 괴롭히지
왜 너 하나 지키지도 못했던
비겁한 나를 꾸짖는데
또 난 왜 여기서 있나"
339,이민혁,재생,"파도 지워지는 발자욱
빛 바래져 버린
보라색 우산
널 품고 있는 작은 조각들
밤 그늘 아래 두 사람
뺨을 만지며 인사를 건네던
애써 웃음 짓던 너의
잘 지내야 해 떨리는 입술도
이젠 아무렇지 않아서
다 놓고 온 줄 알았던 것들
참 눈부셨던 그때의 우리
뒤돌아서는 슬픈 그림자
너를 잡았다면 행복했을까
흑백 사진 속의 너와 나
창틈을 헤집던
궂은 날씨도
널 안기 위한 핑계였을 뿐
가자 어디로든 둘이서
네게 건넸던 수많은 용기들
모두 잊은 걸까 혹시
이런 나라도 좋은 기억일까
이젠 아무렇지 않아서
다 잊은 줄만 알았던 날들
참 서툴렀던 그때의 우린
어리지만은 않았었나 봐
아직 이렇게나 아려오니까
함께였던 옛 사진 속
긴 생각에 잠기는 맘
어느덧 찾아오는 새벽은 날
그때로 다시 데려가는데
더는 아무렇지 않은 척
네게
붉어지는 눈을 감는다
다 잊을 거라 다짐했는데
늘 하지 못한 말이 생기는
쳇바퀴 같은 내 하루의 끝
그저 너로 가득한
이 노래가 네게 닿는 날
그땐 정말 널 찾지 않을게
더 불러봐도 채워지지 않을
텅 비어버린 마음 한 켠에
널 기다리며 이 노랠 부른다"
340,남화용,홀로 가는 길,"나는 떠나고 싶다 이름 모를 머나 먼 곳에
아무런 약속없시 떠나고픈 마음 따라 나는 가고싶다
나는 떠나 가야해 가슴에 그리움 갖고서
이제는 두 번 다시 가슴아픔 없는곳에 나는 떠나야해

나를 떠나 간 님의 마음처럼 그렇게 떠날순 없지만
다시 돌아온단 말없시 차마 떠나 가리라
사랑도 이별도 모두가 지난 얘긴 걸
지나간 날들 묻어두고 떠나 가야지
Refrain"
341,리즈 (Leeds),이별의 그늘,"문득 돌아보면
같은 자리지만
난 아주 먼 길을
떠난 듯 했어
만날 순 없었지
한 번 어긋난 후
나의 기억에서만
살아 있는 먼 그대
난 끝내 익숙해지겠지
그저 쉽게 잊고 사는 걸
또 함께 나눈 모든 것도
그 만큼의 허전함일뿐
덧없이 흘러가는 시간속에서
어떤 만남을 준비할까
하지만 기억해줘
지난 얘기와 이별 후에
비로소 눈 뜬
나의 사랑을

문득 돌아보면
같은 자리지만
난 아주 먼 길을
떠난 듯 했어
만날 순 없었지
한 번 어긋난 후
나의 기억에서만
살아 있는 먼 그대
난 끝내 익숙해지겠지
그저 쉽게 잊고 사는 걸
또 함께 나눈 모든 것도
그 만큼의 허전함일뿐
덧없이 흘러가는 시간속에서
어떤 만남을 준비할까
하지만 기억해줘
지난 얘기와 이별 후에
비로소 눈 뜬
나의 사랑을"
342,조수미,나가거든,"쓸쓸한 달빛아래
내 그림자 하나 생기거든
그땐 말해 볼까요 이 마음
들어나 주라고
문득 새벽을 알리는
그 바람 하나가 지나거든
그저 한숨 쉬듯 물어 볼까요
난 왜 살고 있는지
나 슬퍼도 살아야 하네
나 슬퍼서 살아야 하네

이 삶이 다하고 나야 알텐데
내가 이 세상을 다녀간
그 이유
나 가고 기억하는 이
나 슬픔까지도 사랑했다
말해 주길

흩어진 여울처럼
내 아픈 기억도 바래지면
그땐 웃어질까요 이 마음
그리운 옛일로
저기 홀로선 별 하나
나의 외로움을 아는건지
차마 날 두고는 떠나지 못해
밤새 그 자리에만
나 슬퍼도 살아야 하네
나 슬퍼서 살아야 하네

이 삶이 다하고 나야 알텐데
내가 이 세상을 다녀간
그 이유
나 가고 기억하는 이
내 슬픔까지도 사랑하길 우

부디 먼 훗날
나 가고 슬퍼하는 이
나 슬픔 속에도 행복했다

믿게 해"
343,김종국,못 잊어,"끝이라는 말만 차갑게 남긴 채
나를 떠나려 하나 봐 돌아서나 봐
우우우 우우우 남겨진 채 눈물만
여태 이별을 믿을 수 없어서 난 너만 찾아

* 사랑해 해해해 눈물 나도 너만 사랑해
내가 아파도 내가 다쳐도 너만 알고 너만 원해
못 잊어 어어어 너의 품을 나는 못 잊어
아니 안 잊어 절대 안 잊어 아파도 널 사랑 할래

시린 내 눈 속에 추억만 밟혀서
차마 보낼 수 없나 봐 널 그리나 봐
우우우 우우우 잡지 못해 후회만
멍이 들도록 가슴을 치면서 난 나만 탓해

* Repeat

아무데도 안 갈 거야 아무것도 안 할거야
난 너만 기다릴 거야 우~

기억해 해해해 나는 한마디만 기억해
사랑한다고 사랑한다고 내 가슴에 속삭인 말
잊어도 오오오 나의 모든 것을 잊어도
내가 아니까 전부 아니까 괜찮아 넌 잊어도 돼

(사랑해 해해해)
너만 원해 (해해해) 너만 원해"
