,가수,제목,가사
10,Starly (스탈리),봄의 끝에서 (The edge of spring),"나랑 같이 가지 않을래
너랑 걷던 이 길로
노랑 분홍 빨강 파랑 꽃들 사이로
살랑살랑 부는 바람
찰랑거리는 물결
너랑 나랑 두 손 잡고 사랑을 했던
우리 같이 가지 않을래
너와 걷던 그 길로
노을 빛 빨개지던 언덕 저 너머로
하늘은 맑고 깨끗한
벚꽃은 눈처럼 내리고
나는 너의 손을 잡고 있네
이렇게 좋은 날
이보다 좋을 수 있나
이렇게 행복해도 되는 걸까
오른손에 너의 한 쪽 손을 잡고
왼손으로 벚꽃 잎을 잡고
소원을 빌어
영원 하길 빌어
혹시라도 이게 꿈이라면
깨지 말게 해달라고
이 행복이
우리의 봄은 영원 할거야
시간이 흐르더라도
찬란한 추억 속에 우릴 기억해
오른손에 너의 한 쪽 손을 잡고
왼손으로 벚꽃 잎을 잡고
소원을 빌어
영원 하길
혹시라도 이게 꿈이라면
깨지 말게 해달라고
이 행복이"
11,오백송이,너의 이름으로 저장하기,"기억은 시간을 만나 추억이 되지만
우리는 알게 되었지
추억이 될 수 없는 기억도 있단 걸
점점 짙어지는 그 날의 기억
점점 옅어지는 너의 이름
눈을 감으면 너의 눈물이 떠올라
완성할 수 없었던 그림을 간직한다
다른 이름으로 저장하기
바탕화면 가장 잘 보이는 자리에
너의 이름으로 저장할게
너의 그림을 너의 편지를
너의 흔적을 담아두고
너의 이름으로 저장할게
절대 잊지 않을게
무수히 많은 시간을 만나도
너의 그 빛나는 이름을
눈을 감으면 너의 눈물이 떠올라
너의 숨결이 담긴 편지를 간직한다
다른 이름으로 저장하기
바탕화면 가장 잘 보이는 자리에
너의 이름으로 저장할게
너의 그림을 너의 편지를
너의 흔적을 담아두고
너의 이름으로 저장할게
절대 잊지 않을게
무수히 많은 시간을 만나도
너의 그 빛나는 이름을
너의 그 빛나는 이름을
너의 그 빛나는 이름을
기억은 시간을 만나 추억이 되지만
우리는 알게 되었지"
12,강이음,아름답지 못한 사랑도 사랑이니까,"만날 수 없다는 걸 알아요
나에겐 어쩔 도리가 없네요
어떤 사랑은 분홍빛으로 물들어가고
어떤 사랑은 흔적도 없이 사라졌네
모든 걸 그대 탓을 하지 말아요
이렇게 된 건
어쩌면 나의 책임일 수도 있어요
아름답지 못한 사랑도 사랑이니까
우리의 사랑이 물들지 못한 건
별 수 없죠
누구의 잘못도 아닌걸요
그렇게 잿빛으로 사라져버린
어떤 이별은 눈물이 모여 입술을 막고
어떤 이별은 미소를 띠네 어설프게
모든 걸 그대 탓을 하지 말아요
이렇게 된 건
어쩌면 나의 책임일 수도 있어요
아름답지 못한 사랑도 사랑이니까
우리의 사랑이 물들지 못한 건
별 수 없죠
누구의 잘못도 아닌걸요
그렇게 잿빛으로 사라져버린
어설펐던 우리의 이별"
13,오뮤직,발걸음 (Feat. 문일환),"시작된 발걸음
끝없는 길 위로
오늘도 걷는다
내 모습 안고서
마주한 희망도
스며든 두렴도
내 맘에 안고서
걷는다
때론 이 한걸음이
무겁게 만 느껴져
멈춰 주저앉아
울기도 하지
나 이 길을 걷다보면
더 좋은 사람으로
가까워 질수 있는 것 일까
내 앞에 이 길은
여전히 놓였고
지금 또 여기서
걷는다"
14,은서,Frame,"아마도 많이 아팠겠지
그때는 나는 너무 어려서
사랑해라는 말의 뜻이
영원해란 줄로만 알았어
그때 참 나는 애를 썼지
끝까지 너를 미워하려고
너없는 그리움마저도 난
너무나 두려웠으니깐
Not forever
그리움도 원망도 없는
무채색 사진처럼
Not together
예쁜 액자속에 꽂혀진
시든 기억이 됐네
It is over 끝이 보이지 않던
그밤의 눈물들도
It is over 시간의
흐름속에 모든게 스쳐가
우우우우 우
사랑은 사랑으로 잊혀지는다는 말
우우우우 우
꼭 그렇진 않지만
언젠간 잊혀지더라
이제는 그저 우스운 얘기
왜그렇게 죽을듯 아팠는지
원래로 돌아온 것뿐인데
모든게 사라진것만 같았어
Not forever
그리움도 원망도 없는
무채색 사진처럼
Not together
예쁜 액자속에 꽂혀진
시든 기억이 됐네
It is over 끝이 보이지 않던
그밤의 눈물들도
It is over 시간의 흐름속에
모든게 스쳐가
우우우우 우
사랑은 사랑으로 잊혀지는다는 말
우우우우 우
꼭 그렇진 않지만
언젠간 잊혀지더라
잠들지 않던 행복한 기억
그 앞에 속아 울던 순간도
스쳐가네 스쳐가네
첨부터 없었던것처럼
우우우우 우
사랑은 사랑으로 잊혀지는다는 말
우우우우 우
꼭 그렇진 않지만 언젠간 잊혀져
우우우우우 우우
언젠가 잊혀져
우우우우우 우우
언젠가 잊혀지더라"
15,이상우,이젠,[가사 준비중]
16,전상근,꽃이 질 때 (Inst.),"느끼지 않나요
우리 서로를 바라보는 눈이
예전 같지 않다는 걸
아프진 않나요
우리 꼭 잡고 안 놔주던 손이
갈 곳이 없어 편하단 게
요즘 서로 눈이 마주칠 때면
아무렇지 않게 고개를 돌리고
자주 했던 사랑한단 말들도
이젠 하지 않고 이별을 바라요
우리 덤덤하게 이별을 준비해요
서로 없어 못 살고 힘들어하는
그런 행동은 하지 마요
피어 오던 꽃이
자연스레 질 수 있도록
서로의 맘에 한발짝 물러나요
요즘 서롤 궁금해하지 않아도
아무렇지 않게 하루를 보내고
잠들 때면 잘 자라는 말들도
이젠 하지 않고 이별을 바라요
우리 덤덤하게 이별을 준비해요
서로 없어 못살고 힘들어 하는
그런 행동은 하지 마요
피어 오던 꽃이
자연스럽게 질 수 있도록
서로의 맘에 한 발짝 물러나요
마주친 눈에
사랑하냐고 묻지 말아요
우리 덤덤하게 이별을 준비해요
서로 없어 못살고 힘들어 하는
그런 행동은 하지마요
피어 오던 꽃이
자연스럽게 질 수 있도록
서로의 맘에 한발짝 물러나요"
17,김새벽,어떤 봄 끝의 시,"예쁜 꽃이 지고 피었던
지난 날들이
이젠 조금씩 지나가는게
아쉬워지는 봄 끝에서
시리게 추운 지난겨울이
따뜻해졌던 날
차갑던 눈을 사르르 녹인
이 봄이 떠나지 않았으면
이젠 떠나가는 것도
변해가는 것도
그 모든 것이 아쉬워지고
이젠 나의 곁에 있던
사라지는 것들
그 모든 것이 서글퍼지는
나만 혼자 여기 있나 봐
예쁜 꽃이 지는 것처럼
나의 예뻤던 지난 날들도
보이지 않고 다 잊혀져 가는
추억이 되고 새로운 날이
낯설어지는 나의 오늘
이 봄의 끝에서 노래한다
이젠 떠나가는 것도
변해가는 것도
더이상은 잡을 수 없고
이젠 나의 곁에 있던
사라지는 것들
그 모든 것을 보내야하는
나의 지금 이 순간에
미련 가득한 마음도
아름답던 봄이 되겠지
봄이 가고 여름이 오듯 언제나
예뻤던 지난 봄날만큼
앞으로의 모든 날들도
참 행복할 거야"
18,DAY-U (대이유),요즘 너무 편안해,"잘가던 길에 불쑥 나타나
방해해서 미안
무던하던 생활 끼어들어서 미안
빠른시간 미소찾길 행복하길 바란다
내생각도 가끔하다 난 어떠냐 물으면
꿈도 안꾸고 잠을 잘자서
요즘 너무 편안해
밥도 잘먹고 걱정도 없어
나는 매우 편안해
건네는 말에 호응해주고
관심줘서 감사
무료하던 생활 가슴뛰게 해 감사
건강하게 잘지내길
행복하길 바란다
내생각은 안해도 돼
난 지금도 여전해
꿈도 안꾸고 잠을 잘자서
요즘 너무 편안해
밥도 잘먹고 걱정도 없어
나는 매우 편안해
시기도 없고 질투도 없어
요즘 너무 편안해
너그러움에 다툼도 없어
나는 매우 편안해
고백해서 미안했다 나때문에
고민하게 해서 미안
상처받지 않았다 너때문에
추억생겨 고맙다"
19,이봄,그대 이젠,"몰랐었어
당신을 위한 내 마음이
부담일 줄은
그저 옆에서
당신을 위한 사람이고
싶었어
미안해
이기적인 나라서
이제야 난 깨달아
당신을 놓아주는게
당신을 위한 길이라는 것을
이제는 날 버리고
자유롭게 날아
더 이상의 미련들은 다 태워버리고
부족한 나에게
닿을 수 없는 빛이었어
미안해
이기적인 나라서
가지말라고
말하고 싶지만
나는 너에게 해줄 수 있는게 없어
이젠 날 버리고
멀리 날아가
그대 이젠 안녕
가지말라고
말하고 싶지만
나는 너에게 해줄 수 있는게 없어
이젠 날 버리고
멀리 날아가
그대 이젠 안녕
가지말라고
말하고 싶지만
나는 너에게 해줄 수 있는게 없어
이젠 날 버리고
멀리 날아가
그대 이젠 안녕"
20,어른동화 (Grownup Fairy Tale),행복해야해(Wedding March) (Feat.강지혜),"뽀글머리 앞니 빠진 왈가닥 공주님
이불은 우아한 공주님 망토
엄마 로션 뿌린 안방은 스케이트장
김연아처럼 하늘하늘 춤추던
내게 남아있는 너의 첫 기억
그런 네가 이제 결혼을 해
그런 네가 이제 나보다 어른이 돼
축하해 행복해야해
받아온 사랑만큼 나눌 수 있길
오랫동안 서로 손잡고
힘든 일 다 이겨내며 잘 살아줘
찬장 안 빨간 돼지저금통
등에 쪽가위 집어넣고
처음엔 천원으로 사탕반지
그러다가 오천원 만원
아빠한테 딱 걸려 무릎꿇고 벌서던
내게 남아있는 너와의 추억
그런 네가 이제 결혼을 해
그런 네가 이제 나보다 어른이 돼
축하해 행복해야해
받아온 사랑만큼 나눌 수 있길
오랫동안 서로 손잡고
힘든 일 다 이겨내며 잘 살아줘
오래오래 행복하게 잘 살아줘"
21,이하진,변해 있을거야,"피할 수 없는 현실
저곳으로 가야 하기에
너무 괴롭지만 눈 꼭 감고
난 앞으로 나아가
하지만 반복되는
어제와 또 다른 괴로움이
내 곁에 머물러서 놓아주질 않아
잠깐의 행복이 무색하게
그렇게 하루를 버틴다
어제보다는 조금 아프니까
억지로 노력해봐도 어쩔 수가 없더라
그래도 희망을 가진다
이미 끝이 안 보이지만
한 걸음씩 천천히 가다 보면
언젠가 닿아서 멈출 그날이 오면
많은 것들이 변해 있을 거야
이제는 좀 괜찮아
많은 시간이 날 위로해줘서
무너지듯 아팠던 내 힘겨움도
새로운 슬픔을 찾아 떠나간다
그렇게 또 하루를 버틴다
어제보다 조금 덜 아프니까
억지로 노력해봐도 어쩔 수가 없더라
그래도 힘겹게 버틴다
다시 숨을 고르고
내일의 나를 기다려
한 걸음씩 천천히 가다 보면
언젠가 닿아서 멈출 그날이 오면
많은 것들이 변해 있을 거야"
22,가니아 (GANIA),짝짝짝,"오늘도 밤늦게 잠들어
아침 일찍 일어나 마른 세수를 하고
하루를 다 소진한 당신께
위로의 박수를 짝 짝 짝
짝 짝 짝
짝 짝 짝
짝 짝 짝
짝 짝 짝 짝 짝 짝
짝 짝 짝 짝 짝 짝
짝 짝 짝
모든 게 맘 같지 않아도
폭풍 같은 날들이 우릴 덮치려 해도
최선을 다하는 당신께
응원의 박수를 짝 짝 짝
짝 짝 짝
짝 짝 짝
짝 짝 짝
짝 짝 짝 짝 짝 짝
짝 짝 짝 짝 짝 짝
짝 짝 짝
우 우우우우우우
I'll be by your side
우 우우우우 우우우우우우
I'm always proud of you
우 우우우우우 우우
I'll be by your side
우 우우우우우우우우우
짝 짝 짝"
23,달린비,따뜻해진 오늘부터,"너는 기억하는지
같이 버스탄 어느 날
옆에 있던 네가 내 손을 꽉 잡아
너는 알고있을지
사실은 나도 네 손만 보고 있던 걸
내가 먼저 말하고 싶었지만
머뭇대다 한 발 늦어버린 그 말
조심스런 너의 행동에
이미 눈치 채 버렸던 그 말
오늘부터 만날래
흘러가는 시간이
너와 함께면 소중하고 행복해
매일이 선물 같아
장난스런 네 말투 그 표정까지
빠짐없이 사랑해
가끔씩은 아무 이유도 없이
토라져 너를 힘들게 하지만
그거 알아 네가 보고 싶을 때
나도 모르게 투덜대는거
이런 내 맘을 알까
흘러가는 시간이
너와 함께면 소중하고 행복해
매일이 선물 같아
장난스런 네 말투 그 표정까지
빠짐없이 사랑해
어색하고 부족한 내 표현에도
말없이 웃어주는 네가 너무 고마워
유치한 장난들도 웃음이 나는
이런게 사랑인걸까"
24,성춘,Hashtag Love(#♡) (Feat. 희서),"요즘 보면 은근히
넘쳐나는 해시태그
나도 널 태그하고 싶어
지금쯤이면 서로
마음을 알고 있지 않나
왜 덤비지 않는 거야
둘 중 어느 한쪽이 나설 순 없는 걸까
비등비등한 줄다리기 같아
먼저 당겨봐도 끌려오지 않고
눈치만 보며 버티고 있는 우리
hash tag hash tag
hash taking my love
편하면서 조금은 불편한
hash tag hash tag
hash taking my love
너와 내가 쓸 수 있을까
hash tag hash tag
hash taking my love
겨우 눈치만 보는 사이에서
hash tag hash tag
hash taking my love
우리가 우리를 태그할 수 있을까
툭하면 영활보고 다 보면
커피를 마시고
밤엔 산책도 가는 우리
보고 싶다고 하면
바로 달려오는 너와 나
무슨 관계일까
hash tag hash tag
hash taking my love
편하면서 조금은 불편한
hash tag hash tag
hash taking my love
너와 내가 쓸 수 있을까
hash tag hash tag
hash taking my love
겨우 눈치만 보는 사이에서
hash tag hash tag
hash taking my love
우리가 우리를
지금쯤이면 덥석 물어도 좋잖아
아니면 내가 모른 척 다가가도 될까
내가 먼저 고백해볼까
hash tag hash tag
hash taking my love
편하면서 조금은 불편한
hash tag hash tag
hash taking my love
너와 내가 쓸 수 있을까
hash tag hash tag
hash taking my love
겨우 눈치만 보는 사이에서
hash tag hash tag
hash taking my love
우리가 우리를 태그할 수 있을까"
25,신병섭,담에 또 올게요,"언제든 볼 수 있는 사람
언제든 전활 걸 수 있는
언제든지 찾아갈 수 있는
그런 사람들
언제나 기다리는 사람
언제나 그 자리에 있는
언제든지 쉬어갈 수 있는
그런 사람들
어쩌다보니 맘과는 달리
미뤄두기만한 다짐
나 어엿한 어른이 되어서
잘 해드리겠단 그 말
아직이라 미안해요
아무렇지 않은 듯 살아가지만
사실 조급해요
기다려주지 않을까봐
정성스레 싸주신 반찬을 싣고
돌아가는 길
담에 또 보러 올게요
어쩌다 보니 맘과는 달리
더디기만한 내 미래
그럼에도 잘 되고 있다는
그 뻔한 거짓말
모른척 믿어줘서 고마워요
아무렇지 않은 듯 살아가지만
사실 두려워요
걱정거리만 될까봐
조금 더 있다 가란 말 뒤로하고
돌아가는 길 한 숨만 쉬네요
담에 또 보러 올게요"
26,최자유,어떡해요,"싱그런 봄 바람이 내 뺨에 닿으면
불어오는 꽃내음에
계절이 던져준 물음표 따라
사랑이 무얼까 물어보았죠
아롱한 하늘빛 아래 춤추는
작은 새들은 알까
붉어진 두눈가에
몽글히 맺힌 넌 알까
사랑한다 말해 놓고
떠나가면 나 어떡해요
서로가 알려준 마음들이
가버리면 나 어떡하죠
아롱한 하늘빛 아래 춤추는
작은 새들은 알까
붉어진 두눈가에
몽글히 맺힌 넌 알까
사랑한다 말해 놓고
떠나가면 나 어떡해요
서로가 알려준 마음들이
가버리면 나 어떡하죠
흩날리는 꽃들 사이로
우리의 만남은 바래가고
눈물이 흘러
사랑은 다시 멀어져 간다 ah
사랑한다 말해 놓고
떠나가면 나 어떡해요
서로가 알려준 마음들이
가버리면 나 어떡하죠
이젠 모르겠어요
모두 지워졌나봐
싱그런 봄 바람이 내 뺨에 닿으면"
27,여림,사랑을 사랑이라 일컬을 때까지 얼마나 많은 날이 필요 할까요 (Feat. 설안),"우린 아닌 거야 너와 나 말이야
라며 인정하지 못한 수많은 날들에
무색해질 만큼 내게 가득한 너
이제 돌이킬 수가 없어 이 못된 마음은
그래
네 곁에 있을게 내게 있어줄래
수많은 말을 머금고 이제는 말을 할게
네 손을 잡을게 조금 더 다가갈게
너무 놀라진 말아줘 내가 겁먹지 않게
부디
사랑을 사랑이라 일컬을 때까지
얼마나 많은 날이 필요할까요
우리가 우리라고 할 수 있을 때까지
얼마나 많은 날이 남았을까요
우리는 언제쯤 우리가 되어서
서로를 마주하고서 웃을 수 있을까
이제 너의 품에서 나 잠들고 싶어
영원히 너의 어깨를 내게 빌려주겠니
사랑을 사랑이라 일컬을 때까지
얼마나 많은 날이 필요할까요
우리가 우리라고 할 수 있을 때까지
얼마나 많은 날이 남았을까요
사랑을 사랑이라 일컬을 때까지
얼마나 많은 날이"
