,가수,제목,가사
228,박현서,밤 중,"모두가 잠든 밤
늘 그랬듯이
어둠이 드리우면
뭐 다를 줄 알았나
슬픔이 짙어지지 않게
내 마음 꼭 붙들어야지
마음이 깊어지지 않게
나의 손 꼭 잡아야지
아 눈물짓지 않았나
아 너의 마음속에서
아 잊혀지지 않았나
슬픔이 짙어지지 않게
내 마음 꼭 붙들어야지
마음이 깊어지지 않게
나의 손 꼭 잡아야지
아 눈물짓지 않았나
아 너의 마음속에서
아 잊혀지지 않았나
아 떠나가지 않았나
아 너의 순간 속에서
아 기다리지 않았나
아"
229,소소한 프로젝트,"도시, 별","소리 없이 찾아온 시간들
어두운 밤을 비추는 저 포근한 색들
나를 위로하는 이곳에서
아직도 살고 싶은 거죠
낯선 이 도시는 차갑게 대할 텐데
왜 이렇게 이 밤은 아름다운 거죠
여전히 이곳엔 내 자리는 없는데
왜 이리도 별들이 많은 거죠
멀리 떠나온 그 누군가
엄마 보고 싶어서 혼자 울던 날들
나를 위로한다고 믿어요
그렇게 믿고 싶은 거죠
낯선 이 도시는 차갑게 대할 텐데
왜 이렇게 이 밤은 아름다운 거죠
여전히 이곳엔 내 자리는 없는데
왜 이리도 별들이 반짝이죠
낯선 이 도시에 떠있는 별을 봐요
왜 이렇게 이 밤은 날 아프게 하나요
여전히 이곳엔 쉴 자리는 없는데
왜 이리도 별들이 예쁜 거죠
나는 또 이렇게 어른이 되나 봐요
혼자서 견뎌야 할 그때가 온 거죠
저 높이 떠있는 별을 세어봐요
왜 이리도 별들이 많은 거죠
이 도시에 서있는 나를 봐요"
230,골든차일드,문제아 (Joo Chan Solo),"아무도 나에겐 관심이 없는 듯
어떤 말들도 지나쳐
나의 단점들을 내 뒤에서 얘기해
소심한 나는 힘들어
가끔은 나에게 칭찬을 해도
받아들이기엔 익숙지 못해
난 아무리 잘해보려고 해도
언제나 알아주는 사람 없고
소용이 없어
어렸을 땐 이렇지 않았는데
지금은 왜 그런지 모르겠어
자신이 없어
이젠 좋은 나를 찾고 싶어
언젠간 이렇게 생각도 했었지
이젠 포기해 버릴까
남들의 마음에 들게 노력하는 거
그런 짐들을 벗을까
하기 싫은 일도 무리한 일도
거절과 변명에 익숙지 못해
난 아무리 잘해보려고 해도
언제나 알아주는 사람 없고
소용이 없어
어렸을 땐 이렇지 않았는데
지금은 왜 그런지 모르겠어
자신이 없어
이젠 좋은 나를 찾고 싶어"
231,골든차일드,놓지 않기로 해 (Jae Hyun & Ji Beom & Bo Min),"항상 땅만 보며 걷던 내가
너를 처음 만난 그때
햇살처럼 다가와 포근했던 맘을 기억해
겁이 나 두려워도 괜찮다 믿어주던
저 바다 등대처럼 항상 넌 내게 비춰줬어
저기 꽃잎들 따라 넌 가면 안 돼
세상은 아직 너무나도 위험해
날아가고파도 허나 너무 먼 꿈이니까
저 높이 떠있는 별을 닿게 해 준 네가
내겐 너무 소중해
함께이기에
저 바람처럼 항상 너의 곁에
난 늘 이 자리에
남은 페이지를 넘기며 채우기로 해
너와 나 파란 하늘 저 너머에 벅찬 날들이
휘몰아치고 차가워져도
영원히 놓지 않기로 해
부는 바람 따라 가고 싶어
우리가 함께한 시간도
영롱하게 빛나는 저 오로라 같으니까
함께 걸어온 이 길이
꽃길 가득할 때까지
너의 작은 두 손잡고 약속해
그날처럼
거센 파도가 부서져 외딴섬에
혼자 있던 나에겐 너무 깜깜해
내 목소리 날아 네게 닿을 수 있었을까
내 안에 숨 쉬는 빛을 밝게 해준 네가
내겐 너무 소중해
함께이기에
저 바람처럼 항상 너의 곁에
난 늘 이 자리에
남은 페이지를 넘기며 채우기로 해
너와 나 파란 하늘 저 너머에 벅찬 날들이
휘몰아치고 차가워져도
영원히 놓지 않기로 해
나조차 몰랐었던 미소 짓던 그 순간
빛바래버린 나의 일기장처럼
내 맘에 간직할게
계절이 지나고 시간이 흘러도
같은 자리에 서 있을 테니까
우리가 꿈꾸는 찬란한 세상에
눈을 감고 들어봐
문득 펼쳐진 곳에
너와 나 함께 한 그날 약속처럼
한결같은 맘으로 네 안에 소년이 돼줄게
항상 너의 곁에 난 늘 이 자리에
이 자리에
너와 나 파란 하늘 저 너머에 벅찬 날들이
휘몰아치고 차가워져도
영원히 놓지 않기로 해"
232,윤제준,당신같은 사람이 보내는 위로,"그댄 오늘 어떤 하루를 보냈나요
지친 그대의 얼굴 보니
조금 힘들었나봐요
고단했던 하루의 끝에 마주앉아
고생했노라 토닥토닥
그댈 안아주고 싶어요
나는 오늘도 생각해요
나의 그대가 행복했으면
웃을 일만 가득했으면
참 좋을 것 같다고
그대가 상상하던 모든 꿈들
다 이뤄질 거라고
여기 당신같은 사람이 보내는 위로죠
나는 오늘도 생각해요
나의 그대가 덜 아팠으면
좋은 일만 가득했으면
참 좋을 것 같다고
그대가 하고 싶은 모든 것들
다 하게 될 거라고
여기 당신같은 사람이 보내는 위로죠
불안한 내일 생각에 뒤척이지 않기를
답답한 마음에 잠 못 이루지 않기를
그댄 분명 잘해내고 있는게 맞다고
여기 당신같은 나도 견뎌내고 있다고
그댄 오늘 어떤 하루를 보냈나요
지친 그대의 얼굴 보니
조금 힘들었나봐요
고단했던 하루의 끝에 마주앉아
고생했노라 토닥토닥 그댈"
233,너와,보고 싶은 너에게,"회색빛 바닥에
하나둘씩 짙은
어둠이 떨어져 툭 툭
서둘러 걷는 사람들
가만히 바라보다가
차가운 비를 맞을 너를 떠올려
비가 와
난 너에게 간다
우산이 없는 너에게
비가 와 난
너에게 전화를 건다
우산이 없는 너에게
지금 넌 어딘지
네가 있는 그곳에도
비가 와 물어보고
서둘러 우산을 챙겨
네가 있는 그곳으로
걸어가 보고 싶은 너에게
비가 와
난 너에게 간다
우산이 없는 너에게
비가 와 난
너에게 간다
우산이 없는 너에게
간다"
234,이터널 하모니,영혼의 날개짓,"조용하게 머무는
그림자의 손길같이
떨쳐 버릴 수 없었던
저주와도 같은 운명
고요하게 떠 있는
밤하늘의 달과 같이
마음속에서 빛나던
기적과도 같던 사랑
날개가 찢어져서
더 이상 날 수가 없어서
하늘을 잊으려고
땅만을 바라보았지
호수에 비치는 하늘이
더없이 푸르러
지우려던 기억마저
떠오르게 했어
가끔씩 찢겨진 날개가
아파올 때마다
그대만을 생각하며
눈물을 흘렸지
남모르게 흘리던
비에 젖은 눈물같이
누구에게도
보이고 싶지 않던 외로움에
가슴에 비어있어
더 이상 견딜 수 없어서
뭔가를 채우려고
그토록 찾아 헤맸지
당신의 눈동자에 비친
내 표정이 보여
숨겨왔던 감정조차
남김없이 드러난 걸
나 마지막 순간에
당신의 곁에서
하고 싶은 말이 많아
다 전할 수 없네
우리 운명이란 폭풍 속에 휘둘린 데도
우리 사랑이란 기적으로 영혼을 묶어
더는 막지 못해 운명조차
그댈 향한 나의 마음을
깨달았어 진정한 내 안의 사랑을
핏속에 흐르던 눈물이
모두 말라 버린 데도
아
그대의 목소리 들으며
눈 감을 수 있어
가슴 속에 뚫린 구멍도
이제는 채워졌어
나 영혼의 날개로
당신을 안고서
저 하늘 멀리 날아
언제까지라도 함께해"
235,보이킴 (투로맨스),너와듣던노래 (Feat. 조예서),"너와 함께 듣던 노래가 생각나
지금 이 노랠 듣고 있어
한 소절 한 소절 듣다 보니
조금씩 너에게 닿고 있어
이 노랠 듣고 참 많이도 웃었지
그때는 이토록
슬픈 노래 될지 모르고
노래 가삿말이
우리의 이별을 말하는지 모르고
흐르는 노랠 멈춰버린다면
이별도 멈출 수가 있나
I need you
I love you
흥얼거리던 지나간
사랑의 슬픈 멜로디
이 노래를 듣고 있나요 그대
행복해야 해요 울지 말아요
사랑해 사랑해 하지 못한 말
잊지 말아요 이 노래를
이 노랠 듣고 참 많이도 울었지
내게 남기고 간
따뜻했던 너의 목소리
영화 속 주인공처럼
날 안고서 사랑한다 말했죠
흐르는 노랠 멈춰 버린다면
이별도 멈출 수가 있나
I need you
I love you
흥얼거리던 지나간
사랑의 슬픈 멜로디
이 노래를 듣고 있다면 그대
행복해야 해요 울지 말아요
사랑해 사랑해 하지 못한 말
잊지 말아요 이 노래를
처음 만난 그때로 돌아갈 수 있다면
이 노래를 멈춰버린다면
너와의 이별도 멈출 수가 있나
지나간 사랑의 슬픈 멜로디
어느덧 노래의 끝이 오고 있죠
이 노래를 듣고 있나요
이 노래를 기억하나요
사랑해 사랑해 하지못했던 말
잊지말아요 이 노래를"
236,"박성준 (A.R.T), 김영민 (태사자)",Solitary Man,"두눈을 감으면 태양은 떠오른다
추억에 취해
잠든 힘겨운 나를 비추며
그리운 눈빛과 희미한 모습으로
또 한번 손짓하며 날 부르고있다
벗어나려 애써도 언제나 난 그 자리
닿으려 애를써도
너무 멀리 떠나버린
멈춰진 시간속에
난 영원한 planemo
추억속에 남겨진 슬픈 나를 찾아줘
부서진 맘속에 희망의 문을열어
조각난 꿈을찾아
용기내 일어서봐도
어느샌가 따라온 옛 추억에 이끌려
고독한 발걸음은 또 그댈 향한다
벗어나려 애써도 언제나 난 그 자리
닿으려 애를써도
너무 멀리 떠나버린
그대가 너무 그리운
영원한 planemo
모든게 멈춰버린 아픈 나를 잡아줘
매일 악몽속에
눈을뜨며 널 불러봐도
아무 대답없이 사라지는
나의 사랑아 제발 기다려줘
벗어나려 애써도 언제나 난 그 자리
닿으려 애를써도
너무 멀리 떠나버린
멈춰진 시간속에 난
영원한 planemo
추억속에 남겨진 슬픈 나를 찾아줘"
237,적우,꿈꾸는 카사비앙카,[가사 준비중]
238,포플레이,Missing You (feat. 여진),"If I give u all the way
너란 사람은 내겐 행운이었어
창밖에 날 보는 달빛 바라보면서
네 모습 그리워하고
이 밤이 지나면
사라질 걸 잘 알아
다시 널 그리고
날 감싸 줬던 니 맘
아직 있지 못해 난
두 눈을 감아도 떠오르는 미소가
You shine in my life
So live in my life
오늘도 여전히 um um
잠이 오지 않는 밤
한참 동안을
눈물로 보내고
기대조차 하지 않았어 uh
헛된 바램이어서
밤이 지날수록
선명해지는 기억
붙잡고 싶어
기다려 왔어 너에게
아직 전하지 못한 말
두 눈을 감아도 보이는 듯하지만
난 믿고 싶어
널 다시 만나길
오늘도 여전히 um um
You 따뜻하게
날 안아주던 너 니 품에
소중했던 시간들이
나도 모르게 맘이 아파 uh uh
시간이 지날수록
점점 멀어지는 너를
놓칠 못하는 이런 내가 싫지만
우리였던 날
그날들에
이제는 인사를 할게"
239,김현욱,Cause I love you,"환하게 웃는 네 모습에 반해서
나도 몰래 따라 웃었어
이렇게 자주 웃게될 줄 몰랐어
이런 내가 나도 어색해
니가 좋아하는 배우 관심도 없는데
밤새 찾아보는 나
니가 즐겨듣던 그 노랫말이
어느새 입에 뱄어
Cause I love you 바래다 준 건
Cause I care you 손 잡은 건
Cause I want you 놓기 싫은 건
Cause I love you 너 때문이야
내 모든 이유 내 모든 감정 너야
니가 만들어 준 쿠키
너무 아까워서 포장도 뜯지 못해
우리 함께 했던 많은 날들이
모두 기념일 같아
Cause I love you 바래다 준 건
Cause I care you 손 잡은 건
Cause I want you 놓기 싫은 건
Cause I love you 너 때문이야
내 모든 이유 내 모든 감정 너야
내 눈은 니가 맘에 드나봐
너만 보는 게
내 맘엔 네가 꼭 맞는가 봐
틈이 보이질 않아
Cause I love you
Cause I love you 달려갔던 건
Cause I care you 달라진 건
Cause I want you 닮아가는 건
Cause I love you 너 때문이야
날 바꾼 사람 날 이끈 사람 너야
내 모든 이유 내 모든 감정 너야"
240,소울사이드,Let It Be,[가사 준비중]
241,이소정,찬바람결에 흩어져 가듯이,"찬 바람결에 흩어지나 가듯이
그대란 시간들이 점점 지나가듯이
늘 그대 곁에 항상 내가 있었죠
좋은 추억만 내 안에 맴도는데
살아가겠죠
세월이 흘러도
그렇게 행복했었는데
슬퍼 울지 말아요 우리 사랑
혼자 울먹이던 그런 사랑
아픈 가슴에 눈물 따라 흘러
부르지 못해 나 살아가
잊혀지겠죠
소리쳐 불러도
그렇게 잊지는 말아요 오
슬퍼 울지 말아요 우리 사랑
혼자 울먹이던 그런 사랑
아픈 가슴에 눈물 따라 흘러
부르지 못해 나 살아가
그대 기억속에 해매이는데
잊지못해 울던 사람
어디 있나요 나의 사랑
가슴깊이 베인 그런 사랑
아픈 가슴에 눈물 따라 흘러
부르지 못해 나 살아가
부르지 못해 나 살아가"
242,배성윤,괜찮아,"한참을 뒤돌아 나 여기 왔는데
희미하게 보이는 너의 뒷모습
뒤돌아서 제발 나를 봐요
조금만 더 천천히 가 줘요
점점 더 멀어져가네요
점점 더 사라져가네요
그대는
다시 걸어가 볼게 언젠가
웃으며 너를 마주 볼 수 있겠죠
후회하지 않을게 내 모든걸
다 주었던 너였기에
괜찮아 괜찮아
그대는 모르죠 간절한 내 맘을
아무리 불러봐도 대답이 없네요
소중했던 기억 이젠 안녕
행복했던 시간 이젠 안녕
이젠 그만 놓아줄래요
나에게는 전부였었던 그대를
다시 걸어가 볼게 언젠가
웃으며 너를 마주 볼 수 있겠죠
후회하지 않을게 내 모든걸
다 주었던 너였기에
괜찮아 괜찮아
다시 걸어가 볼게 언젠가
웃으며 너를 마주 볼 수 있겠죠
후회하지 않을게 내 모든걸
다 주었던 너였기에
괜찮아 괜찮아
한참을 뒤돌아 나 여기 왔는데"
243,미트 (MEat),오늘을 믿어,"끊임없이 포기할 이유를
찾는 것처럼 걱정하고
저 멀리서 가져온 고민들에
쌓여서 주저하죠
오늘은 영화도 보고
카페도 가고 싶었는데
걱정하며 다 쓴 하루는
또 돌아오지를 않죠
아직 오지 않은 내일의 불안에
오늘을 살지 못하는
그런 어리석은 일은 없을 거예요
난 확실한 오늘을 믿어
오랜만에 친굴 만나
그런 얘기를 나눴어
가끔 울고 더 많이 웃고
우리 아프지 말자고
아직 오지 않은 내일의 불안에
오늘을 살지 못하는
그런 어리석은 일은 없을 거예요
난 확실한 오늘을
난 확실한 오늘을 믿어"
244,이용훈,난 참 별로인 사람,"안녕이란 입에 밴 짧은 인사로
보고 싶었다는 말을 대신하는
싱거운 사람
은주전자 따뜻한 물 대신
동그란 휴지 놓인 밥집을 더
좋아하는 사람
새까맣고 기다란 넓은 차 대신
뚜벅뚜벅 두발로 걷기를 좋아하는 사람
작고 반짝이는 선물 대신
무뚝뚝한 선물 건네는 참 멋없는 사람
난 참 별로인 사람 참 서투른 사랑
하고 있는 그냥 그저 그런 사람
사랑해 한마디 못 해
고맙고 미안하단 말로
한참을 돌아 내 맘 듣게 하는
난 참 별로인 사람 참 서투른 사랑
하고 있는 그냥 그저 그런 사람
사랑해 한마디 못 해
바보 같은 기다림 느끼게 하는 사람
짤막한 이 노래를 빌어 외쳐요
말은 서툴지만 마음만은 진짜랍니다
그대와 나 비탈진 삶을 버텨 견뎌주며
함께 걸어가 주실래요
난 참 별로인 사람 참 서투른 사랑
하고 있는 그냥 그저 그런 사람
사랑해 한마디 못 해
고맙고 미안하단 말로
한참을 돌아 내 맘 듣게 하는
난 참 별로인 사람 참 서투른 사랑
하고 있는 그냥 그저 그런 사람
사랑해 한마디 못 해
바보 같은 기다림 느끼게 하는 사람"
245,은종,착한 사람 증후군 (Acoustic),"사람들 모두 네 편이었다면
많은 게 달라졌을까
친구들 모두 네 옆에 있다면
외롭진 않았을까
좋은 사람이 될 필요는 없어
좋은 길을 가려고 하면 돼
착한 사람이 될 필요는 없어
나쁜 마음먹지 않으면 돼
오늘 밤 네 기도를 듣고 있다면
저 별은 널 비출 거야
하고 싶은 말은 담아두진 마
그렇게 지나갈 테니까
오늘 그 슬픔을 간직하진 마
다시 일어나야만 해
좋은 사람이 될 필요는 없어
좋은 길을 가려고 하면 돼
착한 사람이 될 필요는 없어
나쁜 마음먹지 않으면 돼
좋은 사람이 될 필요는 없어
좋은 길을 가려고 하면 돼
착한 사람이 될 필요는 없어
나쁜 마음먹지 않으면 돼
나나나나나나 괜찮아 정말
나나나나나 걱정하지는 마
바람 모여 여우비 내리듯이
네 마음도 전해질 거야
좋은 사람이 될 필요는 없어
좋은 길을 가려고 하면 돼"
246,감성소년,거울속의 꿈,"한없이 나 달려왔어
돌아볼 수 없는 사람처럼
말없이 숨겨왔던
채우지 못한 게 있어
잃어버린 꿈
잊으려 했던 꿈
두려움에 가리어졌던 꿈
꿈일 뿐이라고
나 생각했을 뿐
왜 이제 알았을까
날개를 잃은 새처럼
자유롭게 꿈속을 나 날고 싶다고
깨져 있던 거울처럼
볼 수 없던 내 모습을
본 거야
난 두려워졌어
날 향한 시선들
이제 늦었다고
말하는 거 같아서
하지만 나의 마음이
거닐었던 숨겨왔던 열정이
내가 지금 걷는 이 길이었다고
그대의 귀에 울리는
이 노래가
내 삶의 이유였다는 걸
터질 듯한 나의 외침은
날 다시 일으켜준 거야
날개를 잃은 새처럼
자유롭게 꿈속을 나 날고 싶다고
깨져 있던 거울처럼
볼 수 없던 내 모습을
본 거야"
247,장성연,우리 아직 (Feat. 노아),"참 많이 지친거겠죠
모든게 흩어져만가겠죠
매일 함께했던 기억이
점차 추억이 될것 같은 느낌이오죠
그런데 허무할거같아요
이대로 멀어져만가는게
우리아직 사랑한다면
우리아직 보고있다면
내가 먼저 말을 할게요
우리는 왜 서로자기잘못인냥
탓을 하나요
우리는 왜 서로가
미안하다는 말만 하나요
그러지는말아요
내가 좀더 노력할게요
그대힘들지않도록
내가 더 위로가될게요
지금까지 잡은 두손
쉽게 놓치지는 말아요
조금만더 나를 사랑하고
믿어줄순없나요
우리둘만알았던 처음만났을때
그때 그 설레임을
잊지않고 다시 되돌려봐요
그대는 어떤마음인가요
왜그리 담담하게있나요
우리아직 모르겠다면
다가서서 아무말없이
그대 손을 잡아줄게요
우리는 왜 서로자기잘못인냥
탓을 하나요
우리는 왜 서로가
미안하다는 말만 하나요
그러지는말아요
내가 좀더 노력할게요
그대힘들지않도록
내가 더 위로가될게요
지금까지 잡은 두손
쉽게 놓치지는 말아요
조금만더 나를 사랑하고
믿어줄순없나요
우리둘만알았던 처음만났을때
그때 그 설레임을
잊지않고 다시 되돌려봐요
우리는 왜 서로가
이렇게힘들어야하나요
우리는 왜 여느연인처럼
행복하지않나요
이젠 그만 울어요
우리아직 헤어진거아니잖아요
다시 한번 나를 바라봐줘요"
248,모달,내 안의 작은 아이,"넌 어디 있니
잠에서 깨어나지 못한 채로
늘 길을 잃어버린 아이가 서 있네
문득 보이는
내 모습이 너무 낯설어
난 오늘도 헤매이다 잠이 든다
넌 어디 있니
잠에서 깨어나지 못한 채로
늘 길을 잃어버린 아이가 서 있네
문득 보이는
내 모습이 너무 낯설어
난 오늘도 헤매이다 잠이 든다"
249,천소아 (Cheon Soa),돌릴 수 있다면,"후회가 가득한 하루 한숨만
나는 시간속에 갇혀져있잖아
어쩌면 우린 만나선 안되는
인연이었나봐요
한때 누구보다 사랑을 했던 우리가
어떡하다가 여기까지
온 걸까요 눈물이 나
돌릴 수 있다면 그때 그 시간에
우리였던 그때로 돌아갈 수 있다면
이렇게 아프지 않을 것만 같아
지금처럼 서로보는 슬픈 이 눈빛
한때 누구보다 사랑을 했던
우리가 어떡하다가 여기까지
온 걸까요 눈물이 나
돌릴 수 있다면 그때 그 시간에
우리였던 그때로 돌아갈 수 있다면
이렇게 아프지 않을 것만 같아
지금처럼 서로보는 슬픈 이 눈빛
그대도 같겠죠 답답한 마음이죠
말안해도 알 것같아 그대 마음을
돌릴 수 있다면 그때 그 시간에
우리였던 그때로 돌아갈 수 있다면
이렇게 아프지 않을 것만 같아
지금처럼 서로보는 슬픈 이 눈빛"
250,임도혁,바보같죠,"한참을 너의 흔적이
남아있는 거리를
하염없이 걷고 또 걸었어
니가 떠났던 자리 무거운 발걸음
마음이 무너진다
매일 그대 생각만 하다가
눈물이 흐른다
미안해요 그대를 잡지 못해서
미워해요 멀리 뒷모습만
바라본 나를
그대가 바라봐 주길 바라기만 했던
내가 참 바보 같죠
알아줘요 진심이 아닌 내 마음을
용서해요 너무
감정적이었던 나의 말들
바보 같은 내 모습도
사랑해 줄 순 없나요
참 바보 같죠
우연히 너와 닮은 뒷모습에
눈물만 흐른다
미안해요 그대를 잡지 못해서
미워해요 멀리 뒷모습만 바라본 나를
그대가 바라봐 주길 바라기만 했던
내가 참 바보 같죠
보고 싶어 그럴 자격은 없겠죠
잊지 마요 우리 함께했던 모든 날들을
그대가 바라봐 주길 바라기만 했던
내가 참 바보 같죠
알아줘요 진심이 아닌 내 마음을
용서해요 너무 감정적이었던 나의 말들
바보 같은 내 모습도
사랑해 줄 순 없나요 참 바보 같죠"
251,"이나은 (에이프릴), 이진솔 (에이프릴)",시간차 (inst),"조금 더 일찍 너를 알아볼걸
난 니가 해준 반의 반도 못 해줬는데
내 마음은 언제나 조금 느리게 펴도
오래오래 하나만 바라볼 수 있는데
난 벌써 이별 같은데
넌 오래 혼자였대
나는 내일 너를 더 좋아 할건데
소중한 모든 것은
왜 이리 잠시 머무르는지
아님 잠시 머물러서 소중 한 건지
난 조금 더 남아서
해야 하는 사랑이 있어 혼자
그래야 공평하잖아
니가 먼저 날 좋아해줬잖아
칭얼대는거 마구 다투는 거
우린 그런 것도 못해봤어 참 웃기지
늘 진심을 다 했던 너
조심스러웠던 나
좀 더 소란스럽게 널 사랑해줄걸
소중한 모든 것은
왜 이리 잠시 머무르는지
아님 잠시 머물러서 소중 한 건지
난 조금 더 남아서
해야 하는 사랑이 있어 혼자
그래야 공평하잖아
우리는 맨 처음으로
서로가 바뀐 것 뿐야
마냥 널 바라보는
혼자만의 기다림
처음 보는 뒷모습과 텅 빈 자리도
난 조금 더 남아서
감당해야 하는 게 있어 혼자
그래야 안녕인 거야
내가 너무 늦게 널 사랑해서"
252,J.Fla,Already 2 Years,"우리처음 만난 날 널 소개 받고
나 설레서 잠도못잤어
너와 보낼 시간들 그때문에
기대되서 잠도 설쳤어
너무나도 완벽한 널 믿게 됬고
내 모든걸 네게 맡겼어
이기적인 내마음 이해해줘
변해버린 날 용서해줘
참 미안해 이제 끝이야
약속했었던 시간이
다 지나간 기억 모두다
내가 지울께 안녕
2년전에 만났던 그 보다 더
훨씬 멋진 너를보며
잠이드는 순간도 놓지 못했어
니 매력에 빠져버렸어
너와 나의 비밀번호 만들고
어딜가던 함께였는데
이기적인 내마음 이해해줘
변해버린 날 용서해줘
참 미안해 이제 끝이야
약속했었던 시간이
다 지나간 기억 모두다
내가 지울께 안녕"
253,Brio,Listen With Love,"그 언젠가 네가 왔을 때
Summer day The Summer day
모두 잊은 나의 마음이 또 다시
Love again
어쩌면 우리 you & I 기대했던 그 말들
I won’t throw your love away
나 정말 상관없어
난 네가 하는 모든 말들
It doesn’t matter what you say
I listen with love and listen with love
You just tell me anything
I listen with love listen with love
그 모든 게 아직 그대로 거기에 그렇게
기다리면 돌아 온다고
Summer day The Summer day
어쩌면 우리 you & I 흘려버린 지난날
I won’t throw your love away
나 정말 상관없어
난 네가 하는 모든 말들
It doesn’t matter what you say
I listen with love listen with love
You just tell me anything
I listen with love listen with love
Don’t be too late
나 역시도 어쩌면 우리는
You don’t know what it is like
You just tell me anything
I listen with love listen with love"
254,남궁은주 (PRODY),너의 흔적에 이제 안녕이라 해 (With 김윤설),"깜깜해진 방안에 홀로 들어와
네가 남기고 간 것들에 인사를 해
소음이 가득한 공간이었는데
적적함만 안겨오네
너의 흔적에 이제 안녕이라 해
다른 선택의 여지는 없던 걸까
나도 이젠 힘들고 그만 지친 거 같아
얼마나 버틸 순 있을지
원망하고 원망해봐도
돌이킬 순 없는 걸까
늦은 후회는 의미 없는 것 같아
모든 것을 놓고
다시 시작할 수 있을까
풀어 나갈 순 있을까 잘 모르겠어
어떠한 말도 할 순 없이
미안한 마음뿐인데
이제는 모든 걸 놓고
다시 할 수 있을까
자존심은 접고 사랑하고
아껴줬어야지
왜 이제 알아버린 걸까
뒤늦은 후에야
왜 그동안 뒤돌아보지 못했을까
알았더라면 다를 순 있을까
되돌아갈 수 있을까
다시 네 곁으로
원망하고 원망해봐도
돌이킬 순 없는 걸까
늦은 후회는 의미 없는 것 같아
모든 것을 놓고
다시 시작할 수 있을까
풀어 나갈 순 있을까 잘 모르겠어
어떠한 말도 할 순 없이
미안한 마음뿐인데
이제는 모든 걸 놓고
다시 할 수 있을까
자존심은 접고 사랑하고
아껴줬어야지
왜 이제 알아버린 걸까
뒤늦은 후에야 말야"
255,비비안 (BBAHN),나는 사랑을 믿을래요 운명을 믿을래요,"나는 사랑을 믿을래요
운명을 믿을래요
그대도 나와 같다면
시간이 걸려도 좋아요
나와 그대가 하나 될 수 있게
나만이 알 수 있는 한가지
그대에게만 있어요
따뜻하고 달콤한
그 향기 저장할 수 있다면
나는 일분에 한번씩
꺼내어 볼지 몰라
나는 사랑을 믿을래요
운명을 믿을래요
그대도 나와 같다면
시간이 걸려도 좋아요
나와 그대가 하나 될 수 있게
오늘도 그대를 떠올리며
나는 사랑의 편지로
내 마음을 전하죠
부끄러 말도 못했던 마음
모두 여기에 가득해
넘쳐버릴지몰라
나는 사랑을 믿을래요
운명을 믿을래요
그대도 나와 같다면
시간이 걸려도 좋아요
나와 그대가 하나 될 수 있게
나는 그대밖에 몰라요
그대가 내 전부죠
바보같단 말 말아요
아무것도 바라지 않는
사랑이기에 빛나는 너와 나"
256,초빈 (Chobin),내가 그랬나 봐,"너도 같은 고민이니
다신 볼 수 없을 것만 같아서
두렵나 봐 겁이 났나 봐
그렇게 내가 아닌 내가 될까 봐
우리 함께였었던 순간이
너무나 평범한 날들이
갈수록 짙어져
하루하루 살아가기도 힘들어
널 아무리 지워봐도
내 안에 남았나 봐
또 버리고 버려봐도
난 그게 더 어려워
저 부는 바람처럼
껴안을 수 없는 그대가
그립나 봐
보고 싶나 봐
내가 그랬나 봐
혼자서 보내는 시간들에
무뎌지지 않게 오늘도
너를 떠올리며
그리움을 그만두지 못한 나야
널 아무리 지워봐도
내 안에 남았나 봐
또 버리고 버려봐도
난 그게 더 어려워
저 부는 바람처럼
껴안을 수 없는 그대가
그립나 봐
보고 싶나 봐
내가 그랬나 봐
넌 그럴수록 추억할수록
내 가슴만 후벼파나 봐
그대가 없다고 나 이렇게
무너지고 내려앉을 줄 몰랐어
널 아무리 지워봐도
내 안에 남았나 봐
눈물이 앞을 가려
네 얼굴이 흐릿해져
하늘의 별처럼
잡히지가 않는 그대가
그립나 봐
보고 싶나 봐
내가 그랬나 봐"
