,가수,제목,가사
74,MJ (ASTRO),Story,"차가운 이 공간 네 사진들을 보며
지난 시간 속에 난 홀로 잠겨
사진 속에 우린
잠시나마 필름처럼 지나가
Go back go back go back

행복이 가득한 기억 속에 너의 향기에 취해 있을 때
한 편의 책처럼 남길게

꿈같던 순간들 잠시 안녕
우리 둘만의 story 늘 간직할게 story
한 번만 더 내게 안긴다면
다시 그려질 story 늘 기억할게 story

빛으로 가득한 너와 걸어온 이 길이
마지막이 아니길 두려워 난
설렜던 그때로
너와 걸었던 발자국을 따라 걸어가
Go back go back go back

행복이 가득한 기억 속에 너의 향기에 취해 있을 때
한 편의 책처럼 남길게

꿈같던 순간들 잠시 안녕
우리 둘만의 story 늘 간직할게 story
한 번만 더 내게 안긴다면
다시 그려질 story 늘 기억할게 story

행복이 가득한 기억 속에 너의 향기에 취해 있을 때
한 편의 책을 남길게 promise you
긴 추억을 담아 책을 펼쳐서 잊었던 우릴 찾아
다시 써 내려갈 우리의 꿈을

빛났던 순간들 잠시 안녕
우리 둘만의 story 꼭 간직할게 story
한 번만 더 내게 와준다면
너와 그려갈 story 꼭 기억할게 story"
75,연우 (Yeonwoo),지구가 돌듯,"나의 작은 마음이 더는 커지지 않게
그대와의 거리를 두어야 하니까
나의 작은 마음을 다신 들키지 않게
그대는 내 존재를 몰라야 하니까
내 눈은 그댈 따라가고
내 입은 그댈 부르고
결말이 빤히 보이는데
지구가 돌듯 자연스레
그저 조용히 아주 조용히
머물다 떠날게요
파도가 일듯 자연스레
그저 조용히 아주 조용히
미안할 틈도 없게
나의 작은 마음이 자꾸 커지려 할 때
애써 그댈 부정해 그래야 하니까
결국 커져버린 내 마음을 달래
결말이 빤히 보이는데
지구가 돌듯 자연스레
그저 조용히 아주 조용히
머물다 떠날게요
파도가 일듯 자연스레
그저 조용히 아주 조용히
미안할 틈도 없게
떠날게요"
76,이승철,너의 곁으로,"자고 나면 또 다른 세상
눈을뜨면 꿈 같은 세상

누군가 옆에 있었지 아무말 없이
그게 너라고 믿어지진 않지만
차가운 네 입술을 굳게 다문채
내게 이별을 말하네
이제야 너의 맘을 알겠어
사랑한다면 어떤 조건도 필요치 않아
따스했던 너의눈빛은 어떤 말보다
더욱 진실한 사랑이었다는걸
자고 나면 또 다른 세상
그어디서 널 찾을수 있을까
눈을 뜨면 꿈 같은 세상
내영혼은 너의 곁으로
언제나 함께 했었지 어떤 고통도
우린 영원히 함께 할거라 믿었지
세상이 우릴 서로 갈라놓지만
우리의 끝은 아니야
이제야 너의 맘을 알겠어
사랑한다면 어떤 조건도 필요치 않아
따스했던 너의 눈빛은 어떤 말보다
더욱 진실한 사랑이었다는걸
자고 나면 또 다른 세상
그 어디서 널 찾을수 있을까
눈을 뜨면 꿈 같은 세상
내 영혼은 너의 곁으로
워~니가 다음 세상 어디에 있어도 찾을거야
워~다시 시작이야 내영혼은 너의 곁으로
자고나면 또 다른세상
그 어디서 널 찾을수 있을까
눈을뜨면 꿈 같은 세상
내 영혼은 너의 곁으로"
77,엠씨더맥스 (M.C the MAX),가시 물고기,"난 괜찮아 기다리지마
그만 잊어버리란 말이야
그래도 난 못 가
너무 늦었잖아
너는 왜 이런 날 몰라
기다려도
이젠 더 이상 널 곁에서
돌봐줄 수가 없는 나잖아
너를 버린 나 잖아
가슴 아파서 죽을 만큼
보고 싶어서
너를 줄 것처럼 날 속였던
모진 하늘이 원망스러워
너를 잡지 못하고
널 버리지도 못하고
뒷걸음만 치는
내 못난 사랑을 용서해줘

하루도 난 못 가
후회하겠지만
다신 무너지겠지만
내 남은 삶 모두
눈물로 채워 산다 해도
네 몫까지 다 내가 흘릴게
언제나 너 웃어줘
가슴 아파서
죽을 만큼 보고 싶어서
너를 줄 것처럼 날 속였던
모진 하늘이 원망스러워
가슴 깊이 박혀서
숨쉴 때마다 아픈데
다시 널 찾아낸 내 눈은
울어도 행복한걸
이런 사랑 이런 눈물
넌 몰랐으면 해"
78,"김범수, 심현보",이별의 맛,"어제의 난 어디있을까
달라진 바람 달라져버린 공기
나른한 몸 고장난 마음
감기약처럼 쓰디쓴 나의 하루
물 속 같은 시간들 그 1분 1초
난 자꾸만 숨이 차올라
두 눈을 꼭 감고 두 귀를 닫고
난 너의 기억을 또 꺼내어봐
참 달콤했던 참 달콤했던
너로 만든 케익같던 세상
사랑을 말하던 내 입술 끝엔
아직 니 이름이 묻어있는데
다 괜찮아질거라 수 없이 되뇌여도
입안"
79,임세주,달빛이 지고,"바람이 불어오는 밤이면
살며시 눈을 감아요
마치 그대가 내 옆에 있는 것만 같아
말없이 그대를 따라 걸어요
매일 한걸음 한 걸음조차
다가가지도 못하지만
달빛이 지네요
내 가슴속에 새까만
달이 지네요
아무 말도 못하는 나를 닮았죠
너무 그리워 부르고 또 부르면
새까맣게 재가 돼버린 추억이야
차가운 어둠이 내리네요
작은 별이 뜨네요
하루에도 몇 번이나 그댈 부르지만
대답은 왜 들리지가 않나요
매일 한걸음 한 걸음조차
다가가면 멀어지는데
달빛이 지네요
내 가슴속에 새까만
달이 지네요
아무 말도 못하는 나를 닮았죠
너무 그리워 부르고 또 부르면
새까맣게 재가 돼버린 추억이야
바보 같은 믿음만 커지고
커져가는 기대들은 싫어
또 갈라지는 이런 맘도 싫어
도와줘 도와줘
불행한 마음만 가득한 내 마음을
달빛이 지네요
내 가슴속에 새까만
달이 지네요
아무 말도 못하는 나를 닮았죠
너무 그리워 부르고 또 부르면
새까맣게 재가 돼
달빛이 지네요
내 가슴속에 새까만
달이 지네요
너무나도 보고픈 그댈 닮았죠
자꾸 그리워 부르고 또 부르면
새까맣게 재가 돼버린 추억이야
새하얗게 흘러내리는 눈물이야"
80,정인,사실은 내가,"내 손끝을 스치는 그대의 온기
내 귓가에 맴도는 그대의 목소리
난 그댈 알고 있었죠
아주 오래 전부터
내 안에 살고 있었죠
수많은 밤을 지나
그대에게 왔죠
자꾸 입술 끝에서
내 맘이 새어 나와
더 멀어질까 봐 매일
꿈 속에서 혼자 하는 말
사실은 내가 조금 겁이 나요
자꾸만 눈치 없이
커져 가는 내 맘이
그댈 아프게 할까 봐
또 다치게 할까 봐
눈물로 삼켜 보아도
막을 수가 없네요
그대는 나에게 빛이 돼준 사람
어두운 꿈 속에서도
그댈 찾아가죠
이러면 안 된다고
내 가슴을 붙잡아 보아도
사실은 내가 조금 겁이 나요
자꾸만 눈치 없이
커져 가는 내 맘이
그댈 아프게 할까 봐
또 다치게 할까 봐
눈물로 삼켜 보아도
막을 수가 없네요
난 마음이 좁아서
그대 한 사람 들어오니
빈 곳이 없네요
이런 내 맘을 안다면 제발
모른 척 지나쳐 줘요
보내줄 수 있게
사실은 내가 그댈 사랑해요
자꾸만 눈치 없이
커져 가는 내 맘이
그댈 아프게 할까 봐
또 다치게 할까 봐
눈물로 삼켜 보아도
단 한 번만 그댈 단 한 번만
다시 안아볼 수만 있다면
숨도 못 쉴 만큼
그댈 힘껏 안고서
참고 참았던 그 말
사랑해요"
81,테이,사랑은 왜,"사랑이란 가슴보다
한 뼘 짙은 설레임
그 끝이 무엇인 줄 모르고
사랑 할 땐 네게서
미움 찾지 못했던 나
아팠어도 마냥 바보 같던 사랑
영원 할 것 같았던 우리의 시작은
처음과 멀어질수록 자꾸
지난 시간 속에
각자의 길을 걷잖아
사랑은 왜 내게서
머물지를 못하고
지친 내 가슴 안에 빈자리
그 틈을 삼킨 채 그렇게 나를 떠나
대체 왜 너 하나 지켜내지 못하고
흩어진 가슴 여미는데
또 난 왜 여기 서있나
영원 할 것 같았던 우리의 시작은
처음과 멀어질수록 자꾸
지난 시간 속에
각자의 길을 걷잖아
사랑은 왜 내게서
머물지를 못하고
지친 내 가슴 안에 빈자리
그 틈을 삼킨 채 그렇게 나를 떠나
대체 왜 너 하나 지켜내지 못하고
흩어진 가슴 여미는데
또 난 왜 여기 서있나 그대
그대는 내 마음을 원했고
나 역시 그대를 원했지
그 칼날 같던 사랑
그 사랑 땜에 베인데도 나
나 이렇게 서 있을게
사랑은 왜 내 곁에
머물지도 못하고
멍든 내 가슴 안에
외로움 상처만 남긴 채
그렇게 나를 괴롭히지
왜 너 하나 지키지도 못했던
비겁한 나를 꾸짖는데
또 난 왜 여기서 있나"
82,윤종신,너에게 간다,"내가 지금 숨이 차오는 건
빠르게 뛰는 이유만은 아냐
너를 보게 되기에 그리움 끝나기에
나의 많은 약속들 가운데
이렇게 갑자기 찾아 들었고
며칠 밤이 길었던 약속 같지 않은 기적
너와 헤어짐에 자신했던
세월이란 믿음은
나에게만은 거꾸로 흘러
너를 가장 사랑했던 그때로
나를 데려가서
멈춰있는 추억 속을 맴돌게 했지
단 한 번 그냥 무심한 인사였어도 좋아
수화기 너의 목소리 그 하나만으로도
너에게 간다 다신 없을 것 같았던 길
문을 열면 네가 보일까
흐르는 땀 숨 고른 뒤
살며시 문을 밀어본다
너의 갑작스런 전화 속에
침착할 수 없었던
내 어설펐던 태연함 속엔
하고픈 말 뒤섞인 채
보고 싶단 말도 못하고
반가움 억누르던 나 너를 향한다
단 한 번 그냥 무심한 인사였어도 좋아
수화기 너의 목소리 그 하나만으로도
너에게 간다 다신 없을 것 같았던 길
문을 열면 네가 보일까
숨 고른 뒤 살며시 문을 밀어본다"
83,장필순,잊지 말기로 해 (Duet With 김현철),"이렇게 차가운 바람이
우릴 스쳐가고
난 그대의 가슴안에 빗물되어

이제 다시 볼 수 없는 그대
나를 힘들게 해
지나버린 아름다운
추억만 남아
우리의 만남은
이제 끝나지만
그대는 영원히
나의 가슴에 남아
이대로 헤어지지만
우리 사랑을 우리 사랑을
잊지말기로 해

이렇게 이별은 다가와
나를 아프게 해
난 그대의 가슴속에
머물고 싶어

이제 우리 서로의 길을
떠나가야만 해
흔들리는 작은 어깨
두눈에 흐려져
우리의 만남은
이제 끝나지만
그대는 영원히
나의 가슴에 남아
이대로 헤어지지만
우리 사랑을 우리 사랑을
우리 사랑을
우리의 만남은
이제 끝나지만
그대는 영원히
나의 가슴에 남아
이대로 헤어지지만
우리 사랑을 우리 사랑을
우리 사랑을 우리 사랑을
우리 사랑을
잊지말기로 해"
84,전람회,새,"날 보고 있나요 별이 지는 저 하늘 위에선
너무도 작은 나 이겠죠
듣고 있나요 그대 떠난뒤
하루도 거르지 않았던 나의 기도를
별이 가득한 어느 여름밤 꿈꾸듯 내게 말했죠
그대 영원히 머물곳은 저하늘 너머라고
그 어디쯤 있나요 내게 닿을순 없나요
그대 없는 이세상에 내 쉴 곳은 없나요
나 이제 훨훨 날아올라
오래전 잃어버린 네 영혼을 찾아
그곳에서 날 기다릴 그댈 향해 날아
별이 가득한 어느 여름밤 꿈꾸듯 내게 말했죠
그대 영원히 머물곳은 저하늘 너머라고
그 어디쯤 있나요 내게 닿을순 없나요
그대 없는 이세상에 내 쉴 곳은 없나요
나 이제 훨훨 날아올라
오래전 잃어버린 네 영혼을 찾아
그곳에서 날 기다릴 그댈 향해 날아
외로운 날개짓으로"
85,별,괜찮은 오늘 (Feat. MC 몽),"Love you 그댈 사랑해
내겐 너뿐이야
아껴왔던 내 마음을
오늘 보여줄게
내사랑 왠일이야
내게 먼저 전활주고
달콤한 유혹에
난 눈을 비벼 잠을 깨고
변한 너에 목소리에 난
가슴은 또 떨리는데
I want you back
항상 고백했는데
너에 사랑 얻으려고
그렇게 노력 했는데
막상 그날이 오니
나는 왠지 불안한걸
목구멍이 타오르네
숨이막혀 답답해
오늘 어디 아프냐고
다시한번 물어볼껄
오늘 우리 만나요
햇살이 좋아요
어디론가 떠날래요
아무도 없는 곳으로
둘이서 우리 단 둘이서 그렇게 Baby
라라라라 lovely time lovely time
oh party time 내가 사는 이유
그대와 이 밤을
라라라라 lovely time lovely time
터질듯한 모든 것의 이유
내 맘을 전해 I love you
타오르는 해야
귀여운 너의 옷차림
너만이 내게 줄수 있는
이 느낌 달라진건 없어
하지만 알수 없는 떨림이
strong feeling이
내 온몸을 자극해 고개를
숙이네 고개를 떨구네
하지만 이 순간이 싫지는 않아
너에 진실이 눈을
감아도 보이잖아
우린 높이 날아 사랑을 찾아
내 맘 속에 바다
nothing means more
너와나 이제 하나 come on
뭘 망설이는 거에요
기다리고 있잖아
그대도 내 맘과 같잖아요
난 다 알고 있는걸요
조금씩 빠져 들어 가는
이 밤 my Baby
라라라라 lovely time lovely time
oh party time 내가 사는 이유
그대와 이 밤을
라라라라 lovely time lovely time
터질듯한 모든 것의 이유
내 맘을 전해 I love you
언젠가 만나게 될
나의 운명 그 한 사람에게만
주려고 아껴왔지만
기다려왔지만 괜찮아 그대라면
라라라라 lovely time lovely time
oh party time 내가 사는 이유
그대와 이 밤을
라라라라 lovely time lovely time
터질듯한 모든 것의 이유
내 맘을 전해 I love you
타오르는 해야
라라라라 lovely time
oh party time
내 마음의 등불
그 미소위에 햇빛
넌 내 인생을 비춰주는
타오르는 태양
라라라라 lovely time
터질듯한 내 맘을 전해 I love you
끝없는 사랑을 너에게 전할께
널 원해 사랑해 고백해
평생을 너와 함께 하자고
약속한 이 노래
널 원해 사랑해 고백해
평생을 너와 함께 하자고
약속한 이 노래"
86,얀,그 사랑에,"고맙게 비가 내렸죠
다행히 우산도 없어서
난 더 편하게
그댈 흘릴 수 있죠
좋았던 기억들 만큼만
힘들자 그래 비워보자
할 수 있다고
나를 달래 봐도
아프고 또 지독히도
슬픈 한마디 사랑해
그 말만 남아서
다시 되돌아가죠
그 사랑에 난 눈이 멀고
그 사랑에 난 입술이 굳고
그 사랑에 난 바보가 되도
그 사랑에 난 행복하죠
그 사랑에 난 눈물 배우고
그 사랑에 난 아파서 죽고
그 사랑이 날 떠나가도
그 사랑에 난 살아가죠

아침 해가 나를 깨우고
난 아무 일도 없는 듯이
헝클어진 내 머릴 손질하고
사랑해 널 사랑해
그대에게 단 한번만이라도
들려 주고 싶어
이런 나의 마음을
그 사랑에 난 눈이 멀고
그 사랑에 난 입술이 굳고
그 사랑에 난 바보가 되도
그 사랑에 난 행복하죠
그 사랑에 난 눈물 배우고
그 사랑에 난 아파서 죽고
그 사랑이 날 떠나가도
그 사랑에 난 살아가죠
나완 달랐었나요
나 혼자 행복 했나요
바람이 부네요
나의 가슴을 닮아 우네요
바보같이 난 기다리죠
이런 내 맘을 그댄 모르죠
그 사랑에 난 일년이 가도
그 사랑에 난 십년이 가도
바보같이 난 사랑을 믿죠
그렇게 해야 난 살수 있죠
그 사랑에 난 눈이 멀고
그 사랑에 난 입 귀가 멀고
그 사랑에 난 쓰러져가도
나의 대답은 그대뿐이죠
그 사랑에 난 눈이 멀고
그 사랑에 난 귀가 멀고
그 사랑에 난 쓰러져가도
나의 대답은 그대뿐이죠
그 사랑이 내
운명이죠"
87,홍민정,아마도 그건 (영화 '과속 스캔들'),"아마도 그건 사랑이였을거야
희미하게 떠오르는 기억이
이제야 그 마음을 알아버렸네
그대 눈에 비친 나의 모습을
아마도 그건 사랑이였을거야
돌아보면 아쉬운 그날들이
자꾸만 아픔으로 내게 찾아와
떨리는 가슴 나를 슬프게 하네
차가운 내 마음에 남은 너의 뒷모습
열린 문 틈으로 너는
내게 다가올 것 같아
한참을 멍하니 문만 바라보다
아침 햇살에 눈을 뜨고 말았네
사랑 그것은 엇갈린
너와 나의 시간들
스산한 바람처럼 지나쳐갔네
사랑 그것은 알수없는 너의 그리움
남아있는 나의 깊은 미련들

차가운 내 마음에 남은 너의 뒷모습
열린 문 틈으로 너는
내게 다가올 것 같아
한참을 멍하니 문만 바라보다
아침 햇살에 눈을 뜨고 말았네
사랑 그것은 엇갈린
너와 나의 시간들
스산한 바람처럼 지나쳐갔네
사랑 그것은 알수없는 너의 그리움
남아있는 나의 깊은 미련들
사랑 그것은 엇갈린
너와 나의 시간들
스산한 바람처럼 지나쳐갔네
사랑 그것은 알수없는 너의 그리움
남아있는 나의 깊은 미련들"
88,김연우,더 가까이,"불안했던 마음 지친 발걸음
내 앞만 보고 살아온 거야
상처 입은 가슴 열어볼 용기가
없어서 너를 지나치지만
그럴수록 가슴에 쌓여가는 나
하지 못한 말들 하고 싶은 말들
가까이 더 가까이 니 곁에서
오랫동안 지켜주고 싶어
언젠가 잃어버린 설레임을
내 마음에 다시 찾아준 사람
느려지는 마음 편한 발걸음
너를 볼 때면 느낄 수 있어
지난 눈물조차 닦아줄 것 같은
니 손은 으음 내게 따스함을 줘
너를 보면 자꾸만 늘어가는
다 주고 싶은 마음
더 주고 싶은 마음
가까이 더 가까이 니 곁에서
오랫동안 지켜주고 싶어
언젠가 잃어버린 설레임을 찾게
해준 니가 고마울 뿐야
이제 알게 된 거야 이 맘
내려놓을 곳 너란 걸
가까이 더 가까이 내 모든 걸
더 뜨겁게 안아줄 수 있니
언젠가 잃어버린 사랑이란
그 말들을 다시 알게 한 사람
더 가까이 와줄래"
89,박보람,꿈만 같아,"기억나니 익숙해서
더 어색했던 그 순간들
시답잖은 농담마저
진지한 눈으로 바라보던 너
여전히 넌 무심한 듯
솔직한 모습이 난 좋아
아무것도 모르게
날 미소 짓게 만든 유일한 사랑
마치 꿈만 같아
너와 함께라는 게
너라서 특별했던
기억들이 날
하루에도 몇 번이나
어제 일처럼 선명해
이 시간이 영원하길
너와 나
좋았나 봐 이렇게 웃음이나
멈춰지질 않아
수줍게 미소 짓는 너
한발 더 내게 와줘
사랑해도 될까요 나
그 자리에 나 더 다가갈게요
마치 꿈만 같아
너와 함께라는 게
너라서 특별했던
기억들이 날
하루에도 몇 번이나
어제 일처럼 선명해
이 시간이 영원하길
너와 나
나는 믿을 수 없어요
너를 만난 이유를 이제 알 것 같아요
마치 꿈만 같아
나의 모든 순간이
너로 가득 차 있던
그 모든 순간
너라서 나 웃음이나
네게 기대 쉴 수 있게
매 순간 너이길 바래
너와 나"
90,안예은,피루엣,"한 발을 천천히 들고
나부끼는 두 팔은 우주를 감싸안듯
허리를 꼿꼿이 세우고
시선은 지평선 너머로
돌고 돌고 돌고 돌아
하늘 너머 그대에게 갈 수 있다면
돌고 돌고 돌고 돌아
이 몸이 부서져 사라질 때까지 나는
그리움에 잠겨 죽은 이는 밤하늘
슬프게 빛나는 별이 된다는
아주 오래 된 옛 이야기
언제나 굳게 믿고 있어
돌고 돌고 돌고 돌아
바다 너머 그대에게 갈 수 있다면
돌고 돌고 돌고 돌아
이 몸이 타올라 재가 될 때까지 나는
눈물로 만들어진 강이
발자국을 따라 원을 만들고
제자리를 찾지 못한 채
영원히 영원히 맴돈다
눈물로 만들어진 강이
발자국을 따라 원을 만들고
제자리를 찾지 못한 채
영원히 영원히 맴돈다
돌고 돌고 돌고 돌아
어떻게든 그대에게 갈 수 있다면
돌고 돌고 돌고 돌아
이 몸이 망가져 파멸할 때까지
돌고 돌고 돌고 돌아
그대에게 그대에게 갈 수 있다면
돌고 돌고 돌고 돌아
이 몸이 죽어가 빛을 잃더라도 나는
한 발을 천천히 들고
나부끼는 두 팔은 우주를 감싸안듯
허리를 꼿꼿이 세우고
시선은 지평선 너머로"
91,이준호,헤어지는 날,"오늘은 참 이상한 날이야
널 만나러 가는 길이 기쁘지 않아
혼자 고민했나 봐 슬픈 너의 표정도
내 마음에 닿지가 않아
이상하지만 묻지 않았어
왜 넌 나에게 일상과 다른
또 변명을 할까
잠시 방황이라 생각하면서
너의 솔직한 말 기다렸는데
나의 맘이 너의 맘과
달라서 그럴지도 모른다 생각해
떨리는 네 손이 걸려 속으로만
애써 삼키던 말 헤어지는 날 미안해
손 내미는 널 애써 외면했어
여린 너에게 다 알면서도
못 된 말을 했어
전화 너머 떨리는 목소리에
소리 삼키며 난 울고 있었어
나의 맘이 너의 맘과
달라서 그럴지도 모른다 생각해
떨리는 네 손이 걸려 속으로만
애써 삼키던 말 헤어지는 날 미안해
애썼어 우리 지난 모든 날
힘든 시간에 참 고마웠었어
나의 맘이 너의 맘과
달라져 아프지만 붙잡지 못했어
흐르는 눈물이 걸려 속으로만
애써 삼키던 말
헤어지는 날 미안해"
92,소란 (SORAN),123,"One Two Three
다 세지 못해
널 좋아하는 이유
One Two Three
더 빨라도 돼
지금 내 발걸음
어제 완벽히 연습했는데
널 만나는 날의 헤어스타일
노력해도 어제처럼 안 돼
혹시 너도 거울 앞일까
몇 번을 고치다가
너를 생각하다가
놀랐어 몰랐어 웃고 있는 나
One Two Three
널 기다리는 시간
눈에 비친 모든 게
아름답게 빛나는 today
One Two Three
널 만나는 그 순간
빛나는 것보다 눈부신 그대
아무래도 부담 준 것 같아
너무 자꾸 연락했나 봐
틈만 나면 네가 궁금해져
혹시 너도 내 생각할까
몇 번을 적었다가
몇 번을 지웠다가
보냈어 미쳤어 웃고 있는 나
One Two Three
널 기다리는 시간
눈에 비친 모든 게
아름답게 빛나는 today
One Two Three
널 만나는 그 순간
빛나는 것보다 눈부셔
One Two Three 한 걸음씩
One Two Three 다가갈게
One Two Three 원한다면
One Two Three 안아줄래
One Two Three 좋아한다고
One Two Three 말해줄래
One Two Three 수많은 사람
One Two Two 우리 단 둘이
One Two Three
널 기다리는 시간
눈에 비친 모든 게
아름답게 빛나는 today
One Two Three
널 만나는 그 순간
빛나는 것보다 눈부셔
One Two Three
셀 수도 없이 많아
같이 가고 싶은 곳 같이 먹고 싶은 거
One Two Three
날 보며 웃는 순간
아무 생각도 안나 그냥
One Two Three
다 세지 못해
널 좋아하는 이유
One Two Three
더 빨라도 돼
One Two Three 내 발걸음
One Two Three 좋아한다고
One Two Three 말해줄래
One Two Three 수많은 사람
One Two Two 우리 단 둘이"
93,플라이 투 더 스카이,추억이 돼줘 고마워,"익숙한 것들은 서서히
손에서 멀어지듯이
짧지 않던 우리란 계절도
더 지기 전에 보내야 할까 봐
첫 만남의 순간의 떨림
너로 숨 쉬던 밤들
너와 함께 한 모든 날이 다
눈부실 만큼 선명한데
오늘이 추억이 될 그날
다른 건 다 잊혀져도 너만은 빛나길
우리 사랑은 눈을 감지만
넌 기억 끝에 남기를
숨차도록 행복했던 날
넌 기억 못 해도 돼 내가 할 테니
언제라도 꺼내볼 수 있는
추억이 돼줘 고마워
몇 번의 첫눈과
셀 수 없는 꽃잎이 피고 져도
난 잊지 않을게 같은
시간 속에 꿈을 꾸던
아름다웠던 우리를
손에 움켜쥔 모래알처럼
흩어져 갈 기억들
단 하나라도 단 하루라도
내 가슴에 널 남겨둘게
오늘이 추억이 될 그날
다른 건 다 잊혀져도 너만은 빛나길
우리 사랑은 눈을 감지만
넌 기억 끝에 남기를
숨차도록 행복했던 날
넌 기억 못 해도 돼 내가 할 테니
언제라도 맘껏 울 수 있는
추억이 돼줘 고마워
영원 같은 시간이 가도
더 흘러가도
세상 모든 게 녹슬어가도
Remember Uh
너 하나만은 오직 너만은
내 맘속 깊은 곳에 늘 함께하길
Forever with me
끝내 하기 싫었던 Good bye
어디서 무엇을 하건 아름답길 바래
결국 너를 아프게 해서
눈물이 돼서 나 미안해
혼자 남은 기억 속에서
늘 이 자릴 지킬게 행복해야 해
언제라도 시간을 뒤로 돌려
널 만날 수 있는
추억이 돼줘 고마워"
94,A.R.T,하늘아…,"이젠 울지마
행복한 곳이라고 했잖아
비오는 날에는 니 눈물 맞으며
함께 갈 수만 있다면
슬퍼하지마
항상 날 지켜보고 있잖아
널 잊지 못하는 내 모습 보면서
안타까워 우는거니
하늘아 제발 나를 데려가 주겠니
니 눈에 고인 눈물만 닦아줄게
내 속에 잠든 너의 모습 기억하게
이제는 날 도와달라고
잊어달라고
마지막 부탁이 였었잖아
이제 그 약속을 지키지 못 한 채
함께 갈 수만 있다면
날 사랑한 니가 날 떠나갔어
이렇게 슬프게 했고 지치게 했고
내 가슴을 흔들어놨어
그리고 또 모자랐었니
정말로 네겐 그런 거 였어
아님 니 모습이 싫어
내게 투정 한 거야 그런거야
하늘아 그런걸 나는 알아
그렇게 날 아프지 않게 잊을 수 있게
하늘아 제발 나를 데려가 주겟니
니 눈에 고인 눈물만 닦아줄게
내 속에 잠든 너의 모습 기억하게
이제는 날 도와달라고
하늘아 제발 나를 데려가 주겟니
니 눈에 고인 눈물만 닦아줄게
내 속에 잠든 너의 모습 기억하게
이제는 날 도와달라고"
95,김세정,나의 모든 날,"있잖아 지금 나 할 말이 있어
지금 순간이 아니면
나 놓칠 것 같아서
특별한 말이 아니라도
화려한 말이 아니라도
오직 나만이 할 수 있는 말
우리 처음 만난 그날엔
어색해 웃어도 보고
지금의 나는 그리운 눈물
애써 참아봐요
이게 사랑인가 봐
꿈만 같은 일인데
그냥 나 하는 말이 아니라
내 모든 순간이
전부 그대로 다 물들어
그대가 내 맘에 온 날부터
세상은 온통 그대죠
사랑이라는 말론 모자란
맘으로 말할게요
내 모든 순간도
내 모든 이유도
그대라고
햇살이 좋은 날 그대와 단둘이
함께라는 이유만으로 난 행복했어
이게 사랑인가 봐
꿈만 같은 일인데
그대라는 선물을 만난 건
내 모든 순간이
전부 그대로 다 물들어
그대가 내 맘에 온 날부터
세상은 온통 그대죠
사랑이라는 말론 모자란
맘으로 말할게요
내 모든 순간도
내 모든 이유도
그대라고
아무렇지 않은 척
티를 내지 않아도
나만 알 수 있는 웃음이
내겐 가득한데
그대를 만나 바뀐 내
모든 행동들이 다
이게 사랑이라는 걸 느껴
내 모든 날들이
그대로 가득찬 순간이
어쩌면 우리의 만남이
다 이미 기적인거죠
언젠가 같은 하늘 아래서
우리가 함께라면
꼭 안아줄게요
내 모든 순간은
그대니까"
96,한승우 (빅톤),다시 만나,"차라리 몰랐었다면
지금 우린 서로 아팠었을까
차라리 그냥 그때로
돌아가 좀 더 안아 줄 수 있다면
수많은 추억들 속에 이 모습 담기길
다 잊혀지는 걸까
커다란 저 벽 너머로 모든 게 닿기를
부디 다시 만나
그때도 우린 사랑일까요
딱 한 번만 더 너를 마주할 수 있기를
그저 사랑을 했던 그 모습을
잊지 못해 꼭 만나
시간이 멈췄더라면
지금 너의 손을 잡고 있지 않을까
그 날의 너에게 간다면
말할게 내 하루의 전부였다고
비워져 가는 맘속에 이 모습 담기길
정말 끝에 서 있는 걸까
무뎌진 감정 사이로 모든 게 닿기를
부디 다시 만나
그때도 우린 사랑일까요
딱 한 번만 더 너를 마주할 수 있기를
그저 사랑을 했던 그 모습을
잊지 못해 꼭 만나
그땐 더 사랑해도 될까요
딱 한 번만 더 우리 함께 할 수 있기를
그저 사랑을 했던 그 모습을
잊지 못해 꼭 만나"
97,이솔로몬,세월이 가면,"그대 나를 위해 웃음을 보여도
허탈한 표정 감출 수 없어
힘없이 뒤돌아 서는 그대의 모습은
흐린 눈으로 바라만 보네
나는 알고있어요 우리의 사랑이
이것이 마지막이라는 것을
서로가 원한다 해도
영원할 순 없어요
저 흘러가는 시간 앞에서는
세월이 가면 가슴이 터질듯한
그리운 마음이야 잊는다 해도
한없이 소중했던 사람이 있었음을
잊지말고 기억해줘요
세월이 가면 가슴이 터질듯한
그리운 마음이야 잊는다 해도
한없이 소중했던 사람이 있었음을
잊지말고 기억해줘요
세월이 가면 가슴이 터질듯한
그리운 마음이야 잊는다 해도
한없이 소중했던 사람이 있었음을
잊지말고 기억해줘요"
