,artist_name,song_name,lyric
0,JUNIEL,Mask (가면),"Twinkle twinkle little star
고요한 밤하늘에
차가운 달이 뜨면 난
온화하게 미솔 띄던
가면을 벗은 채로
찢고 밟아 부숴버리네
부정하지마 이게 바로 나
부정하지마 그게 바로 너
I don't know but don't be afraid
두 가지 얼굴을 가진 사람들
I don't know but don't be afraid
애써 외면 하고 있잖아
I'll get away oh
가식적인 웃음과
애매한 말투가
참을 수 없이 가증스러워
I don't know
도망치지 말고
마주할 순 없겠니
부정하지마 그게 바로 너
인형 같은 넌 필요 없어
I don't know but don't be afraid
몇 가지의 틀에 갇힌 사람들
I don't know but don't be afraid
모르는 척 할 뿐 이잖아
I'll get away oh
가식적인 웃음과
애매한 말투가
가증스러워 견딜 수 없어
I don't know
조금 조금만
날 내버려 둘 수 없니
부정하지마 이게 바로 나"
1,포스트맨(Postmen),청소 (Postmen Ver.),"털자 청소를 해봐도
밀린 빨래를 해봐도
니가 있는데 니가
묻어있는데
자꾸 쓸어도 니가
치워지지 않아
웃자 TV를 켜봐도
밀린 드라말 다봐도
재미 없는데 웃어도
눈물인데
너땜에 살겠니 내가
잘 살겠니
사랑아 어떡해 그리워
어떡해
너 없는 하루가 이렇게
길면 어떡해
나도 잘살고 싶다고
멀쩡히 살고 싶다고
사랑아 어떡해 다
너때문이야
털자 술잔을 채워도
니 얼굴이 찰랑대서
헛소리만 해 니 이름만
중얼대
너땜에 살겠니 내가
잘 살겠니
사랑아 어떡해 그리워
어떡해
너 없는 하루가 이렇게
길면 어떡해
나도 잘살고 싶다고
멀쩡히 살고 싶다고
사랑아 어떡해 다
너때문이야
숨이 차게 하는말 니가
보고싶다 니가 보고싶다
돌아와 내곁으로
사랑아 미안해 내가
다 미안해
부디 잘살란 말 지키지
못해 미안해
이제는 제발 좀 잊자
그만 울고 행복하자
그래야 하는데하루만 미룰게
오늘까지만 이렇게 울까봐"
2,조성모,사랑해,"감히 그대를 사랑합니다
자꾸 가슴이 원합니다
비록 단 한번도 말은 못했지만
아프다 그대가 난 아픕니다
마음은 저 멀리 있음을
너무 잘 알기에 그댈 잡을
수가 없어
그 사람
눈물이 나려 그래
생각만해도 나는 그래
항상 그 뒤에서 바라볼
수 밖에 없어
나는 그 사람 잊을 수가 없어서
잊기에는 너무 늦어서
멈출 수가 없어
오늘도 기다리네요
그 사람
내 이름 그댄 기억이 날까요
내 생각 한번은 할까요
나는 하루 종일 그대만
바라보는데
그 사람
눈물이 나려 그래
생각만해도 나는 그래
항상 그 뒤에서 바라볼
수 밖에 없어
나는 그 사람 잊을 수가 없어서
잊기에는 너무 늦어서
멈출 수가 없어
오늘도 기다리네요
그대 소리쳐 불러봐도
들리지 않는걸까
내 사랑 그대 하나인데
사랑해 이렇게 널 사랑해
하나만
오직 그대 하나만
죽을 만큼 사랑하니까
나를 돌아봐줘
오늘도 기다리는 날
제발"
3,에어플레인,예쁘다,"너는 웃는게 예쁘다
연한 화장이 예쁘다
니가 뭘 입고 다녀도
너무 아름다운걸
도대체 뭐 이리
오래 걸려 시간 아까워
대충 걸치고 나와
뭘 입어도 어울려
나도 알지
잘 보이려는건
근데 그러기엔
내 시력이 너무 좋은걸
아찔한 구두굽이
불편해 보여
이제는 내가 내려갈게
허리를 굽혀
친구들 말에
자꾸 휘둘리지 마 넌
꾸미지 않아도 예쁘니까
넌 그 누구보다
아름다워요
그대의 매력을
남들은 몰라도
내겐 지독하게
특별해 가끔씩
투정부리는 말투까지도
다 귀여운걸
넌 하이힐 보다
운동화가 어울리는
그런 여자
alright
너는 웃는게 예쁘다
연한 화장이 예쁘다
니가 뭘 입고 다녀도
너무 아름다운걸
바보같지만 참 좋다
바라만 봐도 참좋다
헝클어진 네 머리도
내겐 아름다운걸
red n blue 또는 black n white
원피스 n 스커트 핏은
loose n tight
고민하지마 다 시간낭비야
날보며 웃어주기만 하면되
매일 밤 새 뒤적거려
핸드폰 사진첩
널 볼때마다
짓게 되는 아빠미소
내 옆에 친구들은 놀려대며
이런 날 이해 못해
그럼 어때
내가 이렇게 좋은데
짙은 화장은 안쓰러워요
수줍은 눈 웃음이
어울리는 걸
차라리 네가 쌩얼로
나와 줬으면 해
포장은 됐고
넌 나의 선물인 걸로
just ballin 이 손 안 놓을게
니 손을 잡고
나 어디든 가볼래
alright
너는 웃는게 예쁘다
연한 화장이 예쁘다
니가 뭘 입고 다녀도
너무 아름다운걸
사람들은 이런
너의 매력을 몰라
바보같다고
내게 말을해도 난
어쩔수 없는걸
너는 웃는게 예쁘다
연한 화장이 예쁘다
니가 뭘 입고 다녀도
너무 아름다운걸
바보같지만 참 좋다
바라만 봐도 참좋다
헝클어진 네 머리도
내겐 아름다운걸
너는 웃는게 예쁘다"
4,이석훈,그대가 그대가,"나를 바라보는 그대가
날 불러주는 그대가
바래왔던 꿈만 같아 눈물이 나죠
아무 말을 하지 않아도
더는 설명하지 않아도
난 그 맘을 알 수 있어요
돌아온 걸로 충분하죠
어쩌면 그대가 혹시나 그대가
눈을 뜨면 있을 것 같아서
꿈속을 늘 재촉했던
나의 그대가 나의 그대가
손끝에 닿을 만큼
내게로 왔네요
아무 말을 하지 않아도
더는 설명하지 않아도
난 그 맘을 알 수 있어요
돌아온 걸로 충분하죠
어쩌면 그대가 혹시나 그대가
눈을 뜨면 있을 것 같아서
꿈속을 늘 재촉했던
나의 그대가 나의 그대가
손끝에 닿을 만큼
내게로 왔네요
왜 내게 미안하단 말만 하나요
왜 나를 돌아서 가려고만 하나요
다시는 놓칠 수 없는
그대도 내 맘과 같을 순 없나요
일 년은 그대가 십 년은 그대가
내게 올 수 없을 것 같아서
하루가 참 더디었던
나의 그대가 나의 그대가
두 눈에 고일 만큼
가까이 온 거죠
나의 사랑이 나의 사랑이
햇살에 별들처럼
어느새 있네요"
5,아미,매일하는 이별,"이름을 부르면
눈물이 날 것 같아서
안녕이란 뻔한
인사하고
아무렇지
않은 척 뒤돌아
자꾸만
자꾸만
보고픈
너의 모습을
어떡하면 좋을까
아픈 추억
들에
가시 같은
맘에
나쁜 말을 할 것 같아
참아내고
괜찮다며
웃어
매일
불안했던 감정은
커져
혼자만의 사랑도
미워
알 수 없는 감정은
더는
버리고 싶은데
왜 난
놓을 수가 없는 지
왜 난
하루하루 매일
니가 보고 싶어
이름을 부르면
니가 날 볼 것 같아서
잘가라는 뻔한
인사하고
뒤돌아서
입술을 깨물어
억지로
참아도
안되는
너의 그리움
어떡하면 좋을까
시간이 흐르고
계절이 바뀌어도
내 가슴에 박혀버린
니 모습을
지울 수가
없어
매일
불안했던 감정은
커져
혼자만의 사랑도
미워
알 수 없는 감정은
더는
버리고 싶은데
왜 난
놓을 수가
없는 지
왜 난
하루하루 매일
니가 보고 싶어
이젠 정말 거짓말도
못해
더 이상 숨기지도
못해
자꾸만 커져 가는데
이렇게
매일 사랑해
이젠
혼자만의 사랑을
지워
끝나버린 사랑이
미워
너를 향한 감정을
모두
버리고 싶은데
왜 난
놓을 수가 없는 지
왜 난
내 맘대로 안돼
멈추지 못해
하루하루 매일
니가 보고
싶어"
6,소심한 오빠들,너를 사랑하는 100가지 방법,"새벽부터 만진머리
어떻냐고 물으면
무조건 이뻐보여 진심이야
정체를 알 수 없는 음식에도
맛있게 다 먹기
악물고 참는다
내 노래가 좋다고
기타소리가 좋다며
기념일 아니래도
난 너에게
오늘처럼 햇살이 좋은날에
잘 치지 못해도 사랑의
세레나데
사랑할 수 있다면
널 바라볼 수 있다면
함께 할 수 있다면
난 좋겠어
이해할 수 없는 일도 많지만
즐거운 일인걸
너를 사랑하는 100가지 방법
옛생각이 난다면
시간이 필요하다면
기다릴 순 있지만
꼭 나에게 더 큰 사랑이
내게 있다는 걸 증명 할
기회를 나를 한 번 믿어줘
사랑할 수 있다면
널 바라볼 수 있다면
함께 할 수 있다면
난 좋겠어
이해할 수 없는 일도 많지만
즐거운 일인걸
너를 사랑하는 100가지 방법
사랑할 수 있다면
널 바라볼 수 있다면
함께 할 수 있다면
난 좋겠어
이해할 수 없는 일도 많지만
즐거운 일인걸
사랑할 수 있다면
널 바라볼 수 있다면
함께 할 수 있다면
난 좋겠어
이해할 수 없는 일도 많지만
즐거운 일인걸
너를 사랑하는 100가지 방법"
7,2PM,문득,"문득 니 얼굴이 떠올랐어
문득 니 모습이 생각나서
난 또 가슴 깊이 묻어둔
추억들을 꺼내어 보곤해
왠지 오늘 밤에는
니가 있던 그 곳에 내가
서있을 것만 같아
함께 했던 우리 약속들
아직도 너무 선명한데
나 왜이렇게 널 잊지 못해
바보같이 아파만 하는데
내 가슴은 왜 내 말을 듣지 않아
잊고 또 잊으려고 억지
웃음 져봐도
나 왜 이렇게 널 잊지 못해
아파야 하는데
아냐 아무말도 아냐 그냥 그냥
나 혼자 또 이래 미안해
니 생각이 떠올랐어 문득
아무렇지도 않니
나를 떠나 버리고서
그래 그래 널 지울게
내 가슴이 널 자꾸 찾아도
나 왜이렇게 널 잊지 못해
바보같이 아파만 하는데
내 가슴은 왜 내 말을 듣지 않아
잊고 또 잊으려고 억지
웃음 져봐도
나 왜 이렇게 널 잊지 못해
아파야 하는데
아냐 아무말도 아냐 그냥 그냥
나 혼자 또 이래 미안해
니 생각이 떠올랐어
이제 멀리 돌아선 너를
찾지 말기
이 마음이 무너져 내려도
행복하길
혹시 내 가슴이 너를 찾아
다시 널 불러내도 나의 사랑아
나 왜 이렇게 널 잊지 못해
아파야 하는데
아냐 아무말도 아냐 그냥 그냥
나 혼자 또 이래 미안해
니 생각이 떠올랐어
문득"
8,송송이,괜찮은 거짓말,"소리쳐 불러도
아무대답 없는 너
가슴 아팠던 일들도
날 모두 지워버려도
괜찮아 괜찮아
그냥 지금처럼만
우두커니 네 뒤에서
허수아비처럼 난
괜찮아 괜찮아
나는 정말 괜찮아
가슴 아팠던 일들도
나를 지워버려도
사라져 가지만
이젠 정말 괜찮아
아픔도 슬픔도
웃고 있는 널 보면 괜찮아
잡아볼까 했어
혹시나 하는 맘에
티는 안냈지만
아팠어 미웠어
네 눈빛을 알고
포기 했었어
잡아 봐도 달래 봐도
날 떠날 거라고
괜찮아 괜찮아
나는 정말 괜찮아
가슴 아팠던 일들도
나를 지워버려도
사라져 가지만
이젠 정말 괜찮아
아픔도 슬픔도
너는 떠나갔어도
가지마 뒤돌아서지마
내 진심을 넌 알고 있잖아
워
난 괜찮아 나는 정말 괜찮아
이미 날 떠나갔지만
이미 멀어졌지만
울어도 불러도
소용 없잖아
아픔도 슬픔도
너는 떠나갔어도
괜찮아"
9,송송이,괜찮은 거짓말 (Piano Ver.),"소리쳐 불러도
아무대답 없는 너
가슴 아팠던 일들도
날 모두 지워버려도
괜찮아 괜찮아
그냥 지금처럼만
우두커니 네 뒤에서
허수아비처럼 난
괜찮아 괜찮아
나는 정말 괜찮아
가슴 아팠던 일들도
나를 지워버려도
사라져 가지만
이젠 정말 괜찮아
아픔도 슬픔도
웃고 있는 널 보면 괜찮아
잡아볼까 했어
혹시나 하는 맘에
티는 안냈지만
아팠어 미웠어
네 눈빛을 알고
포기 했었어
잡아 봐도 달래 봐도
날 떠날 거라고
괜찮아 괜찮아
나는 정말 괜찮아
가슴 아팠던 일들도
나를 지워버려도
사라져 가지만
이젠 정말 괜찮아
아픔도 슬픔도
너는 떠나갔어도
가지마 뒤돌아서지마
내 진심을 넌 알고 있잖아
워
난 괜찮아 나는 정말 괜찮아
이미 날 떠나갔지만
이미 멀어졌지만
울어도 불러도
소용 없잖아
아픔도 슬픔도
너는 떠나갔어도
괜찮아"
