,artist_name,song_name,lyric
0,김태완,니가 그리워서,"시간은 어느덧 많이 흘렀고
낮았던 하늘도 이젠 높아져가고
너와 했던 약속들이 자꾸 떠올라
다시 내게 올까 봐
한참을 걷다가 생각이 나서
무뎌진 내 맘을 니가 또 흔들어
행복했었던 추억에 잠시 빠지곤 하지
너도 나와 같을까
그리워 니가 그리워서
다시 내게 돌아온다면
그때의 나처럼 놓지 않을게
너의 마음에 내 맘이
다시 닿을 수 있다면
얼마나 좋을까
추억 속 너에게 닿으려다가
미안한 마음에 점점 더 멀어져
하지만 너를 지워내는 게 너무 아파
너도 그땐 아팠을까
그리워 니가 그리워서
다시 내게 돌아온다면
그때의 나처럼 놓지 않을게
너의 마음에 내 맘이
다시 닿을 수 있다면
다시 닿을 수 있다면
내 가슴이 하는 말 들리는가요
너를 사랑해 너를 사랑해
그 말
그리워 니가 그리워서
다시 내게 돌아온다면
잘 해줄 수 있어
두 번 다시는 너에게서 그 눈물을
흐르지 않게 해줄게
흐르지 않게 해줄게"
1,서영은,좋아 좋아,"처음 널 만나는 날
노란 세송이 장미를 들고
룰루랄라 신촌을 향하는
내 가슴은 마냥 두근두근
생머리 휘날리며
나를 향해 손을 흔드는 너
머리에서 발끝까지
나를 사로잡네 이야에로
니가 좋아 너무 좋아
모든 걸 주고 싶어
너에게만은 내 마음
난 꾸미고 싶지 않아
언제까지 언제까지 너와 함께
너와 함께 있을꺼야 예이예
룰루랄라 신촌을 누비는
내 마음은 마냥 이야에로
여보세요 나의 천사 어떻게
내 마음을 훔쳤나요
괜찮아요 나의 천사 가져간
내 마음을 고이 간직해줘요
니가 좋아 너무 좋아
모든 걸 주고 싶어
너에게만은 내 마음
난 꾸미고 싶지 않아
언제까지 언제까지 너와 함께
너와 함께 있을꺼야 예이예
니가 좋아 너무 좋아
모든 걸 주고 싶어
너에게만은 내 마음
난 꾸미고 싶지 않아
니가 좋아 너무 좋아
모든 걸 주고 싶어
니가 좋아 너무 좋아
모든 걸 주고 싶어
니가 좋아"
2,토리노,솔직히 (With MONK),"사실 니가 그리워 그래
그냥 밖이 어두워져서는 아냐
요즘 맘이 뒤숭숭해
그래서 그래서 그래
Where you at ma little baby
너는 지금 어디 있는데
잠깐 나와
솔직히 보고픈 것 같아
오늘은 그냥은 집에 안 갈래
Stay with me baby
신경쓰지말어 그냥 아무 생각 말고
둘이서
I don't want you go
그래 그 날 같이 모인 날
짧게 머릴 묶고 나온 너
사실 그때 널 널 보내는 게
아닌데 아닌데 아냐
Where you at ma little baby
너는지금 어디 있는데
잠깐 나와
솔직히 보고픈 것 같아
오늘은 그냥은 집에 안 갈래
Stay with me baby
신경쓰지말어 그냥 아무 생각 말고
둘이서
I don't want you go
잠깐 시간 내
집 앞으로 잠시 나와줄래
뭐해 뭐해 뭐해
오래 잡아두진 않을게
그냥 할 말이 있어서 그래
솔직히 말야
사실 그때 널 널 보내는 게
아닌데 아닌데 아냐"
3,VICTON (빅톤),나를 기억해 (Acoustic Ver.),"슬픈 얼굴은 널 위해 감춰줄게
네가 맘 편히 떠날 수 있도록 Yeah
네가 보이지 않을 만큼
멀어질 때까지
눈물은 참아 볼게
사실 속은 검게 타버려 활활
당장이라도 너에게 다가가
떠나가지 마 날 혼자 두지 마
널 붙잡을까 질척거릴까
아직 너에게 못해준 게 너무 많아
받은 만큼 주지 못한 게 많아
너무 못난 사랑이란 걸 알지만 부디
넌 나를 기억해 네 마음속에서
너와 영원히 숨 쉴 수 있도록
넌 나를 기억해 내 세상이었던
내 전부였던 너를 잃어버린 날 위해
넌 나를 기억해
Eh Eh Oh Eh Eh Oh
Eh Eh Oh eh oh
넌 나를 기억해
Eh Eh Oh Eh Eh Oh
너와 영원히 숨 쉴 수 있도록
아까운 감정 소비에 몰두해
네 존재를 거부했고
네 모든 게 소중해 ye ye
넌 아마 내일도 아니 매일 평생
내 빛과 소금이 돼 ye ye
Everyday 내 전부를 너에게
You take that 후횐 없어 maybe
근데 뭐 어쨌든 간에
나를 기억해줘 Babe
그냥 이대로 다 멈춰줘 제발
너의 뒷모습뿐이라도 좋아
미친 듯이 뛰어 내 맘이 소리쳐
너를 다시 돌려달라고 말야
아직 너에게 못해준 게 너무 많아
받은 만큼 주지 못한 게 많아
너무 못난 사랑이란 걸 알지만 부디
넌 나를 기억해 네 마음속에서
너와 영원히 숨 쉴 수 있도록
넌 나를 기억해 내 세상이었던
내 전부였던 너를 잃어버린 날 위해
넌 나를 기억해
Eh Eh Oh Eh Eh Oh
Eh Eh Oh eh oh
넌 나를 기억해
Eh Eh Oh Eh Eh Oh
너와 영원히 숨 쉴 수 있도록
잊지 말아줘 지우지 말아줘
좋은 사람이었다고 나를 기억해줘
언젠가 우리 다시 볼 수 있다면
그땐 너를 놓지 않을게
놓치지 않을게
넌 나를 기억해
Eh Eh Oh Eh Eh Oh
우리 멀리 있어도
서로를 느낄 수 있게
넌 나를 기억해
Eh Eh Oh Eh Eh Oh
너와 영원히 숨 쉴 수 있도록
나를 기억해"
4,엠투엠 (M To M),길어야 일년입니다 (Piano. 나원주),"별일 아니라고 말 했습니다
울먹이려는 그대 때문에
길어봐야 겨우 일 년입니다
운 좋으면 그전에도 잊죠
오늘로 우리는 마지막이죠
이제 스쳐간 사람입니다
좀처럼 고개를 들지 못하고
멈춰 서서 발끝만 보죠
내 걸음이 느려서
그댈 잡지 못 하고
뒷모습 바라만 보고 있는데
내 마음이 느려서
그댈 잊지 못 하고 그만
뒤돌아서 눈물만 훔치죠
길어야 일 년입니다
겨우 일 년입니다
미련해 뵈도 길어야 일 년입니다
하루는 길어 보여도
일 년은 금방입니다
길어봐야 일 년입니다
어차피 우리는 끝났습니다
이미 스쳐간 인연입니다
술 취해 전화도 하면 안 되죠
전화해 우는 것도 안 되죠
내 걸음이 느려서
그댈 잡지 못 하고
뒷모습 바라만 보고 있는데
내 마음이 느려서
그댈 잊지 못 하고 그만
뒤돌아서 눈물만 훔치죠
길어야 일 년입니다
겨우 일 년입니다
미련해 뵈도 길어야
일 년입니다
하루는 길어 보여도
일 년은 금방입니다
길어봐야 일 년이니까
일 년이 지나가도 변하지는 않겠죠
조금 변한거라 말하고
잊었다고 하겠죠
그래야만 그대가 편히 살겠죠
때로는 이런 내가 답답해
너무 답답해만 보여도
길어야 일 년이니까
조금만 시간을 주세요"
5,Stray Kids (스트레이 키즈),GLOW,"쉬어도 되지만 아직 일러
쉬어야 하지만 아직 멀어
우리가 가야 할 길
끝이 안 보여도 끝을 봐야 맞지
지도 하나 없이 위로 가는 길은
뒤도 돌아보기 싫은 미로
앞만 보고 달려 어둠 속을 환히 밝혀
댕댕댕 이 시간에 뭔 알람이 울려
얘얘얘
일어나야 할 시간 다 됐어 깨야 돼
방금 잔 것 같은데 진짜 방금 잤네
거울 보니 폐인 다됐네
머리도 못 말리고 나온 우리 저 멀리
화창한 날씨에 비 맞은 머리로
보이는 멋쟁이들
누가 봐도 한 식구지 지각엔
하나같이 겁쟁이들
뛰기에 다들 바빠 꼭 한 명이 뛰다
자빠지더라
다행히 무릎 위 작은 상처만 남아
춤추는 데 지장 없어 있다 해도 참아
졸음이 쏟아지면 반칙해
실눈 감아 잠을 잡아
연습은 오늘도 밤이 되면 더 빡 세게
막내 조는데 안쓰럽지만 딱밤 세게
We wanna do my thing
이제는 do nothing이라는
문구가 경고해서 잠시 말려주길 ey
딴 길은 몰라 나 오랫동안
한 곳만 바라보며 달려왔는데
어딜 가란 거야
밤하늘을 봐 환한 저 별들을 봐
어두울 때 더 빛나는 우리 모습 같아
아침에 출근해 하루 지난
아침에 퇴근해
뒤에 서 있는 형과
두 세시간 잔 후 출근해
두근대던 처음 왔던 때
설렘은 사라졌대도
열정은 여전히 넘쳐나 이 랩으로 전해
여전히 다 뛰기 바빠
근데 한 명이 뛰다 빠지더라
이번엔 작은 상처대신
공허함이 남더라 ey
며칠의 정적이 흐르고
다시 멀쩡하게 연습을 시작해
우리의 연습 결과가 어떨 지의 문제
연습실의 거울을 보면서 매일 묻네
오류 난 시험문제 답은 두 개인듯해
정상 아님 나락 둘 중 어디 가늠 못 해
데뷔라는 단어 큰 압박감에도
이 꿈은 주체 못 해 내 앞이 까매도
그럴수록 더 밝게 연습실의 불을 켜
동시에 눈에 불을 켜 없던 길도 찾게
딴 길은 몰라 나 오랫동안
한 곳만 바라보며 달려왔는데
어딜 가란 거야
밤하늘을 봐 환한 저 별들을 봐
어두울 때 더 빛나는 우리 모습 같아
쉬어도 되지만 아직 일러
쉬어야 하지만 아직 멀어
우리가 가야 할 길
끝이 안 보여도 끝을 봐야 맞지
지도 하나 없이 위로 가는 길은
뒤도 돌아보기 싫은 미로
앞만 보고 달려
어둠 속을 환히 밝혀
딴 길은 몰라
Imma get it
나 오랫동안
Gotta go
한 곳만 바라보며 달려왔는데
Yeah this is my last time
어딜 가란 거야
난 포기하지 않아
밤 하늘을 봐
Imma show it
환한 저 별들을 봐
Gotta glow
어두울 때 더 빛나는 우리 모습 같아"
6,"윤종신, 박재정",여권,"무턱대고 떠나는 여행
막 서둘러 싼 짐과 여권뿐
방안은 미칠 것 같아서
거리는 측은해서
너를 제발 벗어나고만 싶어서
마침 옆자리가 비었어
좁지 않아 정말 편한 걸
여권 지갑은 빼버렸어
너의 흔적이라서
흔한 남들 거랑 이제 다르지 않아
어쩜 우린 그렇게 다녔니
조심스레 열어본 그 속에선
여기저기 찍힌 추억들이
거리보다 가득해
니가 더 선명해서
마치 옆에 있는 듯해
못생긴 나의 사진 처량해
그 얼굴이 내게 원망하듯 묻잖아
왜 떠나보내야만 한 거니
너 정말 자신 있어
내 옆자릴 물끄러미 보네
오늘따라 많이 흔들려
그때마다 기대곤 했던
그 자린 풀린 벨트만이
덩그러니 반짝여
난 채워버렸어 누군가 있는 것처럼
어쩜 우린 그렇게 좋았니
조심스레 열어본 그 속에선
여기저기 찍힌 추억들이
거리보다 가득해
니가 더 선명해서
마치 옆에 있는 듯해
못생긴 나의 사진 처량해
그 얼굴이 내게 원망하듯 묻잖아
왜 떠나보내야만 한 거니
너 정말 자신 있어
내 옆자릴 물끄러미 보네
나만의 여행을 해볼게"
7,소울라이츠,최선,"할 수 있는 건 다한 것 같아
친구들의 비웃음 속에서
헤어지라는 말들 앞에선 늘 도망치고
눈물로 밤들을 지새도
네 앞에서는 늘 웃었어
사랑을 지키는 거라고
그토록 난 믿었었는데
이보다 더 어떻게 널 사랑해야 해
이보다 더 어떻게 늘 잘해줘야 해
이보다 더 어떻게 널 이해해야 해
이보다 더 어떻게 나 참아야만 해
나는 최선을 다했어
하루하루를 버틸 뿐이야
제멋대로인 널 참으며
다 끝난 사랑일 뿐인데
억지로 잡고 있는 건지
이보다 더 어떻게 널 사랑해야 해
이보다 더 어떻게 늘 잘해줘야 해
이보다 더 어떻게 널 이해해야 해
이보다 더 어떻게 나 참아야만 해
나는 최선을 다했어
똑같은 잘못 똑같은 변명
언제쯤 끝이 날는지
내 힘겨운 노력 내 소중한 사랑
넌 휴지처럼 버리고 있어
이보다 더 사랑할 순 없을 것 같아
이보다 더 잘해주긴 힘들 것 같아
이보다 더 이해할 자신이 없어 난
이보다 더 어떻게 참을 수 있겠어
나는 최선을 다했어"
8,2BIC(투빅),바래,"불 꺼진 거리에서
그대를 되새기며
소리도 없이 부푼 맘을 이끌고
널 가득 싣고 온다
사랑에 휘청 일 때
그대 손도 못 잡을 만큼
소리도 없이 아픈 맘을 이끌고
그댈 가득 싣고 운다
더 행복하게 잘 지내야 해
더 보란 듯 이 잘 살길 바래
그 어느 날 그 어느 곳
숨 쉬는 모든 곳에
니가 행복하길 바래
술 한잔 기울이다
날 덮치듯 밀려드는
눈치도 없이 그리운 널 이끌고
날 마주하러 온다
돌아갈 길도 없이
혼자 또 서성이다
소리도 없이 아픈 맘을 이끌고
그댈 가득 싣고 운다
더 행복하게 잘 지내야 해
더 보란 듯이 잘 살길 바래
그 어느 날 그 어느 곳
숨 쉬는 모든 곳에
니가 행복하길 바래
뒤돌아서 그 뒷모습이 아직도
내겐 남아 선명한데
나 혼자만 여기에
너를 그리며 있을게
날 떠나간 너를 위해서
더 행복하게 잘 지내야 해
더 보란 듯이 잘 살길 바래
그 어느 날 그 어느 곳
숨 쉬는 모든 곳에
니가 행복하길 니가 행복하길
니가 행복하길 바래"
9,Various Artists,슬픈인연,[가사 준비중]
