,가수,제목,가사
708,손지창,사랑하고 있다는 걸,"기다릴 수 없어 이제는
그렇게 쉽게 얘기하지마
포기할 수 없어 너만은
모두가 나를 떠나가버려도
더 가까이 가고 싶어
더 가까이 느끼고 싶어
포기할 수 없어 너만은
모두가 나를 떠나가버려도
더 가까이 가고 싶어
더 가까이 느끼고 싶어
말해줘 말해줘 너도 느끼고 있잖아
더이상 나를 피할 순 없어
말해줘 말해줘 내가 너를 사랑한만큼
너도 나를 사랑하고 있다는걸
더 가까이 가고 싶어
더 가까이 느끼고 싶어
말해줘 말해줘 너도 느끼고 있잖아
더이상 나를 피할 순 없어
말해줘 말해줘 내가 너를 사랑한만큼
너도 나를 사랑하고 있다는걸
말해줘 말해줘 너도 느끼고 있잖아
더이상 나를 피할 순 없어
말해줘 말해줘 내가 너를 사랑한만큼
너도 나를 사랑하고 있다는걸
너도 나를 사랑하고 있다는걸"
709,VICTON (빅톤),All Day,"시간 지나 발길 닿는 곳 넌데
이제 편히 기댈 수 있어 all day
내가 널 바라봤을 때
네가 날 바라봤을 때
조금 어색해도 괜찮아 oh yeah
운명에서 인연으로
드라마틱한 우린 웃음이 번지지
몇 부작보단 단편으로도
충분하니까 That's right
각자의 방식으로 서로의 박자를 맞춰
미소는 더 번지길 yeah yeah
이 모든 건 네가 존재하기에
오늘도 Just stay with me
날 안아주길
네가 있어 너와 내가 smile smile
내일도 I want 꼭 내 맘 알아주길
네가 있어 너와 내가 smile smile
너와 내가 만들어갈 Story
Just go with the flow
환하게 웃어보자고 Smile
If you feel the glow
Baby let me blow your mind
그리고 노랠 불러요 난
Baby you are my mine
언제든 내 품 속에 들려요 right
이유도 없는 채
주변을 서성이며 날 감싸주었지
흐르는 시간 속에서
너와 난 멈춰있길
가끔 어두운 밤이 와도
서로를 비출 테니까
함께하잔 말 그거면 족해
오늘도 Just stay with me
날 안아주길
네가 있어 너와 내가 smile smile
내일도 I want 꼭 내 맘 알아주길
네가 있어 너와 내가 smile smile
너를 생각해 잠이 들 때까지
우릴 생각해
함께이기에 우린 더 smile smile
난 너 없인 안 되나 봐
오늘도 Just stay with me
날 안아주길
네가 있어 너와 내가 smile smile
오늘도 Just stay with me
날 안아주길
네가 있어 너와 내가 smile smile
내일도 I want 꼭 내 맘 알아주길
네가 있어 너와 내가 smile smile
매일 너를 원해 Uh
우린 함께니까 괜찮아 All Day"
710,디에이드 (The Ade),꿈 (re:cord),"여전히 매일 밤 꿈 속에서
예전의 그대를 보죠
우리 행복했던 아름다운 그 모습으로
여전히 매일 꿈에서 깨면
젖은 베개가 내게 꿈이라 하죠
우리 사랑했던 그 시간
우리 함께였던 그 시간
아직까지 나는 그 곳에서 헤매고있죠
정말 이게 끝인가요
그대 대답없네요
오늘도 꿈 속의 그대죠
아무렇지 않은 표정으로
그대와 함께 걸어요
지금 여기서는 우리 둘은 사랑하니까
꿈이어도 상관없어요 행복해요
영원히 깨지 않기를
그대 욕심내도 되나요
그대 붙잡아도 되나요
아직까지 나는 그 곳에서 헤매고 있죠
정말 이게 끝인가요
그대 대답없네요
오늘도 꿈 속의 그대죠
우리 사랑했던 그 시간
우리 함께였던 그 시간
아직까지 나는 그 곳에서 헤매고있죠
정말 이게 끝인건가요
가야하나요
오늘도 꿈 속의 그대죠
여전히 꿈 속의 그대죠"
711,이제,미안해하지 마요,"그대에게 가지 못하고
흩어질 말을 잡아둔
내 마음도
지칠 대로 지쳐
이제는 담아두기 벅차고
기다려줘요 다 와 가니깐
망설일 틈도 없게 달려가니깐
날 애태우고 가던
그대 모습 잊지 않고
모두 말하고 싶으니깐
Can't take it anymore
우리 마주한 순간에
왜 나를 보지 않아요
There's nothing you can do
미안해하지 마요 그대 눈빛을 읽고
멀리 그녀가 보여요
다 알 것 같은 미소
그게 또 이렇게 아름답기에
지금 이대로 지나가 줘요
아님 이렇게 내가 달아날게요
요동치던 세상을 한 꺼풀씩
벗겨내는 모습 안타까워도
Can't take it anymore
지나간 기억들을
돌아보지 않도록
There's nothing you can do
미안해하지 마요 그대 눈빛을 읽고
멀리 그녀가 보여요
다 알 것 같은 미소
그게 또 이렇게 아름답기에
더는 담을 수 없는 그대에게
들켜선 안 될 것들을
나는 이렇게 될 줄은 몰랐는데
정말로 아무것도
미안해하지 마요 그대 눈빛을 읽고
멀리 그녀가 웃어요
이 자리에 계속 남아있기엔
서로가 너무 행복해 보여서"
712,캐리,비행소녀(2021),"활주로를 떠나 비행기는 이제
어둠 속을 날아요
서울의 야경은 물감처럼 번져 가고
저기 어딘가에 내가 아는 사람
손 흔들고 있을까
마지막의 인사를 해요
내가 가는 길이 너무나도 힘든
이별의 길이지만
후회하지 않고 웃으면서 떠나가죠
사실 울고 있죠 많이 울고 있죠
창피하게 말이에요
어둠 속을 날아가죠
안녕 기억 안녕
입술로 되뇌어 보네
사랑해라는 단 한마디
안녕 추억 안녕
너무나 눈물이 나요
영원히 그댈 사랑해요
안녕
어둠 속을 떠나 비행기는 이제
어딘가에 내려요
낯선 도시는 사실 많이 두렵지만
저기 어딘가에 내가 아는 사람
손 흔들고 있을까
마지막의 인사를 해요
안녕 기억 안녕
입술로 되뇌어 보네
사랑해라는 단 한마디
안녕 추억 안녕
너무나 눈물이 나요
영원히 그댈 사랑해요
안녕 기억 안녕
입술로 되뇌어 보네
사랑해라는 단 한마디
안녕 추억 안녕
너무나 눈물이 나요
영원히 그댈 사랑해요
안녕
안녕"
713,박다은,사랑이야,"당신은 누구시길래 이렇게
내 마음 깊은 거기에 찾아와
어느새 촛불 하나 이렇게
밝혀 놓으셨나요
어느 별 어느 하늘이 이렇게
당신이 피워 놓으신 불처럼
밤이면 밤마다 이렇게
타오를 수 있나요
언젠가 어느 곳에선가
한 번은 본 듯한 얼굴
가슴 속에 항상
혼자 그려보던 그 모습
단 한 번 눈길에 부서진 내 영혼
사랑이야 사랑이야
언젠가 어느 곳에선가
한 번은 올 것 같던 순간
가슴 속에 항상
혼자 예감하던 그 순간
단 한 번 미소에 터져버린 내 영혼
사랑이야 사랑이야 음"
714,경서예지,다정히 내 이름을 부르면 (여자 Ver.) (Inst.),"뜨거운 계절을 보내던 날
기분 좋은 바람이
두 빰을 스치는
가을 바다 한곳에 서서
아름다운 너와 나
그림을 그려갔어
모래 위 떨린 손끝으로
날 향해 웃어주는 입술
끝 모양과 단풍보다
예쁘게 붉은 두 볼을 가진 네가
다정히 내 이름을
부르면 내 마음이
녹아내려 언제나
나 하날 위해 준비된
선물 같아 널 안으면
잠들지 않는 바다 위를
너와 함께 걷는 것 같아
하늘 아래 너와 나
남은 내 모든 날을 너에게
다 줘도 안 아까워
이제서야 내가
사랑에 눈을 뜬 건 가봐
경험하지 못했고
믿기지 않는 일만
일어나고 있는 거 아니
10월에 피는 코스모스
향기를 가득 담아
부는 바람에 살며시 실어 보내
다정히 내 이름을
부르면 내 마음이
녹아내려 언제나
나 하날 위해 준비된
선물 같아 널 안으면
잠들지 않는 바다 위를
너와 함께 걷는 것 같아
하늘 아래 너와 나
설레이는 지금이
꿈이 아닌 걸 알잖아
난 더 바랄 게 없어
먼 훗날 내 생애
아주 작은 소리로
귓가에 말할 거야
내 곁에 머물러줘서
마음 다해 고맙다고
어떤 말로도 표현 못 할
내 인생의 전부였다고
이 순간 너를 꼭 안고
고백할게 언제나
우리 모든 날들과
햇살 아래 우리 그림자
제일로 특별하다고
세 계절의 끝을 지나서
너의 앞에 서있는 지금
선명한 목소리로
널 사랑한다고
말할게"
715,하진 (HAJIN),Alone,"This memory drag me
down to the dark
후회로 되풀어가는 밤
모두 사라져버린 이곳에 홀로 남아
Oh I can’t face the truth behind
수많은 밤을 헤매다
My heart 그 빛을 잃어가
Trapped in this moment
날서린 현실에
Now It’s too late
길 잃은 걸음만
Here we are alone
바래져가는 내 마음
애써 손 내밀어 붙잡는 나
This pain will guide
the way to the end
무뎌진 마음을 조여오면
메마른 내 입술과 심장박동소리가
점점 되살아나고
Trapped in this moment
날서린 현실에
Now It’s too late
길 잃은 걸음만
Here we are alone
바래져가는 내 마음
애써 손 내밀어본다
Ooh
This twisted labyrinth wouldn’t
let me out
Ooh
Hold me now 여기 어둠 속에 날
I’ll wait till it’s over
기나긴 터널 끝에
Will there be light
작은 빛을 쫓아가
Here we are right now
새로워지는 내 마음
Someday 바라던 꿈 가닿을까"
716,해빈,꿈을 이룬다는게,"높은 하늘을 볼 땐 가끔 떠나고파
도착지가 정해진 여행보다는
바람을 따라 날아다닐래
푸른 구름을 보면
가끔은 눈물이 흘러
너와 내가 걸어왔던 길이 험할지라도
돌고 돌아 나에게 꼭 찾아와줄래
너의 길이 험하고 또 외로울 때면
잠시라도 서서 쉬어가도 돼
꿈을 꾸고 걸어가는 우리 여행길 이미
내겐 그 누구보다 크나큰 힘이야
가끔 높은 언덕에 지쳐 쓰러질 때면
하루 끝에 잠시 쉬어가도 돼
그 자리에 서서 잠시 울어도 돼
이룬다는 말보단
나아가는 너의 하루가 좋아
풀려버린 신발 끈 묶고 일어서
씩씩하게 나아가는 그대에게
저 하늘에 떠 있는 수많은 빛들은
모두 너를 위해 반짝이는 거야
끝없는 꿈속에서 쓰러질 때면
들려올 너의 이름을 따라 걸어가
이루지 못한 게 아냐 잠시 멈춰 서서
하나둘셋 다시 걸어가자
춥고 아픈 계절 지나 봄이 오듯이
꿈을 꾸는 건 참 예쁜거야
그 세상에 서서 한번 웃어볼게
이룬다는 말보단
나아가는 너의 하루가 좋아"
717,박삐삐,오늘은 따뜻할거야 (April drive),"we're going drivin'
어디로든 떠나 babe
we're going drivin'
우리 지금 완전 higher
we're going drivin'
때론 겁나도 oh
errbody 다 다 잘 될 거야 야
we are we best
그냥 어디로든 떠나고 싶어
고민을 하다 보면 너무나도 깊어
가볍게 챙기고 올려 지퍼
생각이 많아지면 행동이 굼떠
오늘이 떠나기 좋은 날이야
정해진 날이 어디 있냐는 말이야
하늘을 봐 유난히 더 uh
밝게 빛나 오늘
더 우릴 반겨주는 것처럼
가만히 눈을 떠 부는 바람처럼
내 맘이 춤을 춰 너를 만난 것처럼
조금만 더 우리 조금만 더
we're going drivin' 우린 달려 더
we're going drivin'
지금 우린 완전 higher
we're going drivin'
때론 겁나도 oh
errbody 다 다 잘 될 거야 야
we are we best
기분이 나른해 또
떠다니는 기분이야 구름에 또
뭉실뭉실 그냥 퐁당
빠져버릴 거야 우린 냅 둬
두고 온 고민들이 또 맘을 잡아도
조금은 uhm 잊어도 oh 괜찮아
밝게 빛나 오늘 더
우릴 반겨주는 것처럼
가만히 눈을 떠 부는 바람처럼
내 맘이 춤을 춰 너를 만난 것처럼
조금만 더 우리 조금만 더
we're going drivin' 우린 달려 더
we're going drivin'
지금 우린 완전 higher
we're going drivin'
때론 겁나도 oh
errbody 다 다 잘 될 거야 야
we are we best
혼자 있는 밤 유난히 길 때
어디든 떠나고 싶을 때
아무 생각하지 말고 그냥 떠날래
지금 당장 우리 함께 어디든
we're going drivin' 우린 달려 더
we're going drivin'
지금 우린 완전 higher
we're going drivin'
때론 겁나도 oh
errbody 다 다 잘 될 거야 야
we are we best"
718,"그네, 초이 (CHOI)","그럼에도 말해줘야지, 사랑이라고","우리 옷깃이 스치지 않았더라도
스친 건 고작 눈빛뿐이라도
달의 밝음에 눈시울 붉어졌을 때
해의 따스함 간절히 바랬더라도
처마에 걸쳐진 별 아래 떠오른
그 얼굴 내가 아니더라도
어디선가 들려오는
너의 이름을 부르던 이가
나 아니라 그이길 바라였다 하여도
그럼에도 말해줘야지 너는 나에게
처마에 걸쳐진 별 아래 떠오른
그 얼굴 분명 너니까
어디선가 들려오는
너의 이름을 부르던 이가
나 아니라 그이길 바라였다 하여도
그럼에도 말해줘야지 너는 나에게
사랑이라고
결실 없는 마음이라고
어디선가 들려오던
너의 이름을 부르는 이가
그 아니라 나이길 간절히
원하고 바라고 탐하고 있었는데
그럼에도 말해줘야지 낮은 소리로
너에게는 들리지 않게"
719,김건모,흰눈이 오면,"얼마나 사랑했는지 알지도 못하면서
이제와 널 잊으라 하면 잊을수 있니
내색조차 할수 없었던 내 무던한 그 사랑에
밤새워 울며 슬퍼했어
소리조차 낼수 없었던 어둠의 추억때문에
아침을 맞을수도 없어
오 이제와 너의 사랑을 기대하기엔
너무 늦은 이별 앞에서
느껴지지 않는 너의 그 작은 입술이
그리울꺼야

노을지는 창가에 앉아
함께 바라본 하늘은 너무나도 아름다웠어
꿈을꾸듯 사랑 할때면
이 세상 누구보다도 우리는 행복했으니까
오 이제와 너의 사랑을 기대하기엔
너무 늦은 이별 앞에서
그래 널 잊겠다고 나 말할수 있어
맘에 없는 몹쓸 그 말들
단 한번 맺은 사랑만으로
살아가는 난 널 잊고말꺼야
그땐 나의 사랑도 또 나의 기대도
그때쯤 잊혀지겠지 흰눈이 오면"
720,조장혁,연인,"사랑해선 안될 사람
너를 사랑으로 부르고
이젠 너없이 살 수가 없는
바보가 됐나봐
매일 매일 널 보내며
수백번씩 널 찾아 지워봐도
내일이면 널 지운 그 곳엔
또 널 새기고 있어
너를 택한 그 사랑이 죄라서
남은 삶이 단 하루라 해도
너와 함께 숨 쉴 수만 있다면
그것 하나만으로도 돼
너를 지우지 못한게 죄라면
죽을만큼 아파도 돼
이 사랑에 단 하룰 행복해도
그 삶을 가질게
널 사랑해
미치도록 그리워서
니 곁이 아니면 안될 것 같아
슬프지만 구슬프겠지만
너만 사랑할거야
너를 택한 그 사랑이 죄라서
남은 삶이 단 하루라해도
너와 함께 숨 쉴 수만 있다면
그것 하나만으로도 돼
너를 지우지 못한게 죄라면
죽을만큼 아파도 돼
이 사랑에 단 하룰 행복해도
그 삶을 가질게
널 사랑해

내 전부보다 목숨보다
더 많이 사랑하나봐
세상을 준대도 너 아니면
내겐 아무 의미없잖아

다시 다른 삶을 산다고 해도
그때도 너만을 사랑할게
혹시 그 사랑에 또 눈물나도
그게 너라면 상관없어
세월에 두 눈이 널 잊는대도
내 가슴은 너라니까
어디있어도 널 찾을 수 있어
걱정하지마
널 사랑해"
721,이지연,슬픈 안녕,"마이 러브
이젠 모두 지난 일들이
내 가슴 저리도록
아파 오는데
마이 러브
지워지지않는 기억도
한낱 물거품되어
그대 바라보던 두 눈에
슬픈 기억만이 쌓이 고
그저 외면하는 그대의
마음만 애태우는데
마이 러브
이젠 눈물 흘리지 않아
영원히 내 맘곁에
사랑을 묻고
마이 러브
그냥 그저 스쳐 지나던
사랑이라 말하리

그대 바라보던 두 눈에
슬픈 기억만이 쌓이 고
그저 외면하는 그대의
마음만 애태우는데
마이 러브
이젠 눈물 흘리지 않아
영원히 내 맘곁에
사랑을 묻고
마이 러브
그냥 그저 스쳐 지나던
사랑이라 말하리"
722,SUPER JUNIOR (슈퍼주니어),Marry U (New Ver.),"Love oh baby my girl
그댄 나의 전부
눈부시게 아름다운 나의 신부
신이 주신 선물
행복한가요
그대의 까만
눈에선 눈물이 흐르죠
까만 머리 파 뿌리 될 때까지도
나의 사랑
나의 그대 사랑할 것을
나 맹세할게요
그대를 사랑한다는 말
평생 매일 해주고 싶어
Would you marry me
널 사랑하고 아끼며
살아가고 싶어
그대가 잠이 들 때마다
내 팔에 재워주고 싶어
Would you marry me
이런 나의 마음 허락해 줄래
평생 곁에 있을게 I do
널 사랑하는 걸 I do
눈과 비가 와도
아껴주면서 I do
너를 지켜줄 게 My love
하얀 드레스를 입은 그대
턱시도를 입은 나의 모습
발걸음을 맞추며 걷는 우리
저 달님과 별에 I swear
거짓말 싫어 의심 싫어
사랑하는 나의 공주
Stay with me
우리가 나이를 먹어도
웃으며 살아가고 싶어
Would you marry me
나의 모든 날을 함께해 줄래
힘들고 어려워도 I do
늘 내가 있을게 I do
우리 함께하는
많은 날 동안 I do
매일 감사할 게 My love
예전부터 너를 위해 준비한
내 손에 빛나는 반지를 받아 줘
오늘과 같은 맘으로
지금의 약속 기억할게
Would you marry me
평생 곁에 있을게 I do
널 사랑하는 걸 I do
눈과 비가 와도
아껴주면서 I do
너를 지켜줄 게 I do
내가 그대에게 드릴 것은
사랑밖에 없죠
그저 그뿐인 걸 보잘 것 없죠
서툴러 보이고 많이 부족해도
나의 사랑 나의 그대
지켜줄 게요
한 가지만 약속해 줄래
무슨 일 있어도
우리 서로 사랑하기로
그뿐이야
나와 결혼해 줄래 I do"
723,신화,On The Road,"넌 어디 있니 날 기억하니
날 듣고 있니 잘 가고 있니
약속처럼 이 길의 끝에 널 만나겠지
하루가 참 길 때가 있고
시간이 빨리 갈 때 있어도
그 발걸음만 지키면 돼
흔들리지 않게
그 때는 몰랐던 소리와
그 때는 몰랐던 모습과
그 때는 몰랐던 사랑이 저기 온다
저 하늘에 네가 차올라
저 노을엔 네가 타올라
넌 미리 온 듯
날 부르는 듯 들리는 소리
hello hello
이 그리움이 날 차올라
이 기다림에 난 타올라
다시 한 번 나 들을 수 있게
내게 외쳐줘
hello hello hello hello
Yeah Everyday
네가 필요해 조금씩 내가 지칠 때
힘이 돼주고 위로돼서 난
쓰러져도 다시 또 시도해
And I thank you for that
Cuz I feel the same
이 길을 함께 걸을 수 있게
한 발걸음씩 다신 떨어지지 않게
너에게 난 맹세해
주저앉고 싶은 적 있고
돌아가고 싶었을 때도
이유 있는 길이라는걸 난 알기에
저 하늘에 네가 차올라
저 노을엔 네가 타올라
넌 미리 온 듯
날 부르는 듯 들리는 소리
hello hello
이 그리움이 날 차올라
이 기다림에 난 타올라
다시 한 번 나 들을 수 있게
내게 외쳐줘
hello hello hello hello
우리는 함께 걷고 있어
같은 길 위에 서서
내 가슴이 널 담고 있어
눈 감아도 널 볼 수 있어
You give me the light to see
I can hear you calling back for me
This promise I'll always keep
Just Remember that
I'll never leave
잘 하고 있어 함께 있어줘
내게로 들려 네가 들려
say hello hello hello
두 눈으로 널 볼 수 있고
두 팔로 널 안을 수 있어
더 가까이서 또 들려오는
너의 목소리
hello hello hello hello"
724,김보경 (NEON),사랑 끝,"애써 태연한척 웃었지만
니눈 많이 부어 보이더라
빨갛게 물든 니 눈을 보며
나도 소리없이 울었어
죽을만큼 사랑했고
영원할꺼라 믿었어
누가 뭐래도 난 니꺼라고
절대 변치 말자했던
그 사랑 떠나가네요
우리 이대로 끝인가요
이 못난 사랑 더 못할 사랑
정말 떠나네요
지금 돌아서면 끝인데도
앞은 촛점 없고 멍하더라
파랗게 멍들은 내 가슴이
아무것도 듣지 않더라
죽을만큼 사랑했어
널 만나 행복했었어
내 서툰 사랑 다 미안하다
그 말 해주면 안 돼요
사랑이 떠나가네요
그냥 이렇게 끝인가요
멀어져요 점점더 멀어지네요
다 못한말 많은데
그토록 다짐했었던
그 날들 그 약속 모두 떠나가네요
왜 나를 사랑했냐고
가슴 터질 듯 외쳤어
미친것처럼 너를 붙잡고
가지 말라고 울었어
사랑이 떠나가네요
정말 이렇게 끝인가요
나쁜 사람 더 아플 사람
잡을 수 없네요"
725,플라이 투 더 스카이,남자답게,"이렇게도 약해 빠진 나라는걸
내가 이렇게나 겁이 많은 사람인걸
여태 몰랐어 모르고만 살았어
니가 날 떠나기 전에
매일 너를 사랑하는데
그리워하는데 가슴을 막아도
쉴 새 없이 눈물이 흘러
태어나 처음 남자답지 못하게
얼음처럼 차가워질 심장인데
결국 이별 앞에 하찮아질 사랑인데
왜 날 원했니 내 안에 왜 살았니
헤아려 볼수록 미워
매일 너를 사랑하는데
그리워하는데 가슴을 막아도
쉴 새 없이 눈물이 흘러
태어나 처음 남자답지 못하게
못 잊어 네가 날 잊어도
나보다 더 소중한 오직 너일 테니까
널 원하고 널 사랑하고
널 기다리다가 내 삶이 멈춰도
후횐 없어 살아있는 한
괜찮아 니 남자로 살다 가니까"
726,로이킴,Starlight,"두근대고 있어
널 보고 있으면
아무 말도 하지 않고
한참을 보고 있어
Beautiful starlight
my starlight in starlight
비춰줄게 Starlight
네 맘에 꿈 속에
I need you
이젠 내 곁으로
다가와 줄래
데리러 갈게 My love
기다리고 있어
너 웃어주기를
시간이 멈춘 것 같아
이대로 너에게로
Beautiful starlight
my starlight in starlight
비춰줄게 Starlight
네 맘에 꿈 속에
I need you
이젠 내 곁으로
다가와 줄래
데리러 갈게 My love
너와 마주 볼 때면
순간마다 떨려와
널 사랑했던
시간들을 다 기억해
I Fall in love
너만이
Beautiful starlight
my starlight in starlight
지켜줄게 Starlight
언제나 이렇게
I need you
나의 맘 속으로
들어와 줄래
데리러 갈게 My love"
727,김건모,테마게임,"눈을 뜨면 버릇처럼
오늘도 난 네게 전활 걸어
창 밖을 봐 비가 오잖아
이런 날 널 만나고 싶어
설레이는 가슴 안고
빛 속을 유유히 거니는 순간
내 눈 앞을 스쳐 지나간 꿈속에
그리던 빨간 우산 조심스레
그녈 뒤따라 갔어
전혀 아무 눈치 챌 수 없게
하지만 갑자기 나타난 한 남자
여보 하며 그녈 반겨
떠날 줄이야
세상에 이럴 수가 너무 기가막혀
혹시 내가 무얼 잘못
본 것은 아닐까
세상에 믿을 여자하나 없다더니
바로 너를 두고 한 말이
아니겠니
꿈에라도 꼭 한 번 만이라도
만나 볼 수 있길 바랬었는데
알고 보니 넌 딴 남자의 여자
산적같이 생긴 그 남자의여자
아름다운 그녀와 그 남잔 오
너무 너무 너무 어울리지 않아
빗소리에 후 정신 차려보니
약속시간 오 한 시간이 지나
좋은 사람 만나 잘 해보라는
싸늘한 삐삐 메세지 내겐 정말
충격이었어
하늘이 무너질 것만 같아
내게 무슨 변명할 기회를 줘
차가 막혀 늦을 수도 있잖아
그리 쉽게 이별을 말하고 나면
우리사이가 끝날 수 있을 것 같니
세상에 이럴 수가 너무 기가 막혀
약속 시간 늦은 이유로 이별이래
세상에 믿을 여자 하나 없다더니
바로 너를 두고 한 말이 아니겠니
오 그래 나에게도 잘못은 있어
잠시나마 한눈을 팔았었잖아
비가 오니 널 만나자 하곤
빨간 우산인지 뭔지 정신
없었잖아
그렇지만 이건 정말 너무했어
사랑이란 이런거야 알다가도
모르겠어
니가 어긴 약속은 당연한 일
내가 어긴 약속은 그리 잘못이니
세상에 이럴 수가 너무 기가 막혀
약속 시간 늦은 이유로 이별이래
세상에 믿을 여자 하나 없다더니
바로 너를 두고 한 말이 아니겠니"
728,변진섭,사랑할 수 밖에 없는 그대,"낙엽지는 소리가 들려
내 마음 그대 찾아 갈래
그대 모습 회색빛 고독이어라
늦은 가을에 피는 향기어라
그대 지금 어디 있을까
그 길을 나도 따라 갈래
바람 한 점 남기고 떠난 사람아
나의 가슴에 부는 바람이여
가까이 보고픈 사람
그 손길 잡히지 않네
그 누구도 사랑 할 수 밖에 없는
나의 기나긴 고독 그대여

가까이 보고픈 사람
그 손길 잡히지 않네
그 누구도 사랑 할 수 밖에 없는
나의 기나긴 고독 그대여
가까이 보고픈 사람
그 손길 잡히지 않네
그 누구도 사랑 할 수 밖에 없는
나의 기나긴 고독 그대여"
729,룰라,친구를 보내며,"너의 기억속에
잊혀지지 않는 내가 된다면
생각도 하지못한 이별과
짧은 만남에 어색하게
변한 내 모습
어째서 우리앞에 아쉬운
이별이 예고없이 와서가
널 잊지 못할거야
사랑하는 친구들 곁을
쉽게 떠날 수는 없지만
영원히 우리의 우정을 위해
난 웃으며 떠날수 있어
너의 마지막 모습을
바라보며 눈물 흘릴까
이세상에 지쳐버린 내 모습
너무 외로워보여
이별이란 생각을 하기엔
하루하루 시간은 없어
이렇게 헤어지는 아픔을
마음으로 울어야하나
우린 언제나 영원히
함께 할수있을꺼라
생각했는데
하늘아래 어디든 우리는
잊지않고 기억할꺼야
내가 기쁘고 슬프고
어쩔댄 웃어주고
울어주던 친구가
이 넓은 세상 함께
살아가자구
헤어지지말자던 친구가
이제는짧은머리
어색한모습를
나에게 이별을 말하는너
난 괜찮아 위로의 말로
잊지말자던 내가 왜
겨울이 두번 지나겠지
그리고 따스한 봄이와
널 다시 만날때까지
너 우리의 소중한 친구야
우리 처음 어색하게 만났던
추운날을 기억하겠니
두해가 지나면 네 이름
잊혀질까 두려운거야
우린 언제나 영원히
함께 할수있을꺼라
생각했는데
하늘아래 어디든 우리는
잊지않고 기억할꺼야
우린 언제나 영원히
함께 할수있을꺼라
생각했는데
하늘아래 어디든 우리는
잊지않고 기억할꺼야
우린 언제나 영원히
함께할수 있을거라
생각했는데"
730,전람회,유서(遺書),"마지막이라
남길 말이 너무 많아
술 취한 밤을 새우며
아쉬움으로
무너지는 오랜 꿈은
다시 찾을 수 없겠지
어디든 저 멀리
가보고 싶었어
서툰 몸짓으론
세상이 어려워
긴 한숨 속에
모든걸 태웠지
이제 남은 건
오직 너뿐인데
나를 묻어줘
너의 두 손으로
우리 간직했던
마지막 기억도
함께 묻어줘
난 멀리 가지만
넌 여기 있어줘
내가 머무른 흔적까지
모두다 지워져 버린 듯
그렇게 잊어줘 하아
어디든 저 멀리
가보고 싶었어
서툰 몸짓으로
세상이 어려워
긴 한숨 속에
모든걸 태웠지
이제 남은 건
오직 너뿐인데
나를 묻어줘
너의 두 손으로
우리 간직했던
마지막 기억도
함께 묻어줘
난 멀리 가지만
넌 여기 있어줘
내가 머무른 흔적까지
모두다 지워져 버린 듯
그렇게 잊어줘
나를 묻어줘
너의 두 손으로
우리 간직했던
마지막 기억도
함께 묻어줘
이제 나는
난 멀리 가지만
넌 여기 있어줘
내가 머무른 흔적까지
모두다 지워져 버린 듯
그렇게 잊어줘 후"
731,윤미래,Memories... (Smiling Tears) (English Ver.),"Hell on earth
watching our lives pass by
nothing but the truth it
hurts you can't deny
hell on earth
no pausin for love
when cats run up
it's all about flossing we
stuck we outta luck
All the memories of
hate and the lies
don't you know eventually
we'll pay the price
all the hopes and the
dreams will survive
reunite we got to
keep our faith alive
damn how did we get here
we're living in fear
how history repeats itself can
never stir clear
cries for help ring in my ear
from the sheer
terror of it all
I shed a tear can't disappear
sometimes I wish the
end was near but
back to reality where
life still exist we're
still on this earth but we got
shackles on our wrists
must be the reason why you
never stop to even lend a hand
too caught up in your ways
for you to try to understand
I keep dwelling in the past
and it mite be your
last time breathing
running from the bullets that
passed without reason
i'm thinking
who could be next am I the
target sit on my i'm stressed
What's it's all worth
givin off birth to hate
i contemplate survival
joinin the race
wat we facin the same shit
different place
gotta get along
now yea our futures at stake
All the memories of
hate and the lies
don't you know eventually
we'll pay the price
all my hopes and dreams they
seem so far away
im a sing this song and
pray for better day
do you believe
or you the one to deceive
i'm just try na find peace
while you held up and freeze
comin thru epidemic can you
cure this disease
yo our lives on the line
yea you know what I mean
human beings created the guns
aided the funds for war
assembling troops
hiding the truth we mourn
never to late to
find yourself reborn
connectin overseas
it's on word is bond
So there you have it my whole
life with all it memories
i'm tryna figure out
how to set all of my pain free
sometimes I wish that
I could turn the
hands of time back
so I could
rewrite the wrong and put my
life back on the rite track
wake up to reality try to
accept the way it is
they say that lifes not
what you take it's your
willingness to give
that's why I wrote this song in
hopes to heal the pain within
cause after that I know that's
when my life truly begins
All the memories of
hate and the lies
don't you know eventually
we'll pay the price
all the hopes and the
dreams will survive
reunite we got to
keep our faith alive
imprinted in our minds
from the minute
we were born wit
misconceptions of life that's
how our lives get torn
I say we wake up from this
dream and let the sunlight in
so we can help each other
heal the pain within
understandin demanding
thoughts are abandoned
hand in hand and
relate keep hangin on
till the teardrops gon
till my son will be born
till my soul will live on
forever"
