,artist_name,song_name,lyric
0,레이나 (Raina),앤,"나 우연이라도 그댈
마주치게 되길 빌며
외출할 때면
항상 단장을 하게 되네요
내 예쁜 모습을 다시 보게 되면
그대 혹시 흔들릴까봐
해주지 못한 말이 많은데
듣고 싶은 말도 많은데
보고 싶을 때도 아직 많은데
이젠 늦었나요
날 가끔이라도
그대 생각하기는 하나요
내게 해준만큼
지금 그녀에게 똑같이 해주고 있나요
어떻게 살아가고 있나요
밥은 챙겨먹고 있나요
가끔 내가 보고 싶긴 한가요
그대 나만큼은 아니라도
아프기는 한가요
나 그대 불행하길 바랬죠
그럼 혹시나 돌아올까
그런 못된 생각으로 지냈죠
나를 용서해요
모든게 끝났단 걸 아는데
잊어야 한단 걸 아는데
가슴은 늘 머리보다 더디죠
이젠 누구도 사랑할 수가
없을 것만 같아요"
1,신종욱,할 수 있는 일,"삐그덕거리는 낡은 의자 소리
먼저 일어날게 툭 떨어지는 말
아무 말도 못 하는 나
뭐라도 해야 할 텐데
고갤 드는 것조차 힘들어요
우리 함께 만들었던
그 추억들을
이제 다 어쩌면 좋을까요
오늘이 우리 마지막이라면
정말 이렇게 되는 거라면
꼭 행복하기를
지금보다 행복하기를
바래주는 것 만이
내가 할 수 있는 일일 테죠
좀 더 아껴줬더라면
달라졌을까
후회는 언제나 느리네요
오늘이 우리 마지막이라면
정말 이렇게 되는 거라면
꼭 행복하기를
지금보다 행복하기를
바래주는 것 만이
내가 할 수 있는 일일 테죠
한참이 지나서야
겨우 일어났지만
어디로 가야 할까
이렇게 우리 사랑이 끝나요
두 번 다시 볼 수 없는 사람
그 예쁜 이름을
더 이상은 부를 수 없어
너무 자신 없지만
정말 자신 없지만
오늘이 우리 마지막이라면
정말 이렇게 해야 한다면
꼭 행복하기를
지금보다 행복하기를
바래주는 것 만이
내가 할 수 있는 일일 테죠"
2,OYEON (오연),한 방울,"한 방울 한 방울
이 비가 내 맘과 닮았죠
비 내리는 날엔 우산을 들고서
언제나 날 기다리던 그대였는데
비가 오는 날이면 내 생각 해요
한 방울 두 방울 떨어지는 빗속에
매일 그대가 기다리던 자리에
비를 맞고서
아직도 이렇게 후회하는 나에요
한 방울 한 방울
내 눈에 눈물이 흐르죠
시간이 지나도 여전히 같아요
우산 속에 내 모습이 초라해져요
비가 오는 날이면 내 생각 해요
한 방울 두 방울 떨어지는 빗속에
매일 그대가 기다리던 자리에
비를 맞고서
아직도 이렇게 후회하는 나에요
흘러가는 빗물에 그대를 담고서
이제는 보내야 하는데
비가 멈추질 않아 마음속에서
빗물이 맘처럼 멈출 줄을 모르고
어딜 걸어도
답답한 내 마음이 그댈 찾아서
아직도 이렇게 헤매이고 있어요"
3,지호,내버려둬,"요즘 하루가 유독 더 길게만 느껴져
별다른 거 없는 것 같은데
또 해야 할 일들이 잘 기억이 안 나
꽤 중요한 일이었던 것 같은데
나에게 가장 소중했던 시간
맘처럼 쉽게 보내긴 힘들어
조금만 더 되돌아보고 기억하고 싶어
그때의 널
잠깐 아무 말도 하지 마
네가 없는 날을
상상 할 수 있을 때까지
조금 기다려줘
아무렇지 않다고 말 할 수 있는 나를
받아 드릴 수 있을 때까지 날
좀 내버려 둬
나에게 가장 소중했던 시간
맘처럼 쉽게 보내긴 힘들어
조금만 더 되돌아보고 기억하고 싶어
그때의 널
잠깐 아무 말도 하지 마
네가 없는 날을
상상 할 수 있을 때까지
조금 기다려줘
아무렇지 않다고 말 할 수 있는 나를
받아 드릴 수 있을 때까지 날
좀 내버려 둬
이제 그 어떤 아픔도 나에게
더 한 슬픔을 남길 순 없어
날 이해 해줘
아무 말도 하지 마 네가 없는 날을
상상 할 수 있을 때까지
조금 기다려줘
아무렇지 않다고 말 할 수 있는 나를
받아 드릴 수 있을 때까지 날
좀 내버려 둬"
4,가령,끝 무렵 (Feat. 예빛),"사랑을 몰랐던 내게 손 내밀던 너
수줍은 고백 날 향해 웃던 너의 모습이
아직 선명하게 남아 너를 놓지 못했지만
함께 있어도 늘 외로웠던
그때의 마음이 널 잊게 만들어
이별 앞에 늘 서있던 우리
사랑이 아닌 걸 알고 있어
반복된 이별의 끝에
언제나 나는 혼자였어
함께했던 지난 시간들로
되돌아가자 내게 말하지만
좋았던 그때의 우린
이제 없어
사실 가끔 난 흔들려
좋았던 기억이 자꾸 떠올라
참 많이도 내 맘을 아프게 한 너였는데
이별 앞에 늘 서있던 우리
사랑이 아닌 걸 알고 있어
반복된 이별의 끝에
언제나 나는 혼자였어
함께했던 지난 시간들로
되돌아가자 내게 말하지만
좋았던 그때의 우린
이제 없어
좋았던 그때의 우린
더는 없어"
5,Janet Suhh (자넷서),In Silence,"In silence no one answers
But I still hear your voice
If you’d only come hold me
If you’d only come
Tears flow
Sorry I’m late again
Let them fall
Sorry I’m late again
In darkness It’s getting hard
Getting hard to stand
If you hear me If you see me
Won’t you come closer
Tears flow
Sorry I’m late again
Let them fall
Sorry I’m late again
Can you just tell me once
You’ll never leave me
I’m afraid of losing you
Will you just lay with me
There will be no fears
If you only stay with me
Bare your soul to me
Here I stand for you
Stop crying your heart
Days will come for you for us
In silence no one answers
But I still hear your voice"
6,"정유진, 빌리어코스티",러브 시그널,"괜히 창밖을 바라보고 있어
어떤 말도 내게는 필요 없는 걸
지금 이대로 모든 시간이
멈춰 버린대도 괜찮아
혹시 넌 이런 내 맘을 알까
처음 만났던 그날부터
오늘을 또 기다렸나 봐
떨리는 내 가슴이 설레어
기분이 좋아 i`m falling in love
너도 나와 같은 맘이면
내 손을 꼭 잡아주기를
baby missing you
나의 모든 순간이 되어줘
이젠 나의 모든 시간들 속에
네 모습이 그려지는 걸 어떡해
떨리는 눈빛도 내 입술도
널 향해 말하고 있잖아
어떡해야 이런 내 맘을 알까
처음 만났던 그날부터
오늘을 또 기다렸나 봐
떨리는 내 가슴이 설레어
기분이 좋아 i`m falling in love
너도 나와 같은 맘이면
내 손을 꼭 잡아주기를
나의 곁에서
나의 모든 순간이 되어줘
저 하늘에 별처럼
너와 나의 꿈처럼
모두 다 주고 싶은
그런 마음인가 봐
그대와 나 영원히
우리 둘이 영원히 함께
너를 사랑한다는 말이
너를 좋아한단 그 말이
떨리는 내 가슴에 숨길 수
없었던 내 맘 i`m falling in love
지금처럼만 이대로
내 손을 꼭 잡아주기를
나의 곁에서
나의 모든 순간이 되어줘
너만을 사랑해 for you"
7,"마크툽 (MAKTUB), 이라온",정말 사랑했을까,"좋았나 봐 널 많이 아꼈나 봐
다시 못 견디게 아픈걸 보니
가슴에서 자꾸만 열이 나고
널 떠올릴 때마다 그리움이 흘러
숨겨봐도 그게 잘 안되나 봐
이별 앓고 있는 날 다 아는걸
씩씩한 척 강한 척 하는 내가
웃는 눈빛마저도 우는 것
같아 보인대
우리 정말 사랑하긴 했을까
느낄 수가 없잖아
작고 좁은 나의 세상 속에
살던 넌
행복하긴 했을까
우리 닮은 지난 추억이
초라한 내 앞이라 더 눈부셔
너 있는 곳 너무 멀어
다가갈 수 없어
헤어져도 보내지 못하나 봐
니가 돌아와줄 것만 같아서
시간가면 잊을 수 있을거란
굳은 다짐해봐도
매일 널 찾아 헤매는데
우리 정말 사랑하긴 했을까
믿을 수가 없잖아
좋은 사람으로 니 가슴에 내 모습
남긴 했을까
니가 곁에 없는 나보다
내가 없는 니가 더 두려워
나를 지우고 쉽게 또 사랑 할까봐
지키지 못할 약속들
그땐 왜 그렇게 많이 했는지
아직도 너를 위해 난
주고 싶은 게 많은데
우리 정말 사랑하긴 했을까
느낄 수가 없잖아
우리 정말 사랑하긴 했을까
느낄 수가 없잖아
작고 좁은 나의 세상 속에 살던 넌
행복하긴 했을까
니가 곁에 없는 나보다
내가 없는 니가 더 두려워
니 사랑이 마지막이 될까봐"
8,팀,어깨에 기대,"넌 그저 웃고 있지만
내 마음 깊이 어딘가
한 켠에 남겨둔 너의 흔적
날 편하게만 대하는
무덤덤한 말투
좁혀지지 않는 한 뼘을 돌고 돌아
지난 시간이 되려 우리를
조금씩 밀어내려 할수록
내 마음은 점점
어떤 날에 나란히 길을 걸으며
모처럼 내게 기대었던
잊지 못할 기억처럼
어떤 날에 위로가 필요하다면
살며시 곁에 다가와
내 어깨에 기대 주길
나 나나 나나나
나나나 나나 나나나 나나
지난 시간이 되려 우리를
조금씩 밀어내려 할수록
내 마음은 점점
어떤 날에 나란히 길을 걸으며
모처럼 내게 기대었던
잊지 못할 기억처럼
어떤 날에 위로가 필요하다면
살며시 곁에 다가와
내 어깨에 기대 주길
모든 인연이 기적이란 걸
깨닫게 해준 소중한 사람
여전히 너였음을
좋은 날에 평범한 얘길 나누며
모처럼 던진 좋은 말들
다정했던 네 눈을 보며
자연스레 말없이 곁에 앉아서
같은 곳을 바라보다
내 어깨에 기대 주길
나 나나 나나나
나나나 나나 나나나 나나"
9,나윤권,"그대 내게 다시 (Back to me, my dear)","내게 그냥
내게 그냥 오면 돼요
오 그대만
그대 내게 다시 돌아오려 하나요
내가 그댈 사랑하는지
알 수 없어 헤매이나요
맨 처음 그 때와 같을 순 없겠지만
겨울이 녹아 봄이 되듯이
내게 그냥 오면 돼요
헤어졌던 순간을 긴 밤이라 생각해
그대 향한 내 마음
이렇게도 서성이는데
왜 망설이고 있나요
뒤돌아보지 말아요
우리 헤어졌던 날보다
만날 날이 더욱 서로 많은데
헤어졌던 순간은 긴 밤이라 생각해
그대 향한 내 마음
이렇게도 서성이는데
왜 망설이고 있나요
뒤돌아보지 말아요
우리 헤어졌던 날보다
만날 날이 더욱 서로 많은데
우리 헤어졌던 날보다
만날 날이 더욱 서로 많은데
그대 내게 다시 돌아오려 하나요
지금 이대로의 모습으로
내게 그냥 오면 돼요"
