,가수,제목,가사
184,이나랜드,좋은 사람 만날거라 했잖아,"축하해 너의 결혼식
언제나 예뻤던 넌
오늘도 역시 예쁘다
기억나 우리 나누던 이야기
어떤 사람을 만날까
행복할 수 있을까
상상해보던 그 시절
그때 그랬잖아
넌 좋은 사람 만날거라고
너답게 살아도
늘 널 사랑해 줄 사람
그런 사람과 넌 이제
행복한 매일을 살거야
좋은 사람을 만날거라고 했잖아
네가 누구보다 좋은 사람이니까
세상 누구보다 예쁜 너를
세상 무엇보다 사랑스런 너를
자신보다 더 아껴줄 사람
좋은 사람을 만날거라고 했잖아
네가 누구보다 좋은 사람이니까
세상 누구보다 예쁜 너를
세상 무엇보다 사랑스런 너를
자신보다 더 사랑해 줄 사람
Just for you
기억나 우리 나누던 이야기
어떤 사람을 만날까
행복할 수 있을까
상상해보던 그 시절
내가 그랬잖아
넌 좋은 사람 만날거라고
너 답게 살아도 널 사랑해줄 사람
그런 사람과 넌 이제
행복한 매일을 살거야
좋은 사람을 만날거라고 했잖아
네가 누구보다 좋은 사람이니까
세상누구보다 예쁜 너를
세상무엇보다 사랑스런 너를
자신보다 더 아껴줄 사람
여기 많은 사람들
너를 사랑하는 사람들
이 많은 이들의 축복 속에서
행복할 널 위해 이 노랠 불러
좋은 사람을 만날거라고 했잖아
네가 누구보다 좋은 사람이니까
세상누구보다 예쁜 너를
세상무엇보다 사랑스런 너를
자신보다 더 사랑해줄 사람
Just for you"
185,양다일,My Love,"잠든 하루를 네 목소리에 깨어
어린아일 달래듯 감싸 안는 말이
다를 것 없는 내 하루를 묻다가
사소한 투정에도 위로하는 맘이
가끔은 그대가 너무 고마워서
어떤 말로 내 마음을 전할지
어쩌면 이 모든 게
마치 꿈처럼 모두 사라질까 봐
겁이 날 만큼
내 하루를 미소 짓게 만들어
뻔한 얘기 같겠지만
널 품에 안고 있으면
온 세상이 아름다워서
널 만난 뒤로 달라진 내 감정들이
얼마나 소중한지 너무 고마워
My love
하루의 끝을 네 목소리에 기대
지쳐있는 내 맘이 위로받는 기분
긴 시간에도 순간이 설레어서
바래다주는 길이 왜 이리 아쉬운지
내 하루를 미소 짓게 만들어
뻔한 얘기 같겠지만
널 품에 안고 있으면
온 세상이 아름다워서
널 만난 뒤로 달라진 내 감정들이
얼마나 소중한지 너는 알고 있는지
늘 바라고 꿈꿔왔던 내 곁에 네가 있어
그 쉬운 말 한마디 표현 못 해서
이젠 네가 기댈 수 있게 부족한 나지만
오랜 시간 함께 머물고 싶은 맘에
나의 모든 진심을 고백할게
뻔한 얘기 같겠지만
널 바라보고 있는 게
이젠 너무 소중해서
널 만난 뒤로 나누던 그 모든 게 다
나를 채워주는 걸 너무 고마워
My love"
186,JAMIE (제이미),Imagine,"Step up the two of us
nobody knows us
Get in the car like Skrrt
Staying up all night
order me pad thai
Then we gon' sleep 'til noon
Me with no makeup
you in the bathtub
Bubbles and bubbly ooh
This is a pleasure
feel like we never act this regular
Click click click and post
Drip-drip-dripped in gold
Quick quick quick let's go
Kiss me and take off your clothes
Imagine a world like that
Imagine a world like that
We go like up
'til I'm 'sleep on your chest
Love how my face fits
so good in your neck
Why can't you
imagine a world like that
Imagine a world
Knew you were perfect
after the first kiss
Took a deep breath like Ooh
Feels like forever baby
I never thought that it would be you
Tell me your secrets
all of the creep shit
That's how I know it's true
Baby direct it name in the credits
Like the movies ooh
Click click click and post
Drip-drip-dripped in gold
Quick quick quick let's go
Kiss me and take off your clothes
Imagine a world like that
Imagine a world like that
We go like up
'til I'm 'sleep on your chest
Love how my face fits
so good in your neck
Why can't you
imagine a world like that
Imagine a world
Can you imagine it
Can you Can you Can you
Can you Can you Can you Ooh
Imagine imagine
Imagine imagine
Imagine imagine
imagine
imagine"
187,이대휘 (AB6IX),너의 눈에 내가 보여서 (IN YOUR EYES),"너의 눈에 내가 보여서
마주보다 눈물이 났어
얼마나 아플지 느껴져서
하루 끝에 무거운 짐도
내려놓지 못하는 그대를 볼 때면
괜히 내가 보여서
울어도 괜찮은 걸요
나의 손을 잡아봐요
그대에게 힘이 될지 모르지만
너의 눈에 내가 보여서
마주보다 눈물이 났어
얼마나 힘들었을지
어렴풋이 알 듯해서
그냥 안아주고 싶었어
감히 내가 알 수 없겠지만
너와 함께 그냥 있고 싶었어 oh
괜히 내가 작게 느껴지는 날
아무것도 하기 싫은 날
그런 날들의 연속에
사라져버리고 싶을 때 그럴 때
현실에 부딪혀 피멍이 들고
사람들의 말에 상처가 나서
더 이상 움직일 수조차 없는걸
구해줘
울어도 괜찮은 걸요
나의 손을 잡아봐요
그대에게 힘이 될지 모르지만
너의 눈에 내가 보여서
마주보다 눈물이 났어
얼마나 힘들었을지
어렴풋이 알 듯해서
그냥 안아주고 싶었어
감히 내가 알 수 없겠지만
너와 함께 그냥 있고 싶었어 oh
힘든 하루 끝에 네가
내게 기대 쉴 수 있게
내 어깨를 내어 줄게
언제든 찾아와서 네가 쉴 수 있게
다들 버티라고 하는 말이
이해 가지만
버티는 것조차 버겁다는 걸 알아
너의 눈에 내가 보여서
마주보다 눈물이 났어
얼마나 힘들었을지
어렴풋이 알 듯해서
그냥 안아주고 싶었어
감히 내가 알 수 없겠지만
너와 함께 그냥 있고 싶었어 oh
네 눈 속에 담긴 말들이
오히려 내게 위로가 돼
얼마나 힘들었었니 하며
나를 바라보면
그냥 안기고만 싶었어
얼굴을 파묻은 채로 계속
참아왔던 눈물을 다 쏟았어 oh"
188,달리안,별 하나,"나도 모르게
너를 따라웃고
이런 게
요즘의 내 일상야 우후
누가 날 봐도
너를 사랑하나 봐
너의 손잡고
별 하나를 그려봐
흐린 나의 하늘을
아름다운 별빛으로
가득 채워
우리 둘만의 Spark light
그거 아니 너
내 유일한 못다 핀 사랑
이제 웃음 짓게 될 순간
우후
널 만나러 가는
이 길의 끝 너와 나
너의 손잡고
별 하나를 그려봐
흐린 나의 하늘을
아름다운 별빛으로
가득 채워
우리 둘만의 Spark light
하루하루가 너로 가득해지고
하늘에 보낸 우리 별도 가득해
너의 손잡고
별 하나를 그려봐
흐린 나의 하늘을
아름다운 별빛으로
가득 채워
우리 둘만의 Spark light"
189,윤상,우리는 어쩌면 만약에...,"같은 시간에 우린
어쩌면 서로를
그리워 했었는지 모르네
같은 거리를 걷다가
우리는 어쩌면
서로 못 본채
스쳐갔는지 모르네
마지막 인살 나누던
그 시간에 우린
어쩌면 후회했는지 모르네
소심한 내 성격에 모른채
지나갈까봐 겁이 나네
현관문 나설때마다
그대도 만약에
혼자란 생각에 마음 아프다면
웃는일 조차 힘들다면
여린 그대 성격엔 혼자 참겠지
바보처럼 음
같은 시간에 우린
어쩌면 서로를
그리워 했었는지 모르네
지독한 외로움 끝에
서로를 원한대도
망설임 끝에 포기했다면"
190,김민종,Endless Love,"그대 내게 아픈 말은 하지마
슬프지 않은 미소지며
잠시 떨려오는 마지막 눈빛으로
헤어짐을 간직하라는 오
이젠 네가 없는 내가 힘들어
나를 포기할 수 있기에
마른 내 꿈속에 스치듯 찾아들면
그때 갈게 너의 곁으로
떠난 그대여 슬퍼하지마
우리 잃어버린 사랑은 영원할거야
다른 세상에 기대고 있어
아직 살아있는 나를 기다려줘
우리 헤어짐은 이대로 간직할게
눈물은 흘리지 않고
그리워 바라보면 언제나 내가 있어 그대
떠난 그대여 슬퍼하지마
우리 잃어버린 사랑은 영원할거야
다른 세상에 기대고 있어
아직 살아있는 나를 기다려줘
우리 헤어짐은 이대로 간직할게
눈물은 흘리지 않고
그리워 바라보면 언제나 내가 있어 그대"
191,마야,위풍당당 (Rap. 상추),"뚱뚱해도 당당하게 살아
차 없어도 당당하게 걸어가리라
기 죽지말고 당당하게 살아
욕먹어도 당당하게 싸워가리라
왜그러냐고 묻지를 마라
나는 원래 멋진 사람이니까
나는 원래 위풍당당하니까
저 넓은 광야에 내 생이 다할 때까지
하늘을 우러러 한점 부끄럼없이
당당히 마주하며 살아 가보리라
빼지말고 끝장나게 놀아
폼나게 엣지나게 살아가리라
쫄지말고 당당하게 외쳐
맞지말고 선빵한번 날려보리라
왜그러냐고 묻지를 마라
나는 원래 멋진 사람이니까
나는 원래 위풍당당하니까
저 넓은 광야에 내 생이 다할 때까지
하늘을 우러러 한점 부끄럼없이
당당히 마주하며 살아 가보리라
오 답답한 가슴이 시원히 뚫리지
오 피끓는 심장이 터질 듯
날 깨우고 있어 일어나
저 넓은 광야에 내 생이 다할 때까지
하늘을 우러러 한점 부끄럼없이
당당히 마주하며 살아 가보리라
당당히 마주하며 살아 가리라
많은 축복속에 내가 태어났는데
부끄럼없이 살아가야하는데
뜨거운 가슴으로 살아가는데
어느 누구도 아닌 나는 바로 나인데
약해지는 내 모습에 아파도 했는데
툭툭털고 보란듯이 일어났는데
어떻게 내가 여기까지 왔는데
앞으로도 많은 날이 남아있는데
내 가슴에도 꿈은 살아 있는데
소중한 꿈은 이루어지는데
둘도없는 하나뿐인 나의 것인데
둘도없는 하나뿐인 나의 것인데"
192,이현,너니까,"사랑이 끝나고 또 한 번 더 끝나고
이젠 반복되는 아픔에 너무 지쳐서
사랑 따윈 끝이라고 난 결심했어
더는 사랑 따위론
시간 낭비 않겠다고
친구란 녀석이 다시 시작해 보라고
오늘 이 자리에 날 불러냈을 때도
기대 따윈 하나조차 하지 않았어
근데 니 얼굴을 보자마자
나와 사귀자고 다짜고짜
마법에 홀린 듯 이렇게 떠들고 있어
니가 마지막 사랑이니까
다신 못 만날 사랑 바로 너니까
나를 완성할 사람
평생 함께할 그 사람
내 아픔 모두 감싸줄 그 사람
이제야 만난 걸 아니까
절대 놓치면 안 된단 걸 아니까
지금껏 날 기다린 운명이
바로 너란 걸
너를 본 순간 바로 그 순간
이미 알았으니까
니 곁에 있으면 영원조차도 모자라
이 순간부터 계속 함께고 싶어져
무슨 말로라도 너를 웃게 만들어
너의 맘의 문을 두드려서
나를 니 사람으로 들여서
사귀었음 해서 이렇게 떠들고 있어
니가 마지막 사랑이니까
다신 못 만날 사랑 바로 너니까
나를 완성할 사람
평생 함께할 그 사람
너를 본 순간 바로 그 순간
이미 알았으니까
이번 삶에선 너뿐이니까
배우지 않아도 가슴이 아니까
너야말로 내 사랑
평생 기다렸던 사랑
너 하나로도 내겐 충분한 사랑
이제야 만난 걸 아니까
절대 놓치면 안 된단 걸 아니까
지금껏 날 기다린 운명이
바로 너란 걸
너를 본 순간 바로 그 순간
이미 알았으니까"
193,헬로비너스,First Love,"그대는 모르나요
두근거리는 내 맘을
그대 뒤에 항상 서 있는데
꿈 속에선 언제나
그대가 나를 깨우죠 my love
매일 밤 울고있는데
Baby 멀리 하늘의 저 별처럼
그댄 환하게 웃고 있는데
Baby I wanna be your lover
My first love
I wanna be your
Only my first love
다가가면 멀어질까 겁이 나죠
그댄 내 맘 안들리나요
My first love
내 맘 안보이나요 My first love
바보같죠 꼭 나처럼
툴툴대는 내 모습
바보처럼 왜 몰라요 my heart
수줍은 고백이잖아
Baby 멀리 하늘의 태양처럼
그댄 환하게 나를 비추죠
Baby I wanna be your lover
My first love
I wanna be your
Only my first love
다가가면 멀어질까 겁이 나죠
그댄 내 맘 안들리나요
My first love
내 맘 안보이나요 My first love
바보같죠 꼭 나처럼
혹시 그대 마음도
지금 나와 같다면
세상의 모든 걸 다 잃어도
난 좋은데 I dont cry
Baby I wanna be your lover
My first love
I wanna be only my first love
내 가슴이 소리쳐요 사랑해요
그댄 언제나 내 맘 속에
My first love
소중히 간직할게 My first love
슬프지만 아름답죠
눈물나게 아름답죠"
194,엠씨더맥스 (M.C the MAX),만에하나,"길을 걸을 때였지
네 생각이 난 건
아무 일도 없듯
난 고요했었는데
뒤를 돌아보면
넌 또 울고 있을까
가던 걸음을
재촉 하네
조금 늦어지겠지
널 잊을 때까지
결국 무너지겠지
널 보내고 나면
뒤를 돌아보기엔
자신이 없어서
가던 걸음을
재촉 하네
잊어봐
나를 지워봐
지친 하룻밤
거짓이라고 해
눈을 뜨면
기억나지 않을 꿈
바람에게 전하지
니 생각이 날땐
결국 지워지겠지
시간이 흐르면
뒤를 돌아보기엔
자신이 없어서
가던 걸음을
재촉 하네
가다가다지쳐
두 눈을 꼭 감았네
소리내 울면
니가 다시 울까봐
Oh Oh Oh
하늘에서 만나면
꼭 말해줄꺼야
전하지 못했던
내 얘기
잊어봐
나를 지워봐
지친 하룻밤
거짓이라고 해
눈을 뜨면
기억나지 않을 꿈
바람에게 전하지
니 생각이 날땐
결국 지워지겠지
시간이 흐르면
뒤를 돌아보기엔
자신이 없어서
가던 걸음을
재촉 하네
만에하나
널 잡을까봐"
195,포지션,니가 보고싶은 날에는 (길을 잃다),"조금씩
나 익숙해져 가는 게
너무 두려워
너 없는게
나 혼자라는 게
다른 곳에
숨 쉬는 게
우리
사랑한
기억이
이렇게
따스하게 남아
내 가슴을
녹이는데
미치도록
니가 보고
싶은 날에는
하루 종일
니 생각에
길을 헤매고
모자를
눌러쓴 채
흐느껴
울어보고
미련한
추억 속에
묻혀 잠이 든다
우리
함께한 시간이
이렇게
아련하게 남아
내 마음을
울리는데
미치도록
니가 보고
싶은 날에는
하루 종일
너를 찾아
길을 헤매고
아껴둔 너의 이름
소리쳐
불러보고
서글픈
현실 속에 밀려
잠이 든다
미치도록
니가 보고
싶은 날에는
나 너아니면
누구도
사랑할 수 없는
아직도
너의 이름
포기하지
못하는
너무나
힘에 겨운 나는
잠이 든다"
196,벤,STAY,"조심스럽게 스쳐 지나가려 해도
내 맘이 알아채
작은 떨림까지도
잔잔했던 오 이 가슴에
일렁이는 걸
점점 나도 몰래
자꾸 바라보게 되고
더 자연스럽게 항상
가까이 있고 싶어
이대로 이대로 다가와 주길
난 기다려
오 just stay
내게 다가와 여기 머물러요
이대로 내 곁에 있어요
오 just stay
오직 하나 뿐인
나의 빈자리를 채워 줘요
채워 줘요
겉잡을 수 없이
흘러가는 바람처럼
멈출 수 없는 걸
하루 하루가 지날수록
그대로 그대로 내 안에
가득 차올라서
오 just stay
내게 다가와 여기 머물러요
오늘은 떠나지 말아요
오 just stay
오직 하나 뿐인
나의 옆자리에 남아 줘요
아직은 서투른 내 마음이
한 걸음씩 더
오 just stay
여기 머물러요
이대로 내 곁에 있어요
오 just stay
오직 하나 뿐인
나의 빈 자리를 채워 줘요"
197,벤,I'll Be,"내 곁에 머물러줘요
스쳐가는 시간 속에
그댈 향한 그리움은 멈춰있어
오랜 계절이 지나도
날 바라보는 그대를
잊지 못해 더 아프기만 해
기억해줘 내 마음을
I’ll be your love
I’ll be with you
다시 여기 그대 곁에
우린 다른 시간 속에
단 한순간 서롤 느낄 수 있으니
I’ll be with you My heart
Forever Forever
여전히 나는 그대죠
눈 감아도 떠오르는
그대에게 말하고 싶어요
기억해줘 내 사랑을
I’ll be your love
I’ll be with you
다시 여기 그대 곁에
우린 다른 시간 속에
단 한순간 서롤 느낄 수 있으니
My everything
I’ll be here by your side
기나긴 시간이 지나도
힘에 겨운데도 널 찾을게
멀고 먼 곳에 있어도
널 느낄 수 있어 언제나
I’ll be your love
I’ll be with you
다시 여기 그대 곁에
우린 다른 시간 속에
단 한순간 영원을 약속할 테니
I’ll be with you My heart
Forever Forever"
198,우승하,비가,"누구도 대신할수 없음을 운명이라 알고있기에
세월이 가져다준 아픔도 내삶이라 여긴거야
한번도 내자신을 포기하고 싶진않았지만
거울속에 웃음조차 내 눈물보다 더욱 슬픔일 뿐야
하루하루를 눈물을 삼키듯 살아도 견딜수있어
끝을 모르던 내 삶의 아픔도 언젠가 지칠테니까

한번도 내 자신을 포기하고 싶진않았지만
거울속에 웃음조차 내 눈물보다 더욱 슬픔일 뿐야
하루하루를 눈물을 삼키듯 살아도 견딜수있어
끝을 모르던 내 삶의 아픔도 언젠가 지칠테니까
하루하루를 눈물을 삼키듯 살아도 견딜수있어
끝을 모르던 내 삶의 아픔도 언젠가 지칠테니까"
199,엔알지 (NRG),티파니에서 아침을,"우유빛 커튼 나풀거릴때
잠이든 그대 뺨에 키스를
영원히 모든 아침과
또 숱한 밤들을 함께 하길
매년 결혼기념일 그대의 생일
몰디브 해변가에 앉아서
오로지 둘만의 축젤
달빛의 노래를 함께 하길
원하는 모든걸 줄꺼예요
그대만 위해
하늘의 별도 따다 줄게요
거짓말 아녜요나를 믿어요
맹세 할께요
아직은 담장너머로 그댈
훔쳐보는게
내가 할수있는 전부지만
언젠간 그대를 향해
자유로이 날꺼예요
This is my love
저는 유민이예요
그애를 처음 본건 여름이
끝날 무렵 늦은 오후였어요
성진이형 명훈이형
못 올라갈 나무
쳐다보지도 말라고 하지만
두고 보세요
나는 그애와 꼭 결혼 할거예요
그애를 행복하게 해줄 수 있는
사람은 나밖에 없어요
나밖에
너무 투명해 그대 눈빛은
그대와 눈 마주 칠때마다
심장이 멈출것 같아 늘
고개 숙이죠
오늘도 난
원하는 모든걸 줄꺼예요
그대만 위해
하늘의 별도 따다 줄게요
거짓말 아녜요나를 믿어요
맹세 할께요
아직은 담장너머로 그댈
훔쳐보는게
내가 할 수있는 전부지만
언젠간 그대를 향해
자유로이 날꺼예요
This is my love"
200,차호석,내가 더 사랑하니까,"오늘 역시 못 만나죠 오래 미뤄온 날인데
그댄 다른 약속이 생겨
다음에 보잔 말이 전부네요
내가 너무 편해져서 쉽게 오가는 거겠죠
그대 나밖에 없다던 그말
난 아직 믿고 싶으니까

난 화도 내지 못하죠 난 감히 원망 못하죠
혹 거짓말을 한대도 모른채 넘어가야죠
늘 힘들때면 찾아와 기대는 걸로 된거죠
그대보다 내가 더 사랑하니까

가끔 내가 슬퍼져도 그대 모르게 견디죠
혹시 내 눈물 보면 그대가
부담스러워 할지 몰라

언제나 기다린다는 것만 알아줘요
처음 만났을 때 그리며

그대 앞에선 웃다가 뒤돌아서면 아파도
늘 그대만을 바라본 내 삶엔 후회없어요
더 좋은 사람 있다면 말 없이 보내야겠죠
그대보다 내가 더 사랑하니까

그대 앞에선 웃다가 뒤돌아서면 아파도
늘 그대만을 바라본 내 삶에 후회없어요
더 좋은 사람 있다면 말 없이 보내야겠죠
그대보다 내가 더 사랑하니까 -"
201,린,인사,"항상 맘에 걸렸죠
그댈 남긴 채 떠난다는게
애써 떼어놓고도
맘이 아파서
많이 걱정했죠
오늘 얘기 들었죠
그대의 아픔 감싸준
누군가가 있단 걸
이제 갈께요 편히 갈께요
항상 그댈 지켜볼 수
있는 곳으로
행복하세요 꼭 그래줘요
그대 만은 나 그곳에서도
언제나 기도해줄께요
많이 원망했나요
그랬을테죠
부디 용서해요
어쩜 잘된 일이죠
그토록 사랑했던 날
미워하게 됐다면
이제 갈께요 편히 갈께요
항상 그댈 지켜볼 수
있는 곳으로
행복하세요 꼭 그래줘요
그대 만은 나 그곳에서도
언제나 기도해줄께요
긴 시간이 흘러
언젠가는 그대도
나를 이해하겠죠
사랑했단걸 원할수 없이
그댈 지켜주고
지켜주고 싶던
나였다는걸
하지만 제발 아주
천천히 알게 되길
날 위한 눈물이
모두다 말라버린뒤에"
202,신혜성,첫사람,"뭐라고 해야 할까요
사람이 이렇게 소중하면
사랑한단 얘기도
보잘 것 없네요
그대를 보고 있으면
건강해지고 싶도록
내가 날 사랑할 수 있도록
하루하루 열심히
살아가게 한 것도
그대가 처음이었죠
마지막이라는 말은
이 삶의 끝에 서보기 전엔
그 누구도 모르는 거죠
그대뿐이죠
처음은 하나뿐인 거니까
변할 순 없잖아요
나에겐 그대뿐이죠
나는 그대뿐이죠
좋은 꿈을 꾸게
만들어 준 한 사람
다른 사랑 한대도
그대 날 잊어도
영원히 나의 첫 사람

그대를 잡고 싶어서
이렇게 말하는 건 아니죠
떠나가는 걸음에
나의 눈물 대신에
고마운 맘을 드려요
마지막이라는 말은
이 삶의 끝에 서보기 전엔
그 누구도 모르는 거죠
그대뿐이죠
처음은 하나뿐인 거니까
변할 순 없잖아요
나에겐 그대뿐이죠
나는 그대뿐이죠
좋은 꿈을 꾸게
만들어준 한 사람
다른 사랑 한대도
그대 날 잊어도
영원히 나의 첫 사람

세상 어떤 사람도
대신 할 수 없는
그대는 나의 첫 사람"
203,백지영,아이캔't 드링크,"난 술을 못 마셔요
몇 번을 얘기해야 돼요
술을 마시면 전화를 하는
몹쓸 병에 걸렸죠
그렇게 이상하면
이별을 한번 해보세요
이별을 하면 알게 될거야
술 마시면 안 되는 이유
취하면 바보 같은 용기가 생겨서
취하면 바보 같은 사랑이 커져서
그러면 안 되는 걸 알면서
자꾸 핸드폰을 쳐다보고
이렇게 몇 번을 망설이다
번호를 누르고
난 아직까지 너만 사랑해
네가 보고 싶어 미치겠다고
어제처럼 전화를 하죠
난 정말 못 마셔요
나 이제 그만 일어날래
술을 마시면 눈물이 나는
몹쓸 병에 걸렸죠
그 사람 생각나면
한잔씩 하며 참아왔죠
그래서일까 술을 마시면
바보처럼 또 눈물이 나
울다가 바보 같은 눈물에 취해서
울다가 끝나버린 사랑에 취해서
그러면 안 되는 걸 알면서
다시 전화번호 누르게 돼
이렇게 차갑게 식어버린
목소리 들으며
난 죽고 싶어 제발 돌아와
이미 끊겨 버린 전화를 들고
어제처럼 그렇게 울죠
울죠"
204,"심규선 (Lucia), 에피톤 프로젝트",꽃 처럼 한 철만 사랑해 줄 건가요?,"꽃처럼 한 철만 사랑해 줄 건가요
그대여
새벽 바람처럼 걸어
거니는 그대여
꽃처럼 한 철만 사랑해 줄 건가요
그대여
여기 나 아직 기다리고 있어
그대의 미소는 창백한 달꽃 같이
내 모든 이성을 무너뜨려요
그대의 입술이 내 귓가를 스칠 때면
난 모든 노래를 잊어버려요
손끝이 떨려오는 걸 참을 수가 없어
그대의 시선을 느낄 때
숨결 속에 숨겨놓은
이 떨림을 그대 눈치 채면 안되요
이 떨려오는 맘 잡을 수가 없어
왜 왜 단 하나의 맘으로
한 사람을 원하는 나
꽃처럼 한 철만 사랑해 줄 건가요
그대여
새벽 바람처럼 걸어
거니는 그대여
꽃처럼 한 철만 사랑해 줄 건가요
그대여
여기 나 아직 기다리고 있어
그대의 미소는 창백한 달꽃 같이
내 모든 이성을 무너뜨려요
그대의 입술이 내 귓가를 스칠 때면
난 모든 노래를 잊어버려요
손끝이 떨려오는 걸 참을 수가 없어
그대의 시선을 느낄 때
숨결 속에 숨겨놓은
이 떨림을 그대 눈치 채면 안되요
이 떨려오는 맘 잡을 수가 없어
왜 왜 단 하나의 맘으로
한 사람을 원하는 나
꽃처럼 한 철만 사랑해 줄 건가요
그대여"
205,아이비,너였나봐,"너 였나봐
그랬나봐
가슴
시린 그 이유
니가 다녀간
지나간
그 흔적이 남아
피했을까
막았을까
내게
상처만 줄 너란걸
첨 그때
알았더라면
천 번을 다시 거슬러
돌아간다 해도
사랑을 거역하진 못해
아파도 내 사랑이라서
미워도 내 사랑이라서
놓지 못해
죽을 만큼
그리운 사랑이라서
내 마음이 보일 수 있게
항상 같은 자리에
널 기다릴 거야
너 였나봐
너 였나봐
날 살게 한 사랑
한 걸음만
한 걸음만
내게
다가와줄래
내가 두 걸음 더
세 걸음
더 널 마중 나갈게
한 마디만
한 마디만
내 가슴의
말이 들리게
꼭 그 만큼만
오면 돼
천 번을 내게
물어도
답은
너 하나야
내게는 꼭 너여야만 해
아파도 내 사랑이라서
미워도 내 사랑이라서
놓지 못해
죽을 만큼
그리운 사랑이라서
내 마음이 보일 수 있게
항상 같은 자리에
널 기다릴 거야
너 였나봐
너 였나봐
날 살게 한 사랑
얼마나 더 아파해야 날
얼마나 더 기다려야 날
안아줄까
나의 눈에
넘치는 눈물까지도
지금보다 멀어지지 마
다시 내게 오는 길
더 힘들지 않게
너 였나봐
너 였나봐
단 하나의
사랑"
206,울랄라세션,한사람 (I'll Be There),"한번도 거짓말 한 적이 없는건
매일 아침 밝아 오는 저하늘
겨울 없이 오는 봄이란
이세상에 없잖아
너의 소중한 그 미소 처럼
난 너를 넌 나를 바라보고 있단
사실 하나만 외워
달빛 한줄기 없는 밤을 만나도
I'll be there
I'll be there
너를 기다리고 있을께
너와 나 다른 이유들로
가끔은 울어도
I'll be there
I'll be there
너를 기억하고 있을께
정말 견디기가 힘들땐
Just call my name and
I'll be there
저마다 빛을 품은 많은 별들도
우리 눈이 전부 볼 순 없잖아
그게 내가 보는 너란걸
어딘가에 있는 별
멀리 있어도 함께인 이유
니가 날 내가 널 기억하고
있단 사실 하나만 외워
지금 니손 내게 닿지 않아도
I'll be there
I'll be there
너를 기다리고 있을께
너와 나 다른 이유들로
가끔은 울어도
I'll be there
I'll be there
너를 기억하고 있을께
정말 견디기가 힘들땐
Just call my name and
I'll be there
날 믿고 있는 한사람이 있어
지금의 날 있게 한 사람
이젠 너를 믿는 한사람이 있어
그 한사람 그게 나인걸
I'll be there
I'll be there
내가 너의 곁에 있을께
사실은 너때문에 내가 더
웃는지 몰라
I'll be there
I'll be there
너는 그런 사람 인거야
누군갈 살게 하는 이유
넌 이미 환한 빛이야
I'll be there
I'll be there
넌 이미 환한 빛이야
나에게 넌 나에게 넌
I'll be there
I'll be there
정말 무너지고 싶을때
지금 이말을 기억해
Just call my name and
I'll be there"
207,Various Artists,사랑보다 깊은 상처,[가사 준비중]
208,EXO,Baby,"내가 눈감아 기도한 이 순간이
그대 에인 맘을 안아줄게 천천히
오늘이 한 번의 Chance
나 내딛는 첫 걸음
약속할게 잘 할거야
기대만큼 나 역시 행복하게
우리 둘 만의 꿈 그 첫걸음
내 눈이 왜 이리 눈부셔하게 돼
심장이 왜 이리 미친 듯 뛰게 해
숨 가빠오지만 내겐
너무 소중해 잊지마
맨 처음 네 꿈 네 말
그 눈물보다 진한
또 천국의 넥타보다 달콤했던
Yes you are my baby
baby baby baby baby baby
약속해 나 멈추지 않을게
그대만 보며
내가 눈 감아 기도한 이 순간이
그 얼마나 손 꼽아왔던 그 날인지
오늘이 한 번의 Chance
나 내딛는 첫걸음
쉽지 않을 거야 알아
떨어진 시간만큼 멀어져서
낯선 그 얼굴 날 슬프게 해
내 눈이 왜 이리 눈부셔하게 돼
심장이 왜 이리 미친 듯 뛰게 해
숨 가빠오지만 내겐
너무 소중해 잊지 마
맨 처음 네 꿈 네 말
그 싱그럽던 여름
또 천국의 남쪽 보다 찬란했던
Yes you are my baby
baby baby baby baby baby
약속해 나 멈추지 않을게
그대만 보며
너무 바보 같다는 걸
나도 잘 알아
너 밖에 모르게 된
이런 내가 낯설어
지금 내딛는 첫 걸음을 따라
girl please come closer
나의 천국인
그대만 바라볼 수 있게
맨 처음 네 꿈 네 말
그 눈물보다 진한
또 천국의 넥타보다 달콤했던
Yes you are my baby
baby baby baby baby baby
가슴 깊숙이 빠졌어
너만이 전부란 걸 천국이란 걸
baby baby baby baby baby baby
약속해 그대도 나만 보며
나만 사랑해"
209,환희,아프다,"다신 사랑 이별 따윈 없다고
절절했던 그 시간들이
하나 둘씩 비워져 가죠
애쓴 흔적 기억 만이 남아서
아프다
그 시간이 아프다
너라는 기억이
눈물을 머금고 또 울어봐도
떨쳐 낼 수 없잖아
너 가질 수도 없잖아
아무것도 할 수 없는 나
다 된 사랑 이별만이 남아서
아프다
그 말들이 아프다
여기까지란 니 말
니 이름 부르고 나 헤매여도
보이지가 않잖아
찾아 낼 수가 없잖아
너란 사람
이젠 없나 봐
못난 내 사랑이 여기까지
이것밖에 안 돼서
아프다
흐른다 눈물이 또 새어 나와
막을 수가 없잖아
닦아 낼 수가 없잖아
놓지 못한 지난 기억이
또 다시 지우고 또 비워내도
감출 수가 없잖아
너 담을 수도 없잖아
아무 것도 할 수 없는 나 인걸"
