,가수,제목,가사
44,Various Artists,내게 남은 사랑을 드릴게요,[가사 준비중]
45,유성은,어차피 한번은 아파야 해,"꿈처럼 희미해져 모든 게 다 끝났어
다정했던 잘해줬던
나의 마음까지도
보기 싫게 미련하게
미워하지 않을게
그래 처음부터
없던 사람이라 생각해
그 사람과 나눴던 문자 한 통 마저
시간이 아까워서
죽을 것만 같은데
그 사람과 보냈던 둘만의 시간은
어떡해 정말 미칠 것 같아
어차피 한번은 아파야 해
다른 사람을 만나서 행복해야 해
넌 그것조차 할 수 없다면
싫어 싫단 말이야
이게 내 마지막 마음인거야
그 사람이 건네준 선물 하나마저
불행이 되어버려서
죽을 것만 같은데
그 사람이 내게 준 따뜻한 마음은
어떡해 정말 미칠 것 같아
어차피 한번은 아파야 해
다른 사람을 만나서 행복해야 해
넌 그것조차 할 수 없다면
싫어 싫단 말이야
이게 내 마지막 마음인거야
아직 난 이별이 익숙지 않아
사랑에 데이고도 너를 걱정하잖아
거짓말을 모르는
내 눈물은 또 뜨거워져
다시 보고 싶어
그대가 길어져 가는 오늘밤
얼마나 이렇게 아파야 해
함께한 날만큼 행복해야 해
넌 그것조차 할 수 없다면
나를 떠나가지마
이게 내 마지막 사랑인거야"
46,"하이브로우, 이해리 (다비치)",마음,"눈치 없는 나지만 이상하게
그날만은 느낄 수 있었어
평소완 다르던 네 모습
어색한 너의 그 미소도
애써 농담하며 웃어봐도
장난스러운 말로
너의 입을 막아도
흐르는 눈물 속에 들리는
이별의 말 슬픈 그 말
이젠 너와 지겹도록
싸우지도 못하고
밤새 웃으며 떠들던 하루도
오늘로 끝난 채 그렇게
나 너를 잃고 살아가겠지
내일이 되고 또 내일이 되고
또 내일이 되면 네 모습은
점점 바래지고
다른 사랑을 하면
그때는 잊을 수 있겠지
밤이 오면 흐르는 눈물 속에
네 모습을 흘려 보내볼까
며칠을 몇 날을 울어야
네 얼굴 지울 수 있을까
믿고 싶지 않아 너의 마음
점점 멀어지는 너
잡을 수가 없는 너
시간이 지나도 너의 모습
그 미소를 잊지 못 해
어느 날 갑작스럽게
찾아왔던 이별이
나를 너무도 힘들게 하는데
너는 괜찮은지 언젠가
뒤돌아보면 생각나겠지
내일이 되고 또 내일이 되고
또 내일이 되면 네 모습은
점점 바래지고 다른 사람과
또 다시 행복해지겠지
마지막 하고 싶은 말
널 사랑했어
시간이 많이 지나고
둘이 걷던 길에서
오늘 나 혼자서 걸어가
가만히 멈춰서 시간은 가고
오늘 하루도 져가고 있어
내일이 되고 또 내일이 되고
또 내일이 되면 네 모습은
점점 흩어지고
함께하던 추억에
나 다시 웃을 수 있겠지"
47,"이창섭, 엘키 (CLC)",연극이 끝난 후 (Feat. 허타),"연극이 끝나고 난 뒤
혼자서 객석에 남아
조명이 꺼진 무대를
본적이 있나요
연극이 끝나고 난 뒤
혼자서 무대에 남아
아무도 없는 객석을
본 적이 있나요
음악소리도
분주히 돌아가던 세트도
이젠 다 멈춘 채 무대 위엔
정적만이 남아있죠
어둠만이 흐르고 있죠
정적만이 남아있죠
고독만이 흐르고 있죠
Roll Action
어김없이 찾아오는 공허함
이제 깨어나 제자리로
돌아가야 하는데
아직 꿈속을 헤매듯 널 그려 매일을
더 이상 연극은 연극이 아니었음을
난 사각 안의 틀에 사는 어린 광대
빨간 불이 나를 밝히면
또 다른 내가 돼
오늘 잡은 당신의 손 놓아야만하나
연극이 끝나면 이 가면 벗어야만하나
힘찬 박수도 뜨겁던 관객의 찬사도
이젠 다 사라져 객석에는
정적만이 남아있죠
어둠만이 흐르고 있죠
배우는 무대 옷을 입고
노래하며 춤추고
불빛은 배우를 따라서
바삐 돌아가지만
끝나면 모두들 떠나버리고
무대 위엔
정적만이 남아있죠
홀로 남겨진 이 밤이 싫어
잠 못 이루고 생각만 깊어져
어둠만이 흐르고 있죠
연극이 끝나도 네 손 잡고 싶어
연극이 끝나면 연극이 끝나면
정적만이 남아있죠
연극이 끝나고 난 뒤
어둠만이 흐르고 있죠
연극이 끝나고 난 뒤
정적만이 고독만이
슬픔만이 남아있죠"
48,백아연,넘어져라,"사실 기대했단 말야
준비돼 있었단 말야
오늘쯤엔 니가 나한테
고백할 것 같았단 말야
평소랑 다르게 분위길 잡는데
왜 그래 긴장되게
근데 여자친구가 생겼다니 야
무슨 말도 안 되는 소릴 해
길 가다 넘어져라 새똥도 맞아라
택시에 지갑 놓고 내려라
야한 사진 보다가 좋아요 눌러서
밤새 이불 킥해라 바보야
잘 되나 두고 보자
두 눈뜨고 지켜볼 거다
망해라 나쁜 놈아
땅치고 후회해라
니 주변에 여자라곤
엄마 밖에 없다면서
연락하고 지내는 누나
동생 친구는 가족 같다며
왜 거짓말을 해 참 뻔뻔하네
나 혼자 착각하게
근데 여자친구가 생겼다니 야
뭐 웃기지도 않는 소릴 해
길 가다 넘어져라 새똥도 맞아라
택시에 지갑 놓고 내려라
야한 사진 보다가 좋아요 눌러서
밤새 이불 킥해라 바보야
남들은 잘만 하던데
난 왜 이리 어렵냐
다들 나한테 진짜 왜들 그래
내가 뭘 그렇게 잘못했는데
거꾸로 넘어져라 근데 코 깨져라
꿈에서 밤새도록 쫓겨라
꼭 너 같은 사람만 골라서 만나다
밤새 이불 킥해라 바보야
잘 되나 두고 보자
두 눈뜨고 지켜볼 거다
망해라 나쁜 놈아
땅치고 후회해라"
49,반하나,삼킨다 (Someday),"안녕 오랜만이야
우리 이렇게 보네
그 동안 난 그럭저럭 그냥
잘 지냈지 뭐
요새 하는 일은 좀 어때
그것 땜에 한동안 너
많이 힘들어했던 거 아직
기억이 가끔 나네
태연한 척 널 보고 인사를 건네고
돌아선 그때부터
왜 자꾸 눈물이 날 것만 같은 걸까
사실 난 어제도
네 생각에 잠 못 이뤘어
아직도 난 안되나 봐
여전한 니 모습에
또 무너질 것 같은 걸
이렇게 마주친 순간에
아직도 난 니가 좋아
마음속으로만 혼자 외쳐봐
멀어져 가는 널 잡지 못하고
혼자서 삼킨다
아무렇지 않은척했던 나지만
혹시나 니가 날 또
한 번 더 붙잡아 주지는 않을까
여전해 지금도
이런 기댈 계속 하곤 해
아직도 난 안되나 봐
여전한 니 모습에
또 무너질 것 같은 걸
이렇게 마주친 순간에
아직도 난 니가 좋아
마음속으로만 혼자 외쳐봐
멀어져 가는 널 잡지 못하고
혼자서 삼킨다
하고팠던 얘기가 많았는데
그 동안 너 없이 나 혼자서도
씩씩하게 잘해왔어
있잖아 근데 사실 난 항상
니가 정말 보고 싶었다는 말이야
아직도 난 안되나 봐
여전한 니 모습에
또 무너질 것 같은 걸
이렇게 마주친 순간에
아직도 난 니가 좋아
마음속으로만 혼자 외쳐봐
멀어져 가는 널 잡지 못하고
혼자서 삼킨다"
50,VIXX (빅스),사랑인걸까?,"자꾸만 생각이나 yeah
그저 궁금해
자꾸 바라보게 돼
자석에 끌리는 듯한
이 기분은 무얼까 oh oh
이런 적 없었는데
낯선 이 느낌
도무지 모르겠어 이 감정은
I don't know
왼쪽 가슴 언저리가
간지러워 긁어봐도
영 시원치가 않아
나 태어나 처음 느낀 이 기분
이대로 괜찮을까
나쁘지 않으니 괜찮겠지 뭐
별일이 아니라고 아닌 척 돌아서도
자꾸 웃음이나
whenever I close my eyes
whenever I think of you
거울 속 내 모습 또 다른 내 모습
내 마음이 엉켜서 고장 나 버려도
이 맘을 멈출 수 없는 건
자꾸만 생각이나
만약에 내가 step step
너에게 좀 더 step step
다가간다면 step step
그러면 어떨까 자꾸만 생각이나
망설임 없이 step step
니 손을 잡고 step step
나 사랑한다면 어떨까
마음의 시작도 감정의 이유도
그 무엇도 딱 잘라 말할 수 없어
설명을 하려 해도 맘은 왜 제멋대로
나도 이런 내가 이상해
whenever I close my eyes
whenever I think of you
거울 속 내 모습 또 다른 내 모습
내 마음이 엉켜서 고장나 버려도
이 맘을 멈출 수 없는 건
표현하기 애매해도
해결해야 할 것 같아
기대도 않던 내 삶에 스며든
너란 환상
할말이 있는 것 같아 내 심장이
너에게 다가서고 있어
나도 몰래 내 두 발이
나 왠지 네게만큼은
솔직히 말하고 싶어져
whenever I close my eyes
whenever I think of you
거울 속 내 모습 또 다른 내 모습
내 마음이 엉켜서 고장나 버려도
이 맘을 멈출 수 없는 건
자꾸만 생각이 나
만약에 내가 step step
너에게 좀 더 step step
다가간다면 step step
그러면 어떨까 자꾸만 생각이나
망설임 없이 step step
니 손을 잡고 step step
나 사랑한다면 어떨까
사랑인 걸까"
51,플랏나인,잠이 오지 않는 밤에,"이별인 줄 몰랐던 그 밤이 다시 떠올라
혼자 남은 작은방에서 숨죽여 울었지
오늘도 나는 그 밤 안에서
차가운 널 붙잡으려
텅 빈 방에 손 뻗으면 너는 달아나버려
잠이 오지 않는 밤이 날 계속 괴롭히고
여전히 넌 웃으며 나에게 오고
네가 없는 이 하루를
혼자 견뎌낼 자신 없어
네가 있던 그 밤으로 돌아가 나
무거운 이 밤은 또다시
너에게 나를 데려가 여전히
네 작은 숨소리를 들어
귀를 막고 눈을 감아 너를 밀어내려
그럴수록 선명하게 떠오르는 너
잠이 오지 않는 밤이 날 계속 괴롭히고
여전히 넌 웃으며 나에게 오고
네가 없는 이 하루를
혼자 견뎌낼 자신 없어
네가 있던 그 밤으로 돌아가 돌아가 나
잠이 들면 널 잊을까 두려워
꿈이 너를 앗아갈까
돌이킬 수 없는
너와의 사랑했던 기억들을
모두 지울 수 없겠지
모두 잊을 수 없겠지
널 만나지 않았던 시간으로
잠이 오지 않는 밤이 날 계속 괴롭히고
이별의 밤에 갇혀 지쳐만 가고
잊으려고 눈을 감다
잠이 들면 지워질까
오늘도 잠 못 드는 두 마음의 밤"
52,구원찬,너는 어떻게 (Original ver.),"사랑 그 단어 안에
담겨진 기억들은
다른 어떤 것보다
더 간직하게 되는
하나뿐인 그대 홀로 걷던
나의 맘을 만지고
잊혀질 수 없는
어떤 영화 같은 장면들처럼
너는 어떻게 이토록 날
웃게 하는지
굳이 말을 하지 않아도
다 알 것 같은 걸
어떤 이유도 없이
단지 그댄 내 사랑이라서
Babe I'm loving you
너는 어떻게
이런 나를 사랑하는지
내가 날 봐도
나는 참 못난 사람인데
하나뿐인 그대 그대 때문에
난 웃을 수 있고
지워질 수 없는
그런 기억들을 함께하면서
너는 어떻게 이토록
날 웃게 하는지
굳이 말을 하지않아도
다 알 것 같은 걸
어떤 이유도 없이
단지 그댄 내 사랑이라서
Babe I'm loving you
혹시나 어려운 일들이 있다면
어떤 벽이든 괜찮아
우린 넘을 테니까
언제나 내 맘은 그댈
사랑한다 말할게
서로가 하나 되는 것 사랑
어떤 이유도 없이
단지 그댄 내 사랑이라서
Babe I'm loving you"
53,김연지,10년이나 버티니,"잠시만 눈을 감았다 떴을 땐
몇 년이 흘렀으면 좋겠어
8년 정도 아니 10년은
사람 일은 모른다지만
그래도 10년이나 지나면
너 하나쯤은 까맣게 잊을 텐데
근데 어떻게
10년이나 버티니
나는 못해 너는 아닐 거야
오늘 밤도 너처럼
잘난 친구들과 술을 마시며
넌 웃고 행복하겠지
난 이렇게 아픈데
10년이 뭐니
난 지금 하루조차 힘겨운데
오랜 시간 흘러 어느덧
결혼하고 아이도 낳아서
보통처럼 살고 있다면
그때쯤엔 우리 이별도
소주 한 잔에 안주 삼아서
이야기할 수 있을 내가 될까
근데 어떻게
10년이나 버티니
나는 못해
너는 아닐 거야
오늘 밤도 너처럼
잘난 친구들과 술을 마시며
넌 웃고 행복하겠지
난 이렇게 아픈데
10년이 뭐니
난 지금 하루조차 힘겨운데
끝까지 나빴어
단 한순간도 사랑한 적 없었잖아
널 많이 사랑해서 난 아파
더딘 시간이 하루를 살 수 없게 해
잊어야 해
너를 지워야 해
오늘 밤도 미치게
보고 싶은 너야
어떡해야 해
너를 보내려 애써도
아직 이른 가봐 난
널 지우기에
10년은 버텨봐야 되는가 봐
더 많이 기다려야 하는가 봐"
54,하동연,연애끝,"참 특별한 날이죠
이게 무슨 일인가요
잠도 못 자
너무 떨려서
오늘이 지나고
앞에서 날 바라볼 너를 생각해
너와 모든 순간을
다 기억해
함께 본 영화 장면처럼
다시 태어나도
널 사랑할 거야
어젯밤 꿈처럼
내 앞에 서있는 너
너의 눈빛과 나의 숨소리와
간신히 널 안았던 기억들이 스쳐
지금 너의 눈물이
오늘이 마지막이 되길
난 알아 오래 기다려줘서 고마워
때로는 슬프게 할지도 몰라
혹시라도 서운할 때면
그게 언제라도 꽉 안아줄 거야
다치지 않도록 따뜻하게 해줄게
너의 눈빛과 나의 숨소리와
간신히 널 안았던 기억들이 스쳐
지금 너의 눈물이
오늘이 마지막이 되길
난 알아 오래 기다려줘서 고마워
운명이란 말보다 날 믿어줘
우리가 서로를 더 아낄 수 있게
너의 눈빛과 나의 숨소리와
간신히 널 안았던 기억들이 스쳐
지금 너의 눈물이
오늘이 마지막이 되길
난 알아 오래 기다려줘서 고마워"
55,이해리 (다비치),사랑은 어디로 간 걸까,"처음부터 달랐던 그대와 나
사랑에 가려져 행복했던 날들이
세월에 걷혀 서로를 외롭게 해
힘든 나날들이 우릴 지치게 해
그대와 내가 참 많이 웃었던 적 있지
어떤 일에도 내게 달려왔었던 적 있지
헤어짐은 상상도 못 했던 적 있지
잊을 수도 없는 우리의 흔적들은
사랑은 어디로 간 걸까
시간이 훔쳐간 걸까 널
그대와 내가 잃어버린
사랑한 날들 웃었던 날들
사랑은 어디로 간 걸까
시간이 훔쳐간 걸까 널
다시 찾을 수 있을까
우리 사랑한 날들 웃었던 날들
그대와 내가 참 많이 울었던 적 있지
어떤 일에는 서로 미워했던 적도 있지
헤어짐을 상상해 본 적도 있었지
지울 수도 없는 우리의 추억들은
사랑은 어디로 간 걸까
시간이 훔쳐간 걸까 널
그대와 내가 잃어버린
사랑한 날들 웃었던 날들
우리는 어디에 있을까
이별에 가까이 온 걸까
돌아갈 수는 없을까
우리 사랑한 날들 웃었던 날들
우리 헤어진다면
그 아련했던 날들 잊을 수 있을까
사랑은 어디로 간 걸까
우리가 잃어버린 걸까
그대와 내가 놓아버린
좋았던 날들 그날들
내가 사랑한 날들 우리 지켜온 날들
사랑은 어디로 간 걸까
시간이 훔쳐간 걸까 널
다시 찾을 수 있을까
우리 사랑한 날들 웃었던 날들"
56,임연,In My Heart,"바람처럼 내게 다가와
무뎌있던 숨을 쉬게 해
어디로 일지 모를 운명에
별들의 길 고리를 띄워
In my heart
이 마음 속에 이게 사랑인 거라면
난 두렵지 않아
In my heart
늘 언제나 너의 곁에 있을게
너를 향하게 해
In my Heart
휘몰아쳐 슬픔이 내린
마른 땅에 꽃잎이 날려
아름다운 꿈이 되어가
이 어두운 밤 달을 넘어
In my heart
이 마음 속에 이게 사랑인 거라면
난 두렵지 않아
In my heart
늘 언제나 너의 곁에 있을게
너를 향하게 해
In my Heart
온 힘이 다한 채
후회나 상처라 해도 상관없어
손을 내밀어 너에게 갈게
내가 있어야 할 곳 All my love
In my heart
이 가슴이 부서져 무너진다 해도
난 너를 사랑해
In my heart
늘 언제나 너의 곁에 있을게
너를 향하게 해
In my heart
언제나 너의 곁에
In my heart"
57,이승기,뻔한남자,"그 날 이후 두 사람 어느 정도 예감했지
멀지 않은 우리 이별의 날을
달라지는 노력보다
그대로 흘러가길 바라는
꽤 된 낡은 사랑
누구 탓을 안 한 채
다른 얘길 꺼내 보던 배려는
아무 힘도 남아 있지 않기에 오-
함께 걷던 발걸음이
어긋나기 시작했었던 그 날
이별 느낌 문득
마음이 같아서 다행일까
누구 하난 거짓 마음이었을까
붙잡지 않는 서론 섭섭하지 않아
그대로 흘러가면 이별인데
다시 못 볼 사람인데
우리 계절 끝나가는데
난 정말 자신 있었을까
추억들이 날 내버려둘 줄 안걸까
미처 깨닫지 못한 너라는 커다람에
난 지샌 밤을 배운다
다 그렇게들 떠나니
너무 걱정 말라 했던 친구
누구나 겪는 것처럼 말했었던
아니 우린 다를거야
그 때로 가서 되돌리고픈
못난 밤이 깊어
마음이 같아서 다행일까
누구 하난 거짓 마음이었을까
붙잡지 않는 서론 섭섭하지 않아
그대로 흘러가면 이별인데
다시 못 볼 사람인데
우리 계절 끝나가는데
난 정말 자신 있었을까
추억들이 날 내버려둘 줄 안걸까
미처 깨닫지 못한 너라는 커다람에
난 지샌 밤을 배운다
돌이킬 수 없다는 걸 잘 알아
반짝 지나가는 후유증이길 바래
나라고 뭐 다를까
다들 그러하듯이
뒤늦게 후회하고 그리워하고
아마도 이러다가 말거야
세상 수많은 이별 중에 하나일 뿐
사랑을 놓쳐버린 흔하디 흔한 이별
겪었던 뻔한 남자"
58,허각,바보야 (Remastered),"기억 속에 또 조용히 찾아와
너무 사랑한 기억 아련히 떠올라서
가까이 조금만
한걸음 조금만 다가가니까
그 자리에 내가 갈 때까지만
딴 데 눈 돌리지 마 아픈 그대
나는 바보야
이런 너를 떠나 보내놓고
나는 바보야 후회하는 거밖에 몰라서
정말 너무 아프다
가슴 치면서 울고 있잖아
이젠 내게 와줘 바보야
맘에 없는 말인 줄 알면서
너도 바보야
내 맘 알잖아 이젠 내게 와줘 바보야
내겐 너뿐이야
잊고 살 수가 없는 그대라서
가슴속에 묻은 채 여전히 떠올라서
혼자 살아갈 수도 없게
아직 날 괴롭히네
나는 바보야
이런 너를 떠나 보내놓고
나는 바보야 후회하는 거밖에 몰라서
정말 너무 아프다 가슴 치면서
울고 있잖아
이젠 내게 와줘 바보야
맘에 없는 말인 줄 알면서
너도 바보야
내 맘 알잖아 이젠 내게 와줘 바보야
내겐 너뿐이야
천천히 조금만 한 걸음씩 조금만
내 가슴은 널 향하고 있잖아
너도 바보야
이런 나를 떠나 보내놓고
너도 바보야 후회하는 거밖에 몰라서
정말 너무 아프다 가슴 치면서
울고 있잖아
제발 돌아와 줘 바보야
아직 사랑하는 걸 알면서
나도 바보야
내 맘 알잖아 이젠 내게 와줘 바보야
내겐 너뿐이야"
59,홍이삭,Dive in,"천천히 떠오르는 그리운 기억들
여전히 온 마음을 내려놓은 채
헤어나올 수 없는 깊은 곳으로
빠져드는것 같아
하나씩 흐려져만 가는 순간들을
애써 붙잡으려 지난 날을 떠올려
다시 내 마음속에 담아
간직하려해
Dive in
너른 품속으로
다가올 현실에서 꺼내줘
Hold me
다시 따뜻한 박동을 느끼고 싶은
내 맘을 안아줄래
멍하니 나를 지나쳐가는 시간속에
문득 잊혀간 내 어린 날들이
내 하루하루가
점점 무뎌지는 걸
Dive in
너른 품속으로
다가올 현실에서 꺼내줘
Hold me
다시 따뜻한 박동을 느끼고 싶은
내 맘을 안아줄래
Dive in
점점 무뎌져가
쉼없는 삶의 끝에 서있는 나
Hold me
여린 내 맘에 따듯한 위로가 되어줘
또 눈 감으면 날 찾아오는 걸
뒤척이며 이 밤을 지새면
다가올 아침도
나를 맞아주겠지"
60,유해준,왜 이렇게 난 니가 보고 싶은지,"왜 그렇게 넌 나를 그립게 하니
왜 이렇게 난 니가 보고 싶은지
참 야속한 사람 곁을 떠나간 사랑
늘 그리운 나의 사랑
가슴이 세상이 멈춰버린 듯 했어
마지막이라 말하던 너의
모습 바라보면서
아직 못다한 말이 너무 나도 많은데
사랑한 그 추억에 서러워 내 눈물만
왜 그렇게 넌 나를 그립게 하니
왜 이렇게 난 니가 보고 싶은지
참 야속한 사람 곁을 떠나간 사랑
늘 그리운 나의 사랑
시간이 세월이 지나고 또 지나면
그때 추억이 너의 모습이
잊혀질 줄 알았어
사랑 잊혀진다고 모두 거짓말이야
언제나 너와의 모든 것이 선명한 걸
사랑한다고 한번 말을 해볼까
좋아한다고 마음 고백 해볼까
날 웃게 한 사람 나를 울게 한 사랑
내 가슴엔 오직 그대
사랑이 어긋나 가슴이 아픈 나
죽도록 아파 눈물이 흐른다
널 향한 마음을 멈출 수 없는 나
끝없이 헤매고 헤맨다
왜 그렇게 넌 나를 그립게 하니
왜 이렇게 난 니가 보고 싶은지
참 야속한 사람 곁을 떠나간 사랑
늘 그리운 나의 사랑
늘 보고픈 나의 사랑"
61,양수경,내일이 오면,"무엇을 원했는지 몰라
단 하나 내겐 사랑뿐
이미 이별인 줄은 알아
마음에 안겨 있는 지금
이대로 눈을 감고 싶어
슬픔을 접어둔 채로
이별을 생각하진 않아
모든게 꿈이라 해도
사랑해야 하는 것인지
그래서는 안되는 건지
그대 떠난 자리에 혼자서서
그리워 해야하는지
내일이 오면 이별이겠지
다시는 사랑할 수 없겠지
하지만 웃으면서 멀리 떠나야지
눈물은 감출수 없어도

이대로 눈을 감고 싶어
슬픔을 접어둔 채로
이별을 생각하진 않아
모든게 꿈이라 해도
사랑해야 하는 것인지
그래서는 안되는 건지
그대 떠난 자리에 혼자서서
그리워 해야하는지
내일이 오면 이별이겠지
다시는 사랑할 수 없겠지
하지만 웃으면서 멀리 떠나야지
눈물은 감출수 없어도
내일이 오면 이별이겠지
다시는 사랑할 수 없겠지
하지만 웃으면서 멀리 떠나야지
눈물은 감출 수 없어도
눈물이 자꾸만 흘러도
눈물은 감출 수 없어도"
62,이상은 (=Lee-tzsche),사랑해 사랑해,"오늘처럼 따사로운 아침엔
너의 목소리 들려오는
전화기에 대고
사랑해 사랑해 사랑해
얘기하고 싶어

어젯밤엔 한밤중에 깨어나
꿈꾸고 난 뒤 밀려드는
서글픔 때문에
또 한번 너의 사진
밤새껏 쳐다보았었지
나는 지금 하늘보고 있어
네가 멀리 떠나버린 하늘
라디오에선 귀익은 음악소리
네가 너무나 좋아하던 노래인데
둘이서 같이라면 얼마나 좋을까
혼자선 소용없어
사랑해 사랑해 아직도 너를 사랑해

오늘처럼 따사로운 아침엔
너의 목소리 들려오는
전화기에 대고
사랑해 사랑해 사랑해
얘기하고 싶어
나는 지금 하늘보고 있어
네가 멀리 떠나버린 하늘
라디오에선 귀익은 음악소리
네가 너무나 좋아하던 노래인데
둘이서 같이라면 얼마나 좋을까
혼자선 소용없어
사랑해 사랑해 아직도 너를 사랑해"
63,박신양,사랑해도 될까요,"(제가 여기 지배인하고 좀 친합니다
그래서 노래를 하나 해도
되겠냐고 부탁했더니
그러라 그래서 나오긴 나왔는데
제가 노래를 잘 못 합니다
나갈실분은 언제든지
나가셔도 상관없습니다
어-거기 거기- 핑크 거긴 좀 앉지

사실은 제가 연예를 합니다
저한테 재밌게 해달라 그러는데
특별한 재주가 없다그랬더니
노래라도 부르라고 해서
나오긴 나왔는데 상당히 떨립니다
오늘 너무 긴 하루를 보낸 그녀가
잠시나마 즐거웠으면 좋겠습니다)

문이 열리네요 그대가 들어오죠
첫눈에 난 내사람 인걸 알았죠
내 앞에 다가와 고개숙이며 비친얼굴
정말 눈이 부시게 아름답죠

왠일인지 낯설지가 않아요
설레고 있죠 내맘을 모두 가져간 그대

조심스럽게 애기할래요 용기내 볼래요
나 오늘 부터 그대를 사랑해도 될까요
처음인걸요 분명한 느낌 놓치고 싶진 않죠
사랑이 오려나 봐요
그대에게 늘 좋은것만 줄께요

웬일인지 낯설지가 않아요
설레고 있죠 내맘을 모두 가져간 그대

참많은 이별 참 많은 눈물 잘견뎌 냈기에
좀 늦었지만 그대를 만나게 됐나봐요
지금 내앞에 앉은 사람을 사랑해도 될까요
두근거리는 맘으로
그대에게 늘 좋은것만 줄께요

내가 그대를 사랑해도 될까요"
64,아이유,바라보기,"I know you wanna love me
I know you wanna know me
한 발짝씩 천천히
Come to me baby by my side
몰라요 몰라요 그대 맘을
잘 모르지만
알아요 알아요 내 사랑은
하나라는 걸
이름이 무언지 궁금해
어디에 사는지 궁금해
한 두 살은 많아 보이는데
나보다 오빤지 궁금해
그대 모든 게 알고 싶어져요 정말
몰라요 몰라요 그대 맘을
잘 모르지만
알아요 알아요 내 사랑은
하나라는 걸
우연히 스쳐 지나갈 때
살며시 미소를 지을 때
어쩌다가 눈이 마주칠 때
그 날은 떨려 말도 못 해
그대 모르게 사랑에 빠졌죠 정말
몰라요 몰라요 그대 맘을
잘 모르지만
알아요 알아요 내 사랑은
하나라는 걸
서두르지 말아 한 발짝씩
Slow down
내가 아무리 사랑에
둔한 남자라 해도
I know U that
나를 향한 너의 진실한 마음
날 바라보는 네 눈빛 Like
달콤한 막대사탕을 사달라 조르는
키 작은 어린 아이
사랑에 서투른 나이 쑥스러움도 많아
내 앞에서는 말 한 마디 못 해
편지로 마음을 전하는
순정 만화 속에서나
나올 법한 그런 아이
넌 내 곁에 두긴 아까운 아이
몰라요 몰라요 그대 맘을
잘 모르지만
알아요 알아요 내 사랑은
하나라는 걸
말해요 말해요 그대 맘은
나와 같다고
원하고 원하죠 그 사랑은
나 뿐이란 걸"
65,015B,이젠 안녕 (응답하라 1997 삽입곡),"우리 처음 만났던
어색했던 그 표정 속에
서로 말 놓기가
어려워 망설였지만
음악 속에 묻혀 지내
온 수많은 나날들이
이젠 돌아갈 수 없는
아쉬움 됐네
이제는 우리가 서로
떠나가야 할 시간
아쉬움을 남긴 채
돌아서지만
시간은 우리를
다시 만나게 해 주겠지
우리 그때까지
아쉽지만 기다려봐요
어느 차가웁던
겨울날 작은 방에 모여
부르던 그 노랜 이젠
기억 속에 묻혀진
작은 노래 됐지만
우리들 맘엔 영원히
안녕은 영원한
헤어짐은 아니겠지요
다시 만나기 위한
약속일꺼야
함께했던 시간은
이젠 추억으로 남기고
서로 가야할 길 찾아서
떠나야 해요
이제는 우리가 서로
떠나가야 할 시간
아쉬움을 남긴 채
돌아서지만
시간은 우리를
다시 만나게 해 주겠지
우리 그때까지
아쉽지만 기다려봐요
어느 차가웁던
겨울날 작은 방에 모여
부르던 그 노랜 이젠
기억 속에 묻혀진
작은 노래 됐지만
우리들 맘엔 영원히
안녕은 영원한
헤어짐은 아니겠지요
다시 만나기 위한
약속일꺼야
함께했던 시간은
이젠 추억으로 남기고
서로 가야할 길 찾아서
떠나야 해요
안녕은 영원한
헤어짐은 아니겠지요
다시 만나기 위한
약속일꺼야
함께했던 시간은
이젠 추억으로 남기고
서로 가야할 길 찾아서
떠나야 해요
안녕은 영원한
헤어짐은 아니겠지요
다시 만나기 위한
약속일꺼야
함께했던 시간은
이젠 추억으로 남기고
서로 가야할 길 찾아서
떠나야 해요"
66,진혁,공원앞에서,"퇴근 길 버스를 타면
네가 더욱 더 생각나
단 하루도 빠짐 없이
내려서 집에 가는 길
혼자인 게 실감이나
멍하니 걸었어
매일 밤 편한 옷을 꺼내 입고
손을 잡고 지나던 거리를 둘러보니
우리 자주 걷던 그 공원 앞이야
처음 손을 잡고 걸었던
항상 내 옆에 있어 달라고
수줍게 말하던
우리 함께 약속했던 순간들도
흔한 다짐인걸까
특별하지 않아도
다를 거 없는 순간의 사랑일까
그 날 밤 주고 받은 연락들은
아직 지우지 못해 미련이 남은걸까
우리 자주 걷던 그 공원 앞이야
처음 손을 잡고 걸었던
항상 내 옆에 있어 달라고
수줍게 말하던
우리 함께 약속했던 순간들도
흔한 다짐인걸까
특별하지 않아도
다를 거 없는 순간의 사랑일까
다른 사랑이 내게 다가온대도
너와의 추억들이 겹쳐서
힘들어하겠지
우리 자주 걷던 그 공원 앞이야
처음 손을 잡고 걸었던
항상 내 옆에 있어 달라고
수줍게 말하던
우리 함께 약속했던 순간들도
흔한 다짐인걸까
특별하지 않아도
다를 거 없는 순간의 사랑일까"
