,가수,제목,가사
10,이승기,친구잖아 (Rock Ver.),"울고 있는 네 어깨를 감싸려다
손을 내려놓고 말았어
친구잖아 친구잖아 친구잖아
난 어차피 너에게 난
그냥 좋은 친구잖아
너를 아프게 한다는 그 녀석을
찾아가 때리고 싶었지만
못하잖아 못하잖아 못하잖아
난 그래 봤자 너의 친구 이상은
난 안 되니까
너를 왈칵 안고 입술을 꼭 맞추고
놀라는 널 달래며 오 널
행복하게 할 사람은 나라고
말하고 싶지만 주먹을 꽉 쥐지만
결국엔 말 못해 난 오 난
비겁하게 내 가슴에 핑계를 대
친구잖아
뻔한 너의 거절이 난 무서워서
친구조차 못 할 것 같아서
사랑해 널 사랑해 널 사랑해 널 난
그 한마디 너에게 전하고 싶은
말을 숨겨
너를 왈칵 안고 입술을 꼭 맞추고
놀라는 널 달래며 오 널
행복하게 할 사람은 나라고
말하고 싶지만 주먹을 꽉 쥐지만
결국엔 말 못해 난 오 난
비겁하게 내 가슴에 핑계를 대
하루만 더 기다리면
나를 혹시 봐 주진 않을까
우는 너를 볼 때마다
가슴 터질 듯 열이 받아 울어
네가 아픈 만큼 내 맘도 아프지만
눈물을 삼키지 만 오 난
한걸음도 더는 네 곁에 못가
친구라는 말로 내 맘을 속이면서
바보처럼 울면서 계속
겉으로만 좋은 사람처럼 말해
친구잖아"
11,더폼프로젝트,네가 없으면,"머리가 깨질듯 아파

너와 헤어진 다음 날

멍하니 네 사진 보다가



그때 그때 무엇이 문제였는지 난 느꼈어

내가 얼마나 외롭고 힘 들게만 했는지



난 네가 아니면 숨조차 쉴 수가 없어

네가 힘들어하면 그만큼 난 아픈 거 잘 알잖아

난 네가 없으면 살아갈 힘 조차도

없다는 걸 알잖아 내 곁으로 돌아와

아무 일도 없었던 그때처럼



입술을 깨물고 울어

혹시 누군가가 볼까 봐

참아봐도 흐르는 눈물



그땐 그땐 이별 따윈 정말 없을 줄 알았어

마주보고만 있어도 우린 행복했잖아



난 네가 아니면 숨조차 쉴 수가 없어

네가 힘들어하면 그만큼 난 아픈 거 잘 알잖아

난 네가 없으면 살아 갈 힘조차도

없다는 걸 알잖아 내 곁으로 돌아와

아무 일도 없었던 그때처럼



마치 꿈처럼 아무일 없는 듯

믿을 수 없어 다시 한번 돌아와



난 네가 아니면 아무것도 아니란 걸

후회하고 해봐도 조금씩 멀어져만 가잖아

난 네가 없다는 생각 조차 못했어

미안하다는 말도 못했어 난 너에게

다시 한번 돌아와 예전처럼



예전처럼 돌아와 줬으면"
12,MY Q,나 너를 사랑하나봐 (duet with 공효진),"아침 햇살 떠오르는 창가에 앉아
나 그댈 생각했죠
왜 이런지 몰라요
한참 동안 생각하다 기도했어요
나 부족해도 이 모습 이대로 봐주길
나도 그댈 생각하며 하루를 보내요
설레이는 이 느낌 왜 이런지 몰라요
사랑한다 말하기에는 조금 이르지만
내 맘을 더 이상
숨길 수 없기에말해요
I love you I love you
I do I think I love you
I love you I love you I do
나의 맘이 들리나요 고요한 이 밤
내게 다가와줘요 나를 꼭 안아줘요
우리 사랑 영원토록 변치 말아요
오늘 밤이 지나고 내일 밤이 지나도
우연히 지나가는 그대를 봤어요
말을 걸 순 없었죠 왜 이런지 몰라요
괜찮아요 나도 사실 그댈 봤어요
스치는 순간에도 사랑을 느꼈죠
I love you I love you
I do I think I love you
I love you I love you I do
나의 맘이 들리나요 고요한 이 밤
내게 다가와줘요 나를 꼭 안아줘요
우리 사랑 영원토록 변치 말아요
오늘 밤이 지나고 내일 밤이 지나도"
13,유열,에루화,[가사 준비중]
14,유열,처음사랑,[가사 준비중]
15,강지민,행복한 우리,"예쁜 그대 미소에
행복에 빠졌네요
어느새 사랑에 빠졌나봐
랄라 랄랄랄라
랄라 랄랄랄라
맑은그대 음성에
가슴 설레이네요
어느새 사랑에 빠졌나봐
랄라 랄랄랄라
랄라 랄랄랄라
온 세상이 날 위해
환하게 미소짓고
몰랐던 행복에 난 밝아졌죠
당신의 노래 소리에
가슴이 뛰네요
아주 오랫동안 잊어왔던 사랑
사랑해 그대를 사랑해
사랑해 영원히 널 사랑해
랄라 랄랄랄라
랄라 랄랄랄라
사랑해 영원히 널 사랑해"
16,강지민,바다여행,"하얀 파도 밀려와
고운 모래 훔쳐갈 때
야자수 나무아래
잠시 쉬어가 봐요
무지개 빛 물고기 잡힐 듯 춤을 추네요
달콤한 과일향기도 내 맘을 설레게 하네요
누군가 나를 보나봐
키 작은 담장사이로 풀 뜯던
작은 조랑말 눈인사를 하네요
아아 아하 아아하
혼자라도 괜찮아요
삼다도의 아가씨 미소로 반겨줍니다
누군가 나를 보나봐
키 작은 담장사이로 풀 뜯던
작은 조랑말 눈인사를 하네요
아아 아하 아아하
혼자라도 괜찮아요
삼다도의 아가씨 미소로 반겨줍니다
삼다도의 아가씨 미소로 반겨줍니다"
17,신규인,왜 내 눈 앞에 나타나,"왜 내눈앞에 나타나
왜 내눈앞에 나타나
왜 내눈앞에 내눈앞에 니가왜
왜 내눈앞에 나타나
왜 내눈앞에 나타나
왜 내눈앞에 내눈앞에
니가왜 내앞에 서있는데
사라져 꺼져줘
인사따윈하지말고 꺼져
미안해 잘지내 행복해 그만
아무말도하지말고 가줘
go far away 다신못보게
꺼져줄래 생각못하게
넌 니가뭔데 나를 이렇게
바보로 만드는건데
니가뭔데 니가뭔데
그냥가 못본것처럼 스쳐가
비참하잖아 너때매난
너때매난 바보만 됐잖아
사라져 꺼져줘
인사따윈하지말고 꺼져
미안해 잘지내 행복해 그만
아무말도하지말고 가줘
go far away 다신못보게
꺼져줄래 생각못하게
넌 니가뭔데 나를 이렇게
바보로 만드는건데
니가뭔데 니가뭔데
니가뭔데 니가뭔데
니가뭔데 왜이렇게
내눈앞에
왜 다시 나를 괴롭히는데
니가뭔데 니가뭔데
왜이리 나를괴롭히는건데
어쩔수가 없어 너때매 망쳤어
다시되돌릴수없어
모두다 망쳐버렸어"
18,나비 (Navi),꿈일지도 몰라,"아른아른 거려서
꿈일지도 몰라서
자꾸자꾸 눈물만
맘이 많이 아파서
나만 혼자 슬퍼져
그 날밤 니가 내게 준 장미처럼
가슴이 온통 다 시들었잖아
이제 난 아무것도
하나도 가진게 없어
너를 사랑해 말하고 싶어
니 품에 안기고 싶어
미칠듯이 행복했잖아
죽을만큼 좋았잖아
그대 한사람 오직 한사람
사랑하고 싶어
아무일도 없었던 것처럼
하루종일 정신나간 사람처럼
울다가 웃다가 또 니 이름불러
이제 난 아무것도
하나도 가진게 없어
너를 사랑해 말하고 싶어
니 품에 안기고 싶어
미칠듯이 행복했잖아
죽을만큼 좋았잖아
그대 한사람 오직 한사람
사랑하고 싶어
아무일도 없었던 걸
오늘도 간절히
너를 위해 기도해
돌아오기를 제발 돌아와
너를 사랑해 너만 사랑해
너 없인 못살아
다시 나를 사랑해줘
아무일도 없었던 것처럼
꼭 돌아와줘"
19,노라조,Mother Of Mine,"다녀오겠습니다 서둘러서 나왔지
돌아보지도 못해 엉엉 울까봐
2년동안 볼수 없다고 당신이
못챙긴다고 아프지 말라고
편지하라고
꼭 그럴께 잘 이겨 내볼께
나 새사람될께
걱정하지마 건강하게만 있어줘
고맙다는 흔하디 흔한 말
왜 엄마에게만
많이 아끼며 살아왔을까 후회가돼
엄마 잔소리 땜에 똑바로 걸어서
아주 나쁜 사람은 되지 않았어
부족한 우리집 싫다고 원망도
했지만 이제는 오히려 감사해하는걸
어렸을 땐 왜 엄마 마음을
난 몰랐었을까
철이 없고 단지 어렸을 뿐일까
사랑한단 흔하디흔한 말
왜 엄마에게만
많이 아끼며 살아왔을까 후회가돼
이제는 엄마 내가 꼭 지켜줄께
모든거 내가 다줄께 워
아프지 마 나랑만 살아
나 정말잘할게
오래 오래 오래 오래 영원토록
큰소리로 나 지금 말할래
나 엄마 사랑해 워
어디도 가지마 내 엄마야"
20,손호영(SHY),예쁘고 미웠다 (Feat. Bizzy),"너 때문에 다른 사람 못 만나
니가 세상에서 제일 예뻐서
너를 잊으려 별 짓을 다해도
계속 니 생각만 나
넌 예쁘고 미웠다 미워서
난 더 아팠다
이제 사랑은 죽었다
너 때문에 Oh Baby
예쁘고 미웠다 니가 미워서 죽겠다
아직 내 가슴속에 남은 니가
따지고 싶지 않아
너만은 잃고 싶지 않아
잘할게 또 변할게 조그맣게 힘없게
너의 사진을 움켜지고 얘기해
기적을 바란다면 이루어져라
내 눈앞에
나타나서 위험한 날 빨리 좀 말려줘
늦기 전 한번 더 문자라도 날려 줘
니가 술 때문이래서 술도 끊었어
사랑은 죽였어도 사람만은 살려줘
왜 넌 좋은 기억만 남겼니 못되게
니 생각만 하면 눈물 나잖아 Woo
웃는 니 얼굴만 자꾸 떠올라 Yeah
지우지도 못하게 Woo Baby
넌 예쁘고 미웠다 미워서
난 더 아팠다
이제 사랑은 죽었다
너 때문에 Oh Baby
예쁘고 미웠다 니가 미워서 죽겠다
아직 내 가슴속에 남은 니가
SOS So Sad
넌 예쁘고 미웠다
미워서 난 더 아팠다
넌 정말로 못됐다
미치도록 넌 나빴다 미치도록
너 하나만 사랑한 날
어떻게 넌 떠 나가
잊고 싶은데 싶은데
전부 지우고 싶은데
자꾸 니가 떠올라 너무 아파
내 맘이 아파
넌 정말로 못됐다
미치도록 넌 나빴다
너 하나만 사랑한 날
어떻게 넌 떠나가
너를 잊고 싶은데
전부 지우고 싶은데
자꾸 니가 떠올라
너무 아파 보고 싶다"
21,하록,아라리,"어느샌가 무뎌진 하늘
유난히도 차가운 바람
찬란한 햇살 그리워
쏟아지던 소나기
아라리 아라리요
고개를 넘어간다
두려움 걱정따윈
모두 저멀리 떨처버려
아라리 아라리요
십리도 못갈만큼
힘들어도 언제나
하나였던 두손
꼭잡고 가는거야
한낮의 그 뜨거운 태양
무심히도 떠가는 구름
소리쳐 이맘 전해도
메아리된 멜로디
아라리 아라리요
고개를 넘어간다
두려움 걱정따윈
모두 저멀리 떨처버려
아라리 아라리요
십리도 못갈만큼
힘들어도 언제나
하나였던 두손
꼭잡고 가는거야
꿈만같던 시련도
눈물짓던 사연도
이젠 저만치 저만치 간다
아라리 아라리요
고개를 넘어간다
두려움 걱정따윈
모두 저멀리 떨처버려
아라리 아라리요
십리도 못갈만큼
힘들어도 언제나
하나였던 두손
꼭잡고 가는거야
언제나 하나였던
두손 꼭잡고 가는거야
너와나 하나되어"
22,김조한,아름다운 이별 (New Ver.),"눈물이 흘러 이별인 걸 알았어
힘없이 돌아서던
너의 뒷모습을 바라보며
나만큼 너도 슬프다는 걸 알아
하지만 견뎌야해 추억이 아름답도록
그 짧았던 만남도
슬픈 우리의 사랑도
이젠 눈물로 지워야 할 상처뿐인데
내 맘 깊은 곳엔
언제나 너를 남겨둘 거야
슬픈 사랑은 너 하나로
내겐 충분하니까
하지만 시간은 추억 속에
너를 잊으라며 모두 지워가지만
한동안 난 가끔 울 것만 같아
내 맘 깊은 곳엔
언제나 너를 남겨둘 거야
슬픈 사랑은 너 하나로 내겐
충분하니까
하지만 시간은 추억 속에
너를 잊으라며 모두 지워가지만
한동안 난 가끔 울 것만
난 가끔 울 것만 같아
내 맘 깊은 곳엔 언제나
너를 남겨둘 거야
슬픈 사랑은 너 하나로
내겐 충분하니까
하지만 시간은 추억 속에
너를 잊으라며 모두 지워가지만
한동안 난 가끔 울 것만 같아"
23,이승철,추억이 같은 이별,"바람은 왜 내게 쓸쓸하다 했을까 어차피 헤매이다 내게 왔는걸
그리도 지친 마음 달랠 길 없었나 무너진 가슴 느끼며
흔들린 너의 어깰 처음으로 보았지 힘겨운 너의 눈빛과 체온을
먼길을 홀로 떠날 준비를 하는지 너무 외로운 니얼굴
나를 위한 이별인줄 알고있었어허나 날 위한 너의 생각은 더 가슴아픈걸
매마른 너의 허탈한 목소리속에 더한 사랑이 더한 눈물이 날 흐느끼게해
추억이 같아 헤어져야만 해도 이별의 아픔 우리 같을텐데
추억이 같아 행복할 수만 있다면 이대로 우리 이별할 수 있어
추억이 같은 이유로
바람은 왜 내게 쓸쓸하다 했을까 어차피 헤매이다 내게 왔는걸
그리도 지친 마음 달랠 길 없었나 무너진 가슴 느끼며
나를 위한 이별인줄 알고있었어 허나 날 위한 너의 생각은 더 가슴아픈걸
매마른 너의 허탈한 목소리속에 더한 사랑이 더한 눈물이 날 흐느끼게해
추억이 같아 헤어져야만 해도 이별의 아픔 우리 같을텐데
추억이 같아 행복할 수만 있다면 이대로 우리 이별할 수 있어
추억이 같은 이유로"
24,바람꽃,비와 외로움,"낯설은 이 비가 내몸을 적시면
살며시 찾아드는 외로움
조용한 선술집에서
생각하는 그대모습
길가에 가로등 내몸을 비추면
살며시 찾아드는 외로움
조용한 그 카페에서
생각하는 그대모습
그대가 내곁에서 멀어져
바람속에 묻힐떼
또다시 길을 나서며 맞는
낯설은 비와 외로움
내마음 쓰러져
길가에 쓸쓸함이 쌓이네
길가에 가로등 내몸을 비추면
살며시 찾아드는 외로윰
조용한 그 카페에서
생각하는 그대모습
그대가 내곁에서 멀어져
바람속에 묻힐때
또다시 길을 나서며 맞는
낯설은 비와 외로움
내마음 쓰러져
길가에 쓸쓸함이 쌓이네
내마음 쓰러져
길가에 쓸쓸함이 쌓이네"
25,신효범,슬플땐 화장을 해요,"슬플땐 난 곱게 화장을 해요
그대의~ 모습을 생각하면서
나는요, 슬플땐 화장을 해요,
우리의 사랑을 예쁘게 색칠해요.
거리를 수놓은 네온불빛처럼
화려한 날개옷을 입고
조금은 우울한 우리의 사랑에
빨간 장미꽃이되어
그대의 표정을 밝게
나는요 슬플땐 화장을 해요
우리의 사랑을 예쁘게 색칠해요"
26,윤영아,미니데이트,[가사 준비중]
27,인 퍼플,Sunset Street,"홀로지는 태양은
거리를 비추고 있는데
멍해진 오늘은
아무 의미도 남지 않아
하나 둘 켜진 불빛들
흘러내리는 음악들
스치는 많은 사람들도
나와 같을까
의미를 말해줘
무표정한 나날들
다시 깨어난 듯이
밤을 맞이 할 테니
oh sunset street, my sunset street
모두 비워졌는데
내 마음은 가볍지 않아
갈증도 잊은 채
내 마음을 쫓는 시간들
들려오는 소리들은
희미해진 기억처럼
아무런 모양도 없는
sound my perfect sound
의미를 말해줘
무표정한 나날들
다시 깨어난 듯이
밤을 맞이할 테니
왜인지 알 수 없어
바람에 날리고 싶어
무엇도 남기지 않은 채 이대로
의미를 말해줘
무표정한 나날들
다시 깨어난 듯이
밤을 맞이 할 테니
my sunset street yeah
my sunset street"
28,강승모,조건없는 사랑,[가사 준비중]
29,노기태,그림자 사랑 (Feat. 김경록),"그대는 어떤가요
달라진건 없나요
내게서 떠난 그 순간부터
나는 많이 아파요 그대가 떠나서
하지만 참고 또 참아보네요
그대가 사랑하는 법만 가르쳐줘서
아직 헤어질 준비를 못해서
아직도 그대 생각에 많이 울어요
그댄 내 생각 하지 말고
그냥 떠나요
가슴에서 지워요
기억에서 지워요
우리 사랑한 추억 모두 남기진 마요
나 때문에 힘들어 마요
나 같은건그냥 잊어요
그대 행복하면 난 괜찮아요
그대내 사랑이죠
너무 보고 싶어요
날 떠난 날부터
하지만 참고 또 참아보네요
눈물에 번진 나의 모습
슬퍼보여도 견딜 수 없이
가슴이 아파도
사랑한 우리 추억에
또 상처난대도 모두 잊어요
나를 떠나 행복하세요
가슴에서 지워요 기억에서 지워요
우리 사랑한 추억
모두 남기진 마요
나 때문에 힘들어 마요
나 같은건 그냥 잊어요
그대 행복하면 난 괜찮아요
그대 내 사랑이죠
혹시나 울고 있을 내가
걱정된다 해도
걱정 말아요 내 생각에
그대 눈물 흘리지 마요
가슴에서 지워요 기억에서 지워요
우리 사랑한 추억
모두 남기진 마요
나 때문에 힘들어 마요
나 같은건 그냥 잊어요
그대 행복하면 난 괜찮아요
그대 내 사랑이죠"
30,JYJ,In Heaven (Remix),"지금 와선 말할 수가 없어
너의 기적 그 모든 게 환상 같아
마지막 니 모습 속 서서히
기억 속에만 잠겨져 가는 것만 같아
어딘가에서 날 보고 있을까
후회해도 늦어버려 볼 수 없어
추억의 그림자의 촉촉한
내 눈물들로 그 자릴 지켜보고 있어
그 말 못해 정말 못해
니가 내 옆에 있을 때만큼
미안한데 그게 안돼
이젠 모든 게 떨려와
조금 더 기다리다
꿈속을 헤 메이다
결국 니 안에서 눈을 감을까 봐
더 가지마 더 가지마
내 곁에 있어줄 수는 없니
거짓말 다 거짓말
전혀 들리지가 않아
사랑해 널 사랑해 한마디
보여줄 수는 없니
사랑해 널 사랑해
또 다시 사랑해 주겠니
벌써 이렇게도 지나 왔어
너의 흔적 찾아봐도 지워졌어
마지막 니 기억도
눈물의 테옆 속으로
잠겨져 가는 것만 같아
이만 끝내 나를 끝내
니가 내 옆에 있지 않다면
미안한데 이만 갈게
이제 너의 길을 따라
끝 없는 길을 따라
널 찾아 헤메이다
결국 너를 잃고서 슬퍼만 할까 봐
가지마 더 가지마
내 곁에 있어 줄 수는 없니
거짓말 다 거짓말
전혀 들리지가 않아
사랑해 널 사랑해
한마디 보여줄 수는 없니
사랑해 널 사랑해
또다시 사랑해 주겠니
가지마 가지마 있어줄 수는 있니
거짓말 거짓말 들리지가 않아
사랑해 사랑해 보여줄 수 있니
사랑해 사랑해 사랑해 주겠니
가지마 가지마 있어줄 수 있니
거짓말 거짓말 들리지가 않아
사랑해 사랑해 보여줄 수 있니
제발 돌아와줘
가지마 더 가지마
내 곁에 있어줄 수는 없니
거짓말 다 거짓말
전혀 들리지가 않아
사랑해 널 사랑해 한마디
보여줄 수는 없니
사랑해 널 사랑해
또 다시 사랑해 주겠니"
