,가수,제목,가사
115,케이시 (Kassy),우리 사랑이 저무는 이 밤 (Feat. 제이문 (Jay Moon)),"달빛 아래 모두 잠든 이 밤
홀로 앉아 별을 보면
어느새 내게 다가와
마지막 인사를 건네
I love you
우리 사랑이 저무는 이 밤
너란 세상이 숨어버린 밤
한순간에 빛을 잃어버린 날
아슬하게 붙잡고 있던
내 손을 차갑게 뿌리쳐
초라하게 만들어
불필요한 단어는 대체 왜 꺼낼까
무심하게 등 돌리고 나면 끝이지
이변은 없어 무색하게도
영원히 하나일 줄 알았던
어린아이의 꿈에서 깨어난 뒤지
서로에게 내키지 않을 정도의 자리마저
내어주던 마음은 먼지 묻어나는 빈집이
된 지 오래고 이별은 세련됐네
적당한 인사 외엔 내팽개치면 돼
떨어지는 저 별처럼
우리 사랑도 저물고
밤이 지고 해가 떠도
여전히 슬프겠죠
I love you
우리 사랑이 저무는 이 밤
나의 심장이 멈춰버린 밤
빛을 잃어버린 체 길을 헤매고 있는
불쌍한 아이일 뿐
간절히 붙잡고 있던
내 손을 차갑게 뿌리쳐
초라하게 만들어
만약 점수를 매긴다면
손에 꼽지 않을까 과연
너 같은 사람은 이제 다신
원해도 별수 없지 못된 버릇 자기 과신
인연을 그럼 너는 진심 책임질 수 있어
문제를 끌어안고 이걸 내 이길 수 있어
나도 알아 이건 회피일 수 있어
하지만 달리 방법이 없으니까
떨어지는 저 별처럼
우리 사랑도 저물고
밤이 지고 해가 떠도
여전히 슬프겠죠
I love you
끝이 보였던 우리 둘
떠넘기기 바빴던 이별 잘 가
우리 사랑이 저무는 이 밤
네게서 나의 심장이 멈춰져 버린 밤
아파도 그대로 받아들이면 돼
눈 감아도 네 생각이 날 땐
우리 허무했던 마지막을
떠올리면 되니까
잔인했던 운명처럼
미칠 듯 사랑했던
순간들이 지나가고
무의미한 시간을 거쳐
끝을 마주하는 밤
I love you
But I hurt you no more
I don’t want you no more
like the past days
I don’t love you no more"
116,한승윤,Lovender,"긴 너의 침묵은 견딜 수 있어
오랜 시간 서 있는 것마저도
무슨 말을 하려고 망설이는지 알지만
벗어날 수 없어 너에게서
안돼 말하지 마 이별이란 말을 하면
지금부터 두 번 다시는 난
난 사랑 못 할 거야 어느 그 누구와도
내 사랑은 끝이야 어느 그 누가 와도 Yeh
떠나가지 마 나한테 왜 왜 이래
나를 꺾는 순간 점점 죽어갈 거야
붙잡고 물었어 사랑하냐고
그걸 대답 못 했어 넌 처음으로
그래 말하지 마 사랑 안 해 말을 하면
여기부터 어디에서도 난
사랑 못 할 거야 어느 그 누구와도
내 사랑은 끝이야 어느 그 누가 와도 Yeh
떠나가지 마 나한테 왜 왜 이래
나를 꺾는 순간 점점 죽어갈 거야
꽃은 겨우 피는데 지는 건 순간이야
너에게 난 꽃이었을까
사랑 아닐 거야 어느 그 누구와도
나보다 못할 거야 어느 그 누가 와도 Yeh
제발 가지 마 도대체 왜 왜 이래
나를 꺾지는 마 꽃잎 하나 떼지 마
I'm not crazy
Oh Please comeback to me yeh
Yeh yeh yeh yeh yeh uhm uhm uhm
Comeback to me"
117,란 (RAN),왜 이제와,"무슨 말을 해야만 할지
이런 내맘 너도 알고 있는지
그냥 네게 전화를 해서
많이 보고싶다 말할까
우리 헤어지는지 더는 볼 수
없는지 아직도 이해할 수가 없어
잠시도 혼자두지도 않던 너였어 왜
이제와 이렇게 날아프게만하는지
하루종일 답답한 마음
미친듯이 소리치고 싶은데
너와 내가 보낸 시간이
내겐 아직 소중한가봐
우리 헤어지는지 더는 볼 수
없는지 아직도 이해할 수가 없어
잠시도 혼자두지도 않던 너였어 왜
이제와 이렇게 날 아프게만 하는지
이렇게 헤어질 수 없어
다시 돌아와 내곁으로
다신 볼 수 없나봐
아직 믿기지 않아
여전히 내게 올 것만 같아
잠시도 혼자두지도 않던 너였어 왜
이제와 이렇게 날아프게만하는지"
118,Bro,잡쉈잖아,"눈빛만 보아도 알아
손짓만 보여도 다 알아
네가 어떤 생각 하고 있는지
함께한 시간이 말해
어색한 공간이 말해
이제 일어날 시간이 온 거야
한 걸음 멀어지는 널 보며
문득 뜨거운 말이 차올라 와
같이 사랑했잖아
같이 행복했잖아
그런데 왜 왜 왜
계산은 나 혼자인 거야
같이 밥 먹었잖아
같이 잡쉈잖아
근데 왜 돈 안 내
이 그지 여인아
갖고 싶어하던 그 가방
몇 달을 고생했지만
네가 웃는다면 나는 괜찮아
오늘은 우리 기념일
너에게 받은 선물은
정성이 가득한 편지 한 통 뿐
같이 사랑했잖아
같이 행복했잖아
그런데 왜 왜 왜
계산은 나 혼자인 거야
다음에는 산다며 다음 같은 소리
너땜에 힘들어
because of your lies
왜 애애 애애 넌 나를 위해서
왜 애애 애애 짙은 화장 하고
왜 애애 애애 난 너를 위해서
돈을 쓰면 되는 거니
사랑하자 했더니
장사 하려고 하니
함께 한 일 년
딱 한 번 한 말 그지녀
사랑했잖아
같이 행복했잖아
그런데 왜 왜 왜
계산은 나 혼자인 거야
밥 먹었잖아
같이 잡쉈잖아
근데 왜 돈 안 내 이 이 그지"
119,유연석,너에게,"나의 하늘을 본 적이 있을까
조각 구름과 빛나는 별들이
끝없이 펼쳐 있는
구석진 그 하늘 어디선가
내 노래는 널 부르고 있음을
넌 알고 있는지
나의 정원을 본 적이 있을까
국화와 장미 예쁜 사루비아가
끝없이 피어 있는
언제든 그 문은 열려 있고
그 향기는 널 부르고 있음을
넌 알고 있는지
나의 어릴 적 내 꿈만큼이나
아름다운 겨울 하늘이랑
네가 그것들과 손잡고
고요한 달빛으로 내게 오면
내 여린 마음으로 피워낸
나의 사랑을
너에게 꺾어줄게
나의 정원을 본 적이 있을까
국화와 장미 예쁜 사루비아가
끝없이 피어 있는
언제든 그 문은 열려 있고
그 향기는 널 부르고 있음을
넌 알고 있는지
나의 어릴 적 내 꿈만큼이나
아름다운 겨울 하늘이랑
네가 그것들과 손잡고
고요한 달빛으로 내게 오면
내 여린 마음으로 피워낸
나의 사랑을
너에게 꺾어줄게"
120,장희원,새벽,"찬 새벽을 걷다 보면
생각나는 사랑이 하나 있어
슬픔은 점점 옅어지고
그 사랑은 더 선명해져
인생은 이별과 만남의 반복
흘러 흘러 가게 두면 되는 걸 알면서
또다시 슬픔과 기쁨의 반복
흘러 흘러 가게 두면 나아 질까
긴 어둠이 지나가고
떠오르는 태양을 바라보며
푸른빛은 점점 옅어지고
내 사랑은 더 선명해져
우린 새벽에 머물러 있구나
나아지기 위해 걷고 있구나
우린 새벽에 머물러 있구나
나아지기 위해 걸어가고 살아가고
인생은 이별과 만남의 반복
흘러 흘러 가게 두면 되는 걸 알면서
또다시 슬픔과 기쁨의 반복
흘러 흘러 가게 두면 나아 질까
언젠가 밤이 다시 내게 와도
흘러 흘러 가게 두면 되는 걸 알아"
121,다비치,립스틱 짙게 바르고,"네가 그랬잖아
헤어지지 말자고
두 번 다시 울리지 않겠다고
지금껏 널 위해
살아왔던 나였었는데
이제와서 네가
나를 버린다는 말이되
난나나 난나나 난 변할꺼야
촌스럽던 옷도 버리고
난나나 난나나 화장을 하고
아무도 날 못 알아보게
사랑같은거 하지 않을래
다시는 바보같은 짓
절대 안할꺼야
립스틱을 짙게 바르고
긴머리를 자르고
네가 준 상처를 지우고
날 울린 만큼
아프게 한만큼
너도 너 같은 사람
사랑해보면 알아
나는 변했어
널 다 잊었어
다시는 사랑 안할래

눈빛만 보아도 좋았었는데
얼마나 널 사랑했는데
난나나 난나나 내가 가여워
결국 사랑때문에 울어
사랑같은거 하지 않을래
다시는 바보같은 짓
절대 안할꺼야
립스틱을 짙게 바르고
긴머리를 자르고
네가 준 상처를 지우고
날 울린 만큼
아프게 한만큼
너도 너 같은 사람
사랑해보면 알아
나는 변했어
널 다 잊었어
다시는 사랑 안할래

차가워질게
더 강해질게
사랑 따위에 울지 않게
사랑 때문에
미련 때문에
밤새도록 너 때매
우는 일 없을꺼야
널 다 버리고
널 다 지우고
너 없이도 행복할꺼야
나를 잊어줘
너를 지워줘
언젠가 우연이라도
널 만나게 되면
모른척 해줘
날 스쳐가도
나는 널 모를테니까"
122,TAN,너란 별 (약속해요),"잊지 못할 추억을 노래할게
밤하늘에 번진 너라는 작은 별 담아
오랫동안 네 옆을 지켜줄게
언제나 내 곁을 맴돌아주는 너잖아
너와 눈을 맞추고
아무 말 없이 웃음 지으며
변치 않기를 약속하죠
모든 순간을 함께하기로 해
멀리멀리 fly
쏟아지는 별 보며
이 손 놓지 않기로 약속해요
작은 너란 별 하나
손을 잡고 걸어가
sing with you
너와 함께 노래해
you
언제든지 널 위해
sing with you
영원하기를 약속해요
너에게 쏟아진 별들을 따라서
그 손 놓지 않기로 약속했어
나 밤하늘의 별처럼 네가 어디서도
볼 수 있도록 나타나는 너만 보는 바보
말없이 바라만 봐도
서로의 부족한
마음속 빈 곳 하나 없이 채워주고
밝게 빛나는 별들을 따라
너를 향한 마음 하나 남김없이 말해도
손을 모아 기도해 밤하늘
별들이 떨어질 때
너 그리고 나 우리 둘이 알잖아
영원히 하늘이 빛을 마주할 때
beautiful
너와 눈을 맞추고
서로의 말에 웃음 지으며
영원하기를 약속하죠
너 하나로 충분해
쏟아지는 별 보며
이 손 놓지 않기로 약속해요
작은 너란 별 하나
손을 잡고 걸어가
sing with you
너와 함께 노래해
you 언제든지 널 위해
sing with you
영원하기를 약속해요
만남 사랑 너란 별
내게 깊이 번져서
우린 우린
만남 사랑 너란 별
내게 점점 커져서
우린 우린
쏟아지는 별 보며
이 손 놓지 않기로 약속해요
작은 너란 별 하나
손을 잡고 걸어가
sing with you
별을 보며 노래해
you
언제든지 널 위해
sing with you
영원하기를 약속해요"
123,이현,악수 (아는 여자애 X 이현),"할 말이 많아 아껴두었다
말하지 못한 내가
이제 와 너의 손을 잡아본다
불안한 마음과 아쉬운 마음
나답지 않던 내가
괜히 한번 너의 손잡아 본다
어제완 다른 모습이라도
그게 나를 힘들게 한 대도
너 하나로 충분해
백 번을 말해도 부족하니까
어떤 말보다 따뜻하니까
고마워 전하고 싶었던 내 마음이
이제는 네게 닿을 수 있을까
널 향한 내 손은 그래 진심이야
아무런 말도 하지 않아도 돼
고마워 내 손을 잡고 있는 네가
고마워
날 보며 웃고 울어주던
그 모습 하나하나 기억나
이젠 내가 너를 안아줄게
언제부턴가 느껴지는 건
서로를 믿어주는 그 마음
그거면 난 충분해
백 번을 말해도 부족하니까
어떤 말보다 따뜻하니까
고마워 전하고 싶었던 내 맘이
이제는 네게 닿을 수 있을까
힘들었던 날에 날 일으켜 줬던
네가 있기에 버틸 수 있었어
I know your love 절대 잊지 못해
하나둘씩 채워질 My life
널 향한 내 손은 그래 진심이야
꽉 잡은 내 손은 운명이야
고마워 내 손을 잡고 있는 네가
고마워 나의 옆에 있어 줘서"
124,유리상자,순애보,"난 망설였는데
너무나 힘들었는데
너완 상관없다니
너에게 있어
나란 그저 좋은 추억이라니

참 오래 걸렸어
너 아닌 다른 한 사람
허락하기까지는
니가 올지도 모를 자리
쉽게 내줄 수가 없었어

아쉽다는 표정만이라도
가만히 보내준다면
지금이라도 날 돌릴 수 있을텐데
나를 위한 연극이었다면
이젠 제발 그만 해줘
너 없이 내가 살아갈 수 있겠니

바보야 더이상 망설이지마
한번도 널 잊은적 없어

아쉽다는 표정만이라도
가만히 보내준다면
지금이라도 날 돌릴 수 있을텐데
나를 위한 연극이었다면
이젠 제발 그만 해줘
너 없이 내가 살아갈 수 있겠니

난 망설였는데
너무나 힘들었는데
너완 상관없다니
너에게 있어
나란 그저 좋은 추억이라니"
125,S'Max,니가 아니면 안될것 같은데..(미녀와 야수),"저 달이뜨면 나는 돌아가 나를 기다리지마
나조차도 싫은 나의모습에 니가 눈물 흘릴까 너무 두려워
어둠이 걷히면 돌아갈거야 너무 걱정하지마
너의 기억으로 살아가기엔 너는 내게 너무 가까이 숨쉬고 있어
니가 아니면 안될것같은데 너를 위해서 내 모든것을 버려야 하는데
아침햇살에 변해가는 나의 모습에 또 너를 생각해 사랑하기 때문에

너의 입맞춤에 나의 고통이 끝났으면 좋겠어
낮과 밤을 지나 이세상 다하는 그날까지
나의 사랑은 그대와 영원히
니가 아니면 안될것같은데 너를 위해서 내 모든것을 버려야 하는데
아침햇살에 변해가는 나의 모습에 또 너를 생각해 사랑하기 때문에
나 돌아갈곳 바로 너기에
새벽이 가고 아침이 오면 달려갈거야
니가 아니면 안될것같은데 너를 위해서 내 모든것을 버려야 하는데
아침햇살에 변해가는 나의 모습에 너를 생각해
사랑하기 때문에"
126,우예린,해어화(解語花),"지난날 후회해 뭣 하겠소
이제 와 깨달아 뭣하겠소
못나게 져버린 꽃떨기가
내 마음 아리게 하오
그대는 영원한 나의 임
당신만 위해 난 살아가 오
가시를 떨쳐낸 그 꽃처럼
아름답고 싶었어요
앞산에는 복사꽃 활짝인데
어찌 그대는 그리도 무심하게 돌아서 나
봄이 가고 꽃잎이 떨어져도
분홍 물이든 소매엔 항상 내가 있겠소
사랑 사랑 그것은
누구시길래 이리도 내 맘을
저리게 하는지 어떤 연유인지
난 아직도 찾지를 못했소
앞산에는 복사꽃 활짝인데
어찌 그대는 그리도 무심하게 돌아서 나
봄이 가고 꽃잎이 떨어져도
분홍 물이든 소매엔 내가 항상 있겠소"
127,투앤비 (2NB),그땐 왜 몰랐을까,"가끔 난 혼잣말을 해
너에게 닿길 바라며
내 허튼 바람이 내 허튼 기도가
어느 날 전해지기를
텅 빈 저 하늘에 너의 이름을 쓸 때
매일 설레었던 지난날 떠올라
다시 내 곁으로 돌아올 순 없겠니
시간이 지나면 괜찮을까
없던 일처럼 살 수 있을까
모두 깨끗이 아물까
그땐 좋았는데
그땐 몰랐었는데 이별이
우리 얘기가 될 줄
혼자 멍하니 누워
너의 흔적만 찾는 나는
헛된 내 하루와 내 헛된 기대가
어느 틈에 모두 사라지기를
시간이 지나면 괜찮을까
없던 일처럼 살 수 있을까
모두 깨끗이 아물까
그땐 좋았는데
그땐 몰랐었는데 이별이
우리 얘기가 될 줄
행복했었던 우리인데
이젠 남이란 게 실감 안 나
피할 수만 있다면
그냥 모른 척하고 싶어
여전히 난 여기 있는데
내 맘은 아직 그대로인데
정말 모두 끝난 거니
없을 줄 알았던 우리의 이별인데
사랑하긴 한 걸까 나를"
128,포맨 (4MEN),이불킥,"사진과는 조금 다른
나를 어떻게 봤을까
살짝 들뜬 내 옷차림에
실망했을까 걱정돼
뭐해 어디니 잘 들어갔니
짧게 문자를 던질까 말까
혼자 10분째 고민 고민만
어떡해 나 어쩌면 좋니
베개를 붙들고 얼굴은 파묻고
또 애꿎은 이불만 걷어차다
천장을 떠도는 네 생각 생각에
Oh 그만 사랑에 빠진 걸까
착각을 하게 돼
너를 다시 만나려면
어떤 소설을 쓸까
날씨 핑계로 널 불러낼까
공짜 티켓이 생겼다 할까
집에 가는 길에 들렸다 할까
어떡해 널 어떡해야 해
베개를 붙들고 얼굴은 파묻고
또 애꿎은 이불만 걷어차다
천장을 떠도는 네 생각 생각에
꿈을 꾸는 것 같아
네가 꿈인 것 같아
뭔가에 빠진 것 같은게
오랫동안 기다려온 사랑
너인 것 같은데
운명 같은 너를 사랑해
또 볼 수 있을까 잘 될 수 있을까
밤새도록 이불만 걷어차다
네 손을 꼭 잡는 행복한 상상에
Oh 그만 달콤한 네 꿈속에
막 잠들 것 같아
내일 아침 자고 나면
네게 연락이 와 있을까"
129,젝스키스,커플 (2016),"예전보다 지금 네가 더욱 괜찮을 거야
허전했던 모습
맘속의 빈 곳
다 채워 줬으니
아름다운 세상에서
많이 외로워하며
너란 반쪽을 찾아
헤맨 건
다 옛날 얘긴 걸
내 생애 남은 날들을
너와 함께 하고 싶어
마치 꿈만 같은 걸
이젠 나 혼자가 아닌
너와 함께 하는 거야
Oh love 왜 이제서야
많이 외롭던 나를 찾아온 거야
Oh love 너를 사랑해
이제 모든 시간들을 나와 함께해
하나가 둘이 돼
여지껏 내 가슴 깊게
자리했던 슬픔이 개고
이젠 내 인생의 끝까지 무지개
난 너만 있으면 돼
기억해줄래
이 순간에 내가 하는 약속
사랑하는 너에게
나를 다 줄게
이제 너의 집은 내 맘속
얼마나 수많은 날을
기다려 왔는 줄 아니
이젠 모두 앞에서
너의 손을 꼭 붙잡고
우리 함께 하는 거야
Oh love 왜 이제서야
많이 외롭던 나를 찾아온 거야
Oh love 너를 사랑해
이제 모든 시간들을 나와 함께해
과거 따윈 모두 잊고 나와 함께 할
많은 시간을 추억으로 만들어
Oh love 왜 이제서야
많이 외롭던 나를 찾아온 거야
Oh love 너를 사랑해
이제 모든 시간들을 나와 함께해"
130,성시경,네가 불던 날,"하루는 길어도 일 년은 빠르고
어제는 흐려도 그날은 선명해
그렇다고 해도 여전히
슬플 필요는 없어
불안한 설렘과 다정한 외로움
혼자가 더 편해 친구들이 좋아
문득 허전한 건 멀리서
불어온 바람 때문
언제나 막막한 그리움은
닿지 못할 곳을 향해 불어가고
돌아갈 수 없는 그 곳에서
마음이 멈춘 순간
내 손을 잡아줄 사람 천천히
같이 걸어줄 사람
시시한 농담에 웃어줄 한 사람
그런 사람 내 곁에 있다면
돌이킬 수 없단 말로
너무 쉽게묻은 건 아닐까
아마 나는 지금 누군가
그리운 것 같아
바람이 슬프면 난 눈을 비비고
마음과는 다른 노래를 부르네
그립기는 해도 돌아가고
싶은 건 아니야
언제나 투명한 후회들은
갈 수 없는 먼 곳에서 날 부르고
어젯밤 꿈속의 그 곳에서
기억이 멈춰버린 순간
내 손을 잡아주던 사람
천천히 같이 걸어 준 사람
시시한 농담에 웃어주던 사람
그런 사람 곁에 있었는데
돌이킬 수 없단 말로
너무 쉽게 묻은 건 아닐까
아마 나는 지금 누군가
그리운 것 같아
이젠 다 상관없다면 그게 더 슬픈 걸
왜 헤어짐은 너무 쉬운
선택인 걸 몰랐을까 그땐 왜
날 많이 좋아해 주던 그런 너
언제나 내 손 잡던 너
많이 웃어주던 너
그렇게 내 곁에 있던 너"
131,김성규,My Love Will Be Yours,"그대가 머문 자리
온기는 그대로야
소소한 내 일상은
너로 인해 향긋해져

희미하게 들려와
깊숙한 내 마음속
원하고 원한 꿈
돌고 돌아 난 다시
너에게 안길게

약속해 영원히
어디 있든, 널 찾을게
파도가 거센 밤
한 줄기 빛으로 지켜줄게
널 지켜줄게, 오
꼭 지켜줄게
어둠이 하늘마저 삼킬 때
My love will be yours

희미하게 들려와
깊숙한 내 마음속
원하고 원한 꿈
돌고 돌아 난 다시
너에게 안길게

약속해 영원히
어디 있든, 널 찾을게
파도가 거센 밤
한 줄기 빛으로 지켜줄게
널 지켜줄게, 오
꼭 지켜줄게
어둠이 하늘마저 삼킬 때
My love will be yours

우연히 널
마주한 그 순간
알아버린 나의 운명인 거야
너를 위해서
내 삶을 바칠 Light

파도가 거센 밤
한 줄기 빛으로 지켜줄게
널 지켜줄게, 오
꼭 지켜줄게
어둠이 하늘마저 삼킬 때
My love will be yours"
132,정유진,너,"어제보다 오늘 네가 좋은 걸
처음보다 지금이 더 좋은 걸
내 맘이 자꾸 커져가는 건
너라는 마법 때문이야
내가 왜 이럴까 공기도 달콤해지고
내 맘에 피어난 꽃향기가
느껴지는 게 마법에 빠진 것처럼
네가 날 달라지 게 만들어
설레는 기분 좋은 바람처럼
너는 수줍게 다가와 핑크빛
볼터치처럼 넌 속삭이듯 내게 들어와
점점 조금씩 물들어 가나 봐
어제보다 오늘 네가 좋은 걸
처음보다 지금이 더 좋은 걸
내 맘이 자꾸 커져가는 건
너라는 마법 때문이야
어쩌면 좋을까 네 맘이 난 궁금해져
지금 물어볼까 한참을 또
망설이는데 어딜 가도 눈이 부시고
내 머릿속엔 온통 너밖에 없나 봐
어제보다 오늘 네가 좋은 걸
처음보다 지금이 더 좋은 걸
내 맘이 자꾸 커져가는 건
너라는 마법 때문이야
너를 향한 내 맘은 단 하루도
멈출 수 없어 널 매일 바라보는 걸
잘해주고 싶어 뭐든 너를 위해서
내 맘에 가득한 행복이 전부 너라서
어디라도 좋아 너와 있으면
오늘보다 내일이 더 좋을 거야
세상을 안고 말하고 싶어
이렇게 사랑한다고"
133,이수영,빚,"하루하루 변해가는
거울속 나의 모습
만일 지금 나를 봐도
넌 사랑해줄까
다들 그랬어 사랑은
사랑으로만 잊혀지고
여자에겐 지금의 사랑만이
첫사랑인거라고
하지만 나에게 사랑은 하난데
아직 가슴에 남았는데
또 다른 인연이 올수록
니가 더 보고 싶어
한없이 너에게 받았던 그 사랑
나는 주지도 못했잖아
그때에 너에게 진 빚을
제발 나 갚게 해줘
다들 그랬어 세월은
모든 상처를 잊게 하고
늘 여자는 지난날 추억보단
사랑으로 산다고
하지만 나에게 사랑은 하난데
아직 가슴에 남았는데
또다른 인연이 올수록
니가 더 보고싶어
한없이 너에게 받았던 그 사랑
나는 주지도 못했잖아
그때에 너에게 진 빚을
제발 나 갚게 해줘
하루만이라도 한번만이라도
그때로 돌아가 너와 나
함께 할 수 있다면
그렇게 허락된 하루라면
내일이 나에겐 없다해도
웃으며 눈 감을게"
134,엠씨더맥스 (M.C the MAX),처음처럼,"눈이 부시게 웃던 널 기억해
이제는 다시 볼 수 없게 됐지만
끝내 붙잡았던 기억들만
이 겨울을 지나간다
나지막이 들리지 않게 전하는
기다릴게 이 한마디 대신
피고 진다 뜨겁게 시린 우리 사랑
보내지 못한 계절처럼
피어나 단 한 번도
겨울이 없었던 것처럼
피어나 언제라도 사랑스러운 그대로
추억은 지나버린 계절에
그대로 놓아두고서
그래 처음처럼
가슴속에 켜켜이 쌓은 그리움
이 눈물로 흘려내면 그뿐
이 눈물이 그댈 피워낼 수 있다면
그걸로 나는 괜찮은 걸
피어나 단 한 번도
겨울이 없었던 것처럼
피어나 언제라도 사랑스러운 그대로
스치듯 그대 곁에 맴도는
이 작은 한마디조차
여기 남겨두고
아픈 기억은 여기 남기고
피어나 우리 처음 만났던
그때 그대처럼
피어나 사랑했던 그대 모습 그대로
추억은 지나버린 계절에
그대로 놓아두고서
마치 처음처럼"
135,김민우,휴식같은 친구,"내 좋은 여자친구는 가끔씩
나를 보면 얘길
해달라 졸라대고는 하지
남자들만의 우정이라는 것이
어떤건지 궁금하다며 말해달라지
그럴땐 난 가만히
혼자서 웃고 있다가
너의 얼굴 떠올라 또한번 웃지

언젠지 난 어둔 밤길을 달려
불이 꺼진 너의 창문을
두드리고는 들어가
네옆에 그냥 누워만 있었지
아무말도
필요없었기 때문이었어
한참후에 일어나
너에게 얘길 했었지
너의 얼굴을 보면 편해진다고
나의 취한 두눈은
기쁘게 웃고 있었지
그런 나를 보면서 너도 웃었지

너는 언제나 나에게
휴식이 되어준 친구였고
또 괴로웠을때면
나에게 해답을 보여줬어
나 한번도 말은 안했지만
너 혹시 알고 있니
너를 자랑스러워 한다는 걸
너는 언제나 나에게
휴식이 되어준 친구였고
또 괴로웠을때면
나에게 해답을 보여줬어
나 한번도 말은 안했지만
너 혹시 알고 있니
너를 자랑스러워 한다는 걸
너는 언제나 나에게
휴식이 되어준 친구였고
또 괴로웠을때면
나에게 해답을 보여줬어
나 한번도 말은 안했지만
너 혹시 알고 있니
너를 자랑스러워 한다는 걸
너는 언제나 나에게
휴식이 되어준 친구였고"
136,란 (RAN),어쩌다가 (Bossanova Ver.),"어쩌다가 널 사랑했나봐
죽을 만큼 널 사랑했나봐
난 아직까지 그리운 걸 보면
아직도 널 사랑하나봐
어쩌다가 우리 이별하나봐
나 없이도 잘 살 널 생각하면
나 아프고 또 아파 눈물만 나
왜 이렇게 니 행복이 싫은지
새로운 사람 만났어도
제발 날 잊고 살지 않길
이런 날 욕해도 어쩔 수 없잖아
내 맘 나도 몰라
너의 그 행복 이제는
나에겐 상처가 되는 걸
차라리 다시는 널 볼 수 없도록 두 눈 멀게 해
슬퍼

어쩌다가 살다보면 한번쯤
미치도록 니가 보고 싶을 땐
내 곁의 사람이 너로 보일 때
자꾸 행복해서 미안해질 때
날 위한 이별이라 해도
언젠간 모두 잊는데도
한번쯤 돌아볼 상처로 남은 널 용서하게 될까
다시 널 찾지 않는데도
너무 행복하진 말아줘
아직 널 못 지운 미련한 아픔에 죽을 것만 같아
I can't love you forever Never come to me again
너를 너무 미워한 너를 너무 사랑한
새로운 사람 만났어도
제발 날 잊고 살지 않길
이런 날 욕해도 어쩔 수 없잖아
내 맘 나도 몰라
오~ 너의 모든 행복 이제는
나에게 상처가 되는 걸
차라리 다시는 널 볼 수 없도록 두 눈 멀게 해
슬퍼"
137,정인,뜨거운 안녕,"조금 더 볼륨을 높여줘
비트에 날 숨기게
오늘은 모른 척 해줘
혹시 내가 울어도
친구여 그렇게 보지마
맘껏 취하고 싶어
밤새도록 노래를 부르자
이 밤이 지나면 잊을게
너의 말처럼 잘 지낼게
가끔 들리는 안부에
모진 가슴 될 수 있길
어떤 아픔도 견딜 수 있게
소중했던 내 사람아
이젠 안녕
찬란하게 반짝이던
눈동자여
사랑했던 날들이여
이젠 안녕
달빛 아래 타오르던
붉은 입술
떠난다면 보내드리리
뜨겁게 뜨겁게 안녕
이 밤이 지나면 잊을게
너의 말처럼 잘 지낼게
앞만 보고 달려가자
바보처럼 울지 말자
너를 위해서 나를 위해서
소중했던 내 사람아
이젠 안녕
찬란하게 반짝이던
눈동자여
사랑했던 날들이여
이젠 안녕
달빛 아래 타오르던
붉은 입술
떠난다면 보내드리리
뜨겁게 뜨겁게 안녕
부디 행복한 모습이길
언젠가 우리 다시 만나도
모른 척 스쳐 갈 수 있게
멋있게 살아줘
뜨겁게 뜨겁게
널 보낸다 안녕
안녕"
138,박보람,괜찮을까,"널브러진 방을 치우고
하루 종일 잠도 자봤어
보고 싶던 영화를 켜놓고
웃음이 나면 웃기도 하더라
오늘 새 옷을 살까 고민도 하고
밤새 친구를 만나 취해도 봤어
난 니가 없어도
괜찮은 하루를 보냈어
죽을 것만 같았었는데
괜찮을까 나처럼 너도 괜찮을까
그 시간 속에 날 비웠을까
잘 지내라는 말
그 한마디도 하지 못했어
나보다 더 아파하기를 바랬어
문득 니 생각이 날 괴롭히지만
니가 보고 싶거나 힘든 건 아냐
너 혹시라도 다른 사람 만나게 되면
나보다 못한 사람 만나
괜찮을까 나처럼 너도 괜찮을까
그 시간 속에 날 비웠을까
잘 지내라는 말
그 한마디도 하지 못했어
나보다 더 아파하기를
아픈 사랑 딱 여기까지만
나쁜 꿈을 꿨다 생각할게
눈물이 나 비가 내리듯 눈물이 나
널 사랑했던 내가 싫어서
행복하라는 말
그 한마디도 하지 못했어
나보다 더 아파하기를 바래"
