,가수,제목,가사
41,"더 씨야, 손호준",하면 할수록,"사랑이 독했었나봐
깨지 못할 이별에 취했어
잊으려 할수록 내 온 몸이
더 아픈걸
널 미워하면 할수록
좋은 맘으로 보내려 할수록
뭘 해도 하면 할수록 자꾸
눈물이나
몇 시간 잠 못 자고 집 밖으로
다시 일상 속으로
너와 함께 거닐던 그 거리 속으로
그날 밤 자꾸 멀어지는 너를 잡고
또 잡으려 하면 할수록
더 멀어지던 너의 그 뒷모습
왜 이렇게 내게 슬픈 사랑
가르쳐 준거야
보고 싶어 너를 지우려고
하면 할수록
우워어우워 우워어 우워
우워어 우워
우워어
널 미워할수록 하면 할수록
라랄라 라랄라
널 미워하면 할수록
좋은 맘으로 보내려 할수록
뭘 해도 하면 할수록 자꾸
눈물이나
나처럼 아플 거라 믿고 싶어
죽을 만큼 괴롭게
그땐 내게로 와요 뜨겁게 안아줘
그날 밤 자꾸 멀어지는 너를 잡고
또 잡으려 하면 할수록
더 멀어지던 너의 그 뒷모습
왜 이렇게 내게 슬픈 사랑
가르쳐 준거야
보고 싶어 너를 지우려고
하면 할수록
그날 밤 잊지 말자 했던
눈물의 우리 맹세여
해도 해도 해도 끝이 없는
둘만의 이야기여
왜 이렇게 내게 슬픈 사랑
가르쳐 준거야
보고 싶어 너를 지우려고
하면 할수록
보고 싶어 너를 지우려고
하면 할수록"
42,임재범,이름,"다시 살아야 한다면
바람이고 싶었어
어디로든 부는 바람
남겨지는 하나 없이
머물다 가는 것이
내가 바란 거였어
하지만 넌 나를 기억해줘
단 하나의 이름으로 이 세상
널 가장 사랑했었던
단 하나의 사람으로
다시 살아야 한다면
들풀이고 싶었어
아무 것도 피지 않는
처음 그 모습 그대로
머물다 가는 게
내가 바란 전부였어
하지만 넌 나를 기억해줘
단 하나의 이름으로 이 세상
널 가장 사랑했었던
단 하나의 사람으로
긴 밤인 것만 같던
나의 삶에
봄으로 온 그대여
또 다시 살 수 있다면
니 사람이 되고 싶어
영원히 넌 내가
부를 수 밖에 없는
단 하나의 이름이야
just your name
넌 내가 남기고 싶은
단 하나의 사람이야
널 향한 사랑이 전부였던
단 하나의 이름으로 나를
니 곁에 잠들고 싶어
단 하루의 밤이
내게 남은 전부라면"
43,강아솔,매일의 고백 (2016 Remastered),"걸어왔던
내 걸음걸음이
쉬이 지워진다
느껴질 때
원치 않는 마음들이
날 붙잡을 때
안기고 싶던
이 마음을
소리 없이 감싸준
나를 향한
그대의 그 사랑
어떻게 하면
이 고마운 맘
조금의 상함 없이
온전히 그대의 맘속에
전할 수 있을까
나는 오늘도
그대가 건네준
이 온기를 신고서
그 어떤 슬픔도
그 어떤 눈물도
넉넉히 견뎌 걸어간다
포기할 용기보다
나아갈 용기가
커진 날 보며
이제 조금은 안심하고
널 응원 할 수
있겠다 말해준
나보다 강한 마음으로
날 지켜봐 줬던
너를 생각하며
이 노래를 부른다
나는 오늘도
그대가 건네준
이 온기를 신고서
그 어떤 슬픔도
그 어떤 눈물도
넉넉히 견뎌 걸어간다
나는 오늘도
그대가 건네준
이 온기를 신고서
그 어떤 슬픔도
그 어떤 눈물도
넉넉히 견뎌 걸어간다
넉넉히 견뎌 걸어간다"
44,가비엔제이,애심,"이 삶이 다하여
아침이 되기를
들려오는 그 작은 속삭임
나 가는 그 길에
내일이 오기를
언제라도 웃을 수 있기를
그대 나를 보며 웃어요
다시는 볼 수 없으니
영원히 변치 않을 마음이기에
이럴 수 밖에 없는 내 맘 아는지
이게 사랑이니까
나에겐 사랑이니까
애타는 내 맘을 아는지
내 눈이 그리던
그 날이 오기를
간절히도 원하던 그 날이
나 가는 그 길에
내일이 오기를
언제라도 웃을 수 있기를
그대 나를 보며 웃어요
다시는 볼 수 없으니
영원히 변치 않을 마음이기에
이럴 수 밖에 없는 내 맘 아는지
이게 사랑이니까
나에겐 사랑이니까
애타는 내 맘을 아는지
이미 그대에게 내어준 맘
그게 다라서
눈물 조차도 나질 않는데
변치 않는 사랑이기에
변치 않을 사랑이기에
떠나야 하는 내 맘을
넌 모르니
이게 사랑이니까
나에겐 사랑이니까
애타는 내 맘을 모르니
안녕"
45,무감각,너의 동네,"익숙해진 버스를 기다리던
정류장과 걸어가던 그 길
어둑해진 언덕 길 그 끝으로
조그만 가로등 불
날 기다리며 서 있던 곳
한참이 흘러서
서로의 안부 들리지 않던
그 해도 벌써 떠나갔는데
나 홀로 거니는 이 앞 동네는
너를 데려오곤 해
그때의 난 그날들의 난
꽤 많은 걸 버려야 했지
우리 둘만으로 좋았던
널 떠나보냈던 그 가로등 불 앞에서
아무 기대 없이 맴돌아 보네
기억했지 우리들 계절 속에
익숙한 하늘의 색
그 아래 오가던 언어들
한참을 걷고서
서로를 기대 잠이 들었던
벤치도 이젠 사라졌는데
나 홀로 거니는 이 앞 동네는
너를 데려오곤 해
그때의 난 그날들의 난
꽤 많은 걸 버려야 했지
우리 둘만으로 좋았던
널 떠나보냈던 그 가로등 불 앞에서
아무 기대 없이 맴돌아 보네
또 내일의 난 그때의 너와 다시
그 기억을 따라 걷겠지
머문 흔적들을 밟으며
늘 벅차올랐던 그 순간들을 안고서
아무 기대 없이 맴돌아 보네
넌 오지 않을 너의 동네"
46,소향,길,"하루를 버티고 돌아서는
저마다 정해진 그 길 위에
발걸음이 무거운 내겐
굽이진 길
물끄러미
눈 감은 듯이 헤매는 날
비추는 가로등 불빛 하나
그 빛조차도 닿지 않는 곳
버거운 듯
우두커니
지금 내가 서있는
내가 주저하는 동안 지나간
사람들의 발자욱 그 위에
간직하던 것들을 나 두고서
다시 나아가려해
멀어지는 날 돌아보겠지만
내 눈앞에
나 가야할 이 길을 걷는다
가야할 길
얼마나 왔는지도 모르고
더듬어가며 나아가는 길
비틀대는 날 추스리며
향하는 길
그 위에 있는 나
지금 내가 서있는
내가 주저하는 동안 지나간
사람들의 발자욱 그 위에
간직하던 것들을 나 두고서
다시 나아가려해
멀어지는 날 돌아보겠지만
내 눈앞에
나 가야할 이 길을 걷는다
멍하니 헤매는 날
감당할 수 없는 걸
그 꿈에 벅차오르던 길을
갈 길은 멀지만
다시 걸음을 떼어
눈앞에 이 길은
나 언제라도 가야하기에
나아가려해
머뭇거리던 걸음을 딛는 나
내 눈앞에
기다리던 모습이 보일까
이 길 끝에"
47,노형돈,이별을 통보받은 날,"그냥 똑같이 너를 만나서
그냥 평소와 같은 곳에 가서
이별을 통보받은 그날
나는 어떤 말을 해야 했을까
그날 똑같이 예쁜 얼굴로
그날 처음 만난 네 모습 그대로
사랑을 끝내자는 네 말
나는 어떤 말을 해야 했을까
아직 사랑한단 말도 서투른데
아직 끝내기엔 너무 많이 이른데
너를 만나서 너를 알아서
내가 참 많이 행복했었는데
이제 헤어진다는 걸 알면서
이제 보내줘야 하는 걸
너무 잘 알면서
너를 보내며 나를 달래며
혼자 널 잡을 말을 생각해
니 맘 몰라줬던 나를 탓하며
니 말 모른 척했던 그때를 탓하며
이별을 준비 못 한 내가
네게 어떤 말을 해야 했을까
아직 사랑한단 말도 서투른데
아직 끝내기엔 너무 많이 이른데
너를 만나서 너를 알아서
내가 참 많이 행복했었는데
이제 헤어진다는 걸 알면서
이제 보내줘야 하는 걸
너무 잘 알면서
너를 보내며 나를 달래며
혼자 널 잡을 말을 생각해
미안 미안"
48,TWICE (트와이스),CANDY,"Like candy sugar so sweet
That's what it tastes like when you're lovin’ me
Thinking bout you every night, I
I can't get enough
And whenever I let you out of my sight, I
I start to crave it too much

There's something bout your love, it keeps me up
And the rush goes straight to my brain
No baby, I don't wanna come unstuck
Don't wanna let the high go to waste

Like candy sugar so sweet
That's what it tastes like when you're lovin’ me
Cuz baby when we're moving our feet
You’ve got me right where I wanna be

Candy sugar, so sweet, darling
Candy sugar, so sweet, ooh you're like
Candy sugar, so sweet, darling
Candy sugar, so sweet

Honey, you know the way to my heart like
Strawberry lemon on ice
Every sip feels like I’m back at the start, I
I need it tonight

There's something bout your love, it keeps me up
And the rush goes straight to my brain
No baby, I don't wanna come unstuck
Don't wanna let the high go to waste

Like candy sugar so sweet
That's what it tastes like when you're lovin’ me
Cuz baby when we're moving our feet
You’ve got me right where I wanna be

Candy sugar, so sweet, darling
Candy sugar, so sweet, ooh you're like
Candy sugar, so sweet, darling
Candy sugar, so sweet

Like candy sugar so sweet
That's what it tastes like when you're lovin’ me
baby when we're moving our feet
You’ve got me right where I wanna be

Like candy sugar so sweet
That's what it tastes like when you're lovin’ me
Cuz baby when we're moving our feet
You’ve got me right where I wanna be

Candy sugar, so sweet, darling
Candy sugar, so sweet, ooh you're like
Candy sugar, so sweet, darling
Candy sugar, so sweet"
49,임한별,왈칵,"아무 생각 않고 싶어서 한참을 이렇게
멍하니 날 바라보다
왈칵 쏟아지는 눈물도 지워내지 못한
미안한 마음만 남았어
그 어떤 빛도 찾아 볼 수 없는
무채색의 날들 후회 해본 적 없는데
너무 멀리 와버린 것 같아
그 어떤 변명을 해도
다시 돌릴 순 없지만
사랑했던 기억에
너를 떠올리다 더는 보이지 않아
덜컥 겁이 나기도 했어
얼마나 더 힘들어야 하는 건지
지금 알 수 없지만
그땐 다시 돌아와줘
이기적이라는 말로도 모자랄 만큼 널
아프게 했던 시간들
슬픈 내색 조차 못했던
힘든 너의 모습에
내가 더 미워져
사랑했던 기억에 너를 떠올리다
더는 보이지 않아
덜컥 겁이 나기도 했어
얼마나 더 힘들어야 하는 건지
지금 알 수 없지만
그땐 다시 돌아와줘
미처 하지 못한 말들과
아직 남아있을 상처가
언젠가는 닿길 바라는데
어디서부터 어긋난 사랑이었을까
아무리 후회해도
다시 돌릴 수는 없지만
악몽 같은 꿈에서 깨어난 듯이
잊혀 질 수 있다면 그때까지 기다릴게"
50,란 (RAN),So Sweet,"So sweet 나에게 넌 매일 All day
나만 바라볼래
다정한 눈빛 설레는 목소리
날 미치게 해
궁금해 난 너에게 다가갈래
조금씩 baby
자꾸자꾸 알고 싶어져 너의 모든 게
사랑은 이런 거래
도무지 알 수 없대
모두가 바보가 되는 것
숨길 수도 없는 맘이 있다는 건
오 그런 건 사랑인 거야
하루가 포근해져
너로 인해 모든 게 행복해
매일매일 곁에 있을래 너를 사랑해
사랑은 이런 거래
도무지 알 수 없대
모두가 바보가 되는 것
숨길 수도 없는 맘이 있다는 건
오 그런 건 사랑인 거야
어느 순간 내게 들어와서
나를 행복하게 만들었어
곁에 있고 싶어 계속 보고 싶어
너를 만나고 난 행복해
사랑은 이런 거래
도무지 알 수 없대
모두가 바보가 되는 것
숨길 수도 없는 맘이 있다는 건
오 그런 건 사랑인 거야"
51,박소윤,나를 위해서,"어떻게 보면 사는게 참 별거 없는데
우리는 정말 많은 고민을 해
어떻게 살든 또 살아지게 마련이야
욕심이 스트레스를 낳지
뭐 그렇게 안달복달 고민만 하는지
일단 시도해 보면 돼는거야
난 내 방식대로 내 인생을 그리면 돼
모두 똑같을 필요 없지
그냥 하고싶은거 하면서 살아도 돼
너무 잘하려고 애쓰지 말고
하늘은 이렇게 내게 열려있는데
무엇이든 난 될 수 있잖아
이번생은 망했다고 외치고 있는건
감사할 줄 몰라서 그런거야
어제랑 똑같은 오늘을 살고 있다면
내일은 절대 바뀌지 않아
세상에서 말하는게 정답은 아니야
구분하고 들을 줄 알아야지
난 내 방식대로 내 인생을 그리면 돼
모두 똑같을 필요없지
급하게 급하게 서두르려 하지말고
내가 할 수 있는 딱 그만큼만
남들과 비교하는건 이제 그만하자
누구도 아닌 나를 위해서
제발 스스로 괴롭히지 좀 마
누구도 아닌 나를 위해서"
52,이승기,왜...가니,"가니 기어이
여기까지가 우리에겐 다니
어떻게 마음이 변하니
그토록 믿었는데
우니 네 맘도
헤어지기가 미안해서 우니
어쩌면 쉽게도 허무니
그래도 사랑인데
너는 모르잖아
사랑도 의리야
힘들어도 지켜야지
왜 다 무너뜨려
왜 다 부서뜨려
한 순간에
어떻게 널 지워
어떻게 잊어
함께 한 날이 얼만데
이렇게 변할 걸
돌아설 걸
사랑한다 왜 그랬어
뭘 알아 네가 뭘 알아 사랑을
아픈 내 맘을 알기나 해
그저 너밖에 없던
나는 이제 어디로 가야 해
너무 아깝잖니
수없이 많은 날
웃고 울던 시간들이
쉽게 버리지 마
제발 그러지마 기억해줘
어떻게 널 지워
어떻게 잊어
함께 한 날이 얼만데
이렇게 변할 걸
돌아설 걸
사랑한다 왜 그랬어
뭘 알아 네가 뭘 알아 사랑을
아픈 내 맘을 알기나 해
그저 너밖에 없던
나는 이제 어디로 가야 해
그래 잊도록 해볼게
잊고 살아가볼게
네가 미워지는 그날까지
아무 말 말고가
이대로 가
행복하라 말하지 마
뭘 알아 네가
뭘 알아 내 맘을
내가 어떻게 행복하니
이제 사랑을 잃고
난 모든 걸 잃어버렸는데
눈물만 남긴 채"
53,Apink (에이핑크),꿈결처럼,"모든 게 꿈이기를
모든 게 다 거짓말이기를
미안하단 말 잘 지내라는 말도
더는 내게 하지마
알고 있어 다신 오지 않을 너
알면서도 그래도 널 기다릴게
꿈결처럼 너를 만났고
꿈결처럼 사랑을 했어
우리들의 사랑은 마치
꿈처럼 행복했는데
꿈결처럼 내게 나타나
꿈결처럼 날 떠나갔어
다시 내게 돌아와
나는 여기서 널 기다릴 테니
자꾸 목이 메여서
아무 말도 할 수가 없었어
너의 두 눈이 날 바라보지 않고
고개를 돌리니까
아직은 난 너를 보낼 수 없어
아직도 난 너 땜에 울고 있잖아
꿈결처럼 너를 만났고
꿈결처럼 사랑을 했어
우리들의 사랑은 마치
꿈처럼 행복했는데
꿈결처럼 내게 나타나
꿈결처럼 날 떠나갔어
다시 내게 돌아와
나는 여기서 널 기다릴 테니
아닐 거라고 다 꿈이라고
그렇게 믿고 싶은데
보고 싶다고 널 사랑한다고
나의 맘 너에게 말하고 싶어
꿈결처럼 너를 만났고
꿈결처럼 사랑을 했어
우리들의 사랑은 마치
꿈처럼 행복했는데
꿈결처럼 내게 나타나
꿈결처럼 날 떠나갔어
다시 내게 돌아와
나는 여기에서 널 기다릴게"
54,"권진아, 샘김 (Sam Kim)",I DO (Main Song),"너무 달라 너와 나 그래서 더
어쩌면 더 좋은가 봐
네 모든 게 궁금해
넌 내 맘속 작은 물음표
Love you just the way you are
이상하지
너만 보면
꼭 아이처럼
장난치게 돼
너의 표정이 너의 입술이
너무 귀여워
너 뭐가 먹고 싶어
난 다 좋은 걸
둘만의 밥을 해먹자
Love you just the way you are
우리 지금 더 꼭 손잡고
우리 지금 더 꼭 껴안자
내일은 또 내일만큼
사랑하게 되더라도
우리 지금 더 눈 맞추고
우리 지금 더 말을 하자
all of my days
all of our days
we will be in love
로맨틱한 것보다
설레임보다
지금처럼 편한 게 좋아
Love you just the way you are
우리 지금 더 꼭 손잡고
우리 지금 더 꼭 껴안자
내일은 또 내일만큼
사랑하게 되더라도
우리 지금 더 눈 맞추고
우리 지금 더 말을 하자
all of my days
all of our days
we will be in love
하루하루
거짓말처럼
너무 빨리 가
너와 함께면
너의 말투가 너의 냄새가
내 것 같아
아무 고백도 없이
자연스럽게 조용히
물들은 우리
Love you just the way you are
I do"
55,이수 (엠씨더맥스),가시,"몇 일이 몇 달이 지나고
몇 달이 몇 년이 지나고
빛바랜 사진보다도
너무나 선명한 니 얼굴
기억을 지워 또 지워봐도
더욱자라나는 너
눈감고 다시 또 감아도
넌 유리가면처럼
가시 같은 너
내 가슴 깊이 자라는 너
뽑으려 하면 더욱더 깊이
내 안을 파고드는 가시

오늘이 지나면 나아질까
내일이 오면 괜찮을까
하루하루 지나갈수록
더욱커져만 가는 이 아픔
기억을 지워 또 지워봐도
더욱자라나는 너
눈감고 다시 또 감아도
넌 유리가면처럼
가시 같은 너
내 가슴 깊이 자라는 너
뽑으려 하면 더욱더 깊이
내 안을 파고드는 가시
수 없이 많은 상처가 아물면
그땐 너도 없겠지
가시 같은 너
내 가슴 깊이 자라는 너
뽑으려 하면 더욱더 깊이
내 안을 점점 파고들어
가시 같은 널
이제 널 빼고 싶지 않아
가시가 된 널
지우기 싫어
오늘도 널 품 안에 안고
영원히 내 품 안에 살아"
56,이선희,불꽃처럼 나비처럼,"다시 태어난다면 바람처럼
불꽃처럼 나비처럼
지켜줄께 이 손 놓지 않아
모든 걸 버린다 해도
그대 내 작은 떨림을 아나요
숨길 수 없는 이 마음을
그댈 볼 수없는 세상이라면
내겐 의미 없는거죠
얼마나 지나야
당신을 만날 수 있나요
눈물 지샌 많은
날들이 날 울려요
다시 태어난다면 바람처럼
불꽃처럼 나비처럼
지켜줄께 이 손 놓지 않아
모든 걸 버린다 해도
날 향한 당신 맘 아프고 아파서
차마 지켜볼 수 없어서
몇번이고 이 마음 접으려 했죠
내가 아닌 당신 위해
이제 나는 당신의
그마음 알것 같아요
당신의 마음이
내가 가는 길이란 걸
미안해요 그말
안할거예요 이제
당신따라 그 길을 가요
날 향한 당신 맘 아프고 아파서
차마 지켜볼 수 없어서
몇번이고 이 마음 접으려 했죠
내가 아닌 당신위해
이제 나는 당신의
그마음 알거 같아요
당신의 마음이
내가 가는 길이란 걸
미안해요 그말
안할거예요 이제
나도 당신을 사랑해요"
57,V.O.S,울어,"마중나온다고 했잖아 그런데
왜 아무 소식도 왜 없는거야
지난날들 나와 함께했던 넌데
돌아온다는 약속도 잊어버린걸까
너무 너무 잔인해도 지쳐버린
마음에 녹슬은 가슴에
내가 벙어리가 됐어 처음으로
너를 잃고 돌아서 가는 길
잘못된 가슴으로 멀리도 가는길
잠시라도 보고만 싶은데
떠나가면 죽을지도 살지도 못할거라
생각을 하지만 발걸음을 억지로 떼어
눈물나오는데 왜 자꾸만
어리석게 자꾸 너만 불러
울어 니가 미워서 울어
나를 떠나서 울어 너 때문에 생활이
안돼 미안해 가지마 절대 떠나지마
울어 울어 울어서 한참을 살 수있다면
그냥 울어 너만 돌아와주면
다시 내게 오면 안울께
추억 그게 우습지 이제와 소용없잖아
너 떠난뒤에 이 빈자리가 채워지지않아
그래도 떠올려 생각해보면 좋아서
위로라도되니 추억인가보다
깊은밤 내 어깨에 잠든 니 향기에
취해 잠들었던 지난기억
울어 니가 미워서 울어
나를 떠나서 또 울어 너 때문에
생활이 안돼 미안해 가지마 절대
떠나지마 울어 울어 울어서
한참을 살 수있다면 그냥 울어
너만 돌아와주면 다시 내게오면 안울께
너 없이는 단 하루라도 못살잖아
그걸 알면서 내가 죽는다는걸 알면서
왜 날 버려 나를 이렇게 못살게
울어 내가 못나서 울어 잡지못해서
울어 망가졌어 영원히 안돼
아파요 제발 가지마 사랑해
울어 울어 울어서 한참을 살수있다면
그냥 울어 너만 돌아와주면
다시 내게 오면 안울께"
58,민경훈,상처투성이,"하루도 마음 쉴 날 없네요
그대 기억은 이토록 부지런한지
눈 뜨기 무섭게 내 맘에 들어와
온종일 휘젓고 떠나가죠
한 곳도 성한 데가 없네요
내 가슴은 상처 투성이라서
그대를 그리고 그리다
온통 헤져버린 맘
눈물이 다 또 아파오지만
괜찮아요 이 까짓 아픔쯤
그 상처 수만큼
사랑했다는 뜻 일 테니까
오래도록 오래도록 아파할지라도
후회 없을 사랑이니까

잠시도 마를 틈이 없네요
내 가슴은 눈물 투성이라서
남 몰래 삼키고 삼키다
온통 짓물러진 맘
추억이 얹혀 더 아프겠지만
괜찮아요 이 까짓 아픔쯤
그 상처 수만큼
사랑했다는 뜻 일 테니까
오래도록 오래도록 다 간직 할게요
사랑이 준 선물이니까
그대 날 잊고 살아요
나처럼 아파하면 안돼요
고마워요 상처만으로도
그대가 내 곁에
다녀갔다는 흔적이니까
미치도록 미치도록 아파올 때마다
그대가 생각날 테니까
행복한 눈물 흐를 테니까"
59,손승연,그대라서,"그대라서

가까이 갈수록 눈물이 나죠
손을 뻗어 봐도 차마 잡을 수 없죠
원해도 원할 수가 없는
버려도 버려지지 않는
닿을 듯 또 먼 그대란 사람
내 사랑이라서 내 전부라서
죽을 듯 아파도
또 가슴이 멍들어도
멀리서 난 기다리죠
그 한 마디 전하지 못해서
그 한 걸음 다가서지 못해서
내 눈가에 그대가 고이죠
눈물 내리는 또 그리워지는 my love
단 하루도 그댈 잊은 적 없죠
단 한 번도 그댈
떠나 보낸 적 없죠
숨 죽여 부르는 그 이름
모질게 삼켜낸 그리움
고갤 저어도 이내 그리는
내 사랑이라서 내 전부라서
시간이 흘러도
또 내 눈물이 흘러도
이렇게 난 바라보죠
그 한 마디 전하지 못해서
그 한 걸음 다가서지 못해서
내 눈가에 그대가 고이죠
눈물 내리는 또 그리워지는 my love
아나요 그대뿐인 나를
눈물로 살아가는 나를
그대로 돌아보지 마요
소리쳐 그댈 부르기 전에
아나요 그대뿐인 나를"
60,"임창정, 주설옥",그때 또 다시,"니가 없는데도 해는 뜨고 또 지고
창 너머 세상은 하나 변한 게 없어
삼켰었던 내 슬픔이
갑자기 터져왔어
내가 살고 싶던 삶이란
이게 아닌 걸
아마도 운명이
나를 잘 몰랐기에
우리의 인연을
엇갈리게 했나봐
이 세상에서 나에게
허락되지 않은 건
함께 있고 싶은 사람과
함께 있는 것
하지만 난 사랑했잖아
살아있었던 거야
네 곁에서 함께 했던 날 동안
그걸로 됐어 나를 완전히
태울 수 있었던
축복을 내게 줬으니
참아 볼게 잊어도 볼게
널 위해서라면
허나 그래도 안 되면
기다릴게 그때 또 다시
온몸에 품어도
바람은 흘러가고
밤새워 지켜도
꽃은 시들겠지만
하늘아래 니가 있어
오늘도 난 눈부셔
널 향한 마음엔
시작만 있는 이유로
하지만 난 사랑했잖아
살아있었던 거야
네 곁에서 함께 했던 날 동안
그걸로 됐어 나를 완전히
태울 수 있었던
축복을 내게 줬으니
참아 볼게 잊어도 볼게
널 위해서라면
허나 그래도 안 되면
기다릴게 그때 또 다시
나를 떠나도
그걸로 됐어 나를 완전히
태울 수 있었던
축복을 내게 줬으니
참아 볼게 잊어도 볼게
널 위해서라면
허나 그래도 안 되면
기다릴게 그때 또 다시"
61,신용재 (2F),감기,"한동안 없이 잘 지냈는데
또 괜히 난 너를 꺼내 보곤 해
서랍 속에 놓아둔 뜯지 않은 선물이
새삼 너의 기억을 떠올리게 해
빗물이 내려오는 날이면
이상하게 참 좋아했잖아
너를 잊지 못한 것도 아닌데
왠지 오늘 하루는 너로 보내
사실 그땐 말도 못하게
힘들었어 너를 너를 보내고
그 시간이 오래갈 것만
같았는데 점점 잊혀지다
지나가는 감기처럼 가끔 나를 찾아와
열처럼 너를 앓곤 해
어쩌면 가끔 너도 아플까 나처럼
오늘따라 시계가 느린 듯해
네 생각에 고여있는 나
너를 잊지 못한 것도 아닌데
왠지 남은 하루를 너로 보내
사실 그땐 내 자신이
너무 미웠어 너를 너를 보내고
한동안은 못 견딜 것만
같았는데 점점 흐려지다
지나가는 감기처럼 가끔 나를 찾아와
열처럼 너를 앓곤 해
어쩌면 가끔 너도 아플까 나처럼
어쩌면 몇 번 더 앓고 나면
그때의 널 쏟아내고 나면
언젠간 기억조차 없겠지 꿈처럼
열이 내리지가 않아"
62,슈가볼 (Sugarbowl),좋아져,"거울을 자주 보게 됐어
더 밝은 모습으로 널 만나고 싶어
예쁜 옷을 찾아보게 됐어
더 멋진 모습으로 너를 만나고 싶어
늘 귀찮기만했던
집을 나서기 힘들던
내가 달라졌어
모두 놀라 달라진
내 모습을 보면 어쩐지
다른 사람 보는 것만 같아
너를 생각하면 나는 좋아져
달라져 더 나은 내가 되고 싶어
너 때문에 모든 게 난 좋아져
세상의 많은 좋은 것들을
다 너하고만 시작하겠어
네가 더 궁금해지게 됐어
또 어떤 표정일지 상상하게 됐어
주말을 기다리게 됐어
너만을 위한 계획들 다 해보고 싶어
늘 귀찮기만했던
집을 나서기 힘들던
내가 달라졌어
모두 놀라 달라진
내 모습을 보면 어쩐지
다른 사람 보는 것만 같아
너를 생각하면 나는 좋아져
달라져 더 나은 내가 되고 싶어
너 때문에 모든 게 난 좋아져
세상의 많은 좋은 것들을
다 너하고만 시작하겠어
왜 갑자기
내 마음속에 찾아와 놓고선
아무것도 날 못하게 해
어쩌면 너만 기다렸던 건지 난
나도 놀라 달라진
내 모습을 보면 어쩐지
다른 사람 보는 것만 같아
너를 생각하면 나는 좋아져 달라져
더 나은 내가 되고 싶어
너 때문에 모든 게 난 좋아져
세상의 많은 좋은 것들을
다 너하고만 시작할래
너 아니면 혼자 있을래"
63,김나영,말해줘요,"저 멀리서 그대가 보여요
웃어보이는 날 애써 외면하네요
알아요 그대 어떤 맘인지
그래도 날 한 번 안아줄래요
말해줘요 아주 잠시라도
날 보며 행복했고 또 슬펐다고
말해줘요 아주 잠시라도
내 품에서 따뜻했다고
아득하게 멀어져가네요
웃어보이는 게 이제 힘이 드네요
다 알아요 얼마나 아플지
다시 한 번 날 바라봐줘요
말해줘요 아주 잠시라도
날 보며 행복했고 또 슬펐다고
말해줘요 아주 잠시라도
내 품에서 따뜻했다고
말해줘요 아주 잠시라도
날 보며 행복했고 또 슬펐다고
말해줘요 한 번만이라도
내 품에서 따뜻했다고"
64,정철 (최정철),우리 지금 이대로,"말하지 않아도 다 알아요
그대 표정이 말해주네요
잠시 이대로 있어줘요
그저 바라보고 싶어요
고개를 좀 들어봐요
이렇게 내가 달려왔어요
하고 싶은 말이 많지만
오늘은 하지 않을래요
그대 모든 순간을 기억하며
추억이 되지않길 난 바래요
시간이 흘러가고 모든게 다 변해도
그대 옆을 지킬게요
늘 곁에 있을게요 지금 이대로
늘 함께 할거예요 지금처럼만
그대란 이유만으로
고마워요 사랑해요
사랑을 줄 수 있어서
감사하죠 사랑해요
우리 같이 좀 걸을래요
무슨 말이 필요 하겠어요
그대 하나면 충분하죠
그걸로 이미 난 넘쳐요
그대 모든 순간을 기억하며
추억이 되지않길 난 바래요
시간이 흘러가고 모든게 다 변해도
그대 옆을 지킬게요
늘 곁에 있을게요 지금 이대로
늘 함께 할거예요 지금처럼만
그대란 이유만으로
고마워요 사랑해요
사랑을 줄 수 있어서
감사하죠 사랑해요"
65,토니킴,TO MOM,"오랫동안 오직 나 하나만
바라봐 주었던 유일한 한사람
사진 속엔 어린 나와 당신
아름답던 추억 점점 흐려지네요
시간을 되돌릴 수만 있다면
엄마
당신을 생각할 때마다
두 눈엔 눈물이 맺혀요
이 감정을 노래해요
엄마
사랑한다는 말 한마디
어렵지 않은 이 한마디
못해줘서 미안해요
시간을 되돌릴 수만 있다면
우리 만약 다음 생이 있다면
그때도 제게 와줘요 꼭 그래주세요
엄마
당신을 생각할 때마다
두 눈엔 눈물이 맺혀요
이 감정을 노래해요
엄마
사랑한다는 말 한마디
어렵지 않은 이 한마디
못해줘서 미안해요
뒷모습 바라보면
나의 마음이 찢어질 듯이 아파
고생만 시켰던 철없던 나였죠
그런 거라고 생각해요 나
엄마
내 편이 돼준 단 한사람
날 위해 전부 희생했던
이젠 제가 지킬게요
엄마
사랑한다는 말 한마디
어렵지 않은 이 한마디
고마워요 사랑해요
우리 만약 다음 생이 있다면
꼭 만나요"
