,가수,제목,가사
0,임도혁,바보같죠,"한참을 너의 흔적이
남아있는 거리를
하염없이 걷고 또 걸었어
니가 떠났던 자리 무거운 발걸음
마음이 무너진다
매일 그대 생각만 하다가
눈물이 흐른다
미안해요 그대를 잡지 못해서
미워해요 멀리 뒷모습만
바라본 나를
그대가 바라봐 주길 바라기만 했던
내가 참 바보 같죠
알아줘요 진심이 아닌 내 마음을
용서해요 너무
감정적이었던 나의 말들
바보 같은 내 모습도
사랑해 줄 순 없나요
참 바보 같죠
우연히 너와 닮은 뒷모습에
눈물만 흐른다
미안해요 그대를 잡지 못해서
미워해요 멀리 뒷모습만 바라본 나를
그대가 바라봐 주길 바라기만 했던
내가 참 바보 같죠
보고 싶어 그럴 자격은 없겠죠
잊지 마요 우리 함께했던 모든 날들을
그대가 바라봐 주길 바라기만 했던
내가 참 바보 같죠
알아줘요 진심이 아닌 내 마음을
용서해요 너무 감정적이었던 나의 말들
바보 같은 내 모습도
사랑해 줄 순 없나요 참 바보 같죠"
1,Various Artists,내사랑 내곁에,[가사 준비중]
2,민서 (MINSEO),The First Love,"너의 눈빛이 보여
너의 마음이 들려
아무런 말 하지 않아도
다시 또 멀어지고
너의 눈 볼 수 없게 돼도
내 맘이 기억해
아주 오래 지난 후에
너라는 기억이 내게
다가올 때
너의 이름을 불러
네가 듣게 된다면
내가 널 알아볼게
너의 눈 만져줄게
다시 눈물 흘리지 마
네가 필요한
시간이 돼줄게
너의 맘 알아줄게
다시 혼자 아프지 마
난 여기에서 널 기다릴게
너의 눈이 나에게 얘기해
나의 맘이 네 모습을 기억해 오 오
너의 이름을 불러
나를 알아본다면
그때 너에게
다시 말하고 싶어
Comeback Comeback
너의 눈 만져줄게
다시 눈물 흘리지 마
네가 필요한
시간이 돼줄게
너의 맘 알아줄게
다시 혼자 아프지 마
난 여기에서 너와 있을게
너의 눈이 나에게 얘기해
나의 맘이 네 모습을 기억해"
3,한승희,My Everything,"스쳐간 바람이 칼날처럼
쓰라린 상처 남기듯
널 아프게 할까 걱정인데
뒤돌면 벼랑 끝에 서 있는
두려운 나의 마음이
어찌 할 줄 몰라 눈물이 나
My everything
나의 세상 전부인 널
이렇게라도 바라보고 싶은데
My everything
사랑한단 말도 하지 못한 날
용기조차도 없는 못난 날
용서해주길 부디
내 생에 마지막 그 순간도
오직 널 위해서라면
너의 얼굴 보며 웃어볼게
너에게 아픔만 남길까봐
계속 널 피해보지만
그리운 마음이 쌓여만 가
My everything
나의 세상 전부인 널
이렇게라도 바라보고 싶은데
My everything
사랑한단 말도 하지 못한 날
용기조차도 없는 못난 날
용서해 주길 부디
우리 처음 만난 그 날로 다시
돌아간다면 아프지 않을까
단 한번이라도 너를 내 품에
안고 싶은데 느끼고 싶은데
My everything
나의 세상 전부인 널
이렇게 밖에 사랑 할 수 없는 걸
My everything
네 앞에서 한번 웃지 못한 날
내 맘도 전해주지 못한 날
용서해주길 부디"
4,뮤직프렌즈,무정부루스,[가사 준비중]
5,뮤직프렌즈,사랑을위하여,[가사 준비중]
6,뮤직프렌즈,백지로보낸편지,[가사 준비중]
7,뮤직프렌즈,백년의약속,[가사 준비중]
8,지동국,나쁜 사랑,"끝내 지키지 못했던
내게 했던 네 약속들
다 부질없는 일
텅 빈 금요일 내 방은
네 흔적만 가득히
나 홀로 남겨진 채 멍하니
나 울다가 또 웃다가 난 지쳐
널 그리다 널 꺼내다 널 지워
난 착하지 못해 이기적이니까
다 없었던 일로 해버릴 테니까
널 사랑하다 밉다가 또 두려워
이런 내 맘 나도 조절이 안돼
늘 아파하다 죽은 듯 살아가
이런 날 알잖아 돌아와 제발
한참 숨죽여 들었던
잘 지내란
참 가슴 시린 말
낯선 남자를 대하듯
너처럼 못해 난
넌 절대 나 같지 않으니
나 울다가 또 웃다가 난 지쳐
널 그리다 널 꺼내다 널 지워
넌 모질지 못해 늘 그랬으니까
다 못 들은 걸로 난 그럴 거니까
널 사랑하다 밉다가 또 두려워
이런 내 맘 나도 조절이 안돼
늘 아파하다 죽은 듯 살아가
이런 날 알잖아 돌아와 제발
날 이대로 내버려 두지 마
난 미쳐가 이 나쁜 사랑에
널 사랑하다 밉다가 또 두려워
이런 내가 나도 감당이 안 돼
이 고통 속에 더 깊이 빠져가
이럴 걸 알잖아 돌아와 제발
꼭 내곁으로 돌아와 제발"
9,010,고마웠어,"기억해보니 정말
나를 위한 니 모습이 가득해
나에겐 선물 같던 너와의 날들
시간이 지나서 이제는
말할 수 있을 것 같아
진심을 다해 바랄게
함께 한 날보다
더 많은 웃음을 짓기를
혹시라도 너를 보게 되면
이렇게 얘기하고 싶어
잘 지내고 있니 고마웠어
생각해보니 항상
이유 없이 서로의 편이었지
그렇게 힘이 되던 우리의 날들
시간이 지나서 이제는
말할 수 있을 것 같아
진심을 다해 바랄게
함께한 날보다
더 많은 웃음을 짓기를
혹시라도 너를 보게 되면
이렇게 얘기하고 싶어
잘 지내고 있니 고마웠어
부족했던 나를 만나게 해서
미안했어
더 아프지 않기를
이제는 행복하길 바라
혹시라도 너를 보게 되면
이렇게 얘기하고 싶어
너를 알게 돼서 고마웠어
고마웠어"
