,가수,제목,가사
808,김나영,그대만 보여서,"눈을 감아도 자꾸 맴도는
그대 미소에 난 잠을 설치고
그대만 보여 꿈꾸듯 한 걸음씩
나도 모르게 가까이 가죠
내 맘이 그대에게 빠져 버렸나봐요
되돌아 가려 해도 내 맘은
자꾸만 그대에게 가까이 가요
나 그대만 보여서
나 조금씩 이렇게
한걸음
손을 내밀면 닿을 거린데
그대 뒷모습만 보고 있네요
그대만 보고 여기까지 왔다고
말하고 싶은데
바보같이 아무 말도 못하죠
내 맘이 그대에게 빠져 버렸나봐요
도망치려고 해도 내 맘은
자꾸만 그대에게 가까이 가요
나 한걸음 뒤에서
나 이렇게 여기서
서있죠
나 견딜 수 있을지
그대 향한 마음 숨긴 채
내 맘을 그대에게 들켜 버렸나봐요
두근거리고 있죠 내 맘이
자꾸만 그대에게 말하려 해요
나 그대만 보여서
나 그대를 사랑해왔다고"
809,엔플라잉 (N.Flying),꽃 (Like a Flower),"오늘도 어김없이 흘러가 버리네요
아마도 내일 역시 지루한 하루겠죠
변해버린 네가 난 네가 미워서
WHAT YOU KNOW ABOUT ME BABY
시들어가는 네가 마치 나와 같아서
WHAT YOU KNOW ABOUT ME BABY
FLOWER
I DON'T WANNA SAY GOODBYE
FLOWER
I DON'T WANNA SAY GOODBYE
UH UH UH UH
너무 아름다워
내가 가질 순 없어도
꺾을 수는 없어도
넌 아름다워 YEAH
너는 LIKE A FLOWER
내가 가질 순 없어도
꺾을 수는 없어도
넌 아름다워
너의 향기에 취해서 잠들고 싶어
그녀를 밟지 마 그녀를 밟지 마
시들어가지 마
'CAUSE I DON'T WANT THIS ANYMORE
그녀를 밟지 마 그녀를 밟지 마
시들어가지 마
넌 지지 못해 피는 꽃
지키기 위해 널 감춰
그 아름다움이 끝날 때쯤
져버리는 시선이 넌 무거워
넌 무서워서 머리 위를 덮치는
어두운 그림자를 억지로 도피해
나 역시도 걷지도 못해
제자리만 계속 맴도네
아무 대답 없는 네가 너무 미워요
WHAT YOU KNOW ABOUT ME BABY
시들어가는 네가 마치 나와 같아요
WHAT YOU KNOW ABOUT ME BABY
FLOWER
I DON'T WANNA SAY GOODBYE
FLOWER
I DON'T WANNA SAY GOODBYE
UH UH UH UH
너무 아름다워
내가 가질 순 없어도
꺾을 수는 없어도
넌 아름다워 YEAH
너는 LIKE A FLOWER
내가 가질 순 없어도
꺾을 수는 없어도
넌 아름다워
너의 향기에 취해서
잠들고 싶어
그녀를 밟지 마 그녀를 밟지 마
시들어가지 마
'CAUSE I DON'T WANT THIS ANYMORE
그녀를 밟지 마 그녀를 밟지 마
시들어가지 마
노란 네가 지고
잎이 떨어져 나는 무너져 가요
내게 멀어지지 말아 줘
BABY COME BACK 돌아와 줘
너무 아름다워
내가 가질 순 없어도
꺾을 수는 없어도
넌 아름다워 YEAH
너는 LIKE A FLOWER
내가 가질 순 없어도
꺾을 수는 없어도
넌 아름다워
너의 향기에 취해서 잠들고 싶어
그녀를 밟지 마 그녀를 밟지 마
시들어가지 마
'CAUSE I DON'T WANT THIS ANYMORE
그녀를 밟지 마 그녀를 밟지 마
시들어가지 마
가지 마 떠나지 마 가지 마"
810,Various Artists,내가 ('79 제3회 MBC대학가요제 대상),[가사 준비중]
811,재이 (JEI),"지친하루, 힘든마음","오늘도 하루가 저물어가네
하루내 바쁘게 움직였는데
해낸것도 하나 없고
이게 또 나를 우울하게 만드네
너무 지쳐버렸어 난 뭘해야
하는지도 모른채
그저 하루 속에서 흘러가고 있어
더는 갈 수가 없어
뭐하나 할 수 있는게 없잖아
지친하루 힘든마음
난 길을 잃었어
가야할 곳도 모른채
혼자 헤매고 있잖아
지친하루 힘든마음
난 두려워
보이지 않는 내게 다가올 날들이
조금 늦은 시간에
하룰 마무리 할 때쯤 찾아오는
수많고 많은 허무함이
나를 삼키려하면
아무것도 못한채로 그저 바라만보네
너무 지쳐버렸어 난 뭘해야
하는지도 모른채
그저 하루 속에서 흘러가고 있어
더는 갈 수가 없어
뭐하나 할 수 있는게 없잖아
지친하루 힘든마음
난 길을 잃었어
가야할 곳도 모른채
혼자 헤매고 있잖아
지친하루 힘든마음
난 두려워
알 수 조차 없는 내게 다가올 날이
나에게 누가 말 좀 해줘
너는 잘하고 있다고
걱정말고 넌 하던대로
그냥 그렇게 하면된다
그래그래 그래 그렇게"
812,DK,사랑은 창밖에 빗물 같아요 (feat. 메일(Mail)),"툭툭툭
내 맘에 또 비가 내려
툭툭툭
먼지처럼 털어내 봐도
자꾸만 쌓이는데
긴 밤이 지나고
다시 또 아침이 오면
고개를 들어봐
눈부신 세상인 걸
아무도 없는 밤
혼자 이 길을 걷다 보면
괜찮아 괜찮아
흐르는 눈물이
언젠가는 지나가는 비처럼
아무도 모르게
숨죽여 참아 왔던 날
괜찮아 괜찮아
아팠던 기억들
털어내고 다시 꿈을 꾸는 거야
이 비가 그치고
따스한 햇살이 비추면
오래된 얘기처럼
다시 또 꿈처럼
모두 다 추억이 될거야
비 개인 아침에
저 멀리 하늘을 보며
두 손을 뻗어봐
너에게 닿을듯해
아무도 없는 밤
혼자 이 길을 걷다 보면
괜찮아 괜찮아
흐르는 눈물이
언젠가는 지나가는 비처럼
아무도 모르게
숨죽여 참아 왔던 날
괜찮아 괜찮아
아팠던 기억들
털어내고 다시 꿈을 꾸는 거야
잠시 뿐인 순간 소나기처럼
돌아보면 아득한 연기처럼
내일이면
다시 또 웃게 될거야 괜찮아
이 비가 그치고
따스한 햇살이 비추면
힘겨운 세상도
언제나 내가 있으니까
괜찮아 괜찮아
아팠던 시간이
언젠가는 다시 피는 꽃처럼
모든게 변해도
지나간 소나기처럼
괜찮아 괜찮아
우리의 날들이
올거라고 다시 꿈을 꾸는 거야
툭툭툭
다시 한번 털어내고
툭툭툭
다시 한번 일어나볼게
난 쓰러지지 않아"
813,박재정,받아줄 수 없는 마음,"받아줄 수 없는 마음 이해해주오
나 역시 누군가의 사랑을
외면당해 봤기에
나 또한 그 아픔을 알고 있소
받아줄 수 없는 마음 이해해주오
얼마나 많은 시간 동안
내 눈을 바라봤는지
얼마나 깊은 마음을
내게 부어줬는지
어찌나 고마웠는지
어찌나 미안했는지
미안하다고 말할 수밖에 없었던 것
받아줄 수 없다 말한 것 이해해주오
나 역시 누군가의 사랑을
기다려봤기에
그 기다림 얼마나 아픈지 알고 있소
받아줄 수 없다 말한 것 이해해주오
그토록 오랜 시간 동안
바라본 적 있었기에
그토록 깊은 마음을
부어준 그 사람 돌아섰기에
어찌나 아팠었는지
어찌나 울었었는지
누구보다도 잘 알고 있는데
나 아직도 그 사람을 잊지 못해
기다리고 있어
나의 사랑을 이해해주길 바랄게
얼마나 많은 시간 동안
나를 기다려줬는지
얼마나 깊은 생각에
매일 밤 고민했는지
어찌나 고마웠는지
어찌나 미안했는지
내 사랑 때문에
받아줄 수 없는 그대여
날 이해해주오"
814,"옐로우 벤치 (Yellow Bench), 투앤비 (2NB)",있잖아,"있잖아 내가 내가 내가 너를 좋아해
내가 내가 내가 너를 사랑해
우리 둘 영원토록
이 맘 다하도록 falling in love
갑자기 너를 만나게 돼
너를 사랑하고
내 마음이 두근두근거려
하루 종일 너만 떠올리고
보고 싶어 보고 싶어
사랑이 전부 바꿔 놓죠
뭐든 행복하게
보이게 돼 떨려오는 이 마음
너와 함께 나는 어디든지
가고 싶어 가고 싶어
있잖아 내가 내가 내가 너를 좋아해
내가 내가 내가 너를 사랑해
우리 둘 영원토록
이 맘 다하도록 falling in love
오 내 맘 내 맘 내 맘속에 영원히
누가 누가 뭐라 해도 너는 내 거야
오 널 사랑해 너 너 너
너에게만 falling in love
내게서 너 하나를 빼면
모든 게 사라져
넌 유일한 내 우주의 전부
눈을 뜨고 잠이 들 때까지
보고 싶어 보고 싶어
널 데려다주고 오는 길
5분도 안 돼서 생각이 나
전화번호를 눌러
눈앞에서 네가 사라지면
불안해져 불안해져
있잖아 내가 내가 내가 너를 좋아해
내가 내가 내가 너를 사랑해
우리 둘 영원토록
이 맘 다하도록 falling in love
오 내 맘 내 맘 내 맘속에 영원히
누가 누가 뭐라 해도 너는 내 거야
오 널 사랑해 너 너 너
너에게만 falling in love
보잘것없는 나의 날들을
빛나게 해준 사람
모든 걸 줄게 love love love
너에게 매일 속삭일래
있잖아 내가 내가 내가 너를 좋아해
내가 내가 내가 너를 사랑해
우리 둘 영원토록
이 맘 다하도록 falling in love
오 내 맘 내 맘 내 맘속에 영원히
누가 누가 뭐라 해도 너는 내 거야
오 널 사랑해 너 너 너
너에게만 falling in love"
815,이예담,차라리 아프자,"잠깐만 잠깐만 잠깐만 움직이지마
부탁할게 제발 잠깐이라도
이대로 이대로 이대로
너 돌아선다면
나 주저 앉아 울 것만 같아
차라리 아프자 우리
차라리 힘들자 우리
눈물로 씻어낸 아파서 버려낸
잠깐의 흔들림이도록
차라리 아프자 우리
버티려 하면 할 수록 더 아파
어차피 흘려야 했던 눈물이야
이대로 이대로 이대로
너 돌아선다면
나 주저 앉아 울 것만 같아
차라리 아프자 우리
차라리 힘들자 우리
눈물로 씻어낸 아파서 버려낸
잠깐의 흔들림이도록
차라리 아프자
차라리 아프자
차라리 힘들자
눈물로 씻어낸 아파서 버려낸
잠깐의 흔들림이도록
차라리 아프자 우리
버티려 하면 할 수록 더 아파
어차피 흘려야 했던 눈물이야"
816,NIA (니아),감기 조심하고,"또 그렇게 그렇게 하루를 보내다가
의미 없이 나는 또 하늘만
바라보고 있어
넌 어떻게 어떻게 돌아섰는지 참
아직까지 난 그대로인데
늘 환하게 비추며
창 틈새로 찾아오던
널 닮은 햇살은 왜 이리
오늘따라 내 맘을
따끔거리게 만드는지
쓸쓸히 불어오다
약해진 바람처럼
우리도 그렇게 사라지겠지
감기 조심하고
따뜻하게 입고 다녀 너
맨날 손이 차갑던데
이런 말조차 쉽게 할 수가 없는 게
너무 아파
나 아파
저물어가는 하루 끝에 그림자까지도
소란스런 거리에도
오늘따라 유난히
텅 빈 공기만 남았는지
쓸쓸히 불어오다
약해진 바람 뒤로
남겨진 기억들을
추억할 수 있게
이제는 남이 되어도
네게 안길 수 없어도
끊임없이 널 부르고
모든 순간이 너란 착각에
빠져있는지
숨길 수도 없이 늘 앓던 감기처럼
지독하게 남아있네
감기 조심하고
따뜻하게 입고 다녀 너
맨날 손이 차갑던데
이런 말조차
쉽게 할 수가 없는 게
너무 아파
나 아파
이제는 남이 되어도
네게 안길 수 없어도
끊임없이 널 부르고
모든 순간이 너란 착각에
빠져있는지
숨길 수도 없이 늘 앓던 감기처럼
지독하게 남아있네"
817,헤르쯔 아날로그 (Herz Analog),어느 여름날,"습기를 가득 머금은
젖은 바람이 불면
꽤 오래 널어 놓았던
빨래 향이 내 코를 스치고
시원하게 쏟아지는
간만에 내리는 비와
어슴푸레 들어오는
짙은 녹음에 푸르러진 창밖엔
지나온 내 여름날과 어린 날과
잊었던 나의 많은 기억들이
내 가슴 시리도록 드리워지는
어느 여름날
매미 소리가 불러낸
어릴 적 친구 목소리
그때는 뭐가 그렇게
다들 신나고 즐거웠었는지
생각나 꺼내다 보는
오래된 재생 목록엔
그 시절 모두 좋아한
그 노래들이 가득 담겨있어
지나온 내 여름날과 어린 날과
잊었던 나의 많은 기억들이
내 가슴 시리도록 드리워지는
어느 여름날
길어진 해를 핑계로
온종일 밖을 쏘다니다
어둑해진 마을에
모기향 냄새 배어 나오면
늦은 밤 티브이 앞에 모두 모여
주말의 명화를 보던
소중한 나의 짧은 여름날
지나온 내 여름날과 어린 날과
잊었던 나의 많은 기억들이
내 가슴 시리도록 드리워지는
어느 여름 날"
818,이정권,날아,"모든 것이 무너져있고
발 디딜 곳 하나 보이질 않아
까맣게 드리운 공기가 널 덮어
눈을 뜰 수조차 없게 한대도
거기서 멈춰있지 마
그곳은 네 자리가 아냐
그대로 일어나 멀리 날아가기를
얼마나 오래 지날지
시간은 알 수 없지만
견딜 수 있어 날개를 펴고 날아
결국 멀리 떠나버렸고
서로 숨어 모두 보이질 않아
차갑게 내뱉는 한숨이 널 덮어
숨을 쉴 수조차 없게 한대도
거기서 멈춰있지 마
그곳은 네 자리가 아냐
그대로 일어나 멀리 날아가기를
얼마나 오래 지날지
시간은 알 수 없지만
견딜 수 있어 날개를 펴고 날아
얼마나 오래 지날지
시간은 알 수 없지만
견딜 수 있어 날개를 펴고 날아
견딜 수 있어 날개를 펴고 날아"
819,요아리,안녕,"나를 슬프게 하지 마
너는 내 맘속에 있어
나를 아프게 하지 마
너는 날 울리고 있어
너의 이름을 지워버리게
기억을 빼앗아줘
너를 위해 울던 시간도
되돌릴 수 없는 네 마음도
바보 같은 나도 다 이해해
다시 올 수 없는 그 날은
마지막 눈물로 지우며
나를 아프게 하지 마
너는 날 울리고 있어
너의 이름을 지워버리게
기억을 빼앗아줘
너를 위해 울던 시간도
되돌릴 수 없는 네 마음도
너를 위해 울던 시간도
되돌릴 수 없는 네 마음도
바보 같은 나도 다 이해해
다시 올 수 없는 그 날은
마지막 눈물로 지우며
사랑했던 너와 이제는 안녕"
820,알리 (ALi),내 모든걸 다 줄게,"너를 처음 만났던 그 날
시간이 멈춰선 듯 해
한순간도 난 잊히질 않아
노력하지 않아도 가슴이 뛰더라
처음부터 약속됐던 것처럼
내 모든 걸 다 줄게
내 마음을 다 줄게
조금의 남김없이
내 하룰 다 줄게
네 맘을 열어둘래
모자람 없이 채워줄테니
그저 이 손 잡아주면 돼
지금 처럼만
말로는 다 표현 못해
너를 향한 내 마음은
모든 순간 매일이 특별해
아득히 먼 여정을 마친 별빛처럼
내 맘 닿기를 간절히 기도해
내 모든 걸 다 줄게
내 마음을 다 줄게
조금의 남김없이
내 하룰 다 줄게
네 맘을 열어둘래
모자람 없이 채워줄테니
그저 이 손 잡아주면 돼
기적 같은 인연
그게 지금 내겐 너야
더 바랄게 없어 난 너 하나면 충분해
내 모든 걸 다 줄게
내 마음을 다 줄게
조금의 남김없이
내 하룰 다 줄게
네 맘을 열어둘래
모자람 없이 채워줄테니
그저 이 손 잡아주면 돼
지금 처럼만"
821,황치열,You are the reason,"널 보내기 싫은 밤
시간이 참 못되게 느껴져
아쉬움은 왜 이리
익숙해지지 않는 건지
너무나도 소중해
눈물이 날 것 같은 감정이
내 안을 가득 채우며
너를 닮아가는 순간들
온 세상이 너로 물이 들어
모든게 아름다워서
벅찬 가슴에 널 꼭 끌어 안고
깊은 입맞춤을 함께해
소원마다 네 이름이 붙고
늘 널 위해 사는 것 같은
이 기적을 믿고 나의
미래를 걸게
넌 날 돌아보게 해
새롭게 더 변할 수 있게 해
부족함마저 욕심내
틈 없이 채우고 싶어져
온 세상이 너로 물이 들어
모든게 아름다워서
벅찬 가슴에 널 꼭 끌어 안고
깊은 입맞춤을 함께해
소원마다 네 이름이 붙고
늘 널 위해 사는 것 같은
이 기적을 믿고 나의 미래를 걸게
행복을 걷는 우리를
바라보는 수많은 별들
저기서도 너와 나는
반짝거리고 있을 거야
사랑하고 있어요 그대여
온 마음으로
작은 손가락이 빛나는 그날
온전한 진심을 볼 수 있게
아껴두고 다듬던 이 말을
영원을 선물하듯 할게
결코 깨고 싶지 않은
꿈이 되도록"
822,B1A4,10 TIMES,"첫 만남에 나 꽂혔어
너에게 수줍은 한 소녀
나 너에게만 뭐든지 해줄 게
You’re my only one
Beautiful my love
널 보면 숨이 멎어 버릴 것 같아
내게도 사랑이 와준 것만 같아
어떡해야 어떻게 말해야
내 맘이 전해질까
떨리고 조심스럽긴 하지만
좋아해 You
예쁜 영화 속 주인공처럼 You
함께했던 아름다웠었던
모든 시간 속 환한 그 미소
꼭 지켜줄 게 어디든
내가 있을게 You
밤하늘 위 별빛의 노랠 부르네
Love you Love you
Love you Love you
우리 둘만의 Paradise
이 모든 건 To my star
선물 같아 너와의 시간
우리는 점점 더 빠져 만가
널 보면 숨이 멎어 버릴 것 같아
내게도 사랑이 와준 것만 같아
어떡해야 어떻게 말해야 내 맘이
전해질까 떨리고 조심스럽긴 하지만
좋아해 You
예쁜 영화 속 주인공처럼 You
함께했던 아름다웠었던
모든 시간 속 환한 그 미소
꼭 지켜줄 게 어디든
내가 있을게 You
좋아해 uh uh uh uh uh
좋아해 uh uh uh uh uh
좋아해 You
예쁜 영화 속 주인공처럼 You
함께했던 아름다웠었던
모든 시간 속 환한 그 미소
꼭 지켜줄 게 어디든
내가 있을게 You"
823,마하 (티파티),만약에 우리 둘 중 하나라도,"가려던 길 뒤로 한 채
다시 뒤를 돌아 걸었지
혹시 네가 나보다
뒤처져 있을지 몰라
길 잃은 아이처럼 울던
너는 나를 보며 말했지
어둠이 흩어질 때까지
너를 지키라고
만약에 우리 둘 중 하나라도
움직이지 않고
가만히 있었으면 어땠을까
엇갈린 시간이라 예감했다면
모두 다 줬을 텐데
우리 처음 만났던 그때처럼
그래 얼마나 다행이니
우리 헤어질 수 있어서
언젠가는 서로가
혼돈 속을 걸을 텐데
만약에 우리 둘 중 하나라도
움직이지 않고
가만히 있었으면 어땠을까
엇갈린 시간이라 예감했다면
모두 다 줬을 텐데
우리 처음 만났던 그때처럼
우리가 함께한
기억마저 버리지는 마
잠시라도 내 곁에
있어 줘서 고마워
당신도 나와 같기를
All That I want
All That I want
All That I want
더 이상 기다리지 않아
우린 시시했으니까
처음부터 우리는 모르던 사람
엇갈린 시간이라 예감했다면
모두 다 줬을 텐데
우리 처음 만났던 그때처럼"
824,백현 (BAEKHYUN),U,"I still with you 난 여전히 여기에
처음 우리 만났던 그날
그댄 기억하고 있나요
I still with you 난 오늘도 이렇게
그댈 바라보고 있으면
모든 시간이 멈추네요
두 눈을 감으면 같이
꿈속을 걷는 것 같아
You 잊지는 말아요
단 하나로 충분했던
기억으로만 남겨줘요
You 이젠 말할게요
Love you love you
난 오직 너 하나면 돼요
I still with you 어두웠던 지난날
마치 운명이란 것처럼
모든 것이 변해버렸죠
I still with you 영원할 수 있기를
더는 멈출 수가 없는데
아무 말도 할 수가 없죠
이 길의 끝에서
너의 손을 잡을 수 있을까
You 잊지는 말아요
단 하나로 충분했던
기억으로만 남겨줘요
You 이젠 말할게요
Love you love you
난 오직 너 하나면 돼요
터질 것만 같은 세상 속에
무너지지 않도록 내가 너를 지킬게
You 불안해 말아요
단 하나로 충분했던
기억으로만 남겨줘요
You 이젠 말할게요
Love you love you
난 오직 너 하나면 돼요
You You
Wherever Whenever
너 하나니까"
825,하진 (HAJIN),My Home,"왼손에 남기고 간
그 쓸쓸한 표정이
별이 흔한 계절마다
긴 하루 끝을 기다려
혼자 남은 길 위에서
네 이름 부를 때
어떨까
그 마음까지 기억할게
아무것도 몰랐었어
우리 너무 서로 사랑할 땐
이제야 너를 알게 되는
늘 같이 걷던 이 길이
My Home
혼자 걷는 거리에서
네 이름 부를 때
어떨까
이 마음까지 가져갈게
아무것도 몰랐었어
네가 나를 많이 사랑할 땐
여린 맘 몰래 안아주는
참 별이 많던 그 길이
My Home
아무것도 몰랐었어
내가 너를 너무 사랑할 때
이제야 너를 알게 되는
날 돌아보던 이 길이
My Home"
826,다옴 (Daom),난 온종일,"차가운 내 손을 꽉 잡아주며
짧은 나의 보폭에
너의 발걸음을 맞춰 걸었던
그 골목길을 돌고 돌아가
우리를 비춰주던
가로등 불빛을 바라보는데
빛을 잃어가며
깜빡거리다 사라지는 걸
차갑게 식어버린
돌아선 네 마음처럼
난 온종일 너를 헤매다
손끝에 네가 닿을까
괜한 기대를 하며
하염없이 널 기다리곤 해
하루하루가 지나갈수록
나에게 남은
너의 온기조차 없어
우리가 자주 가던
영화관 그 자린 비어있는데
행복했던 그때
우리 모습이 아른거리는 걸
우연히 마주치는
순간을 그려보곤 해
난 온종일 너를 헤매다
손끝에 네가 닿을까
괜한 기대를 하며
하염없이 널 기다리곤 해
하루하루가 지나갈수록
나에게 남은
너의 온기를 따라가
잊어야 하는 걸 알지만
잊고 싶지가 않아
두 눈을 감으면
선명해지는 너인 걸
돌아오지 않을 걸 알아
수없이 날 다독여봐도
매일 같은 하루를 반복해
난 너와의 시간 속에서
곧 잊혀질 기억 속에서
그대로 머무른 채
오늘도 헤어 나오질 못해
아무 일도 없었던 것처럼
내게 돌아와
한 번 더 나를 안아줘"
827,노영심,별걸다 기억하는 남자,"나를 처음 본 게 정확히
목요일이었는지 금요일이었는지
그 때 귀걸이를 했는지 안 했었는지
기억할 수 있을까
그런 시시콜콜한걸
다 기억할 필요가
뭐가 있을까 생각하겠지만
내 생일이나 전화번호를 외우는 건
너무 당연하지 않아요

내가 전화걸 때
처음에 여보세요 하는지
죄송합니다만 그러는지
번호 8자를 적을 때
왼쪽으로 돌리는지
오른쪽으로 돌려쓰는지
지하철 1호선과 4호선안에서
내 표정은 어떻게 달라지는지
내가 미처 깨닫지 못한
내 모습까지도
기억하는 남자
같이 걷던 한강 인도교의
철조 아치가
여섯개인지 일곱개인지
그때 우리를 조용히 따르던
하늘의 달은
초생달인지 보름달인지
우리동네 목욕탕 정기휴일이
혹시 첫째 셋째 수요일에 쉬는지
아니면 둘째 넷째 수요일에 쉬는지
그걸 기억할 수 있을까
나를 둘러싼 수많은 모습과
내 마음속의 숨은 표정까지도
오직 나만의것으로 이해해주는
별걸 다 기억하는 남자

내 새끼손가락엔
매니큐얼 칠했는지
봉숭아물을 들였는지
커피는 설탕 두스푼에
프림 한스푼인지
설탕 하나에 프림 둘인지
그런 사소한 것까지
다 기억을 한다면
얼마나 피곤할까 생각하겠지만
아주 가끔씩만 내게 일깨워준다면
어때요 매력 있지 않아요
어릴적 동화 보물섬
해적선장 애꾸눈 잭은
안대가 오른쪽인지 왼쪽인지
만화 주인공 영심이를
좋아하는 남학생이
안경을 썼는지 안 썼는지
고깃집에서 내가 쌈을 먹을 때
쌈장을 바르고 고기를 얹는지
아니면 고기부터 얹고
쌈장을 바르는지
기억할 수 있을까
나도 모르는 날 일깨워 주듯이
볼 때마다 새로움을 주는 사람이면
그 어떤 능력보다 소중하지요
별걸 다 기억하는 남자
지난겨울에 내가 즐겨 끼던 장갑이
보라색인지 분홍색인지
그게 벙어리 장갑인지
손가락 장갑인지
기억할 수 있을까
나를 처음으로 집까지 데려다준날
정류장에서 들리던 노래가
목포의 눈물인지 빈대떡 신산지
혹시 기억할 수 있을까"
828,유상록,이룰 수 없는 사랑,"텅빈 세상인 것 같아
그대가 나를 떠나던 날엔
눈물만 흘러
아무말 없이 그냥 멍하니
시린 눈을 감아버렸어
아픈 기억 서로 가슴에 안고
돌아서면 남이 되는 걸
우리 사랑이
이렇게 끝이 나는 걸
우리 만나지 말걸 그랬지
그냥 모르는 채로
어디에선가 너는 너대로
나는 나대로
마음편히 살 걸 그랬지
이름석자 서로 가슴에 안고
미워하며 살아간다면
우리 차라리
만나지 말걸 그랬어

우리 돌아보지 말고 살아요
서로 보고파 질땐 눈을 감아요
나의 가슴엔 당신 사랑이
눈물처럼 빛날 거예요
이룰 수 없는 사랑이라고
아픔만은 아닐 거예요
우리 서로를
기도하며 살기로 해요
기도하며 살기로 해요"
829,더 크로스,시간이 지나도,"한참을 아프고 한참을 울었어
이별을 알고도
너를 지우기엔 조금 모자라서
오늘도 사랑해
처음처럼 어제처럼
오늘 하루도
널 그리며 잠들었어
눈을 뜨고
그렇게 하루를 살고
그렇게 말을해
어딘가에 네게
시간이 지나가도 시간이가도
난 여기남아 변함없이
니가 돌아오길
이 자리에서 기다린다고

많은 시간뒤에 나도 언젠가는
잊을 수 잇겠지
잊는 시간보다 사는 시간이
조금은 짧을테지만
처음처럼 어제처럼
오늘 하루도
널 그리며 잠들었어
눈을 뜨고 그렇게 하루를 살고
그렇게 말을해
어딘가에 너에게
시간이 지나가도 시간이가도
난 여기남아 변함없이
니가 돌아오길
이 자리에서 기다린다고

니가 없는 하루 하루
소복히 쌓여가고
쌓인 그리움 위로 배워 가겠지
널 잊을 수 없다는걸
너를 지우는것
사는동안에 차마 너를
끝내 못한다고 못할꺼라고
사랑한다고
시간이 지나가도 시간이가도
난 여기남아 변함없이
니가 돌아오길
이 자리에서 기다린다고

기다린다고"
830,김동률,Melody,"Melody 한마디 말보다
진실한 맘을 전하는 메시지
아련한 기억의 조각들
어제처럼 되살리는
마치 마술 같은 힘
Melody 언제 어디든
가슴을 맘껏 울리는 종소리
메마른 거리의 풍경
하나하나에도 생명을 불어넣고
이야길 만들어 준
나를 살아가게 해줬고
세상을 사는 동안에
한번쯤 이루고픈
부푼 꿈을 꾸게 했고
서투른 마음도
감히 전해볼 수 있도록
또 다른 내가 되어준 그 Melody

언제나 믿을 수 있는
든든한 친구로
용길 북돋아주는
결코 변하지 않을
나를 사랑하게 해주고
세상을 사는 동안에
지나칠 고마움과
소중함을 알게 했고
모자란 생각도
감히 끄적일 수 있도록
또 다른 내가 되어준 그 Melody
이 세상 어느곳 누군가가
삶의 무게로 숨가빠할때
작은 힘이라도
돼줄 수 있다면
이 노래가 그럴 수 있다면
Melody 세상 가득히
찬연한 꿈을 수놓는 무지개
눈물로
얼룩진 맘을 다독여주었고
두 팔로 보듬어 준 자장가
Melody 매일 아침을
새롭게 열게 해주는 에너지
아득히
멀기만 한 내 미래를 비춰줄
끝없이 이끌어 줄 빛줄기"
831,티아라,좋은 사람,"그대가 좋아한 옷을 입고서
그대와 함께한 거릴 걸어요
우연이라도 날 마주친다면
날 버린걸 땅을 치며 후회하라고
나만 사랑해줄 누가 봐도 좋은 사람이
그댈 대신해 내 곁에서
날 지켜주고 있으니
모두들 내게 행복해 보인데요
그대 보다 잘난 사랑에 잘된일이래요
그 사람에게 평생 미안한 일이지만
그대 아프길 바라는 내 사랑이니까

나만 바라보는 마음 착한 사람이 나를
그댈 대신해 사랑한다며
아껴주고 있으니
모두들 내게 행복해 보인데요
그대 보다 잘난 사랑에 잘된일이래요
그 사람에게 평생 미안한 일이지만
그대 아프길 바라는 내 사랑이니까
아프고 또 아프길
행복한 내 모습 보면서
날 버린걸 후회하며 울며 살아가길
웃고 있어도 가슴은 울고있죠
그대 아프길 바랬는데 내가 더 아파요
행복하다고 앞으로 그럴 수 있다고
내 맘을 속여 말을 해도 듣질 않네요"
832,"전효성, 송지은, 정대현 (JUNG DAE HYUN)",칵테일 사랑 (원곡가수 마로니에),"마음 울쩍한날엔 거리를 걸어보고
향기로운 칵테일에 취해도 보고
한편의 시가 있는 전시회장도 가고
밤새도록 그리움에 편지 쓰고파
마음 울쩍한날엔 거리를 걸어보고
향기로운 칵테일에 취해도 보고
한편의 시가 있는 전시회장도 가고
밤새도록 그리움에 편지 쓰고파
모짜르트 피아노 협주곡 21번
그 음악을 내 귓가에 속삭여주며
아침 햇살 눈부시게 나를 깨워 줄
그런 연인이 내게 있으면
나는 아직 순수함을 느끼고 싶어
어느작은 우체국앞 계단에 앉아
후리지아 꽃향기를 내게 안겨 줄
그런 연인을 만나 봤으면
마음 울쩍한날엔 거리를 걸어보고
향기로운 칵테일에 취해도 보고
한편의 시가 있는 전시회장도 가고
밤새도록 그리움에 편지 쓰고파
모짜르트 피아노 협주곡 21번
그 음악을 내 귓가에 속삭여주며
아침 햇살 눈부시게 나를 깨워 줄
그런 연인이 내게 있으면
나는 아직 순수함을 느끼고 싶어
어느작은 우체국앞 계단에 앉아
후리지아 꽃향기를 내게 안겨 줄
그런 연인을 만나 봤으면
마음 울쩍한날엔 거리를 걸어보고
향기로운 칵테일에 취해도 보고
한편의 시가 있는 전시회장도 가고
밤새도록 그리움에 편지 쓰고파
창밖에는 우울한 비가 내리고 있어
내마음도 그 비따라 우울해지네
누가 내게 눈부신 사랑을 가져 줄까
이세상은 나로 인해 아름다운데
마음 울쩍한날엔 거리를 걸어보고
향기로운 칵테일에 취해도 보고
한편의 시가 있는 전시회장도 가고
밤새도록 그리움에 편지 쓰고파"
