,artist_name,song_name,lyric
0,임창정,괜찮아질텐데,"괜찮아질텐데
왜 눈물은 멈추질않는지
혼자여도 이겨야하는 오늘이라
그저 지나갈텐데
다시 보여줄거야
너에게 말 할거야
그때가 이제 된 거 같아
너를 온종일 찾았어
내가 걸어야 할 수많은 길 끝에서
그렇게 두 팔 벌려
다시 널 안을 수 있겠지
나를 놓지 말아줘 나를 기억해줘
누가 그 곁에 있다해도
우리 만날 때까지
괜찮아 질텐데
왜 눈물은 멈추질 않는지
혼자인게 익숙해서 밀쳤지만
니가 있어야 하는데
곧 좋아질텐데
왜 눈물은 멈추질않는지
혼자여도 이겨야하는 오늘이라
그저 지나갈텐데
내가 겪어야 할 수많은 길 끝에서
그렇게 웃으면서
다시 널 안을 수 있겠지
나를 놓지 말아줘 나를 기억해줘
누가 그 곁에 있다해도
우리 만날때까지
괜찮아 질텐데
왜 눈물은 멈추질 않는지
혼자인게 익숙해서 밀쳤지만
니가 있어야 하는데
내일은 또 내일은
또 달라진 세상에게
나라고 나였다고
한번 더 크게 외칠거야
곧 좋아질텐데
왜 눈물은 멈추질않는지
혼자여도 이겨야하는 오늘이라
그저 지나갈텐데
그저 지나갈텐데"
1,윤종신,그대 없이는 못살아,"세상이 버거워서
나 힘없이 걷는 밤
저 멀리 한 사람
날 기다리네
아무도 나를 찾지 않아도
나를 믿지 않아도
이 사람은 내가 좋대
늘어진 내 어깨가
뭐가 그리 편한지 기대어
자기 하루 일 얘기하네
꼭 내가 들어야 하는 얘기
적어도 이 사람에게만큼은
난 중요한 사람
나 깨달아요
그대 없이 못살아
멀리서 내 지친
발걸음 보아도
모른 척 수다로 가려주는
그대란 사람이 내게 없다면
이미 모두 다 포기했겠지
나 고마워요
그대밖에 없잖아
나도 싫어하는 날
사랑해줘서
이렇게 노래의 힘을 빌어
한번 말해본다
기어코 행복하게 해준다
나 깨달아요
그대 없이 못살아
지지리 못난
내 눈물을 보아도
뒤돌아 곤히 잠든 척하는
그대란 사람이 내게 없다면
이미 모두 다 포기했겠지
나 고마워요
그대밖에 없잖아
나도 싫어하는 날
사랑해줘서
이렇게 노래의 힘을 빌어
한번 말해본다
기어코 행복하게 해준다"
2,쿨 (COOL),I See You (Acoustic Ver.),"I SEE YOU
눈을 감아도 멀리 있어도
난 알 수 있어
I SEE YOU
내 마음에 눈동자
한 번도 너에게서
눈을 떼지 않아
그건 너무 슬픈 얘기
나는 널 떠나지 않아
보이지 않니 내가
I SEE YOU
슬퍼하지마
OH 나의 사랑
넌 나와 함께 있어 들리지 않니
지금 이 바람 속에
I SEE YOU
눈을 감아도 멀리 있어도
나는 알 수 있어
I SEE YOU
내 마음은 한 번도
널 떠난 적이 없어
사라지지 않아
그건 너무 슬픈 얘기
우린 멀리 있지 않아
보이지 않니 내가
I SEE YOU
슬퍼하지마
OH 나의 사랑
넌 나와 함께 있어 들리지 않니
지금 이 바람 속에
멀고 먼 길을 돌아
더 멀고 긴 시간을 지나 다하여도
저 별이 심장처럼
영원히 꺼지지 않을
이 사랑
I SEE YOU
사랑
I SEE YOU
I SEE YOU
너를 위해서 나 항상 기도해
이 삶이 다하여도
OH MY LOVE FOR YOU
이건 꿈이 아니야
I SEE YOU I SEE YOU
난 너와 함께 있다는 걸
잊지마 I’M WITH YOU
I SEE YOU"
3,제아,나쁜 여자 (Feat. 정엽),"가끔 바람도 펴봐요
가끔 나쁜 거짓말도 해봐요
늘 그렇게 나만 보지 말고
다른 곳도 쳐다봐요
사랑하기는 했나 봐요
눈물이 나고 있으니까요
사실은 나 사실은 나
다른 사람이 생겨버렸어요
아프지만 나도 어쩔 수 없어요
그 사람 나 너무 사랑해요
참 나쁜 여자죠 미안해요 그대
나 같은 여자 용서하지 마
사랑하기는 했나 봐요
가슴이 너무 아프니까요
사실은 나 사실은 나
다른 사람이 생겨버렸어요
아프지만 나도 어쩔 수 없어요
그 사람 나 너무 사랑해요
참 나쁜 여자죠 미안해요 그대
나 같은 여자 용서하지 마
미워해줘 미워해
나를 미워해줘 널 어떻게
돌아선 날 미워해줘
아파도 나는
날 잊어줘 널 못 잊어
날 지워줘 어떻게 너를
그래야 내가 편히
널 떠나갈 테니까
아프지만 나도 어쩔 수 없어요
그 사람 나 너무 사랑해요
참 나쁜 여자죠 미안해요 그대
나 같은 여자 용서하지 마
용서하지 마
너를 외롭게 한 날"
4,XIA (준수),여전히,"여전히 반복된 하루와 홀로
난 마주하며 살고 있어
너와 함께했던 공간 그 속에서
또 다른 길을 찾아간 네 뒷모습
짧아진 머리와 홀가분한 표정에
나 어쩌면 잘 된 거라
마음을 다잡아봐도
자꾸만 네가 생각나
또 이렇게 널 그리워하네
사랑했던 우리
사랑했던 기억
한순간에 불어와 내 맘을 흔들어 놔
차오르는 눈물 시린 가슴 부서져 가
무뎌진 아픔이란 무엇인 걸까
하루하루 지나가도
더욱 선명해지기만 하는 네 모습을
애써 나 지우려 해도
자꾸만 네가 떠올라
또 이렇게 그리워만 해
사랑했던 우리
사랑했던 기억
한순간도 잊을 수 버릴 수도 없어서
내 맘 가득 너만 담아둔다
참 익숙했던 따스했던 너의 그 이름
차마 부르지 못하고 맴돌아
이젠 우린 다신
사랑해 너를
이 순간도 나는
한순간에 빛바랜 추억이 된
우리의 모습이 참 아파 돌아선다
나 이젠 이젠 너를 향한 이 길이
구름 뒤에 숨어서 널 붙잡지 못해
오늘도 난
헤매인다 여전히 음"
5,테이,어디부터 어디까지,"그대 눈에 흐르는 눈물
자연스러운 것뿐이죠
눈을 감고서 생각해 봐요
스쳐가는 바람일 테죠
어디부터 놓아야 하고
어디까지 잡아야 하나
알 수 없죠 그대
오늘도 갈 곳을 잃어
헤매일 뿐이죠 잠시
잊으려고 했던 상처가
가슴 속에 배어 버렸죠
눈을 떠 봐요 같은 곳에서
어제보다 밝게 빛나죠
어디부터 놓아야 하고
어디까지 잡아야 하나
알 수 없죠 그대
오늘도 갈 곳을 잃어
헤매일 뿐이죠 잠시
힘들땐 그냥 울어요
비워내고 버리면
그땐 다른 세상이 보여
아픔을 견디고
이 시간이 흐르면
그대 이유를 알 거예요
눈을 뜨고 바라본 세상
소리 없이 흘렸던 시간
그대 아픈 기억 모두
다 안아주어요
모든 것이 변한다 해도
그대 마음 변하지 마요
할 수 있죠 그대
오늘은 눈을 감아
또 다른 내일을 봐요
다시 한 번 웃어봐요"
6,"탁재훈, Kei (러블리즈)",Kiss,"그녀의 검은 머릿결은
정말 나는 사랑하지
않을 수가 없었어
그래서 빠져 버렸지
지독한 그 사랑 속에
빠지고 만 거야
그녀의 예쁜 두 눈이
달려와서 내 가슴에
울어 버리면
한 남자의 순정의
가슴 속에 비가 내리지
그녀의 검은 머릿결은
정말 나는 사랑하지
않을 수가 없었어
그래서 빠져 버렸지
지독한 그 사랑 속에
빠지고 만 거야
그녀의 예쁜 두 눈이
달려와서 내 가슴에
울어 버리면
한 남자의 순정의
가슴 속에 비가 내리지
우연히 길을 걷다
우리가 함께 듣던 음악이
거리에 나오면 어떡하라고
가슴이 아파
늦은 밤 끊어져 버리는
전화벨 소리도
마음이 우울해
떠나가지 말고
내게로 돌아와서
키스해
나의 입술에 촉촉한 입술로
사랑의 묘약을 랄랄라 랄랄라
오늘 이 밤이
다 지나가기 전에
다시 안겨 나의 품에
너무나 사랑했던
그토록 믿어왔던 그녀의
마지막 그 말이
미안하다니
널 잊으라니
우리가 함께 나누던
수많은 추억이
가슴에 많은데
떠나가지 말고
내게로 돌아와서
키스해
나의 입술에 촉촉한 입술로
사랑의 묘약을 랄랄라 랄랄라
오늘 이 밤이
다 지나가기 전에
다시 안겨 나의 품에
나의 입술에 촉촉한 입술로
사랑의 묘약을 랄랄라 랄랄라
오늘 이 밤이 다 지나가기 전에
다시 안겨 나의 품에
한 번 더
나에게
키스해"
7,임창정,너에게 달려간다,"OH
달빛이 처량해서
마음이 허해서 한 잔하고
이대로 괜찮다고
혼자도 좋다고 말했었지
살아도 웃어도
가슴은 텅 빈 걸
못되게 떠밀고
못나게 다시 널 찾아
난 너에게로 간다
점점 더 빨라진다
한숨만 쉬던
내 가슴 속은 벅차 올라
온 세상이 소리 친다
참 바보 같았다고
서로를 위한
이별이란 건 그건 없어
난 너에게로 간다
누군갈 사랑하면
다칠 수 있다고 착각했어
사랑은 그런 거라
세상을 다 아는 듯 떠들었지
끝없이 배워도
사랑은 어려워
그래도 그 사랑에
또 다시 내가 웃잖아
난 너에게로 간다
점점 더 빨라진다
한숨만 쉬던
내 가슴 속은 벅차 올라
온 세상이 소리 친다
참 바보 같았다고
서로를 위한
이별이란 건 그건 없어
난 너에게로 간다
널 향해 달려간다
또 숨이 차오른다
두 팔을 벌린
너의 얼굴이 웃고 있잖아
그 이름을 불러본다
세상이 멈춰진다
이제야 알아
딱 내 것 같은 너를 너를
난 너를 안아본다"
8,전우성 (노을),내 맘,"한참을 멍하니 바라봐요
어느새 내 안에 가득한 널
내 안에서 잠을
자고 있던 마음은
그댈 보는 순간
눈을 뜨고 말았죠
나는 그래 그래
그댈 향한 나의 마음 들리나요
허락 없이 왜 내 맘 가져가요
아무리 난 아니라 해도
내 맘이 계속 그대라 하네요
이런 내 맘이
가슴속에 그렇게 바라던 그대
조금씩 그대를 닮아가요
그 눈빛 그 표정 말투까지
나도 모르게 어느샌가
또 그대를 그저 하염없이
바라보고 있네요
나는 그래 그래
그댈 향한 나의 마음 들리나요
허락 없이 왜 내 맘 가져가요
아무리 난 아니라 해도
내 맘이 계속 그대라 하네요
이런 내 맘이
가슴속에 그렇게 바라던 그대
조금씩 내 안에서
그댄 커져가고
그대 없는 나는
아무런 의미 없네요
이런 바보 같은
내 맘 보이나요
고장 난 내 맘을
어떻게 하죠
매일 그댈 그리며
사는 한 사람
오직 하나뿐인 사랑
그댄 내 사랑
가슴 깊이 그렇게 원하던
조금씩 천천히 내게 와요"
9,이선빈,술이야 (먹지말고 양보하세요 과자집),"슬픔이 차 올라서
한 잔을 채우다가
떠난 그대가 미워서
나 한참을 흉보다가
나 어느새 그대 말투
내가 하죠
난 늘 술이야 맨날 술이야
널 잃고 이렇게 내가 힘들 줄이야
이제 난 남이야 정말 남이야
널 잃고 이렇게 우린
영영 이제 우리 둘은
술 마시면 취하고
나 한 얘기를 또 하고
이제 넌 남인 줄도 모르고
너 하나 기다렸어
난 늘 술이야 맨날 술이야
널 잃고 이렇게 내가 힘들 줄이야
이젠 난 남이야 정말 남이야
널 잃고 이렇게 우린
영영 이제 우리 둘은
정말 영영 이제 우리 둘은
남이야
저물어가는 오늘도 난
술이야"
10,엘리케이 (Elli K),멀어져만 간다,"모두 다 지나간다
조금은 느릴지 몰라도
난 아직 그 때
그 시간 속에 멈춰있다
눈부시게 반짝이던 계절도
저기 창 밖 풍경들처럼
멀어져만 간다
지나온 그 길에 들꽃처럼
나를 비추는 저 햇살처럼
그 자리를 지키며 빛나고 있어
언제든 나를 찾을 수 있도록
떠오른다 견디기 힘들만큼
이렇게 하루 내일의 나와
멀어져만 간다
지나온 그 길에 들꽃처럼
나를 비추는 저 햇살처럼
그 자리를 지키며 빛나고 있어
언제든 나를 찾을 수 있도록
지나온 그 길에 추억처럼
나를 감싸는 저 구름처럼
그 자리를 지키며 빛나고 있어
언제든 나를 찾을 수 있도록
모두 다 흘러간다
조금은 더딜지 몰라도
저기 창 밖 불빛들처럼
멀어져만 간다
멀어져만 간다
멀어져야 한다"
11,"김경호, 퀴하노 엘레인",금지된 사랑,"울지마 여기에 새겨진
우리 이름을 봐
소중한 초대장이
젖어버리잖아
슬퍼마 너의 가족들이
보이지 않아도
언젠가 용서할 그날이 올거야
내 사랑에 세상도 양보 한 널
나 끝까지 아끼며 사랑할게
약속해줘 서로만 바라보다
먼 훗날 우리
같은 날에 떠나
각오해 내게 무릎 꿇은
세상의 복수를
많은 시련 준대도
널 위해 견딜게
내 사랑에 세상도 양보 한 널
나 끝까지 아끼며 사랑할게
약속해줘 서로만 바라보다
먼 훗날 우리
같은 날에 떠나
긴 세월 흐른 뒤 돌아보아도
아무런 후회 없도록
단 하루를 살아도
너 행복하도록 만들거야
내 사랑
세상도 양보한 널
나 끝까지 아끼며 사랑할게
약속해줘
서로만 바라보다 먼 훗날 우리
같은 날에 떠나
Baby
사랑할게"
