,제목,가수,가사
338,상처투성이,먼데이 키즈 (Monday Kiz),"상처투성이

가슴이 새는 것처럼 자꾸 잊어버려요
한참 말을 하다가도 할 말도 잊고
어젯밤엔 집에 오다 길을 잃어버렸죠
바보처럼 그대 모습 그려보다

눈물도 멋대로 흘러나오네요
글썽이다 떨어지고 어느 새 쏟아버리고

그댄 나 하나 잊겠죠 빈 자리 채우며
사랑니 하날 더 빼고 또 약해진 나는
어지럼에 몸져 누워있는데
그대 때문에 내 맘 상처투성인데
그댄 날 잊고 난 다른걸 잊어 어쩌죠

한 사람을 만났었죠 착한 사람 이였어요
그대만큼은 아니라도 좋아했는데
며칠 못 가 헤어지며 그 사람이 하던말
주는 사랑 모두 내가 흘린대요

그 말이 전부 다 맞는거 같아요
내 맘 상처 뿐이라서 담아 둘 곳도 없는데

그대 나 하나 잊겠죠 빈 자리 채우며
사랑을 하나 더 빼고 또 약해진 나는
어지럼에 몸져 누워있는데
그대 때문에 내 맘 상처투성인데
그댄 날 잊고 난 다른걸 잊어
어떻게 해야죠

다른 사랑 하다가 내 기억이 거슬려
무거워져도 그대 맘에
내 전부를 내려 놓지 말아요 오

그댄 잘 살고있겠죠 좋은사람 곁에
귀한 사랑도 모르고 잡지 못한나는
미안하단 말조차 못했는데
그대 때문에 그 사람도 보냈는데
그대를 놓고 난 모든걸 잃어 어쩌죠 -"
339,소나기 (어때요 노래 참 쉽죠? 밥로스),한동근,"이 비가 머리 위로 쏟아지면
흠뻑 젖고 말겠죠 내 마음도
머물러줘요
아직까진 그대 없이 나 혼자
이 비를 맞기엔
아직 어리고 조금 무서워
금방 그칠 거란 걸
뻔히 다 알면서도
그댈 찾네요
이제 그만 다 그칠까
이 빗물도 내 눈물도
비에 젖어 추위에
떨고 싶진 않아요
정말 언젠간
너무 차디찼던 빗물이
따뜻한 눈물이 되어
흘러내리겠죠 괜찮아요
금방 지나갈 소나기죠
그냥 스쳐
지나가는 소나기죠
그런 감정이죠
나 정말 그대를 만나
행복했던 많은 추억들을
빗물에 잃지 않아요
내리는 비가 그칠 때쯤에
그때 다시 만나요
우리 다시 웃으며
함께 있을게요
이제 그만 다 그칠까
이 빗물도 내 눈물도
비에 젖어 추위에
떨고 싶진 않아요
정말 언젠간
너무 차디찼던 빗물이
따뜻한 눈물이 되어
흘러내리겠죠 괜찮아요
금방 지나갈 소나기죠
지금은 흠뻑 젖어가고만 있죠
우산을 필 힘조차 없네요
하지만 우린 알아요
잠시만 울게요
빗물에 기대어
우리의 슬픈 눈물을
그대가 보지 못하게
우리 이제 안녕
이제 그만 다 그칠까
이 빗물도 내 눈물도
비에 젖어 추위에
떨고 싶진 않아요
정말 언젠간
너무 차디찼던 빗물이
따뜻한 눈물이 되어
흘러내리겠죠 괜찮아요
금방 지나갈 소나기죠"
340,결혼하는 날,이준호,"하늘이 그때와 닮았어
널 처음 봤었던
따스한 봄날
너의 맑은 눈 속에 피었던
벚꽃도 또다시 우리 주위를 흩날려
서로에게 입버릇 같던 말
언젠간 결혼하자던 그 말
오늘 이곳에서 너에게 하려 해
영원히 지킬 약속 하려 해
나에게 넌 사계절 속의 봄 같아
가끔 비를 맞아도 차갑지가 않아
나에게 넌 꿈속의 꿈인 것처럼
날 달라지게 해 더 빠져들게 해
너에게
참 서툴고 어설픈 나지만
언제나 꽃길만 걷게 해줄 게
오늘 이곳에서 그 약속 지킬 게
영원히 함께하자던 그 말
나에게 넌 사계절 속의 봄 같아
가끔 비를 맞아도 차갑지가 않아
나에게 넌 꿈속의 꿈인 것처럼
날 달라지게 해 더 빠져들게 해
너에게
드라마 속 주인공은 아니지만
너에게 딱 맞는 남자가 될 게
너에게 나 흩날리는 벚꽃처럼
바람이 불어도 네 곁에 있을게
너에게 나 많은 시간이 지나도
나 변치 않을 게 늘 여기 있을게
고마워"
341,야작시(夜作詩),적재,"비가 오면 생각이 나
네가 자주 했던 말
흥얼대는 내 목소리가
빗소릴 닮았다던
바람 소리에 문득
잠에서 깬 이 순간에 네 생각이
다시 잠들래
넌 지금 어디에 있을까
뭘 하고 있을까
새벽이면 자꾸만
그 시절을 살게 돼
비 내리던 어느 여름밤
내 손을 감싸던 너의 온기
그 모든 게 생각나
그 시절을 살게 해
넌 어때
넌 지금 어디에 있을까
뭘 하고 있을까
새벽이면 자꾸만
그 시절을 살게 돼
비 내리던 어느 여름밤
내 손을 감싸던 너의 온기
그 모든 게 생각나
그 시절을 살게 해
넌 어때"
342,잠수이별,미유 (Mew),"안녕이라는 말은 해주고 가요
왜 나만 이렇게 힘든가요
하루하루를 그대만 기다리다
잠 못 드는 이 밤을 그댄 알고 있나요
밤 하늘의 별과 반짝거리는 반딧불
여름 밤 우리처럼
그때 너를 믿었던 바보 같은 내 모습이
다시 나를 아프게 하네
수많은 날들과 우리 둘만의 추억엔
나 혼자 있었나봐요
안녕이라는 말은 해주고 가요
왜 나만 이렇게 힘든가요
하루하루를 그대만 기다리다
잠 못 드는 이 밤을 그댄 알고 있나요
따뜻한 말들과 아껴준다던 약속들
섣부른 맘이었나요
안녕이라는 말은 해주고 가요
왜 나만 이렇게 힘든가요
하루하루를 그대만 기다리다
잠 못 드는 이 밤을 그댄 알고 있나요
지우지 못한 미련만 남아서
오늘 밤도 이렇게 너를 기다려
안녕이라는 말은 하지 말아요
사랑한다는 말은 다 뭐였나요
왜 나만 이렇게 힘든가요
하루하루를 그대만 기다리다
잠 못 드는 이 밤을 그댄 알고 있나요
그댄 알고 있겠죠"
343,Season In The Sun,정재욱,"Stop The Season In The Sun
이대로 멈춰버리길 바래
너의 마음과 너의 사랑과 너의 눈길도
Stop The Season You`re My Dream
모든게 꿈이 아니길 바래
내 품안에 안겨온 숨결까지
쏟아지는 햇살과 상큼한 니 미소
조금씩 젖어드는 너의 눈
부서지는 파도소리처럼 온종일 속삭이는 음성
어떤 노래보다 지금의 나보다 행복할 순 없을꺼야
Stop The Season In The Sun
더 깊이 내게 안겨 와 줄래
지금 이 순간 좀더 가까이 느끼고 싶어
Stop The Season You`re My Dream
어제는 없었던 걸로 해줘
중요한 건 너와의 오늘뿐야

모래처럼 반짝이는 너의 긴 머릿결
바람타고 스쳐가는 너 만의 멋진 그 향기
동화에서 나온 그녀처럼 꿈 깨면 사라질 것 같아
사랑을 말해도 널 품에 안아도 자꾸만 널 보고 싶어
Stop The Season In The Sun
이대로 멈춰버리길 바래
너의 마음과 너의 사랑과 너의 눈길도
Stop The Season You`re My Dream
모든게 꿈이 아니길 바래
내 품안에 안겨온 숨결까지
Stop The Season In The Sun
더 깊이 내게 안겨 와 줄래
지금 이 순간 좀더 가까이 느끼고 싶어
Stop The Season You`re My Dream
어제는 없었던 걸로 해줘
중요한 건 너와의 오늘뿐야"
344,사랑한다 사랑해,컬투,"사랑한다 사랑해 가슴 벅찬 그 이름
부르고 불러도 모자란 사랑아
보고 싶다 그립다 아파해야만 하죠
사랑해도 모자란 그대니까
미안해요 내 욕심 때문에
그대 아픈 것도 몰랐나 봐요
언제나 나를 향해서 웃는 그대가
행복하게만 보였죠
항상 잘 하려고 생각 했는데
그대 힘들게만 했었나 봐요
잘해 주지 못해서 아껴주지 못해서
미안하단 말 뿐이죠
사랑한다 사랑해 가슴 벅찬 그 이름
부르고 불러도 모자란 사랑아
보고 싶다 그립다 아파해야만 하죠
사랑해도 모자란 그대니까

참 많이 싸우며 어느새
우린 미운 정이 들었나 봐요
그댈 사랑할수록 정말 사랑할수록
아직도 모자란 내사랑
나의 가슴으로 부르는 이름
그대라는 이유 하나만으로
그댈 사랑하다가 죽는 다 해도
더 이상 후회는 없죠
사랑한다 사랑해 가슴 벅찬 그 이름
부르고 불러도 모자란 사랑아
보고 싶다 그립다 아파해야만 하죠
사랑해도 모자란 그대니까
그대라는 이유로 난 사랑을 하고
그대라는 이유로 난 살아요
가슴에 가슴에 널 향한 그리움
멈출 수가 없나 봐요
사랑한다 사랑해 가슴 벅찬 그 이름
부르고 불러도 모자란 사랑아
보고 싶다 그립다 아파해야만 하죠
사랑해도 모자란 그대니까
사랑해도 모자란 그대니까"
345,Because Of You,백지영,"Because of you
너를 만난 이후
나의 모든 것이 달라졌고
처음으로 믿기 시작했어
나는 알게 됐어 꿈을 꾸게 됐어
나란 사람도 사랑이라는 걸
할 수 있다는 걸
Because of you Because of you
내가 사는 이유
Because of you
너만 사랑했고 너만 사랑하고
너만 사랑할 나일 테니까
Because of you Now I can say I love you
사랑하는 이유
Because of you
이게 사랑이건 사랑이 아니건
나를 달라지게 만든 건
Because of you
거짓 없이 사랑한 그 이후
아픔이란 것도 알게 됐고
나에겐 니가 전부였다는 걸
그때 알게 됐어
Because of you Because of you
내가 사는 이유
Because of you
너만 사랑했고 너만 사랑하고
너만 사랑할 나일 테니까
Because of you
Now I can say I love you
사랑하는 이유
Because of you
이게 사랑이건 사랑이 아니건
나를 달라지게 만든 건
Because of you
Because of you
나의 모든 것이 달라졌어"
346,오직 너만,김동현,"가도 가도 아는 길을
가고 있지만
누가 봐도 뻔한 사랑
하고 있지만
기다리고 기다린다
나의 사랑
그게 너여서 그게 너여서
그게 너여서
너를 향해 가는 길이
불안하지만
확신 없는 기다림도
두렵긴 하지만
사랑하고 사랑한다 내 사랑
그게 너라서
그게 너라서 내겐
오직 너만
나 오직 너만
나의 시작과 끝은
전부 너이니까
오직 너만
난 오직 너만 원해
나의 처음과 끝은
모두 너라는 사실
그게 너라서
그게 너라서
내겐 전부라서
이런 얘기하는 나도
별거 없지만
사랑 말고 줄 게 없어
참 미안하지만
불러보고 불러본다 내 사랑
그게 너라서 그게 너라서
내겐
오직 너만
나 오직 너만
나의 시작과 끝은
전부 너이니까
오직 너만
난 오직 너만 원해
나의 처음과 끝은
모두 너라는 사실
그게 너라서 그게 너라서
내겐
그게 너라서 그게 너라서
내겐 전부라서
전부 너이니까
그게 너라서
오직 너만
난 오직 너만 원해
그게 너라서 그게 너라서
내겐
전부라서"
347,마음으로만,박정현,"환하게 웃어요 난 걱정하지 마요
난 지금도 이렇게 웃잖아요
난 못 잊을 테니까
나만 기억하면 되니까
잊지 않을게요 웃어봐요
환하게 웃어요 난 감사할 뿐이죠
그대와의 추억이 있잖아요
꼭 숨겨두었다가 혼자
꺼내보면 되니까
보고플 땐 힘이 될 거에요
마음으로만 난 그 댈 훔치고
마음으로만 난 그댈 안을게요
그것으로 돼요 나 때문에
아프지 마요
눈길만 부딪쳐도 난 눈물 나요
시간이 쌓이고 사랑도 길어지면
미울 때 있을 텐데 다행이죠
다정했던 그대만 나를 안아주던
그 날만
난 기억 할 테니 좋잖아요
마음으로만 난 그댈 훔치고
마음으로만 난 그댈 안을게요
그것으로 돼요 나 때문에
아프지 마요
눈길만 부딪쳐도 난 눈물 나요
혹시 우연처럼 또 마주친대도
모른 척 나를 지나쳐가세요
심장이 찢어지듯 가슴은 울겠지만
스치듯 잠시 그댈 볼 수 있게
마음으로만 난 그댈 탐내고
마음으로만 난 입 맞추면 돼요
미안하지 마요 어차피
다 내 몫인걸요
사랑해도 미안해해도 난 같아요"
348,Done For Me,펀치 (Punch),"지울게 너에게 남겨줬던
추억까지도
바랄게 너와의 기억도 남지 못하게
더는 다가갈 수 없어 네게
이런 마음이 너무 두려워
너의 기억 모두 가져가 줘
다 지워줘
done for me
깨끗이 지워질 수 있을까
널 벗어날 수 있을까
사랑했던 기억도
다 비워낼 수 있을까
더 이뤄질 수는 없어
난 다가갈 수 없어
미친 듯이 뛰어가
너 없는 곳에 가
사랑은 갔고 남겨진
추억들은 아팠고
네가 내게 남겨줬던 기억은
가시가 됐고
다 사라졌으면 해
모두 지워졌으면 해
나 쉴 수 있게 널
떠날게 가질 수 없는
너란 걸 알고 있어
보낼게 너와의 기억 모두 다 버릴게
더는 다가갈 수 없어 네게
이런 마음이 너무 두려워
너의 기억 모두 가져가 줘
다 지워줘
done for me
나의 기억에서 떠나가줘
너의 추억들도 가져가 줘
지워줘 너의 그리움까지도
그리워도 그립지는 않게
모든 순간들을 잊어볼게 다 잊을게
너의 작은 흔적까지도
지울게 너에게 남겨줬던
추억까지도
바랄게 너와의 기억도 남지 못하게
더는 다가갈 수 없어 네게
이런 마음이 너무 두려워
너의 기억 모두 가져가 줘
다 지워줘
done for me
너를 떠날 수밖에
멀어질 수밖에 없으니까
이런 나를 제발 용서해줘
언젠가는 우리 다시 만날 수 있기를
done for me
done for me"
349,가슴이 어떻게 됐나봐,A&T,"- 가슴이 어떻게 됐나봐 -

가지말래도 멈춰서래도
너를 향해가는 내 맘인걸
닳지도 않니 줄지도 않니
왜이리 내 사랑은
추억 하나하나 세고 또 세느라
맘은 한시도 쉬질못해
가누기도 힘든 짐만 될텐데
왜 난 버리지도 못하는지
정말 가슴이 어떻게 됐나봐
눈먼 사랑에 바보가 됐나봐
오직 한곳만 매일 한곳만
너란 슬픈 빛을 바라보다
눈물샘마저도 고장이 났나봐
자꾸 눈물이 멎질 않아
그저 한마디만 사랑해 한마디만
내게 말해주면 안되니
손을 뻗어봐도 아무리 불러도
너는 내게서 멀기만 해
아픈 상처만 될 사랑일텐데
왜 난 지우지도 못하는지
정말 가슴이 어떻게 됐나봐
눈먼 사랑에 바보가 됐나봐
오직 한곳만 매일 한곳만
너란 슬픈 빛을 바라보다
눈물샘마저도 고장이 났나봐
자꾸 눈물이 멎질 않아
그저 한마디만 사랑해 한마디만
내게 말해주면 안되니
니가 웃으면 나도 행복하단
거짓말로 날 위로해 보지만
니가 향해선 곳 내가 아니라서
외로운 눈물이 흘러
정말 심장이 어떻게 됐나봐
힘든 사랑에 미쳐버렸나봐
갖지도 못해 잊지도 못해
너를 하루하루 기다리다
너무나 그리워 탈이 난건가봐
너를 너무나 사랑해서
그저 한가지만 니 마음 한가지만
내게 나눠주면 안되니
나를 사랑하면 안되니"
350,그때 그 순간 그대로 (그그그) (Inst.),WSG워너비 (가야G),
351,너의 모든 순간 (Original),성시경,"이윽고 내가 한눈에
너를 알아봤을 때
모든 건 분명 달라지고 있었어
내 세상은 널 알기 전과 후로 나뉘어
니가 숨 쉬면 따스한 바람이 불어와
니가 웃으면 눈부신 햇살이 비춰
거기 있어줘서 그게 너라서
가끔 내 어깨에 가만히 기대주어서
나는 있잖아 정말 빈틈없이 행복해
너를 따라서 시간은 흐르고 멈춰
물끄러미 너를 들여다 보곤 해
그것 말고는 아무것도 할 수 없어서
너의 모든 순간 그게
나였으면 좋겠다
생각만 해도 가슴이 차올라
나는 온통 너로
보고 있으면 왠지 꿈처럼 아득한 것
몇 광년 동안 날 향해 날아온 별빛
또 지금의 너
거기 있어줘서 그게 너라서
가끔 나에게 조용하게 안겨주어서
나는 있잖아 정말 남김없이 고마워
너를 따라서 시간은 흐르고 멈춰
물끄러미 너를 들여다보곤 해
너를 보는 게 나에게는 사랑이니까
너의 모든 순간 그게
나였으면 좋겠다
생각만 해도 가슴이 차올라
나는 온통 너로
니 모든 순간 나였으면"
