,artist_name,song_name,lyric
0,조장혁,걱정말아요 그대,"그대여 아무 걱정 하지 말아요
우리 함께 노래합시다
그대 아픈 기억들 모두 그대여
그대 가슴 깊이 묻어 버리고
지나간 것은 지나간 대로
그런 의미가 있죠
떠난 이에게 노래 하세요
후회 없이 사랑했노라 말해요
그대는 너무 힘든 일이 많았죠
새로움을 잃어 버렸죠
그대 힘든 얘기들 모두 그대여
그대 탓으로 훌훌 털어 버리고
지나간 것은 지나간 대로
그런 의미가 있죠
우리 다 함께 노래합시다
후회 없이 꿈을 꾸었다 말해요
지나간 것은 지나간 대로
그런 의미가 있죠
우리 다 함께 노래합시다
후회 없이 꿈을 꾸었다 말해요
지나간 것은 지나간 대로
그런 의미가 있죠
우리 다 함께 노래합시다
후회 없이 꿈을 꾸었다 말해요
우리 다 함께 노래합시다
새로운 꿈을 꾸겠다 말해요"
1,어반자카파,그런 밤,"아무 이유없이
문득 외로운 날
생각이 많아서
잠들 수 없는 밤
찾아갈 곳 하나 없는
쓸쓸한 밤
평범한 하루 끝
그런 밤
여느 때와 다를 것 없는 날
아무도 전활 받지않는 밤
한없이 초라해지는 내 맘
또 그런 날 오늘도 그런 밤
아무 이유없이
문득 외로운 날
생각이 많아서
잠들 수 없는 밤
찾아갈 곳 하나 없는
쓸쓸한 밤
평범한 하루 끝
그런 밤
집에 와보니 익숙한 내방
말없이 깊어져 가는 밤
할 일이 참 많은데
할 일은 또 없는 날
뭔가 좀 아쉬운 밤
오늘따라 차갑게
느껴지는 밤공기
숨을 크게 들이쉬며
두 눈 감는다
아무 이유없이
문득 외로운 날
생각이 많아서
잠들 수 없는 밤
찾아갈 곳 하나 없는
쓸쓸한 밤
평범한 하루 끝
그런 밤
아무 이유없이
문득 외로운 날
생각이 많아서
잠들 수 없는 밤
찾아갈 곳 하나 없는
쓸쓸한 밤
평범한 하루 끝
그런 밤"
2,노리플라이 (no reply),곁에 있어,"무거운 맘을 붙잡고
집 앞을 서성이다가
또 다시 문을 등질 때
희미한 불빛 익숙한 그림자
고단한 세월에 작아져 버린
내가 모든 것인 오 그대만이
오 그대 오늘도
텅 빈 식탁을 채우고
멈춰버린 이야기에 슬퍼하나요
수많은 사람들
모두 날 떠나버려도
그댄 항상 여기 있죠 내게 있죠
내가 이제 그대 곁을 지켜줄게
남루한 소매 끝자락
적시던 고단한 날에
힘겹게 문을 열곤 했던 나에게
말없이 그저 날 안아준
그 아름다운 날들 반짝이네
오 그대 오늘도
텅 빈 식탁을 채우고
멈춰버린 이야기에 슬퍼하나요
수많은 사람들
모두 날 떠나버려도
그댄 항상 여기 있죠 늘 내게 있죠
내가 이제 그대 곁을 지켜줄게
오 그대 오늘도
여기 빈 식탁에 앉아
행여 내가 아파 무너지지 않게
두 손을 모으고
나를 위해 기도하죠
모두가 날 떠난 뒤에도 그댄 항상
곁에 있죠 나를 위해 늘 살아왔죠
이젠 내가 그대 곁을 늘 지켜줄게"
3,크루드플레이,"괜찮아, 난","괜찮아 여기에 서 있을게
우리 함께 했었던 모든 시간 속에서
언제든 나를 보고 싶을 때
그 모습 그대로 웃을 수 있게
가끔은 지친다 생각했지
끊겨버린 어젯밤 전화처럼
하지만 지워보려 할수록
선명해 지는 내 안의 너를
괜찮아 같이 걸어 가줄게
우리 함께 했었던 모든 길들 위에서
지쳐서 멈춰 설 때도
함께 쉴 수 있도록
가끔은 돌아서고 싶었지
맞지 않는 감정 어긋난 눈빛
하지만 더 견딜 수 없는 건
네 안의 내가 사라지는 것
Here I am
넌 그대로 있어 많은 걸
바꾸려 안해도 됨
너 있는 모습 그대로
내게는 많은 의미가 됨
갓 걸음마 뗀 아이가 걷는
불안한 첫 걸음처럼
처음 가는 길처럼
누구나 두려워하지
사랑이란 건 원래
누구도 예상 못하지
내일이란 건 원래
그래서 내가 있어
너만을 지키는 등대로 난
살아 갈 거야 그게 곧 나야
이게 나의 답이야
괜찮아 같이 걸어 가줄게
우리 함께 했었던 모든 길들 위에서
지쳐서 멈춰 설 때도
함께 쉴 수 있도록
괜찮아 여기에 서 있을게
우리 함께 했었던 모든 시간 속에서
언제든 나를 보고 싶을 때
그 모습 그대로 웃을 수 있게"
4,젝스키스,너를 보내며,"만날 수 없다는 슬픔보다 힘든 건
네가 내 곁에 항상 있어도
외롭다고 느끼는 가슴이야
내가 아닌 사람과
함께 있는 널 봤어
모든 걸 이젠 단념해야겠지
너의 지나친 무관심 속에서 내가
감춰야 했던 슬픔들
너를 바라보다 쓰러져
잠들어 버린 내 사랑이라고 해도
그걸 무너뜨릴 자신이 없어
또다시 혼자 돌아서고 있어
내가 원한 너의 사랑도
항상 바람으로 끝이 났지만
이젠 사랑했던 널 위해
먼저 떠날게
너에게 주었던 모든 것들은
널 위해서 잊기로 했지만
어느 누굴 만나 사랑한다 해도
언제나 행복해할 거라 생각할게
그래 내가 잊지 못할 단 한가지는
너 하날 지키지 못했던
사랑이란 거야
그런 너를 이해해
내가 부족하다면
괜찮은 사람 만나기를 바라
너의 지나친 무관심 속에서 내가
감춰야 했던 슬픔들
너를 바라보다 쓰러져
잠들어 버린 내 사랑이라고 해도
그걸 무너뜨릴 자신이 없어
또다시 혼자 돌아서고 있어
내가 원한 너의 사랑도
항상 바람으로 끝이 났지만
이젠 사랑했던 널 위해 먼저
떠날게"
5,AFTERNIGHT PROJECT,가까이,"닿을 듯 가까이 있는 그대를
두 눈을 꼭 감고 느껴본다
알 수 없는 공기 속에
우리 조금 더 가까워지길
기다린다 기다린다 기다린다
날 꼭 안아줘요 그렇게 해줘요
다른 사람 말고
한번 스치는 그런
가벼운 마음이 아니에요
내 맘 가져줘요 꼭 그래줘요
우린 운명일 테니
좀 다가와줘요
가까운 그대 보고 싶어요
몰랐었던 우리 사이 벽이
이대로 허물어지길
바래본다 바래본다 바래본다
날 꼭 안아줘요 그렇게 해줘요
다른 사람 말고
한번 스치는 그런
가벼운 마음이 아니에요
내 맘 가져줘요 꼭 그래줘요
우린 운명일 테니
좀 다가와줘요
가까운 그대 보고 싶어요
날 꼭 안아줘요 그렇게 해줘요
다른 사람 말고
한번 스치는 그런
가벼운 마음이 아니에요
내 맘 가져줘요 꼭 그래줘요
우린 운명일 테니
좀 다가와줘요
가까운 그대 보고 싶어요"
6,장재인,빗속의 여인 (금발이 너무해 스머페트),"잊지 못할 빗속의 여인
그 여인을 잊지 못하네
노오란 레인코트에
검은 눈동자 잊지 못하네
다정하게 미소지며
검은 우산을 받쳐 주네
내리는 빗방울 바라보며
말없이 말없이 걸었네
잊지 못할 빗속의 여인
그 여인을 잊지 못하네
다정하게 미소지며
검은 우산을 받쳐 주네
내리는 빗방울 바라보며
말없이 말없이 걸었네
잊지 못할 빗속의 여인
그 여인을 잊지 못하네
잊지 못할 빗속의 여인
그 여인을 잊지 못하네
잊지 못하네"
7,엘(L),내가 아니어도 좋아,"아무래도 상관없어
니가 웃기만 한다면
언제나 이렇게
니 옆에서 널 지켜줄 거야
내가 아니어도 좋아
너를 웃게 하는 사람
환하게 웃는 니 모습
난 그걸로 좋아
그냥 지켜주고 싶어
늘 행복하게 웃으면 좋겠어
그냥 니가 웃어주면
나도 같이 웃음이나 정말
내가 아니어도 좋아
널 행복하게 해 주는 사람이
내가 아니어도 좋아
널 웃게 한다면
날 울려도 상관없어
너만 웃을 수 있다면
환하게 웃는 니 모습
난 그걸로 좋아
그냥 널 지키고 싶어
늘 행복하게 웃으면 좋겠어
그냥 니가 행복하면
나도 같이 행복해져 정말
내가 아니어도 좋아
널 행복하게 해 주는 사람이
내가 아니어도 좋아
널 웃게 한다면
다 거짓말이야
내가 널 지키고 싶어
늘 너와 함께였으면 좋겠어
잠시 멀어져 있어도
눈물 참고 행복하자 우리
내가 아니라면 안돼
널 행복하게 해 주는 사람이
내가 아니라면 안돼
내가 아니라면 안돼"
8,한기란,위로,"빨갛게 물드는 하늘
집으로 가는 발걸음
오늘도 참 많이 지친 하루였겠죠
무거운 눈을 견디며
하늘 한번 보지 못하는 하루가
그대의 매일이겠죠
반쯤 감긴 눈으로 날
바라보며 괜찮다 말하는
그대 안쓰러
꼭 안아주고 싶어요
혼자 애쓰지 않아도 돼
항상 곁에서 그댈 지킬게
그대 내 품에
안겨 쉬어도 돼
쓰러져 울고 싶을 때
그대가 내 어깨에
기대어 쉴 수 있게
언제나 항상 이렇게
언제나 항상 이대로
걱정 가득한 마음과
두려움에 잔뜩 웅크린
그대의 내일에
꼭 말해주고 싶어요
혼자 애쓰지 않아도 돼
항상 곁에서 힘이 돼줄게
그대 오늘도
참 잘 견뎌냈어요
쓰러져 울고 싶을 때
그대가 내 어깨에
기대어 쉴 수 있게
언제나 항상 이렇게 항상
언제나 여기 이대로 있을게"
9,지창욱,네가 좋은 백 한가지 이유,"네가 좋은 이유들이
너무나 많아서
하나 하나 다 말하기
숨이 차겠지만
백 한가지를 세어도
끝나지 않는 말
이 밤에 널 앉혀놓고
모두 말해볼게
하나 너에겐 눈물이 많아
우는 게 이쁘다
둘째 아이처럼 보이는
너의 웃음이 좋다
세 번째 나의 마음이
네 번째 가슴이
모두 다 네가 이쁘다고
아우성대며
내 모든 행동에
이유를 만들어
바라보면 꼭 안고
내 하루를 들려주고 싶은 사람
자꾸 보면 더 볼수록
마음이 가고 예뻐
바라보면 자꾸 네게
입술을 대게 만드는 그런 사람
그런 네게 어떤 이유를 더
말해야 할까요
어떤 욕심도 없다
지금이 좋다
너와 있는 시간이
그저 지금처럼 널 안고
딱 오늘처럼만 너를 보고
이렇게 매일을 너와
함께하고 싶어
바라보면 꼭 안고
내 하루를 들려주고 싶은 사람
자꾸 보면 더 볼수록
마음이 가고 예뻐
바라보면 자꾸 네게
입술을 대게 만드는 사람
그런 네게 어떤 이유를 더
말해야 할까요
말해야 할까요 네게
네가 좋은 이유들이
너무나 많아서
백 한가지를 세어도
끝나지 않는 말"
