,제목,가수,가사
1190,US,하현상,"이 꿈을 놓아버린 건
니가 아니라 나였던 거야
이 길을 잃어버린 건
잠깐의 일도 아녔던 거야
날 반겼던 그 모습
날 삼켰던 그 일 하나
날 안았던 그 여름
우릴 버렸던 그 가을 앞에
I will never go back
into your arms
but can’t stop thinking
about you and me
I will never go back
into your arms
but can’t stop thinking
about the time
when we were us
이 꿈을 깨워버린 건
어떤 용기도 없었던 거야
이 후회 가져가는 건
우리가 아닌 나뿐인 거야
날 반겼던 그 모습
날 삼켰던 그 일 하나
날 안았던 그 여름
우릴 반겼던 그 가을 앞에
I will never go back
into your arms
but can’t stop thinking
about you and me
I will never go back
into your arms
but can’t stop thinking
about the time
when we were us
The Time when we were us"
1191,Fly (Feat. Fabolous),Jessica (제시카),"Invisible 안갯 속에
나를 찾아야만 해 Yeah
작은 불빛 그 희망은
상상만으로도 You’ll Find
높은 곳을 향해 손을 뻗어 볼 때
닿을 것만 같은 느낌
바라왔던 날들 가까워진 걸까
저 하늘에 그려져
Just Spread Your Wings 저 끝까지
가슴 뛰는 소릴 따라
두 눈을 감고 꿈을 펼쳐 봐
You're a Hero You Can Fly You Can Fly
You're a Hero You Can Fly You Can Fly
단 한 번도 보지 못한
세상이 펼쳐질 거야
구름 위로 날아올라
Cause Your Wings Are Made To Fly
높은 곳을 향해 손을 뻗어 볼 때
닿을 것만 같은 느낌
바라왔던 날들 가까워진 걸까
저 하늘에 그려져
Just Spread Your Wings 저 끝까지
가슴 뛰는 소릴 따라
두 눈을 감고 꿈을 펼쳐 봐
You're a Hero You Can Fly You Can Fly
You're a Hero You Can Fly You Can Fly
이젠 울지 않을래
이젠 포기 안 할래
I Won't Lose I Won't Lose
Oh No No No No No
Yeah Let’s Go Jess
You Should’ve Never
Doubted Yourself
Matter Of Fact You Should Be
Proud Of Yourself
‘Cause You Had To Find A Way
Go About It Yourself
Nobody Gave You Direction Had To
Route It Yourself
And You Never Got Lost
Losing’s Not An Option
No Time For L’s No Time To Fail
Winning Like Steph Curry And
Them We Warriors
Haters Wanna See Me In
a Crown Victoria
But I’m In a Benz AC on 70
Won’t Lose My Cool
Gotta Move Cleverly
Chess Not Checkers Playing
It With Strategy
Me And Jessica That’s
a Win Automatically
Just Spread Your Wings
저 끝까지 가슴 뛰는 소릴 따라
두 눈을 감고 꿈을 펼쳐 봐
You're a Hero You Can Fly You Can Fly
You're a Hero You Can Fly You Can Fly"
1192,다시 사랑한다 말할까,김동률,"마치 어제 만난 것처럼
잘있었냔 인사가 무색할 만큼
괜한 우려였는지
서먹한 내가 되려 어색했을까
어제 나의 전활 받고서
밤새 한숨도 못 자 엉망이라며
수줍게 웃는 얼굴
어쩌면 이렇게도 그대로일까
그땐 우리 너무 어렸었다며
지난 얘기들로 웃음짓다가
아직 혼자라는 너의 그 말에
불쑥 나도 몰래 가슴이 시려
다시 사랑한다 말할까
조금 멀리 돌아왔지만
기다려왔다고
널 기다리는게
나에겐 제일 쉬운 일이라
시간이 가는 줄 몰랐다고
다시 사랑한다 말할까
여전히 난 부족하지만
받아주겠냐고
널 사랑하는게 내 삶에 전부라
어쩔 수 없다고 말야

그땐 사랑인줄 몰랐었다며
가끔 내 소식을 들을때마다
항상 미안했단 너의 그 말에
불쑥 나도 몰래 눈물이 흘러
다시 사랑한다 말할까
언젠가는 내게 돌아올
운명이었다고
널 잊는다는 게
나에겐 제일 힘든 일이라
생각 조차 할 수 없었다고
다시 사랑한다 말할까
좋은 친구처럼 편하게
받아주겠냐고
다시 태어나도 널 사랑하는게
내 삶에 이유란 말야
다시 사랑한다 말할까
조금 멀리 돌아왔지만
기다려왔다고
널 기다리는게
나에겐 제일 쉬운 일이라
시간이 가는 줄 몰랐다고
다시 사랑한다 말할까
여전히 난 부족하지만
받아주겠냐고"
1193,또 사랑하고 만다,육성재 (비투비),"또 사랑하고 만다

가슴이 말하는데
두 눈이 말하는데
난 다시 또 거짓말을 해
눈물만 남길까 봐
니가 더 아플까 봐
널 찾는 숨겨둔 내 맘 위에
그리움만 덧칠을 해
이 비가 되어
네 곁에 내리고 싶어
그치지 않는 내 맘만큼
너를 채울수록
난 무너지겠지만
또 널 사랑하고 만다
스치듯 너를 보던
무심한 듯 널 듣던
너의 뒤 그림자를 아니
보이지 않을 만큼
들리지 않을 만큼
멀어지는 너의 뒷모습에
난 슬픈 입맞춤을 해
이 비가 되어
네 곁에 내리고 싶어
그치지 않는 내 맘만큼
너를 채울수록
난 무너지겠지만
또 널 사랑하고 만다
바라만 봐도 눈물이 나는 널
시리도록 아픈 널
단 하루만 단 한 번만이라도
내 품에 안고 싶어
사랑해 널 사랑해
가슴이 멈춰도
그치지 않을 내 맘만큼
너를 채울수록
난 무너지겠지만
또 널 사랑하고 만다
또 사랑하고 만다"
1194,선물,임창정,"말하지 않아도 눈빛으로 느껴지는
너는 선물같은 나의 사랑
내가 누굴까 고민도 없이
나에게 와 준 너에게
오늘도 벅찬 감동을 느껴 봐
작고 여린 손으로
나의 눈코입을 만지던 너
어떤 말로 다 표현할까
어느새 내 팔에 기대
잠들어버린 너
너의 숨결을 따라서
그 꿈속에 들어가
혹시라도 혼자일까
곁에 있고파 언제나 네 곁에
네 인생이 아름다워질 수만 있다면
같은 모습으로 그 날들을
더 멋있게 준비해갈게
뒤를 돌면 언제나 늘 항상 그 자리에
내게 기대 쉴 수 있게
그런 존재인 거야
사랑을 처음 만났던
그 날처럼 오직 너를
티내지 않아도 가슴으로 느껴지는
너는 선물 같은 나의 사랑
내게 그런 눈빛으로
그런 눈빛 하나로
나에게 오늘도
벅찬 감동을 주는 너
작고 여린 손으로 나의 눈코입을
만지던 너 어떤 말로 다 표현할까
어느새 내 팔에 기대
잠들어버린 너
너의 숨결을 따라서
그 꿈속에 들어가
혹시라도 혼자일까
곁에 있고파 언제나 네 곁에
네 인생이 아름다워질 수만 있다면
같은 모습으로 그 날들을
더 멋있게 준비해갈게
뒤를 돌면 언제나 늘 항상 그 자리에
내게 기대 쉴 수 있게
그런 존재인 거야
사랑을 처음 만났던
그 날처럼 오직 너를
나의 전부였던 이 시간들
훗날 기억하지 못하면 어때
이런 인연으로 세상을 헤치고
결국 우린 함께했잖아
네 인생이 아름다워질 수만 있다면
같은 모습으로 그 날들을
더 멋있게 준비해갈게
뒤를 돌면 언제나 늘 항상 그 자리에
내게 기대 쉴 수 있게
그런 존재인 거야
사랑을 처음 만났던
그 날처럼 오직 너를"
1195,닿을 듯 말 듯,백그림,"안녕 오랜만이야 잘 지냈어
어쩜 변한 게 하나도 없는지
처음 만난
그때로 돌아간 기분에
두려워진걸
나만 그런 것 같아서
닿을 듯 말 듯 했던
우리 사이가 외로워
너무 서운해서
어떤 변명이라도
네게 듣고 싶었어
후회로 가득했던 지난 날도
다시 마주한 지금에도
망설이는 너에게
어떤 말이라도 듣고 싶었어
안녕 이별이라도 말해 주지
우리 헤어지잔 말도 못 했어
그냥 그렇게
아무 이유도 몰랐던 게
어떤 변명도
너에게 할 수 없다는 게
닿을 듯 말 듯 했던
우리 사이가 외로워
너무 서운해서
어떤 대답이라도
네게 듣고 싶었어
후회로 가득했던 지난 날도
다시 마주한 지금에도
기다리는 나에게
어떤 말이라도 넌
차라리 내가 싫어진
이유라도 말해 주면
노력이라도 해 봤을 텐데 워
우리가 사랑하는 사이라고
말하기엔 나보다 더
소중한 게 많아서
버틸 수가 없었어
이런 널 이해해 보려 할수록
네가 더 멀어져만 가
더는 할 수 없는걸
이제 나도 어쩔 수가 없어서
아름답게 빛나던
그 시절의 우리는 이젠 안녕"
1196,우리가,백지영,"손이 시리 던 그 밤도 두 입 김 만으로
참 마냥 따스했던 우리가
그 늦은 밤 마지막 버스 안에서
지친 몸을 서로에 기댄 채
꿈을 꾸던 우리가
이렇게 햇살 좋은 날 따스한 오후에
서로의 마음을 할퀴고 있네요
험한 말로 손톱을 세우고서
정말 두 번 다신 안 볼 것처럼 싸우고
이런 사랑 따 윈 버릴 것처럼
그토록 사랑했던
우리가 왜 우리가 왜 우리가
꼭 이래야만 하나요
왜 우리가 왜 우리가
이렇게 변한 건가요
원래 못됐던 사람들처럼
한없이 아껴주던
우리가 왜 우리가 왜 우리가
헤어지려고 하나요
왜 우리가 왜 우리가
자꾸만 변해 가나요
그 아름답던 우린 없나요
늘 같은 곳을 꿈꾸며
함께 걷던 시간이 멈추려 하네
둘이면 행복했던
우리가 왜 우리가 왜 우리가
헤어져야만 하나요
왜 우리가 왜 우리가
이렇게 변한 건가요
그 아름답던 우린 없나요
참 마냥 좋았었던
우리가 왜 우리가 왜
왜 우리가 왜 우리가
자꾸만 변해 가나요
그 아름답던 그때의 우리를
꼭 기억 해내요 지금이 아니면
또 이런 사랑 없을 걸"
1197,Our Song,호피폴라,"I’m losing my way
나만 이런 건지
아닐 거라고 생각했죠
그런 줄 알고 있던 거죠
Maybe I’m afraid
눈물에 젖은 밤들도
이제는 셀 수 없을 만큼 오래된 거죠
Hold me now
Hold me tight
희미해지는 마음과
아파했던 기억들도
잠시만 내려놓고 서 서
So open up your eyes and see
수없이 많은 아픔이
우리의 눈을 가려도
잠깐이죠 늦지 않죠
So open up your eyes and see
Don't be afraid to walk alone
아주 잠시만
흘러가도 좋다고
Like we never fall apart
I don’t wanna blame
맺히는 기억들이 날
자꾸 놓아주지 않았던 날도
있었지
Hold me now
Hold me tight
희미해지는 마음과
아파했던 기억들도
잠시만 내려놓고 서 서
So open up your eyes and see
수없이 많은 아픔이
우리의 눈을 가려도
잠깐이지 늦지 않아
So open up your eyes and see
Don't be afraid to walk alone
아주 잠시만
흘러가도 좋다고
Like we never fall apart
So open up your eyes and see
수없이 많은 아픔이
우리의 눈을 가려도
잠깐이지 늦지 않아
So open up your eyes and see
Don't be afraid to walk alone
나란히 서 서
걸어갈 나의 노래
Like we never fall apart"
1198,먼 곳만 보네요,투앤비 (2NB),"그대는 모르나 봐요
내 마음이 들리지 않는가 봐요
사랑이 원래 이렇게 힘든가요
가슴이 너무 아프네요
그리고 그리다 보면
내 마음 알아줄까요
오늘도 바래 보죠
그대 뒤엔 항상 내가 그대로 있는데
오늘도 그댄 여전히 먼 곳만 보네요
다가갈 수 없는 내가 바보 같아서
또 이렇게 눈물이 나요
손 닿을 거리인데도
그댄 내게 멀게만 느껴지네요
바라고 바라다보면
내게로 다가와 줄까
오늘도 꿈을 꾸죠
그대 뒤엔 항상 내가 그대로 있는데
오늘도 그댄 여전히 먼 곳만 보네요
다가갈 수 없는 내가 바보 같아서
또 이렇게 눈물이 나요
사랑한단 그 말이 내겐 어려워
전하지 못하는 걸요
그대 뒤엔 항상 내가 기다리는데 왜
오늘도 그댄 여전히 먼 곳만 보네요
다가갈 수 없는 내가 바보 같아서
또 이렇게 눈물이 나요"
1199,어찌 잊으오,황치열,"누군가 물었소
무얼 그리 찾는지
황량한 이 들판에
찾는 이라도 있소
그댄 본 적 있소
세상이 다 밝아질
어떤 이의 웃음을
나는 본 적 있소
그 누군가의 마음도
어느 누구의 눈물도
모두 씻어내줄
아름다운 미소를
알고 있소
어찌 그댈 잊으오
어찌 그대를 잊소
매일같이 불어오는 바람마다
당신의 이름이 들려오는데
어찌 잊으오
어찌 잊으오
숨을 쉬는 모든 순간에 난 매일
그대 이름 부르리
You are the shine in my whole life
그댄 생각 나오
깊은 밤의 소리들
그대의 노랫소리
내가 웃는 소리
끝없이 행복하던 날
달보다 빛나던 순간
그때의 기억을 메고
하루하루 조금씩
걸어가죠
어찌 그댈 잊으오
어찌 그대를 잊소
매일같이 불어오는 바람마다
당신의 이름이 들려오는데
어찌 잊으오
어찌 잊으오
숨을 쉬는 모든 순간에 난 매일
그대 이름 부르리
바람도 한 점 없는
조용한 이곳에서
그대만이 나직이 부네요
매일같이 불어오는 바람마다
당신의 이름이 들려오는데
어찌 잊으오
어찌 잊으오
숨을 쉬는 모든 순간에 난 매일
그대 이름 부르리
You are the shine in my whole life"
1200,처음 그대를 사랑했었던,하동균,"누군가를 사랑한다는 건
흐릿해진 기억조차 놓지 않는 것
그 날까지
조금 더 일찍 알았더라면
뒤늦은 아쉬움도 남겨두지
않았을 텐데
수 많은 밤 수 많은 날들이
어제가 내일 이길 바래도
점점 멀어져
그리워 지는 그대 모습을
난 붙잡고 싶죠
저 멀리 떠나가네요
우리의 날들이
부서져 버린 파도처럼 흩어지네요
난 다시 돌아가네요
처음 그대를 사랑했었던
내 시간이 멈춰버렸던 그 날로
긴 바램은
흐려져 가는데
그대 기억들이 짙어져요
모든 순간은
그대라는 세상으로 이렇게
물들었는데
저 멀리 떠나가네요
우리의 날들이
부서져 버린 파도처럼 흩어지네요
난 다시 돌아가네요
처음 그대를 사랑했었던
내 시간이 멈춰버렸던 그 날로
조각난 기억들은
긴 후회로 남아
조금 더 옆에 머물러 함께 있었다면
기억은 반대로
흘러만 가네요
그 날을 향해
저 멀리 떠나가세요
우리의 아픔이
부서져 버린 파도처럼 흩어지도록
난 다시 돌아갈게요
처음 그대를 사랑했었던
내 세상이 멈춰버렸던 그 날로"
1201,애심,전영록,"오늘이 가기전에 떠나갈 당신이여

이제는 영영가는 아쉬운 당신이여

바람이 부는 언덕 외로운 이 언덕에

나만 홀로 남기고 어딜 가나 내 사랑아


헤어질 사람이면 정들지 말고

떨어질 꽃이라면 피지를 마라

언제나 빛나는 보석이 되어

영원히 변치않을 원앙이 되자

원앙이 되자"
1202,괜찮아,닐로(Nilo),"따뜻한 멜로디
음악이 흐르면
멀어져 버린 우리의
기억은 잠시 그때로
되감아지곤 해
똑같은 멜로디
또다시 흐르면
자꾸 생각나
눈을 감아봐도
나도 모를
눈물이 흘러
시간에 속아
커져만 가는 모습이
언제쯤이면 다
익숙해질까
그때 알았더라면
그때 안아줬다면
그러면 이별을
피해 갔을까
그래 날 잊어도 돼
나만 아프면 되니까
너의 기억은
날 안아줄 테니
이젠 추억으로
바뀌어도 다 괜찮아
너의 기억은
날 안아줄 거야
그때 알았더라면
그때 안아줬다면
그러면 이별을
피해 갔을까
그래 날 잊어도 돼
나만 아프면 되니까
너의 기억은
날 안아줄 테니
그렇게 걸어가면 돼
지금처럼 걸으면 돼
우리 이젠
같은 곳을 못 봐도
다른 길을 걸어도
그게 너를
웃음 짓게 한다면
날 잊어도 괜찮아
나만 아프면 되니까
너의 기억은
날 안아줄 테니
날 안아줄 테니"
1203,I'M OK,iKON,"I’m OK
위로하지 마 동정하지 마
곁에 있어 줄 필요 없어
괜찮으니까
I’m OK
걱정하지 마 신경 쓰지 마
차라리 혼자 있는 게 난
익숙하니까
I’m OK
듣기 싫어 모든 힘이 되는 말들
현실이 무거워 들지 못해 잠을
채울 걸 찾다가 채워지는 잔들
메마른 내 감정에 솔직해지지 가끔
무덤덤하지 어떤 상황이 와도
혼자인 게 편할 때도
외로움은 나를 잡고
하고픈 게 많아도 무기력에 무너져
잘 지내냐는 물음에
내 답변은 밝은 미소
세상 속 모두가
내게 등을 돌린 듯해
초라한 내 모습
한없이 작아지네
다가올 외로움에
사무쳤을 때
내 눈물을 보게 되면
부디 모른척해 줘
I’m OK
위로하지 마 동정하지 마
곁에 있어 줄 필요 없어
괜찮으니까
I’m OK
걱정하지 마 신경 쓰지 마
차라리 혼자 있는 게 난
익숙하니까
I’m OK
듣기 싫어 모든 힘이 되는 말들
난 괜찮은데 왜 유난 떠는지 다들
이별이 날카로워 조금 긁혔을 뿐
금방 나아지겠지 하루 이틀 지나면
침묵의 의미는 꼭 행복하라고
눈물의 의미는 진실로 사랑했다고
그녀 떠나간다고
난 죽지 않으니
생이 끝난 사람처럼 날 보지 말아 줘
바람이 스치면
낙엽이 흔들리고
파도가 스치면
바다가 흔들리듯
사랑이 스친 나도
흔들렸을 뿐
내 눈물을 보게 되면
부디 모른척해 줘
I’m OK
위로하지 마 동정하지 마
곁에 있어 줄 필요 없어
괜찮으니까
I’m OK
걱정하지 마 신경 쓰지 마
차라리 혼자 있는 게 난
익숙하니까
I’m OK
내 슬픔은 별거 아니라는 듯
웃어넘기려는 네가 난 원망스러워
leave me alone
내게 다가오지 마
어차피 떠나갈 사람
정들까 봐 무서워
I’m OK
위로하지 마 동정하지 마
곁에 있어 줄 필요 없어
괜찮으니까
I’m OK
걱정하지 마 신경 쓰지 마
차라리 혼자 있는 게 난
익숙하니까
I’m OK
아무것도 모르잖아 넌
다 아는 척하지 말아 줘
날 위한다는 말
오지랖도 넓으셔
혼자 있고 싶으니
날 좀 내버려 둬"
1204,초,한동근,"하루가 어두울 때면
너는 내게 와
불을 붙이곤 했어
반가운 표정 지으며
밝아지고는
웃으면서 날 봤어
나로 인해 밝아질 수 있다면
난 아무 말도
할 수 없지만 괜찮아
말없이 빛을 주지만
내 가슴은 타내려만 가
뜨겁고 아파 그래도 나는
말할 수 없어
왜냐면 네가 웃거든
네 웃음에 나도 웃거든
너의 초가 되어서
밝혀주다가 조용히 녹아
사라질 거야
너에게 사랑한다고
말하고 싶어
너는 못 듣겠지만
작은 빛이나마 줄 수 있어서
난 고마운 걸
언제나 곁에 있고 싶어
말없이 빛을 주지만
내 가슴은 타내려만 가
뜨겁고 아파 그래도 나는
말할 수 없어
왜냐면 네가 웃거든
네 웃음에 나도 웃거든
너의 초가 되어서
밝혀주다가 조용히 녹아
사라질 거야
더 이상 내가 너를
밝혀줄 수 없게 되면
이런 내가 초라하고
바보 같지만
그래도 기억은 해줄래
내 작은 빛을
말없이 빛을 주면서
내 마음은 녹아내려가
뜨겁고 아파 그래도 나는
참을 수 있어
이렇게 네가 웃거든
네 웃음에 나도 웃거든
너의 초가 되어서
밝혀주다가 조용히 녹아
사라져줄게"
1205,이미 널 잊었어,임창정,"널 떠나온 계절이 올 때면 낡은 추억들을 찾아 헤매
쓸쓸해진 거리에 낙엽이 지고 우리가 나누던 수많은 얘기가
마치 지금 들리는 듯해서 한걸음에 널 찾아보려 했었어
곁에 있어 달라던 그 한마디 못 지킨 이기적인 내가 참 미워서
널 사랑했었기에 미워도 했었으니 아플 땐 나를 실컷 원망해
우리 함께 했던 시간 다시 돌아갈 수 없는 날이라서 난 이미 널 다 잊었어
혹시 모두 잊을 것 같아서 한걸음에 널 찾아달라 울었어
거기 있어 달라던 그 한마디 못 지킨 이기적인 내가 참 미워서
널 사랑했었기에 미워도 했었으니 아플 땐 나를 실컷 원망해
우리 함께 했던 시간 다시 돌아갈 수 없는 날이라서 난 이미 널 다 잊었어
널 사랑했던 나는 그렇게 떠나온 나는 어떻게 널 계속 기억하라고
널 사랑했었기에 미워도 했었다고 아플 땐 나를 실컷 원망해
우리 같이 있던 시간 다시 돌아갈 수 없으니까 오늘도 조금씩 지운다"
1206,사랑해서…(이영현 솔로),빅마마,"차가운 비를 맞으며
가슴에 담지 못한 널 버리고
기억으로도 추억으로도
남기지 못하게 날 지우고
검붉게 물든 낙엽에
눈물로 네 이름 쓰며 울어도
바람에 흩어져 잡을 수가 없어
널 잃고 헤매는 나와 같아
사랑의 흔적조차 무뎌지고
아픈 추억에 나 홀로
남은 미련 때문에
못 다한 사랑에
가슴으로 네 이름 불러봐
오 사랑 때문에
너 하나 때문에
나 모든 걸 다 버리고
기다리는데
오 사랑이기에
단지 너이기에
웃어 바보처럼
한 숨의 조각들로 널 그리고
낯선 외로움의 시간만
여린 가슴 한켠엔
목 메인 노래엔
잊을 수 없는 너의 얼굴만
오 사랑 때문에
너 하나 때문에
나 모든 걸 다 버리고
기다리는데
오 사랑이기에
단지 너이기에
웃어 바보처럼
마법처럼 눈뜨면
다시 어제이기를
될 수도 할 수도 없는
욕심만 커져만 가도
사랑했기에 더 사랑했기에
미워하고 욕해보고 모진 말해도
널 잊지 못한채 내 사랑 남긴채
다시 살아갈게"
1207,I Love You (Feat. 신디),란 (RAN),"눈물이 또 나서
마냥 그냥 우는 날엔
그대가 또 생각나
처음에는 몰랐는데
뒤돌아 가는데
아무런 말도 못하고
그냥 그렇게 보냈는데
제발 가지 말라고
눈물로 백번을 돌이켜봐도
그대가 안녕이라 말해도
말하지 못해
웃어도 슬픔에
잠겨 운 내 소리가
미치게 우겨봐도
가슴이 저민데도
눈물이 흘러나와 버린데도
숨겨온 목소리가
영원히 사무쳐도
돌아와 마지막으로
널 부르는 말
이렇게 사랑해
널 수천 번 돌이켜봐도
지워도 또 안 되는 말
I love you
시간이 흐르는
모래시계처럼 그댄
그렇게 내 추억 속
한 켠으로 흘러가도
지우진 못하고
가끔은 웃고 말하고
마냥 그렇게 보냈는데
다시 꿈에 그대가
뒷모습 미안해 가지 말라고
그대가 안녕이라 말해도
말하지 못해
웃어도 슬픔에
잠겨 운 내 소리가
미치게 우겨봐도
가슴이 저민데도
눈물이 흘러나와 버린데도
숨겨온 목소리가
영원히 사무쳐도
돌아와 마지막으로
널 부르는 말
이렇게 사랑해
널 수천 번 돌이켜봐도
지워도 또 안 되는 말
I love you
지워 내야 한다고
또 좋았었던 기억을
밀어내야 한다고
기도해요 그래도 그대
그립다고 그대만 그리워
그대가 잘 지내라
말해도 말하지 못해
웃어도 터질듯
아파온 내 심장이
이렇게 부서져도
아픔이 커진데도
시간이 많이 흘러 버린데도
숨겨온 목소리가
영원히 사무쳐도 돌아와
마지막으로 널 부르는 말
이렇게 사랑해 널
수천 번 돌이켜봐도
지워도 또 안 되는 말
I love you
안녕이라 말해도
말하지 못해
웃어도 슬픔에
잠겨 운 내 소리가
미치게 우겨봐도
가슴이 저민데도
눈물이 흘러나와 버린데도
숨겨온 목소리가
영원히 사무쳐도
돌아와 마지막으로
널 부르는 말
이렇게 사랑해
널 수천 번 돌이켜봐도
지워도 또 안 되는 말
I love you"
1208,빗소리,윤도현,"지금 빗소리가 들려
조용히 내리는 이 빗소리
이런 날엔 네 목소리도 들려
다정히 날 부르던 목소리
비 오는 창문 밖 가로수에
네가 서 있을 것 같아
문을 열고 기억 저편
널 만나러 뛰어 나갔죠
주르르르 르르르륵 이 빗줄기처럼
내 마음도 흘러내려
잠들었던 추억들이 솜구름처럼
내 안에 피어나
빗속에서 널 생각해
우산 없이 걷길 좋아했던
너 또 비를 맞고 있을까봐
차가운 빗방울 속으로
나도 뛰어들어가
주르르르 르르르륵 이 빗줄기처럼
내 마음도 흘러내려
잠들었던 추억들이 솜구름처럼
내 안에 피어나
주르르르 르르르륵 이 빗줄기처럼
내 마음도 흘러내려
잠들었던 추억들이 솜구름처럼
내 안에 피어나
빗속에서 널 생각해"
1209,사진을 보다가,다비치,"사진을 보다가 반쪽을 찢었어
지금 우리처럼 반쪽을 찢었어
나 남들처럼 그렇게 널 잊고 싶어서
사진을 찢어버렸어
편지를 보다가 반쪽을 찢었어
거울을 보다가 눈물이 비쳐서
한참을 울었어
난 눈물로 널 잊고 싶어서
그래 잊고 싶어서 편지를 찢었어
나 혼자서도 잘해 낼 거라고
난 너 없이도 잘해 낼 수 있을 거라고
만약 네가 딴사람 만나면
행복을 빌어줄 거라고
난 너 없이도 잘해 낼 거라고
난 습관처럼 눈물 흘리진 않는다고
내 손 위에 찢겨진 두 장 중에
한 장을 태웠어
사진을 보다가
사랑을 하다가 반쪽을 잃었어
사랑을 하다가 나 혼자 남았어
한참을 울었어
난 눈물로 널 잊고 싶어서
그래 잊고 싶어서 편지를 찢었어
혼자서도 잘해 낼 거라고
난 너 없이도 잘해 낼 수 있을 거라고
만약 네가 딴사람 만나면
행복을 빌어줄 거라고
난 너 없이도 잘해 낼 거라고
난 습관처럼 눈물 흘리진 않는다고
사진 속 멈춰진 시간 그 모든 순간
찢겨진 너와 나의 기억과
그 아름다운 추억
모두 다 빛바랜 기억 속에
사진을 보다가
이젠 난 너 없이도 잘해 낼 거라고
난 습관처럼 눈물 흘리지 않는다고
이렇게 다짐하지만
잠시 나도 모르게 어느새 널 기다려
항상 웃고 있는 너의
사진을 보다가"
1210,단발머리,이수영,"오랜만이죠
조금 야위었네요
짧은 머리도
어느새 길었네요
우연히 보게 되니
살짝 어색해요
누구보다 가깝던 우린데
처음보다는
견딜만 해졌어요
당신 때문에
울지만은 않아요
이제는 괜찮아요
밥도 잘 먹어요
하루하루 당신을
지워갈거예요
왜 그랬어요
내가 지겨웠나요
그럼 그렇다고
속 시원히 말하지
나를 속여가면서
그래 즐겁던가요
아름다운 추억마저
더럽힌 네가 싫어
스치듯이 지나가줘요 oh
사랑의 걸었던 내 마음도 털어
아낌없이 잊어버려요 oh
믿었던 사랑의 끝인가요
잊어요
많이 변했죠
나도 야위었어요
길던 머리도
짧게 잘라버렸죠
우연히 보게 되면
그대 날 모르게
내가 아닌 것처럼
변하고 싶었죠
울기만 하다
때론 웃기만 하다
한때는 정말
사람이 아녔어요
잠도 잘 수 없었고
아무 일도 못했죠
당신과 헤어진게
대체 뭐라고 내가 싫어
스치듯이 지나가줘요 oh
사랑의 걸었던 내 마음도 털어
아낌없이 잊어버려요 oh
믿었던 사랑의 끝인가요
매일 쓰던 일기와
우릴 담았었던 사진들
아무 흔적없이 버려요
그녀가 보지 못하게 네가 싫어
내가 너무 미안해
그만해 정말 미워
미안하다고
믿지 않아
사랑했었어
너의 거짓말
믿지 않아
스치듯이 지나가줘요 oh
사랑의 걸었던 내 마음도 털어
아낌없이 잊어버려요 oh
믿었던 사랑의 끝인건가요"
1211,우리 사랑했잖아,다비치,"우리 사랑했잖아
제발 날 울리지마
오직 내겐 너 하나뿐야
눈을 감아도 보여 귀를 막아도 들려
제발 날 떠나가지마
어두웠던 내 삶에 빛이 되어준
사람 너무나 소중한 사람
하루 지나고 또 지나도 더
그리워져 이 노랠 하는 지금도
우리 사랑했잖아
제발 날 울리지마
오직 내겐 너 하나뿐야
눈을 감아도 보여 귀를 막아도 들려
제발 날 떠나가지마
돌아올것 같아서 다시 올지 몰라서
오늘도 너를 기다려
너는 모르지 넌 모르지 아파하는
날 이 노랠 하는 지금도
우리 사랑했잖아
제발 날 울리지마
오직 내겐 너 하나뿐야
눈을 감아도 보여 귀를 막아도 들려
제발 날 떠나가지마
세상과 너 둘중에 택하라면 하나
내 전불 빼앗아도 너라면 난 좋아
낮이나 밤이나 사랑에 난 목마른 자
널 이젠 잊자 이런 나의 같잖은
다짐이 또 다시 나를 울려 들려
너에게 바라는건 오직 너야
너 없인 아무것도 할수 없는 나야
이 노랠 들으면
제발 너 돌아와 돌아와
사랑하면 할수록 점점 야위어만 가
오직 내겐 너 하나뿐야
우리 사랑했잖아 제발 날 울리지마
날 두고 떠나가지마
Yeah uh uh 결국 넌 돌아서
나는 또 막아서
자존심 다 버리고 미친척 널 따라서
가슴이 되려 나를 다그치고 말했어
세상에 하나뿐인 널 잃지는 말랬어
나는 또 웃는척 그냥 멀쩡한척
너에게 부르는 마지막 나의 이 노래
제발 날 떠나가지마"
