,가수,제목,가사
336,카라,Love Letter,"소주한잔 오늘따라
술이 달아 들이 키다보니
많이 사랑했던
네가 그리운 시간이 됐어
소주한잔 그리움을 잊고 싶어
들이킨 술잔에 덜컥 떨어지는
눈물이 또 한잔 채우고 있어
술이 문제야 또 널 생각나게 하는
미워하게 만드는 이 술이 문제야
뭐가 문제야 우리 사랑했던 기억
되돌려버리는 술이 문제야
한발 한발 걷다보면 너와 걷던
거리가 나오지 헤어지기 싫어
늦게 걸었던 우리였는데
술이 문제야 또 널 생각나게 하는
미워하게 만드는 이 술이 문제야
뭐가 문제야 우리 사랑했던 기억
되돌려버리는 술이 문제야
내가 밉긴 밉나보다 끊는 전화
한번 없는걸 보니
너 때문에 술로 하룰 보낸다
이런 날 좀 구해주겠니 Uh
술이 문제야 또 널 생각나게 하는
미워하게 만드는 이 술이 문제야
뭐가 문제야 우리 사랑했던 기억
되돌려버리는 술이 문제야
생각나게 하는 술이 문제야
술 한 잔에 오늘따라 미치도록
네가 보고 싶다"
337,전창훈,술이 문제야,"바로 너였나봐 이제야 알 것 같아
날 지켜줄 단 한사람
오직 너뿐이야 오오
그런가봐 모두가 날 떠난대도
내 곁을 지킬 사랑
그 사랑이 너였나봐
널 잡을 수 있다고
그렇게 믿었었는데
난 그랬었는데 음
기다리고 있으면
돌아올 것만 같아서
오늘도 난 이렇게
꿈이 아니야 오늘은 아니야
나를 두고 돌아서지마
난 끝까지 널 원해 OH
바로 너였나봐 이제야 알 것 같아
날 지켜줄 단 한사람
오직 너뿐이야 오오
그런가봐 모두가 날 떠난대도
내 곁을 지킬 사랑
그 사랑이 너였나봐
사랑한다는 말로는
보여줄 수도 없었던
이 맘을 넌 아는지
제발 한번만 다시 또 한번만
우리 돌아갈 수는 없니
이렇게 널 원해 OH
바로 너였나봐 이제야 알 것 같아
날 지켜줄 단 한사람
오직 너뿐이야 오오
그런가봐 모두가 날 떠난대도
내 곁을 지킬 사랑
그 사랑이 너였나봐
한발 또 한발 멀어지나봐
아직도 넌 거기 그대로 있는데
떠나 갈 수도 없게
멀어질 내게 그런말은 No
하지마 이대론 못해 우
너였나봐 바로 너였나봐 OH YEAH
오직 너뿐야 오오
그런가봐 오 지금 이 순간
내 곁을 지킬 사랑
그 사랑이 너였나봐"
338,달샤벳,너였나봐,"그대 어디 있어도
무얼 하고 있어도
그저 이 내 가슴은
그댈 느낄 수 있죠
사랑할 것 같았죠
사랑할 수 밖에 없죠
내 눈에
내 맘 그 안에
그댄 별처럼 빛나니까
하루 시작을 그대와
하루 마지막을 그대와
하나만 바라다
오늘이 다 가는데
아직 사랑한다는 말 못 해서
조금 멀리서
그대 뒤에서
웃어요
한 발 먼저 다가가다
한 발 멀어질 것 같아
이런 게 사랑이니까
그댈 놓치면 안 되지만
하루 시작을 그대와
하루 마지막을 그대와
하나만 바라다
오늘이 다 가는데
아직 사랑한다는 말 못 해서
조금 멀리서
그대 뒤에서
웃어요
세어봐도
세지 못 할 만큼
계절이 바뀌어도
메마른 내 기억을
두드리는 비 같은
그 사람은 그대이니까
하루 시작을 그대와
하루 마지막을 그대와
하나만 바라다
오늘이 다 가는데
아직 사랑한다는 말 못 해서
조금 멀리서
그대 뒤에서
웃어요"
339,케이윌,별처럼 (Inst.),"점점 내 전화를 받지
않는 날이 더 많아져
점점 니가 웃는 모습을
난 보기가 힘들어져
대체 무엇이 그리 힘든건지
변하게 하는건지
묻고 싶지만 떠난다 말할까
난 그러지도 못해 못해
마치 처음 보는 사람처럼
낯설어하는 너
마치 죄를 지은 사람처럼
등뒤에서 우는 너
대체 어쩌다 여기까지 왔니
어떻게 해야 할까
묻고 싶지만 정말 끝 일까봐
애써 모른척해
아프다 내 맘과
서로 다른 너니까
그래서 더 미칠 것 같아
죽을 만큼 사랑해도
이별이 온다
사랑한 그때가 그립다
너의 집 앞에서 널 보내고
한참을 서있어
어쩜 마지막일지도 몰라
발길이 안 떨어져
듣지 않아도 말하지 않아도
니 맘을 알기에
잔인하지만 내일도
오늘처럼 모른 척 할거야
아프다 내 맘과
서로 다른 너니까
그래서 더 미칠 것 같아
죽을 만큼 사랑해도
이별이 온다
사랑한 그때가 그립다
죽어도 난죽어도 널
죽어도 난죽어도 널
죽어도 난죽어도 널
죽어도 난죽어도 널
죽어도 난"
340,고재근,못해,"얼굴이 많이 상했어요
어디 아픈 데는 없는지
뭘 그리 고민하나요
사랑이 밥 먹여주는 것도 아닌데
처음 그댈 만나 행복했던
그런 날 이젠 없겠지만
지금 이대로 괜찮아요
사람 사는 일이 다 그렇죠
다 괜찮아요
웃으며 안녕해요
괜찮아요 미안해하지 마요
다신 그대 때문에
가슴 아플 일 없게
그대여 이젠 날 놓아요
처음 내게 오던 그 날처럼
다시 한번 환히 웃어줘요
지금 이대로 괜찮아요
사람 사는 일이 다 그렇죠
다 괜찮아요
웃으며 안녕해요
괜찮아요 미안해하지 마요
다신 그대 때문에
가슴 아플 일 없게
그대여 이젠 날 놓아요
혹시 그대 살다가 외로울 때
추억이 식은 거리에서
우리 사랑을 느낄 수 있다면
언제까지나 기다릴게
내게 돌아와요 그대
난 괜찮아요
웃으며 안녕해요
잘 지내요 행복 빌어줄게요
다신 그대 때문에
가슴 아플 일 없게
날 위해서라도 편히 가세요
이젠 울지 않아요 난 정말 괜찮아요"
341,BMK,다 괜찮아요,"별빛이 반짝이던 그 어느 날
내 심장을 멈추게 했던 그 사람
눈 부시게 아름다운 그대의 사랑이
하얀 눈처럼 내려왔죠
We will be together for all times
I'll be on your side never turn again
아껴왔던 나의 순간들을
이제 함께 할
그대는 영원한 나의 사랑
내 곁에 아무도 없다 말해도
또 그대는 아무 말 없이 웃네요
내 두 눈을 바라보는 그대의 사랑이
나의 마음을 움직이죠
We will be together for all times
I'll be on your side never turn again
아껴왔던 나의 순간들을
이제 함께 할
그대는 영원한 나의 사랑
이제 말해봐요 my love
세상에 외칠 준비됐나요
아껴왔던 나의 순간들을
이제 함께 할
그대는 영원한 나의 사랑"
342,윤하 (YOUNHA),별에서 온 그대 (Inst.),"너 때문에 웃고
너 때문에 울고
너 때문에 살고
너 때문에 뛰고
사랑해서 나나 나나나
너 때문에 나나 나나나
너 때문에 웃고
너 때문에 울고
너 때문에 살고
너 때문에 뛰고
사랑해서 나나 나나나
너 때문에 나나 나나나
너 때문에 웃고
너 때문에 울고
너 때문에 살고
너 때문에 뛰고
사랑해서 나나 나나나
너 때문에 나나 나나나
너 때문에 웃고
너 때문에 울고
너 때문에 살고
너 때문에 뛰고
사랑해서 나나 나나나
너 때문에 나나 나나나
가끔 난 궁금해
니가 없는 나는 어떤 모습이었을까
잔뜩 꼬인 맘을 풀어낼 줄 모르고
날 막는 모든 것에 투덜대며
남들 기분 망쳐 놓는 못난 놈
그런 내가 달라졌지
내가 따라가지 못할 거라며
포기했던 일들에 막 달려들지
다가섰지 더 나은 내 모습에
어제의 못난 내게
작별의 인사를 거듭해
걸을래 너와 함께 이 길을
매일 밤 쓸 거야
좋은 일 뿐인 일기를
너는 나의 이유
필요 없지 거창한 미사여구나 비유
너 때문에 웃고
너 때문에 울고
너 때문에 살고
너 때문에 뛰고
사랑해서 나나 나나나
너 때문에 나나 나나나
너 때문에 웃고
너 때문에 울고
너 때문에 살고
너 때문에 뛰고
사랑해서 나나 나나나
너 때문에 나나 나나나
두통이 내 머릴 찾아와 지끈거리고
내 몸이 흐린 날 빨래처럼 축 쳐지고
구름처럼 우울한 기분만이
나를 감싸도
널 만나면 해가 반짝 뜬 것처럼
다 밝아져
Cotton blossom 늘 맑음
우리의 날씨
포근하고 기분 좋은 향기가 나지
참 기가 막힌 너란 사람
너 한 사람이 바꾸고 있는
세상을 잘 봐봐
니가 날 웃게 만들면 내가 또 누군갈
그 누군가는 또 그 옆에 있는
다른 누군가를
다시 웃게 만들지 대단해
힘든 세상 즐거워져 너 때문에
너 때문에 웃고
너 때문에 울고
너 때문에 살고
너 때문에 뛰고
사랑해서 나나 나나나
너 때문에 나나 나나나
너 때문에 웃고
너 때문에 울고
너 때문에 살고
너 때문에 뛰고
사랑해서 나나 나나나
너 때문에 나나 나나나
Because of you because of you
'Cause I love you
'cause I love you
Because of you because of you
'Cause I love you
'cause I love you"
343,유니파이밴드,너 때문에 (Feat. Jerry.K),"나 어떡해 너갑자기 가버리면
나 어떡해 너를잃고 살아갈까
나 어떡해 나를두고 떠나가면
그건안돼 정말안돼 가지말라
누구몰래 다짐했던 비밀이 있었나
다정했던 네가 상냥했던 네가
그럴수 있나
못 믿겠어 떠난다는 그말을
안 듣겠어 안녕이라 그말을
나~~~~~~~~
나~~~~~~~~
누구몰래 다짐했던 비밀이 있었나
다정했던 네가 상냥했던 네가
그럴 수있나
못 믿겠어 떠난다는 그말을
안듣겠어 안녕
나 어떡해 나 어떡해
나 어떡해 나 어떡해
나 어떡해 나 어떡해
나 어떡해 나 어떡해
나 어떡해 나 어떡해
나 어떡해 나 어떡해
나~~~~~~~~~~
나~~~~~~~~~~
나~~~"
344,Various Artists,나 어떡해 ('77 제1회 MBC 대학가요제 대상),"다정한 연인이 손에 손을 잡고
걸어가는 길 저기 멀리서
우리의 낙원이 손짓하며
우리를 부르네
길은 험하고 비바람 거세도
서로를 위하며 눈보라 속에도
손목을 꼭잡고 따스한 온기를 나누리
이 세상 모든것 내게서 멀어져 가도
언제까지나 너만은 내게 남으리
다정한 연인이 손에 손을 잡고
걸어가는 길 저기 멀리서
우리의 낙원이 손짓하며
우리를 부르네
이 세상 모든것 내게서 멀어져 가도
언제까지나 너만은 내게 남으리
다정한 연인이 손에 손을 잡고
걸어가는 길 저기 멀리서
우리의 낙원이 손짓하며
우리를 부르네"
345,Various Artists,젊은 연인들 ('77 제1회 MBC대학가요제 동상),"꿈이길 바라고 바래 왔던 건
믿기 힘든 현실에
걸을 힘조차 없을 만큼
아프고 아파서
삼키고 삼켰던 나의 눈물이
가슴 안에 고여와도
지치지 않을 거야
마지막 웃는 날 까지
어둠은 사라져가고
환한 빛이 되길 바래
가슴 아파도 시련이 와도
나를 믿고 싸워간다면
산산히 부서져버린 지나간
행복했던 날들을
떨리는 목소리로 부른다
다시 찾을 그날을 위해서
꿈이길 바라고 바래 왔던 건
믿기 힘든 현실에
걸을 힘조차 없을 만큼
아프고 아파서
삼키고 삼켰던 나의 눈물이
가슴 안에 고여와도
지치지 않을 거야
마지막 웃는 날 까지
왜 눈물이 나는지 싫다
너무나 싫다
나 웃기를 바란 건
상처가 아물기를 바라는 거
꿈이길 바라고 바래 왔던 건
믿기 힘든 현실에
걸을 힘조차 없을 만큼
아프고 아파서
삼키고 삼켰던 나의 눈물이
가슴 안에 고여와도
지치지 않을 거야
마지막 웃는 날 까지
되돌려 놓을 거야
다쳤던 내 모든 것들을"
346,진주,아프고 아파서,"내 삶엔 애틋한 사람이 있네요
아무 사이도 아니고
안부정도 서로 건넬 뿐입니다
만질 수 있고 가져야만
사랑입니까
말없이 바라보아도 다
들리는 그런 사람 있습니다
다 가질 수가 없어서
다 버릴 수도 없어서
하나도 가진 것 없지만
나 모든 걸 다 가진 것 같아
슬픔이 행복이라는 걸
홀로 있어 함께 라는 걸
그댈 사랑하지 않아서
사랑인줄 나 알 것 같아요
I call it love
난 말야 너와 스치는 게 참 좋아
1초의 두근거림이 평생보다
내겐 깊은 사랑이죠
다 가질 수가 없어서
다 버릴 수도 없어서
하나도 가진 것 없지만
나 모든 걸 다 가진 것 같아
슬픔이 행복이라는 걸
홀로 있어 함께 라는 걸
그댈 사랑하지 않아서
사랑인줄 나 알 것 같아요
I call it love
그대가 내 눈 속에 잠시
머물러있다 후둑 떨어집니다
아무 일도 없는 듯
서로의 길을 걷겠죠 oh
세상을 다 가진다해도
많이 외로울 것 같아요
그래서 그대를 가지면
난 더 많이 외로울 것 같아
그냥 그리워만 할래요
계속 설레이고 싶어요
그댈 시작하지 않아서
난 그대와 끝나지도 않아
이 사랑은
영원 하죠"
347,라팡 (lapin),I Call It Love (Feat. 어반자카파 박용인),"나 혼자 걸었어
너의 발걸음 따라 함께 걷던
이 길 가벼워진 내 마음
우리 함께이길 바라왔던 많은 날
얼마나 길었었니
더 많이 힘들었었던 건 너였겠지
이리 와줄래
한 걸음 더 가까이 다가온 뒤
그토록 멀었던 만큼 내 안에 들어와
소리쳐 널 불러 볼래 숨겨왔던
나를 보아줘
마음이 전해져 가득 느껴지도록
이별은 우리에게는 아직
아니라고 말해줘
서둘지 않을게 이제야 시작인걸
그대로 머물러줘
나나 나나 나나 나나 나나 나나
다신 떠나지 마요 내 곁에서
나나나나나나
우린 서로에게 길들여지나 봐
이리 와줄래
마법처럼 일어난 이 사랑이
다시는 아프지 않게 내 안에 들어와
소리쳐 널 불러 볼래 숨겨왔던
나를 보아줘
마음이 전해져 가득 느껴지도록
이별은 우리에게는 아직
아니라고 말해줘
서둘지 않을게 이제야 시작인걸
그대로 머물러줘
나나 나나 나나 나나 나나 나나
다신 떠나지 마요 내 곁에서
나나나나나나
우린 서로에게 길들여지나 봐
그대로 머물러줘"
348,태민 (TAEMIN),발걸음 (Steps),"너를 처음 봤던 날 눈부신
햇살처럼 빛이 났었지
눈이 마주쳤던 그 때에 느껴졌었지
나의 마음이
너는 알고 있을까 이런 나의 마음을
너는 알고 있을까 너를 바라보는 날
나 외치고 싶어 너를 사랑한다고
I wanna fall in love
너와 사랑에 빠지고 싶어
Baby you are the only one
너 밖에 없어 너만이 My love
널 사랑해
너를 바라 볼 때면 따듯한 바람이
내 볼가에 번져
두근거림 떨림 그 설렘이
느껴졌었지 나의 마음에
너는 알고 있을까 좋아하는
너를 보고만 있어
너는 알고 있을까 보고 싶단 말만
되새기는데
나 외치고 싶어 너를 사랑한다고
I wanna fall in love
너와 사랑에 빠지고 싶어
Baby you are the only one
너 밖에 없어 너만이 My love
I wanna fall in love
우 우 My love My love 우 우
너는 알고 있을까
I wanna fall in love
너와 사랑에 빠지고 싶어
Baby you are the only one 오
너 밖에 없어 너만이 My love
I wanna fall in love My love
My love babe
Baby you are the only one
Baby you are the only one for me"
349,이주원,너는 알고 있을까 (Feat. 배두훈),"i love you
say we`re together baby
you and me
i can only give my life
and show you all i am
in the breath i breathe
i will promise you my heart
and give you all you need
if it takes some time
if you tell me
you don`t need me anymore
that our love won`t last
forever
i will ask you for a
chance to try again
to make our love
a little better
i love you
say we`re together baby
say we`re together woh
i need you
i need you forever baby
you and me
you say you hardly know
exactly who i am
so hard to understand
i knew right from the start
the way i felt inside
if you read my mind
if you tell me
you don`t need me
anymore
that our love won`t last
forever
i will ask you for a chance
to try again
to make our love
a little better
i love you
say we`re together baby
say we`re together woh
i need you
i need you forever baby
you and me
remember
when you used to hold me
remember
when you made me cry
you said you loved me
oh you did
yes you do
i love you
say we`re together baby
say we`re together woh
i need you
i need you forever baby
you and me"
350,호란,I Love You,"우린 그렇게 믿었었기 때문에
우린 그렇게 믿어 왔기 때문에
우린 모른 척 지나쳤기 때문에
소나기 같은 이별을
피해갈 길이 없었지
우린 사랑만 믿었었기 때문에
우린 사랑에 미쳤었기 때문에
당연한 진실을 우리는
기만했기 때문에
한 방향의 자석처럼
서로를 밀어냈었지
사랑 그 끝은 이별이란 사실을
너랑 끝인 걸 알아버린 현실은
서로 다르지만 언젠가
맞춰지는 퍼즐처럼
모든 게 달랐던 너와 나
만날 수 있을까
우린 그때는 몰랐었기 때문에
우린 사랑을 몰랐었기 때문에
그 끝이 이별이란 사실을
그때는 몰랐었던 일
자유 그땐 이유 없는 행복으로
자유 이제는 오히려 불안으로
또 다른 구속과 늘 같은
반복을 원하므로
우리는 메아리처럼
사랑을 되풀이하지
사랑 그 끝은 이별이란 사실을
너랑 끝인 걸 알아버린 현실은
서로 다르지만 언젠가
맞춰지는 퍼즐처럼
모든 게 달랐던 너와 나
만날 수 있을까
우린 그때는 몰랐었기 때문에
우린 사랑을 몰랐었기 때문에
그 끝이 이별이란 사실을
그때는 몰랐었던 일"
351,바이브,그때는 몰랐었던 일,"혼자란 생각에 가슴 아프다
시간이 갈수록 더 아프다
날 울리고 간 미운 사람
매일 웃다가 매일 울다가
이러는 내가 정말 이러는 내가
날 떠난 네가 나쁘다
날 버린 네가 나쁘다
날 잊고 떠나간 사람
못 잊어 추억에 산다
아파서 너무 아파서
눈물을 감출수 없다
나쁘다 너 나쁘다
익숙한 이별도 이젠 아프다
시간이 갈수록 더 아프다
날 울리고 간 나쁜사람
매일 웃다가 매일 울다가
이러는 내가 정말 이러는 내가
날 떠난 네가 나쁘다
날 버린 네가 나쁘다
날 잊고 떠나간 사람
못 잊어 추억에 산다
아파서 너무 아파서
눈물을 감출수 없다
나쁘다 너 참 나쁘다
나쁘다 널 가질수 없는게
나쁘다 네가 내 사람 아니라는게
날 떠난 너
날 떠난 네가 그립다
날 버린 네가 그립다
날 잊고 떠나간 사랑
아직 난 추억에 산다
한번만 제발 한번만
단 한번만 보고 싶다
나쁘다 너
나쁘다 너"
352,서지안,나쁘다 너,"아직도 너의 마음 알 수 없기에
이렇게 다른 곳만 바라보고
아쉬워 잠 못 드는 오늘도
꿈속에 내 꿈이 이뤄지길 바랜 사랑
내 손을 잡아
흔들렸던 사랑 믿지 못한 사랑
세상이 세상이 우릴 속일지라도
내 가슴은 너 하나 널 향해서
언제나 니 곁에서
내 사랑 내 손을 놓지 말아줘
내 눈의 비친 너의 모습은
미련한 사랑을
잊지 못한 바보 사랑
내 손을 잡아
흔들렸던 사랑 믿지 못한 사랑
세상이 세상이 우릴 속일지라도
내 가슴은 너 하나 널 향해서
언제나 니 곁에서
내 사랑 내 사랑 함께 영원토록
말하지 않아도 가슴은 다 알잖아요
이제는 지나간 시간을
모두 다 잊어요
나만 바라봐요
내 손을 잡아
약속했던 사랑 기다렸던 사랑
이 두 손 이 손을 이젠 놓지 말아요
내 가슴은 너 하나 널 향해서
언제나 니 곁에서
내 사랑 내 손을 놓지 말아줘"
353,길미,내 손을 잡아,"가슴 아파도 그대라구요
나의 간절했던 마음에
소중한 사랑
가슴 아파서 또 눈물이 나서
찬 바람에 움츠린 꽃처럼
소리없이 흐르는
구름 뒤의 별처럼
조심스럽게 추억을 거슬러
아픈 가슴에 힘든 사랑에
모진 세월 속에 아른거리던
그대만을 바라보던 슬픈 내 사랑
아쉬움에 잊혀질까 봐
바람 불어도 슬퍼 말아요
쉽게 터질 듯한 가슴에
묻어 둔 사랑
멀리 있어도 같은 추억만으로
눈물 같은 내 사랑아
아픈 가슴에 힘든 사랑에
모진 세월 속에 아른거리던
그대만을 바라보던 슬픈 내 사랑
아쉬움에 잊혀질까 봐
바람 불어도 슬퍼 말아요
쉽게 터질 듯한 가슴에
묻어 둔 사랑
멀리 있어도 같은 추억만으로
눈물 같은 내 사랑아
시린 기억들로 가득한가요
혼자 되뇌이며 울던 그 사람
가슴 아파도 그대라구요
나의 간절했던 마음에
소중한 사랑
눈물 흘러도 긴 밤 작은 별처럼
지켜주던 내 사랑"
354,정은지,그대라구요 (Inst.),"자주 가는 그 집에 들러
매번 같은 것으로 주문 하고
다를 거 없는 나의 하룰
무심한 듯한 그대에게 늘어 놓죠
한 손엔 꽃다발을 들고
어딘가 서두르던 그 남자도
작은 먼지를 털어주던
웃는 모습까지 닮았던
버스 앞 연인도
거리마다 그대가 동화처럼 내게
거리마다 그대가 그림처럼 내게
걷고 있었죠 내게로 내게로
환히 웃어 주었죠 오늘도 오늘도
날 보는 그대의 눈빛에 매일 설레죠
커피 한 잔을 나눠 들고
같은 주머니에 언 손을 넣고
걷는 걸음까지 닮아서
바라보던 나도 닮아서
추억에 물들죠
거리마다 그대가동화처럼 내게
거리마다 그대가 그림처럼 내게
걷고 있었죠 내게로 내게로
환히 웃어 주었죠 오늘도 오늘도
서둘던 남자가 숨겨둔 꽃을 건네요
그녀는 그날을 기억할까요
가진 게 없던 내게 온 날
그대가 오던 날
단 한 사람 내 편에 서
눈이 부시던 날
하루만큼 사랑은 더해지겠죠
그대만큼 사랑은 더욱 빛이 나겠죠
고마운 사람 내 곁에 머물러
지금처럼 이대로 웃어요 웃어요
그대가 내게 준 오늘이 저물어가요
내 손을 잡은 채 오늘도 잠이 드네요"
355,The One (더원),닮은 하루,"사랑해 너하나만 사랑해 너하나만
못난 내모습 누구보다도
사랑해준 한사람
영원히 우리둘이 이길을 걸어가요
언제까지나 그대만 사랑해요
하루온종일 생각이 나는 한사람
돌아서면
자꾸만 보고 싶어지는사람
잠시라해도 목소리 듣고 싶어
전화하는나 사랑하는 한사람
사랑해 너하나만 사랑해 너하나만
못난 내모습 누구보다도
사랑해준 한사람
영원히 우리둘이 이길을 걸어가요
언제까지나 그대만 사랑해요
생각만해도 괜시리 눈물이나고
언제라도 그대 목소리
듣고싶어지죠
운명이겠죠 그대의 반쪽되어
살아갈께요 사랑하는 한사람
사랑해 너하나만 사랑해 너하나만
못난 내모습 누구보다도
사랑해준 한사람
영원히 우리둘이 이길을 걸어가요
언제까지나 그대만 사랑해요
혹시이게 꿈이 라면 깨지않기를
꿈이라도 그대와함께
있고 싶어요
바라만 보아도난 가슴이 따뜻해져
사랑하니까 누구보다도
그댈 사랑하니까
영원히 우리둘이 이길을 걸어가요
언제까지나 그대만 사랑해요"
356,루피나,생각이 나는 한사람,"참 많이 행복 했었다
너란 사람을 만나서
내 가슴은 매일 설？고
내 두 눈은 너만 보였고
그땐 너에게 미쳤었지
널 사랑한단 이유로
내 안에 더 가두고 지치게 했었지
내 욕심이 많았다 널 그래서 잃었다
사랑이 넘치고 넘쳐 흘러
다신 널 볼 수 없게 됐다
상처만 남은 헛 사랑
알지 못한 그 땐
그래 내 욕심이 많았다
다 잘해 낼 것 같았다
너 만한 사람 없어서
난 행복에 눈이 멀어서
네 마음을 볼 수 없었지
널 울리고 힘들게 했었지
내 욕심이 많았다 널 그래서 잃었다
사랑이 넘치고 넘쳐 흘러
다신 널 볼 수 없게 됐다
상처만 남은 헛 사랑
알지 못한 그 땐
그래 내 욕심이 많았다
내 잘못이 많았다
잘 알면서도 해 줄 수 밖에 없는 말
더 버리고 버려도 내 욕심이 남아서
너 없인 너 없인 나 안될 것 같아
마지막 부탁이다
여전히 너는 내 사랑 알아주라 제발
그래 그래 나는 네 곁에 있고 싶다
아직 내 사랑이 남았다"
357,예성 (YESUNG),내 욕심이 많았다 (Blind),"서런 길에 맘길 돌려봐도
천만번째 너를 지워봐도
덧없이 흘러가
이렇게 오늘도 하루가 가네요
저기 내 추억은
왜 그리도
같은 자리에만 있나요
소리도 없이 숨죽였던
당신의 기억 속에
다시는 못 볼 지난 날들
멀어지나
흘러온 내 사랑
그저 살아야만 한다면
지우지도 못한 맘으로
눈물을 참고
아프지도 못해
텅 빈 가슴 안고서
그저 살아야만 한다면
지우지도 못한 그대로
왜 그리도 서글픈
너의 기억
같은 자리에 그 사람
다시는 못 볼 지난 날들
멀어지나
흘러온 내 사랑
그저 살아야만 한다면
지우지도 못한 맘으로
눈물을 참고
아프지도 못해
텅 빈 가슴 안고서
그저 살아야만 한다면
지우지도 못한 그대로
왜 그리도 서글픈
너의 기억
같은 자리에 그 사람"
358,혜령,아프지도 못해,[가사 준비중]
359,이상우,사랑을 잃어버린 나,"말도 안 돼 사랑이래
어떻게 어떻게 난 어떻게
밀어내도 다가오는
널 어떻게 어떻게 난 어떻게
미워하면 할수록 가득 번지는 니가
미칠 듯이 난 두려워져
태양은 가득히 내 온몸을 비추며
너라서 너라서 너라서
가슴이 시리게 눈물로 하는 말
사랑해 사랑해 사랑해
고개 들어 자 웃어줘
니 앞에 나 이렇게 서 있잖아
전쟁 같은 세상도 너와 함께
있다면
후회 없이 행복할 수 있어
태양은 가득히 내 온몸을 비추며
너라서 너라서 너라서
가슴이 시리게 눈물로 하는 말
사랑해 사랑해 사랑해
위험해진 날 지독해진 날
구원해준 니가
제대로 날 살게 한 사람인 걸 알았어
하루를 살아도 니 곁에 살고 싶어
웃으며 널 안으며 이렇게
눈물이 흘러도 내 맘이 아파도
너 하나 너 하나 너 하나
얼마나 숨죽여 바래 왔었는지
사랑해 사랑해 사랑해
말할게"
360,양파,태양은 가득히,"그 어두운 거리를 혼자 걷던 내게
흐르는 눈물조차도
몰랐던 나에게
너는 눈부신
빛처럼 다가와 나를 비췄어
너의 손이 가져간 건
내 눈물이었음을
난 이제야 깨달았어
너와 함께 했던 많은 시간들이
모르고 지낸 행복했던 순간들이
이제껏 내가 걸어왔던 길을
울며 외롭게 혼자서 걷던 길을
넌 모두 달라지게 만든 거야
이제서야 알게 됐어
내 앞에 이 길이
이토록 아름다운 이유를
오랫동안 말하지 않아도 너는
어떻게 내 맘을 다
알고 있는 거니
그런 너에게 기대기만 했던
내가 미안해
나의 손을 뻗어
이젠 너를 안아줄게
이런 나의 맘 알겠니
너와 함께 했던 많은 시간들이
모르고 지낸 행복했던 순간들이
이제껏 내가 걸어왔던 길을
울며 외롭게 혼자서 걷던 길을
넌 모두 달라지게 만든 거야
이제서야 알게 됐어
내 앞에 이 길이
이토록 아름다운 이유를
아직도 내 안에 남아있는
어두운 기억이
조금씩 널 닮아 빛으로 물들어가
그 빛이 꺼져가지 않게 도와줘
언제라도 널 비출 수 있게
너와 함께 하는 모든 시간들이
이제껏 내가 걸어왔던 길을
I promise you
이제 같은 시간 속을 살아가
이게 전부 다 너였어
내 앞에 이 길이
이토록 아름다운 이유를"
361,SHINee (샤이니),The Reason,"내 그리웠던 날들이
조용히 저물어가고
추억을 헤는 별들이
가슴 위로 뜨는 밤
그 별빛처럼 흐르던
그대와 나의 이야기
이제는 사라져버린
꿈결 같은 약속들
어디로 갔나요
그 눈부시던 눈동자
세상 가득히 퍼져가던
그대 향기와 따뜻한 음성
그 아름다운 날들이
바람에 흩어졌어도
귓가에 아직 들리는
지난 날의 속삭임
어디에 있나요
그 타오르던 입술과
내 맘 아득히 퍼져오던
그대 향기와 수줍은 미소
외로운 날이 길 때면
환하게 떠오는 얼굴
이제는 사라져버린
아름다운 그 날들
다시는 갈 수가 없는
그 향기롭던 날"
362,유성은,아름다운 시절 (Acoustic Ver.),"요즘 내 맘의 날씨는
하루종일 맑음이야
멍하니 있다가
자꾸 바보같이 웃어
지금 시간은 몇신지
오늘 무슨 요일인지
그대생각 하다보면
어느새 또 해가 저물어
그대가 있어서 내 하루가
그대가 있어서 내 모든게 행복해
참 신기하죠 이런 내모습 참좋아요
곁에만 있어도 좋은 사람
생각만 해봐도 미소짓게 만들죠
사랑합니다 내 사랑
모두 다 드릴게요 그대만
처음처럼 늘 설레여
처음처럼 늘 두근대
이런 사랑 이런 믿음
이 세상에 다신 없을걸
그대가 있어서 내 하루가
그대가 있어서 내 모든게 행복해
참 신기하죠 이런 내모습 참좋아요
곁에만 있어도 좋은 사람
생각만 해봐도 미소짓게 만들죠
사랑합니다 내 사랑
모두 다 드릴게요 그대만
이 세상에 어느 누가
이만큼 날 좋아할까
나 그만큼 아니 그보다
더 사랑스러운 내가 되줄게
그대가 있어서 내 하루가
그대가 있어서 내 모든게 행복해
참 신기하죠 이런 내모습 참좋아요
곁에만 있어도 좋은 사람
생각만 해봐도 미소짓게 만들죠
사랑합니다 내 사랑
모두 다 드릴게요 그대만"
